"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"EngineTemp"|"F"|0|300|1,"OilTemp"|"F"|0|300|1,"OilPress"|"PSI"|0|150|25,"Battery"|"Volts"|0.0|20.0|1,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"RPM"|""|0|10000|25,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"mi"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
276563,1616770643829,,,18,,,-0.45,0.05,-0.19,4,8,-1,0.45,0,,,,,,,,,,,,,,,,
276603,1616770643869,,,16,,,-0.23,0.15,-0.17,4,10,-0,0.28,0,,,,,,,,,,,,,,,,
276643,1616770643908,,,18,,,-0.16,0.2,-0.12,3,24,-6,0.26,0,45.846943,5.178605,49.57,697.3,7,2,2.4,0,0.0,-1,0.0,0.0,0.0,0,0.69,4.6107
276683,1616770643948,,,18,,,-0.27,0.14,-0.08,2,19,-5,0.3,0,,,,,,,,,,,,,,,,
276723,1616770643988,,,19,,,-0.53,0.07,-0.44,1,6,3,0.53,0,,,,,,,,,,,,,,,,
276763,1616770644024,,,17,,,-0.38,0.05,0.02,-1,21,-14,0.38,0,,,,,,,,,,,,,,,,
276803,1616770644064,,,18,,,-0.42,0.03,-0.01,-2,16,-13,0.42,0,,,,,,,,,,,,,,,,
276843,1616770644108,,,16,,,-0.4,0.14,0.01,-2,9,-8,0.43,0,45.846958,5.178555,48.13,697.5,7,2,2.4,0,0.0,-1,0.0,0.0,0.0,0,0.69,4.614
276883,1616770644148,,,17,,,-0.4,0.11,0.2,-3,5,-11,0.42,0,,,,,,,,,,,,,,,,
276923,1616770644188,,,16,,,-0.41,0.11,0.18,-3,4,-8,0.42,0,,,,,,,,,,,,,,,,
276963,1616770644228,,,17,,,-0.24,-0.07,0.13,-3,5,-6,0.25,0,,,,,,,,,,,,,,,,
277003,1616770644268,,,17,,,-0.15,0.02,0.36,-3,7,-8,0.15,0,,,,,,,,,,,,,,,,
277043,1616770644308,302,194,16,0.18,13.49,-0.22,0.0,-0.09,-3,-1,-1,0.22,0,45.846973,5.178507,45.96,697.5,7,2,2.4,0,0.0,-1,0.0,0.0,0.0,0,0.7,4.6174
277083,1616770644348,,,17,,,-0.08,-0.05,0.03,-3,3,-2,0.1,0,,,,,,,,,,,,,,,,
277123,1616770644388,,,16,,,-0.15,-0.12,0.0,-3,-1,-1,0.19,0,,,,,,,,,,,,,,,,
277163,1616770644428,,,16,,,-0.02,-0.05,0.14,-3,2,-4,0.05,0,,,,,,,,,,,,,,,,
277203,1616770644468,,,16,,,-0.17,-0.08,-0.27,-3,-10,7,0.18,0,,,,,,,,,,,,,,,,
277243,1616770644508,,,17,,,-0.31,-0.1,-0.26,-2,-18,11,0.33,0,45.846989,5.178461,44.2,697.7,7,2,2.4,0,0.0,-1,0.0,0.0,0.0,0,0.7,4.6207
277283,1616770644548,,,16,,,-0.31,-0.02,-0.35,-2,-13,10,0.31,0,,,,,,,,,,,,,,,,
277323,1616770644588,,,17,,,-0.04,0.01,-0.3,-1,-1,6,0.05,0,,,,,,,,,,,,,,,,
277363,1616770644628,,,16,,,-0.15,-0.03,-0.26,-1,-0,6,0.15,0,,,,,,,,,,,,,,,,
277403,1616770644668,,,15,,,-0.26,0.02,-0.59,-0,1,6,0.26,0,,,,,,,,,,,,,,,,
277443,1616770644708,,,16,,,-0.18,0.06,-0.46,0,1,4,0.19,0,45.847004,5.178417,42.88,697.3,7,2,2.4,0,0.0,-1,0.0,0.0,0.0,0,0.7,4.6241
277483,1616770644748,,,16,,,0.01,0.02,0.01,-0,5,-0,0.02,0,,,,,,,,,,,,,,,,
277523,1616770644788,,,16,,,0.07,0.02,0.11,0,4,-1,0.07,0,,,,,,,,,,,,,,,,
277563,1616770644828,,,16,,,-0.06,-0.09,0.07,-0,7,-5,0.11,0,,,,,,,,,,,,,,,,
277603,1616770644868,,,16,,,-0.06,0.07,-0.15,0,2,1,0.09,0,,,,,,,,,,,,,,,,
277643,1616770644907,,,15,,,-0.01,0.07,-0.41,1,-1,1,0.07,0,45.847023,5.178374,42.48,696.8,7,2,2.4,0,0.0,-1,0.0,0.0,0.0,0,0.7,4.6274
277683,1616770644947,,,15,,,0.05,0.0,-0.16,0,-2,2,0.05,0,,,,,,,,,,,,,,,,
277723,1616770644987,,,16,,,-0.05,0.03,-0.5,-0,2,0,0.06,0,,,,,,,,,,,,,,,,
277763,1616770645023,,,15,,,0.09,0.09,-0.31,-0,3,-1,0.12,0,,,,,,,,,,,,,,,,
277803,1616770645063,,,16,,,0.03,0.04,-0.44,-1,-1,3,0.05,0,,,,,,,,,,,,,,,,
277843,1616770645107,,,15,,,0.0,0.06,-0.37,-1,0,2,0.06,0,45.847034,5.178332,41.29,696.8,7,2,2.4,0,0.0,-1,0.0,0.0,0.0,0,0.71,4.6307
277883,1616770645147,,,15,,,-0.05,-0.06,0.01,-2,3,-0,0.07,0,,,,,,,,,,,,,,,,
277923,1616770645187,,,17,,,-0.21,-0.04,-0.32,-2,0,3,0.22,0,,,,,,,,,,,,,,,,
277963,1616770645227,,,17,,,-0.29,-0.09,0.12,-3,4,-1,0.3,0,,,,,,,,,,,,,,,,
278003,1616770645267,,,17,,,-0.38,0.02,0.03,-3,4,-0,0.38,0,,,,,,,,,,,,,,,,
278043,1616770645307,250,194,17,0.18,13.3,-0.41,0.04,0.4,-3,5,1,0.41,0,45.84705,5.178292,40.26,696.5,7,2,2.4,0,0.0,-1,0.0,0.0,0.0,0,0.71,4.634
