"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"EngineTemp"|"F"|0|300|1,"OilTemp"|"F"|0|300|1,"OilPress"|"PSI"|0|150|25,"Battery"|"Volts"|0.0|20.0|1,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"RPM"|""|0|10000|25,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"mi"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
220884,1616767145007,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
220924,1616767145047,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
220964,1616767145095,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221004,1616767145135,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221044,1616767145175,302,252,10,0.24,13.29,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.6841
221084,1616767145223,,,9,,,0.07,-0.02,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
221124,1616767145263,,,8,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221164,1616767145293,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221204,1616767145333,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221244,1616767145373,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.6874
221284,1616767145421,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221324,1616767145461,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221364,1616767145492,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221404,1616767145532,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221444,1616767145572,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.6907
221484,1616767145619,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221524,1616767145659,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221564,1616767145691,,,9,,,0.07,-0.02,1.0,0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221604,1616767145731,,,9,,,0.07,-0.02,1.0,0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221644,1616767145771,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.6941
221684,1616767145818,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221724,1616767145858,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221764,1616767145898,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221804,1616767145928,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221844,1616767145968,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.6974
221884,1616767146014,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221924,1616767146054,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
221964,1616767146102,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222004,1616767146142,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222044,1616767146182,302,252,9,0.25,13.3,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7007
222084,1616767146216,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222124,1616767146256,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222164,1616767146296,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222204,1616767146329,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222244,1616767146369,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7041
222284,1616767146416,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222324,1616767146456,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222364,1616767146496,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222404,1616767146530,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222444,1616767146570,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7074
222484,1616767146618,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222524,1616767146658,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222564,1616767146698,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222604,1616767146729,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222644,1616767146769,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7107
222684,1616767146819,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222724,1616767146859,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222764,1616767146891,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222804,1616767146931,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222844,1616767146971,,,9,,,0.07,-0.02,1.0,-0,-0,-0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7141
222884,1616767147017,,,9,,,0.07,-0.02,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
222924,1616767147057,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
222964,1616767147091,,,9,,,0.07,-0.02,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
223004,1616767147131,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
223044,1616767147171,302,253,9,0.24,13.27,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7174
223084,1616767147219,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
223124,1616767147259,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
223164,1616767147291,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
223204,1616767147331,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
223244,1616767147371,,,8,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7207
223284,1616767147419,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
223324,1616767147459,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
223364,1616767147493,,,9,,,0.07,-0.02,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
223404,1616767147533,,,9,,,0.07,-0.02,1.0,-0,-0,-0,0.08,0,,,,,,,,,,,,,,,,
223444,1616767147573,,,9,,,0.07,-0.02,1.0,-0,-0,-0,0.08,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7241
223484,1616767147621,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.08,0,,,,,,,,,,,,,,,,
223524,1616767147661,,,10,,,0.08,-0.02,1.0,-0,-0,-0,0.08,0,,,,,,,,,,,,,,,,
223564,1616767147691,,,9,,,0.08,-0.02,1.0,-0,-0,-0,0.08,0,,,,,,,,,,,,,,,,
223604,1616767147731,,,9,,,0.08,-0.02,1.0,-0,-0,-0,0.08,0,,,,,,,,,,,,,,,,
223644,1616767147771,,,9,,,0.08,-0.02,1.0,-0,-0,0,0.08,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7274
223684,1616767147818,,,9,,,0.08,-0.02,1.0,-0,-0,0,0.08,0,,,,,,,,,,,,,,,,
223724,1616767147858,,,8,,,0.07,-0.02,1.0,-0,-0,0,0.08,0,,,,,,,,,,,,,,,,
223764,1616767147892,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
223804,1616767147932,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
223844,1616767147972,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7307
223884,1616767148016,,,9,,,0.06,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
223924,1616767148056,,,9,,,0.06,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
223964,1616767148096,,,10,,,0.06,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224004,1616767148128,,,9,,,0.06,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224044,1616767148168,302,252,9,0.25,13.3,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7341
224084,1616767148216,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224124,1616767148256,,,8,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224164,1616767148302,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224204,1616767148342,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224244,1616767148382,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7374
224284,1616767148414,,,10,,,0.07,-0.02,1.0,-0,-0,-0,0.07,0,,,,,,,,,,,,,,,,
224324,1616767148454,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224364,1616767148502,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224404,1616767148542,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224444,1616767148582,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7407
224484,1616767148612,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224524,1616767148652,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224564,1616767148701,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224604,1616767148741,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224644,1616767148781,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7441
224684,1616767148811,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224724,1616767148851,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224764,1616767148899,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224804,1616767148939,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224844,1616767148979,,,8,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7474
224884,1616767149007,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224924,1616767149047,,,8,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
224964,1616767149095,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
225004,1616767149135,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
225044,1616767149175,302,255,9,0.24,13.28,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7507
225084,1616767149221,,,10,,,0.06,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
225124,1616767149261,,,9,,,0.06,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
225164,1616767149295,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
225204,1616767149335,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
225244,1616767149375,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7541
225284,1616767149423,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
225324,1616767149463,,,10,,,0.07,-0.02,0.99,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
225364,1616767149495,,,10,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
225404,1616767149535,,,8,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
225444,1616767149575,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,45.845688,5.178909,0.0,702.5,7,2,1.8,0,0.0,-1,0.0,0.0,0.0,0,0.05,3.7574
225484,1616767149623,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
225524,1616767149663,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
225564,1616767149695,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
225604,1616767149735,,,9,,,0.07,-0.02,1.0,-0,-0,0,0.07,0,,,,,,,,,,,,,,,,
