"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"EngineTemp"|"F"|0|300|1,"OilTemp"|"F"|0|300|1,"OilPress"|"PSI"|0|150|25,"Battery"|"Volts"|0.0|20.0|1,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"RPM"|""|0|10000|25,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"mi"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
12443,0,,,7,,,0.07,-0.02,1.01,0,-0,0,0.07,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.2074
12483,0,,,6,,,0.07,-0.02,1.01,0,-0,0,0.07,0,,,,,,,,,,,,,,,,
12523,0,,,7,,,0.07,-0.02,1.01,0,-0,0,0.07,0,,,,,,,,,,,,,,,,
12563,0,,,7,,,0.07,-0.02,1.01,0,-0,0,0.08,0,,,,,,,,,,,,,,,,
12603,0,,,7,,,0.07,-0.02,1.01,0,-0,0,0.08,0,,,,,,,,,,,,,,,,
12643,0,,,7,,,0.07,-0.02,1.01,0,-0,0,0.08,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.2107
12683,0,,,7,,,0.07,-0.02,1.01,0,-0,-0,0.08,0,,,,,,,,,,,,,,,,
12723,0,,,6,,,0.07,-0.02,1.01,0,-0,0,0.08,0,,,,,,,,,,,,,,,,
12763,0,,,7,,,0.07,-0.02,1.0,0,-0,-0,0.08,0,,,,,,,,,,,,,,,,
12803,0,,,7,,,0.07,-0.02,1.0,0,-0,0,0.08,0,,,,,,,,,,,,,,,,
12843,0,,,7,,,0.07,-0.02,1.0,0,-0,0,0.08,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.214
12883,0,,,6,,,0.07,-0.02,1.01,0,-0,0,0.08,0,,,,,,,,,,,,,,,,
12923,0,,,6,,,0.07,-0.02,1.0,0,-0,0,0.08,0,,,,,,,,,,,,,,,,
12963,0,,,6,,,0.07,-0.02,1.01,0,-0,0,0.08,0,,,,,,,,,,,,,,,,
13003,0,,,7,,,0.07,-0.02,1.0,0,-0,0,0.08,0,,,,,,,,,,,,,,,,
13043,0,302,247,7,0.23,13.2,0.07,-0.02,1.01,0,-0,0,0.08,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.2174
13083,0,,,7,,,0.07,-0.02,1.0,0,-0,0,0.08,0,,,,,,,,,,,,,,,,
13123,0,,,7,,,0.07,-0.02,1.01,0,-0,-0,0.08,0,,,,,,,,,,,,,,,,
13163,0,,,7,,,0.07,-0.02,1.0,0,-0,-0,0.08,0,,,,,,,,,,,,,,,,
13203,0,,,7,,,0.07,-0.02,1.0,0,0,-0,0.08,0,,,,,,,,,,,,,,,,
13243,0,,,7,,,0.07,-0.02,1.01,0,0,-0,0.08,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.2207
13283,0,,,6,,,0.07,-0.02,1.01,0,0,-0,0.08,0,,,,,,,,,,,,,,,,
13323,0,,,7,,,0.07,-0.02,1.01,0,0,-0,0.08,0,,,,,,,,,,,,,,,,
13363,0,,,7,,,0.07,-0.02,1.0,0,0,-0,0.07,0,,,,,,,,,,,,,,,,
13403,0,,,7,,,0.07,-0.02,1.01,0,0,-0,0.07,0,,,,,,,,,,,,,,,,
13443,0,,,6,,,0.07,-0.02,1.0,0,0,-0,0.07,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.224
