"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"EngineTemp"|"F"|0|300|1,"OilTemp"|"F"|0|300|1,"OilPress"|"PSI"|0|150|25,"Battery"|"Volts"|0.0|20.0|1,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"RPM"|""|0|10000|25,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"mi"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
7723,0,,,5,,,0.08,-0.03,1.01,-0,-0,-0,0.08,0,,,,,,,,,,,,,,,,
7763,0,,,7,,,0.08,-0.03,1.01,-0,-0,-0,0.08,0,,,,,,,,,,,,,,,,
7803,0,,,7,,,0.08,-0.03,1.01,-0,-0,-0,0.08,0,,,,,,,,,,,,,,,,
7843,0,,,6,,,0.08,-0.03,1.01,-0,-0,-0,0.08,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.1307
7883,0,,,7,,,0.07,-0.03,1.01,-0,-0,0,0.08,0,,,,,,,,,,,,,,,,
7923,0,,,7,,,0.08,-0.03,1.01,-0,-0,0,0.08,0,,,,,,,,,,,,,,,,
7963,0,,,7,,,0.08,-0.03,1.01,-0,-0,0,0.08,0,,,,,,,,,,,,,,,,
8003,0,,,7,,,0.08,-0.03,1.01,-0,-0,0,0.08,0,,,,,,,,,,,,,,,,
8043,0,302,279,6,0.2,13.27,0.08,-0.03,1.01,-0,-0,0,0.08,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.134
8083,0,,,7,,,0.08,-0.03,1.01,-0,-0,0,0.08,0,,,,,,,,,,,,,,,,
8123,0,,,7,,,0.08,-0.03,1.01,-0,-0,-0,0.08,0,,,,,,,,,,,,,,,,
8163,0,,,7,,,0.08,-0.03,1.01,-0,-0,0,0.08,0,,,,,,,,,,,,,,,,
8203,0,,,7,,,0.08,-0.03,1.01,-0,-0,-0,0.08,0,,,,,,,,,,,,,,,,
8243,0,,,6,,,0.08,-0.03,1.01,-0,-0,-0,0.08,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.1374
8283,0,,,6,,,0.08,-0.03,1.01,-0,-0,-0,0.08,0,,,,,,,,,,,,,,,,
8323,0,,,6,,,0.08,-0.03,1.01,0,-0,-0,0.08,0,,,,,,,,,,,,,,,,
8363,0,,,7,,,0.07,-0.03,1.01,-0,-0,-0,0.08,0,,,,,,,,,,,,,,,,
8403,0,,,7,,,0.07,-0.03,1.01,0,-0,-0,0.08,0,,,,,,,,,,,,,,,,
8443,0,,,7,,,0.08,-0.03,1.01,0,-0,-0,0.08,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.1407
