"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"EngineTemp"|"F"|0|300|1,"OilTemp"|"F"|0|300|1,"OilPress"|"PSI"|0|150|25,"Battery"|"Volts"|0.0|20.0|1,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"RPM"|""|0|10000|25,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"mi"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
494031,1616764843453,,,4,,,0.11,-0.02,1.0,-0,-0,0,0.12,0,,,,,,,,,,,,,,,,
494071,1616764843494,,,5,,,0.11,-0.02,1.0,-0,-0,0,0.11,0,,,,,,,,,,,,,,,,
494111,1616764843534,302,245,5,0.18,13.32,0.11,-0.02,1.0,-0,-0,0,0.11,0,45.845703,5.178959,0.0,731.1,7,3,1.9,0,0.0,-1,0.0,0.0,0.0,0,0.0,8.2352
494151,1616764843574,,,5,,,0.11,-0.02,1.0,-0,-0,0,0.11,0,,,,,,,,,,,,,,,,
494191,1616764843613,,,5,,,0.11,-0.02,1.0,-0,-0,0,0.11,0,,,,,,,,,,,,,,,,
494231,1616764843653,,,5,,,0.11,-0.02,1.0,-0,-0,0,0.12,0,,,,,,,,,,,,,,,,
494271,1616764843693,,,5,,,0.11,-0.02,1.0,-0,-0,0,0.11,0,,,,,,,,,,,,,,,,
494311,1616764843733,,,5,,,0.11,-0.02,1.0,-0,-0,0,0.11,0,45.845703,5.178959,0.0,731.1,7,3,1.9,0,0.0,-1,0.0,0.0,0.0,0,0.0,8.2385
494351,1616764843773,,,4,,,0.11,-0.02,1.0,-0,-0,0,0.12,0,,,,,,,,,,,,,,,,
494391,1616764843813,,,4,,,0.11,-0.02,1.0,-0,-0,0,0.12,0,,,,,,,,,,,,,,,,
494431,1616764843853,,,5,,,0.11,-0.02,1.0,-0,-0,0,0.12,0,,,,,,,,,,,,,,,,
494471,1616764843895,,,5,,,0.11,-0.02,0.99,0,-0,0,0.11,0,,,,,,,,,,,,,,,,
494511,1616764843935,,,5,,,0.12,-0.02,0.99,-0,-0,0,0.12,0,45.845703,5.178959,0.0,731.1,7,3,1.9,0,0.0,-1,0.0,0.0,0.0,0,0.0,8.2418
494551,1616764843975,,,5,,,0.11,-0.02,0.99,-0,-0,0,0.12,0,,,,,,,,,,,,,,,,
494591,1616764844007,,,4,,,0.11,-0.02,0.99,-0,-0,0,0.12,0,,,,,,,,,,,,,,,,
494631,1616764844047,,,5,,,0.11,-0.02,0.99,-0,-0,0,0.12,0,,,,,,,,,,,,,,,,
494671,1616764844093,,,5,,,0.11,-0.02,0.99,-0,-0,0,0.12,0,,,,,,,,,,,,,,,,
494711,1616764844133,,,5,,,0.11,-0.02,0.99,-0,-0,0,0.12,0,45.845703,5.178959,0.0,731.1,7,3,1.9,0,0.0,-1,0.0,0.0,0.0,0,0.0,8.2452
494751,1616764844173,,,5,,,0.11,-0.02,0.99,-0,-0,0,0.12,0,,,,,,,,,,,,,,,,
494791,1616764844215,,,5,,,0.11,-0.02,0.99,-0,-0,0,0.12,0,,,,,,,,,,,,,,,,
494831,1616764844255,,,5,,,0.11,-0.02,0.99,-0,-0,0,0.12,0,,,,,,,,,,,,,,,,
494871,1616764844291,,,5,,,0.11,-0.02,0.99,-0,-0,0,0.12,0,,,,,,,,,,,,,,,,
494911,1616764844331,,,4,,,0.11,-0.02,1.0,-0,-0,0,0.12,0,45.845703,5.178959,0.0,731.1,7,3,1.9,0,0.0,-1,0.0,0.0,0.0,0,0.0,8.2485
494951,1616764844371,,,5,,,0.11,-0.02,0.99,0,-0,0,0.11,0,,,,,,,,,,,,,,,,
494991,1616764844415,,,4,,,0.11,-0.02,0.99,0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495031,1616764844455,,,5,,,0.11,-0.02,0.99,0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495071,1616764844495,,,5,,,0.11,-0.02,1.0,0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495111,1616764844535,302,243,4,0.18,13.32,0.11,-0.02,0.99,0,-0,0,0.11,0,45.845703,5.178959,0.0,731.1,7,3,1.9,0,0.0,-1,0.0,0.0,0.0,0,0.0,8.2519
495151,1616764844575,,,5,,,0.11,-0.02,1.0,-0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495191,1616764844614,,,4,,,0.11,-0.02,0.99,-0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495231,1616764844654,,,5,,,0.11,-0.02,1.0,0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495271,1616764844694,,,5,,,0.11,-0.02,1.0,0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495311,1616764844734,,,5,,,0.11,-0.02,1.0,0,-0,0,0.12,0,45.845703,5.178959,0.0,731.1,7,3,1.9,0,0.0,-1,0.0,0.0,0.0,0,0.0,8.2552
495351,1616764844774,,,5,,,0.11,-0.02,1.0,-0,-0,0,0.12,0,,,,,,,,,,,,,,,,
495391,1616764844814,,,5,,,0.11,-0.02,1.01,-0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495431,1616764844854,,,4,,,0.11,-0.02,1.01,-0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495471,1616764844894,,,5,,,0.11,-0.02,1.01,0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495511,1616764844934,,,5,,,0.11,-0.02,1.01,0,-0,0,0.11,0,45.845703,5.178959,0.0,731.1,7,3,1.9,0,0.0,-1,0.0,0.0,0.0,0,0.0,8.2585
495551,1616764844974,,,5,,,0.11,-0.02,1.01,0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495591,1616764845009,,,4,,,0.11,-0.02,1.0,0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495631,1616764845049,,,5,,,0.11,-0.02,1.0,0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495671,1616764845089,,,5,,,0.11,-0.02,1.0,0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495711,1616764845130,,,5,,,0.11,-0.02,1.0,0,-0,0,0.11,0,45.845703,5.178959,0.0,731.1,7,3,1.9,0,0.0,-1,0.0,0.0,0.0,0,0.0,8.2619
495751,1616764845170,,,5,,,0.11,-0.02,1.0,-0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495791,1616764845214,,,5,,,0.11,-0.02,1.0,-0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495831,1616764845254,,,4,,,0.11,-0.02,1.0,-0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495871,1616764845294,,,5,,,0.11,-0.02,1.0,-0,-0,0,0.11,0,,,,,,,,,,,,,,,,
495911,1616764845334,,,5,,,0.11,-0.02,1.0,-0,-0,0,0.12,0,45.845703,5.178959,0.0,731.1,7,3,1.9,0,0.0,-1,0.0,0.0,0.0,0,0.0,8.2652
495951,1616764845374,,,4,,,0.11,-0.02,1.0,-0,-0,0,0.12,0,,,,,,,,,,,,,,,,
495991,1616764845414,,,5,,,0.11,-0.01,0.99,-0,-0,-0,0.11,0,,,,,,,,,,,,,,,,
496031,1616764845454,,,5,,,0.11,-0.02,0.99,-0,-0,-0,0.11,0,,,,,,,,,,,,,,,,
496071,1616764845494,,,5,,,0.11,-0.02,1.0,-0,-0,-0,0.11,0,,,,,,,,,,,,,,,,
496111,1616764845534,302,245,5,0.18,13.32,0.11,-0.02,1.0,-0,-0,0,0.11,0,45.845703,5.178959,0.0,731.1,7,3,1.9,0,0.0,-1,0.0,0.0,0.0,0,0.0,8.2685
