"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"EngineTemp"|"F"|0|300|1,"OilTemp"|"F"|0|300|1,"OilPress"|"PSI"|0|150|25,"Battery"|"Volts"|0.0|20.0|1,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"RPM"|""|0|10000|25,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"mi"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
611483,1616768760460,,,21,,,-0.05,0.7,-0.18,21,16,-7,0.7,0,,,,,,,,,,,,,,,,
611523,1616768760498,,,19,,,-0.16,0.79,-0.3,21,-7,4,0.81,0,,,,,,,,,,,,,,,,
611563,1616768760538,,,20,,,0.05,0.67,0.13,21,4,-3,0.67,0,,,,,,,,,,,,,,,,
611603,1616768760578,,,21,,,-0.14,0.65,0.13,21,1,-4,0.66,0,,,,,,,,,,,,,,,,
611643,1616768760618,,,19,,,-0.17,0.74,-0.11,22,-16,6,0.76,0,45.846336,5.180014,40.26,726.9,6,2,4.1,0,0.0,-1,0.0,0.0,0.0,0,2.38,10.194
611683,1616768760658,,,20,,,0.1,0.72,0.29,23,5,-4,0.73,0,,,,,,,,,,,,,,,,
611723,1616768760700,,,22,,,-0.11,0.74,-0.14,23,-5,1,0.75,0,,,,,,,,,,,,,,,,
611763,1616768760740,,,21,,,0.16,0.72,-0.14,23,2,-1,0.74,0,,,,,,,,,,,,,,,,
611803,1616768760780,,,22,,,-0.12,0.68,-0.49,24,-3,6,0.69,0,,,,,,,,,,,,,,,,
611843,1616768760818,,,21,,,0.16,0.65,-0.02,24,21,-7,0.67,0,45.84631,5.180038,38.1,726.8,6,2,4.1,0,0.0,-1,0.0,0.0,0.0,0,2.39,10.1974
611883,1616768760858,,,20,,,0.22,0.75,-0.04,25,6,1,0.78,0,,,,,,,,,,,,,,,,
611923,1616768760898,,,22,,,0.07,0.81,-0.01,25,7,-1,0.81,0,,,,,,,,,,,,,,,,
611963,1616768760938,,,21,,,0.17,0.83,-0.03,26,2,6,0.85,0,,,,,,,,,,,,,,,,
612003,1616768760978,,,21,,,0.26,0.72,-0.0,26,21,-4,0.77,0,,,,,,,,,,,,,,,,
612043,1616768761013,302,161,18,0.18,13.38,0.06,0.77,-0.38,26,-1,6,0.77,0,45.846287,5.180056,36.05,726.9,6,2,2.5,0,0.0,-1,0.0,0.0,0.0,0,2.39,10.2007
612083,1616768761053,,,21,,,0.27,0.79,0.07,27,25,-10,0.83,0,,,,,,,,,,,,,,,,
612123,1616768761095,,,20,,,0.32,0.84,0.02,28,14,-1,0.9,0,,,,,,,,,,,,,,,,
612163,1616768761135,,,21,,,0.06,0.79,0.04,28,5,-2,0.79,0,,,,,,,,,,,,,,,,
612203,1616768761175,,,20,,,0.32,0.78,0.21,28,14,-6,0.84,0,,,,,,,,,,,,,,,,
612243,1616768761217,,,21,,,0.09,0.81,-0.21,28,-8,7,0.81,0,45.846256,5.180076,31.79,726.8,6,2,2.5,0,0.0,-1,0.0,0.0,0.0,0,2.39,10.2041
612283,1616768761257,,,22,,,0.11,0.77,-0.15,28,2,7,0.77,0,,,,,,,,,,,,,,,,
612323,1616768761297,,,22,,,0.4,0.71,0.26,28,26,-7,0.81,0,,,,,,,,,,,,,,,,
612363,1616768761337,,,20,,,0.51,0.78,0.59,29,33,-9,0.93,0,,,,,,,,,,,,,,,,
612403,1616768761377,,,21,,,0.5,0.82,0.11,29,26,-4,0.96,0,,,,,,,,,,,,,,,,
612443,1616768761419,,,21,,,0.33,0.82,-0.29,30,9,5,0.89,0,45.84623,5.180089,31.66,726.2,6,2,2.5,0,0.0,-1,0.0,0.0,0.0,0,2.39,10.2074
612483,1616768761459,,,20,,,0.15,0.84,-0.62,30,-5,13,0.85,0,,,,,,,,,,,,,,,,
612523,1616768761499,,,21,,,0.06,0.91,-0.88,31,-13,17,0.91,0,,,,,,,,,,,,,,,,
612563,1616768761539,,,20,,,-0.12,0.86,-1.09,31,-28,24,0.87,0,,,,,,,,,,,,,,,,
612603,1616768761579,,,20,,,-0.07,0.87,-0.87,31,-31,27,0.88,0,,,,,,,,,,,,,,,,
612643,1616768761619,,,21,,,0.12,0.9,-0.32,32,-28,25,0.9,0,45.846199,5.180099,32.35,726.5,6,2,2.5,0,0.0,-1,0.0,0.0,0.0,0,2.39,10.2107
612683,1616768761659,,,20,,,0.23,0.8,0.12,33,-18,20,0.83,0,,,,,,,,,,,,,,,,
612723,1616768761699,,,21,,,0.28,0.82,0.47,33,-7,10,0.87,0,,,,,,,,,,,,,,,,
612763,1616768761739,,,20,,,0.21,0.75,0.21,33,1,6,0.78,0,,,,,,,,,,,,,,,,
612803,1616768761779,,,20,,,0.11,0.68,-0.21,34,-5,7,0.68,0,,,,,,,,,,,,,,,,
612843,1616768761819,,,21,,,0.12,0.79,-0.15,34,-12,11,0.8,0,45.846168,5.180105,33.3,726.5,6,2,2.5,0,0.0,-1,0.0,0.0,0.0,0,2.4,10.2141
612883,1616768761859,,,21,,,0.26,0.82,0.25,34,-3,6,0.86,0,,,,,,,,,,,,,,,,
612923,1616768761897,,,21,,,0.26,0.83,0.19,34,6,-2,0.87,0,,,,,,,,,,,,,,,,
612963,1616768761937,,,21,,,0.12,0.84,-0.23,34,-4,4,0.85,0,,,,,,,,,,,,,,,,
613003,1616768761977,,,21,,,0.21,0.87,0.19,34,0,1,0.89,0,,,,,,,,,,,,,,,,
613043,1616768762010,302,157,21,0.18,13.42,0.1,0.86,0.02,34,1,1,0.87,0,45.846142,5.180105,33.37,726.6,6,2,2.5,0,0.0,-1,0.0,0.0,0.0,0,2.4,10.2174
613083,1616768762050,,,21,,,0.16,0.85,0.12,34,-2,4,0.86,0,,,,,,,,,,,,,,,,
613123,1616768762098,,,21,,,0.18,0.77,0.07,33,-0,1,0.79,0,,,,,,,,,,,,,,,,
613163,1616768762138,,,20,,,0.19,0.8,0.08,31,-5,6,0.82,0,,,,,,,,,,,,,,,,
613203,1616768762178,,,20,,,0.17,0.76,0.44,30,2,-1,0.78,0,,,,,,,,,,,,,,,,
613243,1616768762218,,,21,,,0.14,0.78,-0.02,28,-2,2,0.79,0,45.846111,5.180104,33.54,726.7,6,2,2.5,0,0.0,-1,0.0,0.0,0.0,0,2.4,10.2207
613283,1616768762258,,,22,,,0.17,0.73,0.23,27,3,-1,0.75,0,,,,,,,,,,,,,,,,
613323,1616768762298,,,21,,,0.23,0.65,0.2,25,4,-0,0.7,0,,,,,,,,,,,,,,,,
613363,1616768762338,,,22,,,0.23,0.61,0.14,24,5,0,0.65,0,,,,,,,,,,,,,,,,
613403,1616768762378,,,22,,,0.36,0.49,0.24,22,8,-3,0.61,0,,,,,,,,,,,,,,,,
613443,1616768762418,,,21,,,0.41,0.67,0.21,21,7,-1,0.78,0,45.846085,5.180102,33.22,726.7,6,2,2.5,0,0.0,-1,0.0,0.0,0.0,0,2.4,10.224
613483,1616768762458,,,21,,,0.48,0.64,0.41,20,9,-0,0.79,0,,,,,,,,,,,,,,,,
613523,1616768762498,,,22,,,0.41,0.62,0.32,20,4,0,0.74,0,,,,,,,,,,,,,,,,
613563,1616768762538,,,21,,,0.39,0.64,0.55,20,6,1,0.74,0,,,,,,,,,,,,,,,,
613603,1616768762578,,,22,,,0.44,0.64,0.47,20,4,-0,0.78,0,,,,,,,,,,,,,,,,
613643,1616768762618,,,21,,,0.4,0.58,0.4,20,5,-1,0.7,0,45.84605,5.18009,34.05,726.7,6,2,4.1,0,0.0,-1,0.0,0.0,0.0,0,2.4,10.2274
613683,1616768762658,,,21,,,0.4,0.55,0.27,21,4,1,0.68,0,,,,,,,,,,,,,,,,
613723,1616768762698,,,22,,,0.4,0.59,0.56,21,-1,1,0.71,0,,,,,,,,,,,,,,,,
613763,1616768762738,,,22,,,0.4,0.64,0.47,21,3,2,0.76,0,,,,,,,,,,,,,,,,
613803,1616768762778,,,21,,,0.51,0.58,0.21,21,4,4,0.77,0,,,,,,,,,,,,,,,,
613843,1616768762820,,,22,,,0.39,0.61,0.43,21,-2,2,0.72,0,45.846027,5.180075,34.6,726.9,6,2,4.1,0,0.0,-1,0.0,0.0,0.0,0,2.41,10.2307
613883,1616768762860,,,21,,,0.21,0.6,0.32,21,-6,4,0.64,0,,,,,,,,,,,,,,,,
613923,1616768762900,,,22,,,0.26,0.6,0.3,22,2,3,0.66,0,,,,,,,,,,,,,,,,
613963,1616768762940,,,22,,,0.53,0.58,0.42,22,5,1,0.79,0,,,,,,,,,,,,,,,,
614003,1616768762980,,,22,,,0.44,0.56,0.24,22,-3,4,0.71,0,,,,,,,,,,,,,,,,
614043,1616768763015,302,153,22,0.17,13.49,0.25,0.62,0.21,21,-8,8,0.67,0,45.845997,5.180053,36.13,727.0,6,2,4.1,0,0.0,-1,0.0,0.0,0.0,0,2.41,10.234
614083,1616768763055,,,21,,,0.34,0.59,0.55,20,8,-3,0.68,0,,,,,,,,,,,,,,,,
614123,1616768763099,,,21,,,0.61,0.61,0.77,20,21,-5,0.86,0,,,,,,,,,,,,,,,,
614163,1616768763139,,,20,,,0.23,0.63,0.24,20,-7,8,0.67,0,,,,,,,,,,,,,,,,
614203,1616768763179,,,22,,,0.31,0.54,0.34,18,11,-4,0.62,0,,,,,,,,,,,,,,,,
614243,1616768763219,,,21,,,0.39,0.64,0.25,17,4,0,0.75,0,45.84597,5.18003,38.44,726.9,6,2,4.1,0,0.0,-1,0.0,0.0,0.0,0,2.41,10.2374
614283,1616768763259,,,22,,,0.22,0.56,0.22,16,2,-0,0.6,0,,,,,,,,,,,,,,,,
614323,1616768763299,,,21,,,0.48,0.6,0.16,16,15,-5,0.77,0,,,,,,,,,,,,,,,,
614363,1616768763339,,,20,,,0.02,0.5,-0.25,15,-15,11,0.5,0,,,,,,,,,,,,,,,,
614403,1616768763379,,,23,,,0.25,0.49,0.18,14,6,-5,0.55,0,,,,,,,,,,,,,,,,
614443,1616768763419,,,20,,,0.38,0.56,0.12,13,12,-4,0.67,0,45.84594,5.180005,40.3,727.0,6,2,2.1,0,0.0,-1,0.0,0.0,0.0,0,2.41,10.2407
614483,1616768763459,,,20,,,-0.02,0.42,-0.28,13,-10,8,0.42,0,,,,,,,,,,,,,,,,
614523,1616768763499,,,22,,,0.12,0.43,0.15,12,7,-3,0.44,0,,,,,,,,,,,,,,,,
614563,1616768763539,,,22,,,0.42,0.47,0.5,13,28,-15,0.63,0,,,,,,,,,,,,,,,,
614603,1616768763579,,,21,,,0.61,0.49,0.39,13,5,-1,0.79,0,,,,,,,,,,,,,,,,
614643,1616768763619,,,22,,,0.38,0.42,-0.07,12,-13,7,0.56,0,45.845917,5.17997,39.35,726.9,6,2,4.1,0,0.0,-1,0.0,0.0,0.0,0,2.41,10.2441
614683,1616768763659,,,22,,,0.29,0.44,-0.04,12,14,-7,0.52,0,,,,,,,,,,,,,,,,
614723,1616768763699,,,21,,,0.34,0.49,-0.05,13,-7,3,0.6,0,,,,,,,,,,,,,,,,
614763,1616768763739,,,21,,,-0.0,0.34,-0.42,13,8,-6,0.34,0,,,,,,,,,,,,,,,,
614803,1616768763779,,,20,,,0.13,0.3,-0.36,14,-6,7,0.33,0,,,,,,,,,,,,,,,,
614843,1616768763819,,,21,,,0.13,0.41,-0.27,13,4,2,0.43,0,45.845898,5.179933,39.23,726.8,6,2,4.1,0,0.0,-1,0.0,0.0,0.0,0,2.42,10.2474
614883,1616768763859,,,22,,,-0.11,0.41,-0.6,13,1,7,0.42,0,,,,,,,,,,,,,,,,
614923,1616768763899,,,22,,,-0.18,0.38,-0.63,13,2,3,0.42,0,,,,,,,,,,,,,,,,
614963,1616768763939,,,22,,,-0.18,0.4,-0.53,13,3,2,0.44,0,,,,,,,,,,,,,,,,
615003,1616768763979,,,22,,,-0.11,0.32,-0.45,14,7,-2,0.34,0,,,,,,,,,,,,,,,,
615043,1616768764014,302,157,22,0.18,13.52,-0.01,0.48,-0.34,14,4,1,0.48,0,45.845875,5.179893,39.66,726.5,6,2,4.1,0,0.0,-1,0.0,0.0,0.0,0,2.42,10.2507
615083,1616768764054,,,22,,,-0.12,0.57,-0.26,14,-5,5,0.58,0,,,,,,,,,,,,,,,,
615123,1616768764100,,,21,,,-0.17,0.52,-0.23,14,5,-0,0.55,0,,,,,,,,,,,,,,,,
615163,1616768764140,,,22,,,-0.4,0.53,-0.57,13,1,1,0.67,0,,,,,,,,,,,,,,,,
615203,1616768764180,,,21,,,-0.64,0.6,-0.84,14,-6,1,0.87,0,,,,,,,,,,,,,,,,
615243,1616768764218,,,21,,,-0.82,0.54,-1.06,14,-17,4,0.98,0,45.845852,5.179853,40.03,726.4,6,2,4.1,0,0.0,-1,0.0,0.0,0.0,0,2.42,10.2541
615283,1616768764258,,,21,,,-0.72,0.53,-1.06,14,-26,7,0.9,0,,,,,,,,,,,,,,,,
615323,1616768764298,,,22,,,-0.53,0.58,-0.48,14,-17,5,0.79,0,,,,,,,,,,,,,,,,
