"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"EngineTemp"|"F"|0|300|1,"OilTemp"|"F"|0|300|1,"OilPress"|"PSI"|0|150|25,"Battery"|"Volts"|0.0|20.0|1,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"RPM"|""|0|10000|25,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"mi"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
479471,1616764828894,,,5,,,0.11,-0.02,1.0,-0,-0,-0,0.11,0,,,,,,,,,,,,,,,,
479511,1616764828934,,,5,,,0.11,-0.02,1.0,-0,-0,-0,0.11,0,45.845703,5.178959,0.0,733.3,6,3,2.2,0,0.0,-1,0.0,0.0,0.0,0,0.0,7.9918
479551,1616764828974,,,5,,,0.11,-0.02,1.0,-0,-0,-0,0.11,0,,,,,,,,,,,,,,,,
479591,1616764829011,,,5,,,0.11,-0.02,1.0,-0,-0,-0,0.11,0,,,,,,,,,,,,,,,,
479631,1616764829051,,,5,,,0.11,-0.02,1.0,-0,-0,-0,0.11,0,,,,,,,,,,,,,,,,
479671,1616764829094,,,4,,,0.11,-0.02,1.0,-0,-0,-0,0.11,0,,,,,,,,,,,,,,,,
479711,1616764829134,,,5,,,0.11,-0.02,1.0,-0,-0,-0,0.12,0,45.845703,5.178959,0.0,733.3,6,3,2.2,0,0.0,-1,0.0,0.0,0.0,0,0.0,7.9952
479751,1616764829174,,,5,,,0.11,-0.02,1.0,-0,-0,-0,0.12,0,,,,,,,,,,,,,,,,
479791,1616764829216,,,5,,,0.11,-0.02,1.0,-0,-0,-0,0.12,0,,,,,,,,,,,,,,,,
479831,1616764829256,,,5,,,0.11,-0.02,1.0,-0,-0,-0,0.12,0,,,,,,,,,,,,,,,,
479871,1616764829296,,,5,,,0.11,-0.02,1.0,-0,-0,-0,0.11,0,,,,,,,,,,,,,,,,
479911,1616764829336,,,5,,,0.11,-0.02,1.0,-0,-0,-0,0.11,0,45.845703,5.178959,0.0,733.3,6,3,2.2,0,0.0,-1,0.0,0.0,0.0,0,0.0,7.9985
479951,1616764829376,,,5,,,0.11,-0.02,1.0,-0,-0,-0,0.11,0,,,,,,,,,,,,,,,,
479991,1616764829416,,,5,,,0.11,-0.02,1.0,-0,-0,-0,0.12,0,,,,,,,,,,,,,,,,
480031,1616764829456,,,4,,,0.11,-0.02,1.0,-0,-0,-0,0.12,0,,,,,,,,,,,,,,,,
480071,1616764829494,,,5,,,0.11,-0.02,1.0,-0,-0,0,0.11,0,,,,,,,,,,,,,,,,
480111,1616764829534,302,243,5,0.19,13.33,0.11,-0.02,1.0,-0,-0,0,0.11,0,45.845703,5.178959,0.0,733.3,6,3,2.2,0,0.0,-1,0.0,0.0,0.0,0,0.0,8.0019
480151,1616764829574,,,5,,,0.11,-0.02,1.0,-0,-0,0,0.11,0,,,,,,,,,,,,,,,,
