"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"EngineTemp"|"F"|0|300|1,"OilTemp"|"F"|0|300|1,"OilPress"|"PSI"|0|150|25,"Battery"|"Volts"|0.0|20.0|1,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"RPM"|""|0|10000|25,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"mi"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
760963,1616768909943,,,23,,,-0.3,0.18,-0.11,0,2,-2,0.35,0,,,,,,,,,,,,,,,,
761003,1616768909983,,,24,,,-0.05,0.28,0.29,-1,25,-18,0.28,0,,,,,,,,,,,,,,,,
761043,1616768910019,296,138,22,0.18,13.72,-0.36,0.08,-0.14,-0,-3,-0,0.37,0,45.846863,5.178747,45.52,738.0,6,2,2.9,0,0.0,-1,0.0,0.0,0.0,0,3.27,12.684
761083,1616768910059,,,25,,,-0.22,0.15,0.26,-1,17,-13,0.27,0,,,,,,,,,,,,,,,,
761123,1616768910104,,,21,,,-0.32,0.08,0.03,-1,-1,-1,0.33,0,,,,,,,,,,,,,,,,
761163,1616768910144,,,24,,,-0.24,0.04,0.05,-2,11,-7,0.24,0,,,,,,,,,,,,,,,,
761203,1616768910184,,,21,,,-0.44,-0.06,-0.34,-2,-12,4,0.45,0,,,,,,,,,,,,,,,,
761243,1616768910224,,,23,,,0.02,0.0,0.1,-2,-5,-2,0.02,0,45.846878,5.178704,43.61,738.0,6,2,2.9,0,0.0,-1,0.0,0.0,0.0,0,3.27,12.6874
761283,1616768910264,,,22,,,-0.0,0.04,0.1,-2,-5,-1,0.04,0,,,,,,,,,,,,,,,,
761323,1616768910304,,,24,,,-0.21,0.04,0.06,-2,2,-5,0.21,0,,,,,,,,,,,,,,,,
761363,1616768910344,,,23,,,-0.1,0.05,0.43,-2,-5,-1,0.11,0,,,,,,,,,,,,,,,,
761403,1616768910384,,,24,,,0.09,0.12,0.73,-2,-5,-2,0.15,0,,,,,,,,,,,,,,,,
761443,1616768910424,,,24,,,0.05,0.14,0.95,-2,-8,-0,0.15,0,45.84689,5.178662,40.75,738.0,6,2,2.9,0,0.0,-1,0.0,0.0,0.0,0,3.27,12.6907
761483,1616768910464,,,24,,,-0.22,0.03,0.94,-3,1,-3,0.22,0,,,,,,,,,,,,,,,,
761523,1616768910504,,,23,,,-0.08,0.11,1.14,-3,-1,-4,0.14,0,,,,,,,,,,,,,,,,
761563,1616768910544,,,23,,,-0.3,0.05,1.17,-3,0,-3,0.31,0,,,,,,,,,,,,,,,,
761603,1616768910584,,,23,,,-0.19,0.02,1.27,-3,0,-3,0.19,0,,,,,,,,,,,,,,,,
761643,1616768910624,,,22,,,-0.45,-0.12,0.79,-4,-1,-2,0.47,0,45.846901,5.178624,38.15,738.0,6,2,2.9,0,0.0,-1,0.0,0.0,0.0,0,3.28,12.694
761683,1616768910664,,,22,,,-0.22,-0.05,0.91,-5,1,-4,0.22,0,,,,,,,,,,,,,,,,
761723,1616768910706,,,23,,,-0.35,-0.14,0.7,-6,4,-5,0.38,0,,,,,,,,,,,,,,,,
