"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"AccelAvantX"|"G"|0.0|10.0|50,"AccelAvantZ"|"G"|0.0|10.0|50,"AccelAvantY"|"G"|0.0|10.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"Distance"|"mi"|0.0|0.0|10
34263,1551439133545,1.512,2.408,1.6981,0.16,0.03,0.98,-0,-0,-1,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34283,1551439133565,1.51,2.415,1.6968,0.16,0.03,0.98,-0,-0,-1,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34303,1551439133585,1.511,2.412,1.6968,0.16,0.03,0.98,-0,-0,-1,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34323,1551439133604,1.508,2.41,1.6956,0.16,0.03,0.98,-0,-0,-1,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34343,1551439133624,1.512,2.408,1.7006,0.16,0.03,0.98,-0,-0,-1,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
34363,1551439133644,1.507,2.415,1.6968,0.16,0.03,0.97,-0,-0,-1,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34383,1551439133664,1.508,2.413,1.6968,0.16,0.03,0.98,-0,-0,-1,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34403,1551439133684,1.506,2.411,1.6943,0.16,0.03,0.97,-0,-0,-1,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34423,1551439133704,1.511,2.41,1.7031,0.16,0.03,0.97,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34443,1551439133724,1.515,2.415,1.6956,0.16,0.03,0.97,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
34463,1551439133744,1.517,2.413,1.6968,0.16,0.03,0.97,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34483,1551439133764,1.513,2.411,1.6943,0.16,0.03,0.97,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34503,1551439133784,1.508,2.416,1.6968,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34523,1551439133804,1.512,2.415,1.6918,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34543,1551439133824,1.507,2.416,1.6968,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
34563,1551439133844,1.51,2.412,1.6981,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,99,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34583,1551439133864,1.513,2.412,1.6981,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,99,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34603,1551439133884,1.513,2.41,1.6993,0.16,0.03,0.97,-0,-0,-0,0,0,91,25,99,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34623,1551439133906,1.51,2.41,1.7031,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,99,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34643,1551439133926,1.511,2.411,1.6981,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,99,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
34663,1551439133946,1.505,2.411,1.6993,0.16,0.03,0.97,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34683,1551439133966,1.508,2.412,1.6893,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34703,1551439133986,1.512,2.402,1.6956,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34723,1551439134000,1.512,2.411,1.6956,0.16,0.03,0.97,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34743,1551439134020,1.51,2.416,1.6943,0.16,0.03,0.98,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
34763,1551439134040,1.513,2.411,1.6956,0.16,0.03,0.98,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34783,1551439134060,1.507,2.406,1.6868,0.16,0.03,0.98,0,-0,-1,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34803,1551439134080,1.512,2.408,1.6993,0.16,0.03,0.97,0,-0,-1,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34823,1551439134108,1.513,2.407,1.7006,0.16,0.03,0.98,0,-0,-1,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34843,1551439134128,1.517,2.408,1.7019,0.16,0.03,0.97,0,-0,-1,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
34863,1551439134148,1.516,2.411,1.7006,0.16,0.03,0.97,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34883,1551439134168,1.51,2.415,1.6993,0.16,0.03,0.97,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34903,1551439134188,1.515,2.413,1.6943,0.16,0.03,0.97,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34923,1551439134208,1.508,2.413,1.6981,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34943,1551439134228,1.51,2.417,1.6968,0.16,0.03,0.98,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
34963,1551439134248,1.51,2.416,1.7019,0.16,0.03,0.98,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
34983,1551439134268,1.513,2.415,1.6993,0.16,0.03,0.98,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35003,1551439134288,1.51,2.416,1.6931,0.16,0.03,0.98,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35023,1551439134308,1.507,2.415,1.7006,0.16,0.03,0.97,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35043,1551439134328,1.511,2.413,1.6943,0.16,0.03,0.97,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
35063,1551439134348,1.512,2.416,1.6931,0.16,0.03,0.98,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35083,1551439134368,1.515,2.412,1.6956,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35103,1551439134388,1.513,2.402,1.6956,0.16,0.03,0.98,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35123,1551439134408,1.508,2.412,1.6943,0.16,0.03,0.98,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35143,1551439134428,1.515,2.416,1.6968,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
35163,1551439134448,1.508,2.413,1.6968,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35183,1551439134468,1.499,2.403,1.6968,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35203,1551439134488,1.513,2.403,1.6943,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35223,1551439134506,1.511,2.408,1.7019,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35243,1551439134526,1.515,2.412,1.6943,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
35263,1551439134546,1.508,2.408,1.7019,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35283,1551439134566,1.511,2.407,1.6993,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35303,1551439134586,1.51,2.416,1.7019,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35323,1551439134604,1.507,2.407,1.6993,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35343,1551439134624,1.513,2.412,1.6943,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
35363,1551439134644,1.508,2.416,1.6968,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35383,1551439134664,1.515,2.412,1.6968,0.16,0.03,0.97,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35403,1551439134684,1.51,2.412,1.6981,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35423,1551439134703,1.508,2.41,1.6993,0.16,0.03,0.97,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35443,1551439134723,1.512,2.413,1.6943,0.16,0.03,0.97,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
35463,1551439134743,1.506,2.411,1.7019,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35483,1551439134763,1.507,2.415,1.6968,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35503,1551439134783,1.51,2.411,1.7006,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35523,1551439134803,1.512,2.415,1.6956,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35543,1551439134823,1.51,2.415,1.6943,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
35563,1551439134843,1.513,2.411,1.7006,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35583,1551439134863,1.515,2.411,1.7006,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35603,1551439134883,1.515,2.412,1.7031,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35623,1551439134907,1.511,2.411,1.7044,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35643,1551439134927,1.51,2.415,1.688,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
35663,1551439134947,1.506,2.41,1.7006,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35683,1551439134967,1.513,2.411,1.7006,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35703,1551439134987,1.515,2.412,1.6968,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35723,1551439135001,1.506,2.411,1.6993,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35743,1551439135021,1.515,2.415,1.6968,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
35763,1551439135041,1.51,2.416,1.6993,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35783,1551439135061,1.508,2.413,1.6956,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35803,1551439135081,1.515,2.41,1.6968,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35823,1551439135107,1.506,2.41,1.7031,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35843,1551439135127,1.516,2.408,1.7006,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
35863,1551439135147,1.517,2.411,1.7006,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35883,1551439135167,1.512,2.41,1.6993,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35903,1551439135187,1.511,2.408,1.7006,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35923,1551439135208,1.512,2.41,1.6993,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35943,1551439135228,1.508,2.412,1.6968,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,111.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
35963,1551439135248,1.511,2.411,1.6943,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
35983,1551439135268,1.508,2.403,1.7006,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
36003,1551439135288,1.503,2.41,1.6993,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
36023,1551439135307,1.513,2.408,1.7031,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
36043,1551439135327,1.511,2.411,1.6956,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
36063,1551439135347,1.516,2.403,1.6956,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
36083,1551439135367,1.508,2.413,1.6993,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
36103,1551439135387,1.511,2.411,1.6981,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
36123,1551439135407,1.515,2.415,1.7006,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
36143,1551439135427,1.515,2.41,1.6993,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
36163,1551439135447,1.516,2.411,1.6931,0.16,0.03,0.98,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
36183,1551439135467,1.515,2.416,1.7006,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
36203,1551439135487,1.513,2.404,1.6943,0.16,0.03,0.98,-0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
36223,1551439135505,1.51,2.415,1.6943,0.16,0.03,0.98,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
36243,1551439135525,1.516,2.413,1.6956,0.16,0.03,0.98,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
36263,1551439135545,1.511,2.406,1.6956,0.16,0.03,0.98,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
36283,1551439135565,1.51,2.415,1.7006,0.16,0.03,0.97,0,-0,-0,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
