"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"AccelAvantX"|"G"|0.0|10.0|50,"AccelAvantZ"|"G"|0.0|10.0|50,"AccelAvantY"|"G"|0.0|10.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"Distance"|"mi"|0.0|0.0|10
141763,1551439409511,1.229,2.447,1.7597,0.28,0.6,0.09,-30,-3,-2,12003,41,85,19,53,788,795.0,300,300,60,115.0,251,0,440,437,199,0,0,0,0,0,0,,,,,
141623,1551439409372,1.053,2.354,1.629,-0.35,0.36,-1.16,-31,-11,2,12042,41,85,19,53,802,799.0,300,300,60,115.0,260,0,440,437,199,0,0,0,0,0,0,,,,,
141643,1551439409392,1.161,2.35,1.6026,-0.32,0.32,-0.85,-30,-11,1,12042,41,85,19,53,802,799.0,300,300,60,115.0,260,0,440,437,199,0,0,0,0,0,0,45.846146,5.179993,49.02,725.3,1.41
141663,1551439409405,1.109,2.36,1.5812,-0.2,0.38,-0.97,-30,-9,2,12042,41,85,19,53,810,784.0,300,300,60,115.0,253,0,440,437,199,0,0,0,0,0,0,,,,,
141683,1551439409425,1.18,2.374,1.5636,-0.15,0.53,-0.67,-31,-8,1,12042,41,85,19,53,810,784.0,300,300,60,115.0,253,0,440,437,199,0,0,0,0,0,0,,,,,
141703,1551439409445,1.254,2.394,1.5636,-0.05,0.64,-0.41,-31,-6,-0,12042,41,85,19,53,810,784.0,300,300,60,115.0,253,0,440,437,199,0,0,0,0,0,0,,,,,
141723,1551439409465,1.109,2.398,1.6767,0.07,0.61,-0.18,-30,-5,-2,12042,41,85,19,53,810,784.0,300,300,60,115.0,253,0,440,437,199,0,0,0,0,0,0,,,,,
141743,1551439409491,1.18,2.451,1.7182,0.18,0.62,-0.12,-30,-4,-1,12042,41,85,19,53,810,784.0,300,300,60,115.0,253,0,440,437,199,0,0,0,0,0,0,45.846184,5.179981,49.53,725.2,1.413
141763,1551439409511,1.229,2.447,1.7597,0.28,0.6,0.09,-30,-3,-2,12003,41,85,19,53,788,795.0,300,300,60,115.0,251,0,440,437,199,0,0,0,0,0,0,,,,,
141803,1551439409551,1.158,2.36,1.8037,0.48,0.6,0.16,-30,-1,-3,12003,41,85,19,53,788,795.0,300,300,60,115.0,251,0,440,437,199,0,0,0,0,0,0,,,,,
