"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"AccelAvantX"|"G"|0.0|10.0|50,"AccelAvantZ"|"G"|0.0|10.0|50,"AccelAvantY"|"G"|0.0|10.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"Distance"|"mi"|0.0|0.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
29203,1551445885150,1.543,2.425,1.6956,0.14,0.05,0.83,-0,-0,0,1596,0,74,23,92,515,0.0,300,300,60,115.0,0,0,-11,413,22,0,0,0,0,0,0,,,,,,,,,,,
29223,1551445885170,1.545,2.447,1.6943,0.13,0.05,0.83,-0,-1,0,1596,0,74,23,92,515,0.0,300,300,60,115.0,0,0,-11,413,22,0,0,0,0,0,0,,,,,,,,,,,
29243,1551445885190,1.52,2.438,1.6956,0.14,0.06,0.87,-0,-0,0,1596,0,74,23,92,515,0.0,300,300,60,115.0,0,0,-11,413,22,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
29263,1551445885210,1.498,2.441,1.6817,0.14,0.05,0.88,-0,-0,-0,1596,0,74,23,92,515,0.0,300,300,60,115.0,0,0,-11,413,22,0,0,0,0,0,0,,,,,,,,,,,
29283,1551445885230,1.506,2.457,1.6817,0.14,0.05,0.87,-0,-0,-0,1532,0,74,23,93,506,0.0,300,300,60,116.0,0,0,-4,419,21,0,0,0,0,0,0,,,,,,,,,,,
29303,1551445885250,1.484,2.428,1.6918,0.15,0.06,0.85,0,-0,-0,1532,0,74,23,93,506,0.0,300,300,60,116.0,0,0,-4,419,21,0,0,0,0,0,0,,,,,,,,,,,
29323,1551445885270,1.506,2.412,1.6943,0.14,0.06,0.83,0,-0,-0,1532,0,74,23,93,506,0.0,300,300,60,116.0,0,0,-4,419,21,0,0,0,0,0,0,,,,,,,,,,,
29343,1551445885290,1.496,2.41,1.7006,0.15,0.06,0.88,0,-0,-0,1532,0,74,23,93,506,0.0,300,300,60,116.0,0,0,-4,419,21,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
29363,1551445885310,1.499,2.408,1.6956,0.15,0.06,0.86,0,-0,0,1532,0,74,23,93,506,0.0,300,300,60,116.0,0,0,-4,419,21,0,0,0,0,0,0,,,,,,,,,,,
29383,1551445885330,1.498,2.425,1.6943,0.15,0.07,0.89,0,-0,0,1390,0,74,23,93,515,0.0,300,300,60,115.0,0,0,2,421,24,0,0,0,0,0,0,,,,,,,,,,,
29403,1551445885350,1.53,2.421,1.6931,0.16,0.08,0.84,0,-0,0,1390,0,74,23,93,515,0.0,300,300,60,115.0,0,0,2,421,24,0,0,0,0,0,0,,,,,,,,,,,
29423,1551445885370,1.522,2.377,1.6981,0.17,0.07,0.83,0,-0,0,1390,0,74,23,93,515,0.0,300,300,60,115.0,0,0,2,421,24,0,0,0,0,0,0,,,,,,,,,,,
29443,1551445885390,1.52,2.374,1.6968,0.16,0.07,0.83,0,-0,0,1390,0,74,23,93,515,0.0,300,300,60,115.0,0,0,2,421,24,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
29463,1551445885410,1.518,2.397,1.6918,0.16,0.07,0.87,0,0,0,1390,0,74,23,93,515,0.0,300,300,60,115.0,0,0,2,421,24,0,0,0,0,0,0,,,,,,,,,,,
29483,1551445885430,1.518,2.408,1.6855,0.17,0.07,0.89,0,1,0,1480,0,74,23,91,507,0.0,300,300,60,115.0,0,0,6,421,25,0,0,0,0,0,0,,,,,,,,,,,
29503,1551445885450,1.513,2.398,1.6993,0.15,0.06,0.89,0,1,-0,1480,0,74,23,91,507,0.0,300,300,60,115.0,0,0,6,421,25,0,0,0,0,0,0,,,,,,,,,,,
29523,1551445885470,1.511,2.391,1.7019,0.15,0.05,0.9,0,1,-0,1480,0,74,23,91,507,0.0,300,300,60,115.0,0,0,6,421,25,0,0,0,0,0,0,,,,,,,,,,,
29543,1551445885490,1.515,2.41,1.6993,0.15,0.04,0.91,0,1,-0,1480,0,74,23,91,507,0.0,300,300,60,115.0,0,0,6,421,25,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
29563,1551445885509,1.511,2.43,1.6981,0.16,0.02,0.89,0,0,-0,1480,0,74,23,91,507,0.0,300,300,60,115.0,0,0,6,421,25,0,0,0,0,0,0,,,,,,,,,,,
29583,1551445885529,1.506,2.448,1.7069,0.16,0.03,0.88,0,0,-0,1646,0,74,23,91,511,0.0,300,300,60,116.0,0,0,6,408,26,0,0,0,0,0,0,,,,,,,,,,,
29603,1551445885549,1.516,2.435,1.6843,0.16,0.03,0.89,-0,0,-0,1646,0,74,23,91,511,0.0,300,300,60,116.0,0,0,6,408,26,0,0,0,0,0,0,,,,,,,,,,,
29623,1551445885569,1.523,2.416,1.6956,0.17,0.03,0.84,-0,0,0,1646,0,74,23,91,511,0.0,300,300,60,116.0,0,0,6,408,26,0,0,0,0,0,0,,,,,,,,,,,
29643,1551445885589,1.506,2.379,1.7006,0.16,0.03,0.86,-0,-0,0,1646,0,74,23,91,511,0.0,300,300,60,116.0,0,0,6,408,26,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
29663,1551445885609,1.488,2.391,1.7069,0.17,0.03,0.86,-0,-0,0,1646,0,74,23,91,511,0.0,300,300,60,116.0,0,0,6,408,26,0,0,0,0,0,0,,,,,,,,,,,
29683,1551445885629,1.511,2.413,1.6931,0.16,0.04,0.9,-0,0,-0,1849,0,74,23,90,516,0.0,300,300,60,115.0,0,0,5,390,27,0,0,0,0,0,0,,,,,,,,,,,
29703,1551445885649,1.498,2.456,1.6855,0.17,0.04,0.91,0,0,-0,1849,0,74,23,90,516,0.0,300,300,60,115.0,0,0,5,390,27,0,0,0,0,0,0,,,,,,,,,,,
29723,1551445885669,1.535,2.412,1.7069,0.17,0.04,0.9,0,1,-0,1849,0,74,23,90,516,0.0,300,300,60,115.0,0,0,5,390,27,0,0,0,0,0,0,,,,,,,,,,,
29743,1551445885689,1.511,2.366,1.7031,0.16,0.04,0.9,0,0,-0,1849,0,74,23,90,516,0.0,300,300,60,115.0,0,0,5,390,27,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
29763,1551445885709,1.508,2.399,1.6981,0.16,0.03,0.94,0,0,-0,1849,0,74,23,90,516,0.0,300,300,60,115.0,0,0,5,390,27,0,0,0,0,0,0,,,,,,,,,,,
29783,1551445885729,1.52,2.442,1.6817,0.15,0.04,0.94,0,0,-0,1883,0,74,23,90,506,0.0,300,300,60,117.0,0,0,4,387,27,0,0,0,0,0,0,,,,,,,,,,,
29803,1551445885749,1.533,2.436,1.7031,0.16,0.04,0.89,0,0,-0,1883,0,74,23,90,506,0.0,300,300,60,117.0,0,0,4,387,27,0,0,0,0,0,0,,,,,,,,,,,
29823,1551445885769,1.507,2.381,1.7031,0.15,0.04,0.92,-0,0,-0,1883,0,74,23,90,506,0.0,300,300,60,117.0,0,0,4,387,27,0,0,0,0,0,0,,,,,,,,,,,
29843,1551445885789,1.489,2.388,1.7019,0.16,0.04,0.93,-0,-0,0,1883,0,74,23,90,506,0.0,300,300,60,117.0,0,0,4,387,27,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
29863,1551445885809,1.507,2.412,1.6931,0.15,0.05,0.99,-0,0,-0,1883,0,74,23,90,506,0.0,300,300,60,117.0,0,0,4,387,27,0,0,0,0,0,0,,,,,,,,,,,
29883,1551445885829,1.503,2.442,1.6767,0.16,0.05,1.0,-0,0,-0,1842,0,74,23,90,515,0.0,300,300,60,116.0,0,0,3,391,26,0,0,0,0,0,0,,,,,,,,,,,
29903,1551445885849,1.53,2.428,1.7031,0.15,0.05,0.96,-0,0,-0,1842,0,74,23,90,515,0.0,300,300,60,116.0,0,0,3,391,26,0,0,0,0,0,0,,,,,,,,,,,
29923,1551445885869,1.502,2.382,1.6993,0.15,0.06,0.96,-0,0,-0,1842,0,74,23,90,515,0.0,300,300,60,116.0,0,0,3,391,26,0,0,0,0,0,0,,,,,,,,,,,
29943,1551445885889,1.528,2.388,1.7056,0.15,0.05,0.96,-0,0,-0,1842,0,74,23,90,515,0.0,300,300,60,116.0,0,0,3,391,26,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
29963,1551445885909,1.525,2.402,1.6981,0.15,0.04,0.95,-0,0,-0,1842,0,74,23,90,515,0.0,300,300,60,116.0,0,0,3,391,26,0,0,0,0,0,0,,,,,,,,,,,
29983,1551445885929,1.505,2.437,1.7019,0.15,0.05,0.96,-0,0,-0,1791,0,74,23,90,505,0.0,300,300,60,116.0,0,0,2,395,26,0,0,0,0,0,0,,,,,,,,,,,
30003,1551445885949,1.525,2.467,1.6943,0.14,0.06,0.98,-0,0,-0,1791,0,74,23,90,505,0.0,300,300,60,116.0,0,0,2,395,26,0,0,0,0,0,0,,,,,,,,,,,
30023,1551445885969,1.516,2.442,1.6918,0.14,0.06,0.94,-0,0,-0,1791,0,74,23,90,505,0.0,300,300,60,116.0,0,0,2,395,26,0,0,0,0,0,0,,,,,,,,,,,
30043,1551445885989,1.51,2.389,1.6868,0.14,0.07,0.92,-0,0,-0,1791,0,74,23,90,505,0.0,300,300,60,116.0,0,0,2,395,26,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
30063,1551445886003,1.518,2.357,1.7232,0.13,0.07,0.93,-0,-0,-0,1791,0,74,23,90,505,0.0,300,300,60,116.0,0,0,2,395,26,0,0,0,0,0,0,,,,,,,,,,,
30083,1551445886023,1.507,2.377,1.7056,0.13,0.06,0.97,-0,-0,-0,1843,0,73,23,90,500,0.0,300,300,60,112.0,0,0,2,391,25,0,0,0,0,0,0,,,,,,,,,,,
30103,1551445886043,1.51,2.421,1.6981,0.13,0.06,0.97,-0,-0,-0,1843,0,73,23,90,500,0.0,300,300,60,112.0,0,0,2,391,25,0,0,0,0,0,0,,,,,,,,,,,
30123,1551445886063,1.508,2.443,1.7094,0.13,0.04,0.94,0,-0,0,1843,0,73,23,90,500,0.0,300,300,60,112.0,0,0,2,391,25,0,0,0,0,0,0,,,,,,,,,,,
30143,1551445886083,1.522,2.448,1.6993,0.12,0.03,1.02,0,-0,-0,1843,0,73,23,90,500,0.0,300,300,60,112.0,0,0,2,391,25,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
30163,1551445886109,1.487,2.412,1.673,0.14,0.02,1.03,0,0,-0,1843,0,73,23,90,500,0.0,300,300,60,112.0,0,0,2,391,25,0,0,0,0,0,0,,,,,,,,,,,
30183,1551445886129,1.511,2.384,1.7019,0.15,0.03,1.0,0,0,-0,1753,0,73,23,91,514,0.0,300,300,60,116.0,0,0,2,399,26,0,0,0,0,0,0,,,,,,,,,,,
30203,1551445886149,1.531,2.391,1.7094,0.14,0.02,1.04,-0,0,-0,1753,0,73,23,91,514,0.0,300,300,60,116.0,0,0,2,399,26,0,0,0,0,0,0,,,,,,,,,,,
30223,1551445886169,1.51,2.407,1.6993,0.15,0.01,1.07,-0,0,-0,1753,0,73,23,91,514,0.0,300,300,60,116.0,0,0,2,399,26,0,0,0,0,0,0,,,,,,,,,,,
30243,1551445886189,1.494,2.42,1.7019,0.14,0.02,1.08,-0,-0,-0,1753,0,73,23,91,514,0.0,300,300,60,116.0,0,0,2,399,26,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
30263,1551445886210,1.505,2.432,1.7031,0.15,0.02,1.1,-0,0,-0,1753,0,73,23,91,514,0.0,300,300,60,116.0,0,0,2,399,26,0,0,0,0,0,0,,,,,,,,,,,
30283,1551445886230,1.515,2.457,1.6855,0.15,0.02,1.06,-0,0,-0,1686,0,73,23,91,509,0.0,300,300,60,117.0,0,0,3,405,26,0,0,0,0,0,0,,,,,,,,,,,
30303,1551445886250,1.52,2.397,1.6868,0.16,0.03,1.0,-0,0,-0,1686,0,73,23,91,509,0.0,300,300,60,117.0,0,0,3,405,26,0,0,0,0,0,0,,,,,,,,,,,
30323,1551445886270,1.508,2.358,1.7081,0.16,0.03,0.97,-0,0,-0,1686,0,73,23,91,509,0.0,300,300,60,117.0,0,0,3,405,26,0,0,0,0,0,0,,,,,,,,,,,
30343,1551445886290,1.52,2.384,1.7107,0.16,0.03,0.98,-0,-0,-0,1686,0,73,23,91,509,0.0,300,300,60,117.0,0,0,3,405,26,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
30363,1551445886309,1.515,2.399,1.7044,0.16,0.03,0.97,-0,0,-0,1686,0,73,23,91,509,0.0,300,300,60,117.0,0,0,3,405,26,0,0,0,0,0,0,,,,,,,,,,,
30383,1551445886329,1.498,2.393,1.6868,0.14,0.03,0.97,-0,-0,-0,1568,0,73,23,90,505,0.0,300,300,60,112.0,0,0,5,415,26,0,0,0,0,0,0,,,,,,,,,,,
30403,1551445886349,1.521,2.446,1.7295,0.15,0.02,0.96,-0,-0,-0,1568,0,73,23,90,505,0.0,300,300,60,112.0,0,0,5,415,26,0,0,0,0,0,0,,,,,,,,,,,
30423,1551445886369,1.521,2.442,1.6918,0.14,0.04,1.01,-0,0,-0,1568,0,73,23,90,505,0.0,300,300,60,112.0,0,0,5,415,26,0,0,0,0,0,0,,,,,,,,,,,
30443,1551445886389,1.515,2.42,1.6855,0.14,0.04,0.99,-0,0,-0,1568,0,73,23,90,505,0.0,300,300,60,112.0,0,0,5,415,26,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
30463,1551445886408,1.507,2.392,1.6792,0.15,0.04,1.02,-0,0,-0,1568,0,73,23,90,505,0.0,300,300,60,112.0,0,0,5,415,26,0,0,0,0,0,0,,,,,,,,,,,
30483,1551445886428,1.52,2.408,1.6956,0.15,0.04,1.07,0,0,-0,1612,0,73,23,91,505,0.0,300,300,60,116.0,0,0,7,411,26,0,0,0,0,0,0,,,,,,,,,,,
30503,1551445886448,1.525,2.412,1.6943,0.15,0.03,0.99,0,0,-0,1612,0,73,23,91,505,0.0,300,300,60,116.0,0,0,7,411,26,0,0,0,0,0,0,,,,,,,,,,,
30523,1551445886468,1.51,2.397,1.7081,0.14,0.03,1.01,0,0,-0,1612,0,73,23,91,505,0.0,300,300,60,116.0,0,0,7,411,26,0,0,0,0,0,0,,,,,,,,,,,
30543,1551445886488,1.503,2.416,1.7006,0.15,0.05,1.04,0,0,-0,1612,0,73,23,91,505,0.0,300,300,60,116.0,0,0,7,411,26,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
30563,1551445886508,1.51,2.438,1.7107,0.14,0.04,1.04,0,0,-0,1612,0,73,23,91,505,0.0,300,300,60,116.0,0,0,7,411,26,0,0,0,0,0,0,,,,,,,,,,,
30583,1551445886528,1.508,2.442,1.6993,0.15,0.03,1.05,0,0,-0,1713,0,73,23,91,514,0.0,300,300,60,116.0,0,0,7,402,26,0,0,0,0,0,0,,,,,,,,,,,
30603,1551445886548,1.507,2.43,1.6931,0.14,0.03,1.02,-0,0,-0,1713,0,73,23,91,514,0.0,300,300,60,116.0,0,0,7,402,26,0,0,0,0,0,0,,,,,,,,,,,
30623,1551445886568,1.498,2.408,1.6767,0.16,0.02,1.0,-0,1,-0,1713,0,73,23,91,514,0.0,300,300,60,116.0,0,0,7,402,26,0,0,0,0,0,0,,,,,,,,,,,
30643,1551445886588,1.531,2.394,1.7144,0.16,0.03,0.97,0,0,-0,1713,0,73,23,91,514,0.0,300,300,60,116.0,0,0,7,402,26,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
30663,1551445886608,1.525,2.373,1.7094,0.15,0.03,1.0,0,0,-0,1713,0,73,23,91,514,0.0,300,300,60,116.0,0,0,7,402,26,0,0,0,0,0,0,,,,,,,,,,,
30683,1551445886628,1.499,2.392,1.6956,0.15,0.02,1.02,0,0,-0,1700,0,73,23,90,500,0.0,300,300,60,111.0,0,0,7,403,25,0,0,0,0,0,0,,,,,,,,,,,
30703,1551445886648,1.487,2.422,1.7031,0.14,0.02,1.05,0,-0,-0,1700,0,73,23,90,500,0.0,300,300,60,111.0,0,0,7,403,25,0,0,0,0,0,0,,,,,,,,,,,
30723,1551445886668,1.506,2.46,1.7144,0.14,0.03,1.05,0,-0,-0,1700,0,73,23,90,500,0.0,300,300,60,111.0,0,0,7,403,25,0,0,0,0,0,0,,,,,,,,,,,
30743,1551445886688,1.525,2.443,1.7144,0.13,0.04,1.04,-0,-1,-0,1700,0,73,23,90,500,0.0,300,300,60,111.0,0,0,7,403,25,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
30763,1551445886708,1.483,2.399,1.6956,0.14,0.06,1.08,-0,0,-0,1700,0,73,23,90,500,0.0,300,300,60,111.0,0,0,7,403,25,0,0,0,0,0,0,,,,,,,,,,,
30783,1551445886728,1.507,2.402,1.688,0.14,0.05,1.08,-0,0,-0,1658,0,73,23,92,511,0.0,300,300,60,117.0,0,0,8,407,24,0,0,0,0,0,0,,,,,,,,,,,
30803,1551445886748,1.515,2.422,1.6843,0.14,0.05,1.07,-0,0,-0,1658,0,73,23,92,511,0.0,300,300,60,117.0,0,0,8,407,24,0,0,0,0,0,0,,,,,,,,,,,
30823,1551445886768,1.518,2.404,1.6855,0.15,0.05,1.09,-0,0,-0,1658,0,73,23,92,511,0.0,300,300,60,117.0,0,0,8,407,24,0,0,0,0,0,0,,,,,,,,,,,
30843,1551445886788,1.516,2.404,1.6943,0.16,0.04,1.11,0,0,-0,1658,0,73,23,92,511,0.0,300,300,60,117.0,0,0,8,407,24,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
30863,1551445886808,1.525,2.415,1.7019,0.16,0.05,1.04,0,0,-0,1658,0,73,23,92,511,0.0,300,300,60,117.0,0,0,8,407,24,0,0,0,0,0,0,,,,,,,,,,,
30883,1551445886828,1.526,2.407,1.7056,0.17,0.05,1.01,0,0,-0,1542,0,74,23,91,511,0.0,300,300,60,116.0,0,0,11,418,24,0,0,0,0,0,0,,,,,,,,,,,
30903,1551445886848,1.505,2.398,1.7006,0.17,0.05,1.01,0,1,-0,1542,0,74,23,91,511,0.0,300,300,60,116.0,0,0,11,418,24,0,0,0,0,0,0,,,,,,,,,,,
30923,1551445886868,1.512,2.394,1.6943,0.16,0.05,0.99,0,0,-0,1542,0,74,23,91,511,0.0,300,300,60,116.0,0,0,11,418,24,0,0,0,0,0,0,,,,,,,,,,,
30943,1551445886888,1.511,2.407,1.6943,0.17,0.04,0.98,0,1,-0,1542,0,74,23,91,511,0.0,300,300,60,116.0,0,0,11,418,24,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
30963,1551445886906,1.51,2.401,1.6993,0.17,0.04,1.0,-0,1,-0,1542,0,74,23,91,511,0.0,300,300,60,116.0,0,0,11,418,24,0,0,0,0,0,0,,,,,,,,,,,
30983,1551445886926,1.502,2.412,1.7044,0.16,0.02,1.01,-0,0,-0,1586,0,73,23,91,500,0.0,300,300,60,111.0,0,0,14,414,24,0,0,0,0,0,0,,,,,,,,,,,
31003,1551445886946,1.512,2.432,1.7157,0.15,0.03,1.04,-0,-0,-0,1586,0,73,23,91,500,0.0,300,300,60,111.0,0,0,14,414,24,0,0,0,0,0,0,,,,,,,,,,,
31023,1551445886966,1.513,2.431,1.7081,0.15,0.04,1.05,-0,-0,-0,1586,0,73,23,91,500,0.0,300,300,60,111.0,0,0,14,414,24,0,0,0,0,0,0,,,,,,,,,,,
31043,1551445886986,1.517,2.416,1.7119,0.14,0.04,1.06,-0,-0,-0,1586,0,73,23,91,500,0.0,300,300,60,111.0,0,0,14,414,24,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
31063,1551445887004,1.498,2.402,1.7094,0.14,0.06,1.05,-0,-0,-0,1586,0,73,23,91,500,0.0,300,300,60,111.0,0,0,14,414,24,0,0,0,0,0,0,,,,,,,,,,,
31083,1551445887024,1.488,2.407,1.7044,0.14,0.06,1.03,-0,-0,-0,1510,0,73,23,92,515,0.0,300,300,60,115.0,0,0,17,421,24,0,0,0,0,0,0,,,,,,,,,,,
31103,1551445887044,1.503,2.412,1.7056,0.14,0.06,1.03,-0,-0,0,1510,0,73,23,92,515,0.0,300,300,60,115.0,0,0,17,421,24,0,0,0,0,0,0,,,,,,,,,,,
31123,1551445887064,1.516,2.412,1.7056,0.13,0.06,1.01,-0,-0,0,1510,0,73,23,92,515,0.0,300,300,60,115.0,0,0,17,421,24,0,0,0,0,0,0,,,,,,,,,,,
31143,1551445887084,1.51,2.407,1.7056,0.14,0.04,1.01,-0,-1,0,1510,0,73,23,92,515,0.0,300,300,60,115.0,0,0,17,421,24,0,0,0,0,0,0,45.845886,5.178982,0.0,718.9,0.0,0,0.0,-1,0.0,0.0,0
31163,1551445887100,1.511,2.412,1.7019,0.14,0.04,0.98,-0,-0,0,1510,0,73,23,92,515,0.0,300,300,60,115.0,0,0,17,421,24,0,0,0,0,0,0,,,,,,,,,,,
31183,1551445887120,1.511,2.42,1.6943,0.15,0.03,0.98,-0,-0,0,1538,0,73,23,92,512,0.0,300,300,60,116.0,0,0,20,418,24,0,0,0,0,0,0,,,,,,,,,,,
31203,1551445887140,1.506,2.411,1.6968,0.15,0.02,0.96,-0,0,0,1538,0,73,23,92,512,0.0,300,300,60,116.0,0,0,20,418,24,0,0,0,0,0,0,,,,,,,,,,,
