"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"AccelAvantX"|"G"|0.0|10.0|50,"AccelAvantZ"|"G"|0.0|10.0|50,"AccelAvantY"|"G"|0.0|10.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"Distance"|"mi"|0.0|0.0|10
38603,1551439137888,1.515,2.41,1.6968,0.16,0.03,0.97,-0,-2,-25,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
38623,1551439137908,1.51,2.41,1.6993,0.16,0.03,0.97,-0,-2,-23,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
38643,1551439137928,1.508,2.411,1.6956,0.16,0.03,0.97,-0,-1,-20,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
38663,1551439137948,1.515,2.412,1.6943,0.16,0.03,0.97,-0,-1,-18,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
38683,1551439137968,1.513,2.408,1.6993,0.16,0.03,0.97,-0,-1,-17,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
38703,1551439137988,1.513,2.402,1.6943,0.16,0.03,0.97,-0,-1,-15,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
38723,1551439138002,1.51,2.411,1.6981,0.16,0.03,0.97,-0,-1,-13,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
38743,1551439138022,1.515,2.41,1.6943,0.16,0.03,0.97,-0,-1,-12,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
38763,1551439138042,1.511,2.408,1.6968,0.16,0.03,0.97,-0,-1,-11,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
38783,1551439138062,1.508,2.412,1.7044,0.16,0.03,0.97,-0,-1,-10,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
38803,1551439138082,1.511,2.408,1.6956,0.16,0.03,0.97,-0,-1,-9,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
38823,1551439138108,1.51,2.415,1.6981,0.16,0.03,0.97,-0,-1,-8,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
38843,1551439138128,1.513,2.411,1.6956,0.16,0.03,0.97,-0,-1,-7,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
38863,1551439138148,1.51,2.413,1.6968,0.16,0.03,0.97,-0,-1,-7,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
38883,1551439138168,1.508,2.413,1.6943,0.16,0.03,0.98,-0,-1,-6,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
38903,1551439138188,1.507,2.413,1.6981,0.16,0.03,0.98,-0,-0,-5,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
38923,1551439138208,1.508,2.413,1.6956,0.16,0.03,0.98,-0,-0,-5,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
38943,1551439138228,1.508,2.41,1.6981,0.16,0.03,0.97,-0,-0,-4,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
38963,1551439138248,1.51,2.41,1.6943,0.16,0.03,0.97,-0,-0,-4,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
38983,1551439138268,1.507,2.412,1.6943,0.16,0.03,0.97,-0,-0,-4,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
39003,1551439138288,1.511,2.418,1.6956,0.16,0.03,0.97,-0,-0,-3,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
39023,1551439138308,1.513,2.408,1.6993,0.16,0.03,0.97,0,-0,-3,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
39043,1551439138328,1.513,2.41,1.6981,0.16,0.03,0.97,-0,-0,-3,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
39063,1551439138348,1.507,2.411,1.6931,0.16,0.03,0.98,-0,-0,-2,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
39083,1551439138368,1.507,2.408,1.6642,0.16,0.03,0.97,-0,-0,-2,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
39103,1551439138388,1.51,2.404,1.7006,0.16,0.03,0.97,-0,-0,-2,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
39123,1551439138409,1.51,2.413,1.6993,0.16,0.03,0.97,-0,-0,-2,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
39143,1551439138429,1.512,2.407,1.6968,0.16,0.03,0.97,-0,-0,-2,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
39163,1551439138449,1.512,2.41,1.6981,0.16,0.03,0.97,-0,-0,-2,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
39183,1551439138469,1.508,2.412,1.6993,0.16,0.03,0.97,-0,-0,-1,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
39203,1551439138489,1.505,2.412,1.7006,0.16,0.03,0.97,-0,-0,-1,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
39223,1551439138508,1.505,2.412,1.6943,0.16,0.03,0.97,-0,-0,-1,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,,,,,
39243,1551439138528,1.508,2.411,1.6968,0.16,0.03,0.97,-0,-0,-1,0,0,91,25,98,1498,0.0,300,300,60,110.0,0,0,0,0,0,0,0,0,0,0,0,45.845669,5.178976,0.0,733.1,0.0
