"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
551863,1560691823680,16,2.3,1.86,3.48,1.67,5.07,1.18,-0.1,-0.17,-2,-0,3,1.18,7200,7,88,34,21,936,591.0,517,463,60,119.0,67,1,262,149,42,0,0,372,6273,-19126,589,,,,,,,,,,,,
551883,1560691823700,14,2.29,1.86,3.5,1.65,5.04,1.19,-0.05,-0.08,-2,0,3,1.19,7153,7,88,34,21,929,587.0,501,460,60,120.0,68,1,261,149,40,0,0,370,-4035,8200,585,,,,,,,,,,,,
551903,1560691823720,20,2.3,1.85,3.54,1.64,5.03,1.24,-0.13,0.03,-2,-1,2,1.25,7080,7,88,34,21,925,583.0,505,465,60,121.0,68,1,260,149,40,0,0,367,243,-1818,578,,,,,,,,,,,,
551923,1560691823740,16,2.3,1.86,3.54,1.62,5.07,1.31,-0.19,-0.05,-3,-3,4,1.32,6970,7,88,34,21,924,577.0,504,460,60,120.0,68,1,260,148,40,0,0,354,1,-26615,574,,,,,,,,,,,,
551943,1560691823760,13,2.3,1.85,3.54,1.63,5.08,1.2,-0.14,-0.1,-1,0,3,1.21,6929,7,88,34,22,925,570.0,490,460,60,121.0,68,1,260,148,40,0,0,342,-3190,2524,567,45.700825,4.909676,61.75,199.9,5,1.8283,0,0.0,0.04,6,0.06,9.199
551963,1560691823780,18,2.3,1.86,3.53,1.65,5.03,1.28,-0.2,-0.01,-2,-2,2,1.3,6906,7,88,34,22,929,565.0,491,455,60,121.0,68,1,260,150,40,0,0,333,12552,1,559,,,,,,,,,,,,
551983,1560691823799,14,2.31,1.89,3.52,1.68,5.07,1.19,-0.1,-0.1,-0,-0,2,1.2,6843,7,88,34,22,933,558.0,507,463,60,120.0,70,1,260,150,39,0,0,330,-22359,240,556,,,,,,,,,,,,
552003,1560691823819,16,2.32,1.9,3.5,1.69,5.04,1.2,-0.18,0.02,-0,-2,0,1.21,6732,7,88,34,22,940,549.0,485,456,60,121.0,70,1,260,150,39,0,0,349,2104,-32702,549,,,,,,,,,,,,
552023,1560691823839,15,2.32,1.89,3.5,1.68,5.04,1.27,-0.08,-0.02,1,-3,0,1.27,6730,7,88,34,23,946,542.0,480,459,60,120.0,70,1,261,153,39,0,0,363,-3082,-19019,539,,,,,,,,,,,,
552043,1560691823859,18,2.34,1.86,3.51,1.66,5.08,1.31,-0.19,-0.01,1,-2,-0,1.32,6768,7,88,35,23,951,537.0,477,458,60,121.0,70,1,261,149,39,0,0,363,-32248,-30454,537,45.70084,4.909685,57.98,199.8,5,1.8283,0,0.0,0.0417,6,0.06,9.2007
552063,1560691823879,13,2.32,1.85,3.51,1.65,5.05,1.38,-0.24,-0.06,1,0,2,1.4,6795,7,88,35,23,951,533.0,486,460,60,119.0,70,1,261,152,39,0,0,346,6274,-30454,531,,,,,,,,,,,,
552083,1560691823899,16,2.33,1.85,3.52,1.64,5.05,1.44,-0.3,-0.0,1,-2,4,1.47,6710,7,88,35,23,951,527.0,480,460,60,121.0,71,1,261,152,38,0,0,336,2088,-6656,527,,,,,,,,,,,,
552103,1560691823919,10,2.34,1.84,3.51,1.66,5.04,1.46,-0.29,-0.09,2,1,5,1.49,6623,7,88,35,23,946,524.0,483,461,60,120.0,71,1,262,151,38,0,0,332,-14,-9211,524,,,,,,,,,,,,
552123,1560691823939,12,2.33,1.84,3.5,1.65,5.05,1.48,-0.35,0.05,2,-1,6,1.52,6616,7,88,35,23,941,516.0,478,458,60,119.0,71,1,262,151,38,0,0,344,26178,11545,516,,,,,,,,,,,,
552143,1560691823959,14,2.33,1.84,3.5,1.68,5.05,1.42,-0.22,-0.02,3,0,5,1.43,6658,7,88,35,24,936,513.0,478,461,60,121.0,71,1,263,154,38,0,0,345,-32248,-6405,513,45.700851,4.909695,55.45,199.8,5,1.8283,0,0.0,0.0433,6,0.07,9.2024
552163,1560691823979,10,2.34,1.85,3.5,1.72,5.05,1.41,-0.32,0.02,3,-0,5,1.45,6674,7,88,35,24,929,507.0,478,459,60,120.0,71,1,263,154,38,0,0,353,998,-122,507,,,,,,,,,,,,
552183,1560691823993,13,2.33,1.87,3.5,1.76,5.04,1.37,-0.26,-0.0,4,-1,5,1.4,6646,7,88,35,24,923,501.0,473,455,60,121.0,75,1,263,154,38,0,0,366,-1818,-6644,501,,,,,,,,,,,,
552203,1560691824013,10,2.34,1.85,3.5,1.78,5.08,1.41,-0.31,-0.1,5,-4,4,1.44,6689,7,88,35,24,917,494.0,482,461,60,120.0,75,1,263,154,38,0,0,362,8488,-992,494,,,,,,,,,,,,
552223,1560691824033,13,2.33,1.83,3.51,1.74,5.04,1.34,-0.26,-0.12,6,-1,6,1.37,6766,7,88,35,24,916,491.0,483,458,60,121.0,75,1,262,155,38,0,0,341,3576,-6405,491,,,,,,,,,,,,
552243,1560691824053,8,2.33,1.81,3.52,1.74,5.08,1.41,-0.39,-0.02,5,-3,8,1.46,6808,7,88,35,24,915,484.0,498,458,60,120.0,75,1,261,155,38,0,0,332,32033,2790,484,45.700863,4.909703,52.1,199.6,5,1.8283,0,0.0,0.045,6,0.07,9.2041
552263,1560691824073,11,2.32,1.82,3.52,1.74,5.07,1.27,-0.36,-0.03,7,-0,9,1.32,6766,7,88,35,24,915,482.0,488,460,60,121.0,75,1,262,155,38,0,0,331,-3210,-6475,482,,,,,,,,,,,,
