"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
32563,1560695108702,10,2.27,1.85,3.43,1.69,5.08,0.61,-0.01,-0.13,6,4,0,0.61,7295,5,88,34,20,500,548.0,603,461,60,121.0,72,1,262,146,41,0,0,535,-8962,-28648,547,,,,,,,,,,,,
32583,1560695108722,11,2.27,1.84,3.44,1.68,5.08,0.75,-0.06,-0.09,4,1,-1,0.75,7222,5,88,34,20,500,545.0,604,463,60,121.0,72,1,262,146,41,0,0,534,1779,14504,543,,,,,,,,,,,,
32603,1560695108742,10,2.26,1.85,3.41,1.68,5.06,0.88,-0.08,0.0,2,1,1,0.88,7194,5,88,34,20,500,541.0,595,465,60,119.0,73,1,261,146,40,0,0,526,-2336,-32248,541,,,,,,,,,,,,
32623,1560695108762,12,2.27,1.84,3.41,1.69,5.05,0.92,-0.18,0.06,2,-0,3,0.94,7145,5,88,34,20,500,539.0,594,462,60,120.0,73,1,261,146,40,0,0,519,-32248,-9212,539,,,,,,,,,,,,
32643,1560695108782,12,2.26,1.85,3.41,1.68,5.05,0.89,-0.15,0.1,2,-1,4,0.91,7064,5,88,34,20,501,532.0,583,458,60,121.0,73,1,260,146,40,0,0,525,2524,6274,532,45.70079,4.909634,55.19,196.7,0,0.0,0,0.0,0.0383,1,0.05,0.544
32663,1560695108804,9,2.27,1.84,3.41,1.71,5.04,0.84,-0.03,0.01,2,1,3,0.84,7038,5,88,34,21,500,527.0,585,465,60,121.0,73,1,260,149,40,0,0,519,2088,17136,527,,,,,,,,,,,,
32683,1560695108824,12,2.26,1.85,3.4,1.7,5.03,0.93,-0.06,0.03,2,-2,3,0.93,6936,5,88,34,21,501,525.0,589,460,60,120.0,73,1,260,148,40,0,0,513,10408,-28648,525,,,,,,,,,,,,
32703,1560695108844,7,2.28,1.85,3.4,1.7,5.05,0.81,-0.06,-0.06,2,1,1,0.81,6883,5,88,34,21,501,524.0,581,464,60,121.0,74,1,260,148,39,0,0,509,2524,-3856,524,,,,,,,,,,,,
32723,1560695108864,3,2.28,1.85,3.39,1.7,5.07,0.88,-0.05,-0.04,2,-1,0,0.89,6860,5,88,34,21,501,521.0,570,462,60,120.0,74,1,260,148,39,0,0,503,15679,2109,521,,,,,,,,,,,,
32743,1560695108884,7,2.27,1.85,3.39,1.7,5.04,0.9,-0.17,-0.06,2,-1,1,0.92,6843,5,88,34,21,501,516.0,567,461,60,121.0,74,1,260,147,39,0,0,506,26178,-32248,516,45.700802,4.909642,53.25,196.7,0,0.0,0,0.0,0.04,1,0.05,0.5457
32763,1560695108904,2,2.28,1.85,3.39,1.71,5.05,0.89,-0.07,-0.09,2,1,2,0.9,6830,5,88,34,22,501,514.0,573,464,60,119.0,74,1,260,150,39,0,0,502,10994,2524,514,,,,,,,,,,,,
32783,1560695108924,6,2.28,1.85,3.39,1.72,5.07,0.97,-0.18,0.01,1,0,3,0.99,6820,5,88,34,22,501,512.0,565,460,60,121.0,74,1,260,147,39,0,0,501,-4054,15661,512,,,,,,,,,,,,
32803,1560695108944,0,2.27,1.87,3.37,1.76,5.07,0.89,-0.08,-0.07,1,3,4,0.89,6808,5,88,34,22,501,509.0,566,462,60,121.0,74,1,260,150,38,0,0,499,-21872,-9216,509,,,,,,,,,,,,
32823,1560695108964,4,2.28,1.9,3.34,1.8,5.05,1.0,-0.13,0.12,1,-0,4,1.0,6783,5,88,34,22,501,506.0,572,459,60,120.0,74,1,260,150,38,0,0,500,6274,15661,505,,,,,,,,,,,,
32843,1560695108984,-0,2.28,1.92,3.33,1.8,5.06,0.89,-0.08,0.07,1,1,4,0.89,6751,5,88,34,22,501,504.0,575,466,60,120.0,74,1,260,150,38,0,0,493,15661,-9216,504,45.700813,4.90965,51.04,196.6,0,0.0,0,0.0,0.0417,1,0.05,0.5474
32863,1560695108998,4,2.28,1.93,3.33,1.8,5.07,0.99,-0.11,0.17,0,-1,5,1.0,6725,5,88,34,22,501,503.0,565,462,60,121.0,74,1,260,150,38,0,0,496,-22519,771,503,,,,,,,,,,,,
32883,1560695109018,1,2.26,1.97,3.34,1.81,5.04,0.93,-0.05,0.14,1,0,5,0.93,6696,5,88,34,22,501,500.0,563,461,60,121.0,74,1,261,150,38,0,0,488,3,-32768,499,,,,,,,,,,,,
32903,1560695109038,4,2.26,1.98,3.35,1.79,5.05,0.93,-0.11,0.21,1,-0,3,0.94,6660,5,88,34,22,501,497.0,557,463,60,120.0,74,1,261,149,37,0,0,488,-9216,-6656,497,,,,,,,,,,,,
32923,1560695109058,2,2.26,1.98,3.39,1.78,5.04,0.9,-0.01,0.23,1,-0,1,0.9,6597,5,88,34,22,501,497.0,560,461,60,120.0,74,1,261,152,37,0,0,484,771,-1818,493,,,,,,,,,,,,
32943,1560695109078,3,2.27,1.98,3.39,1.77,5.04,0.91,-0.09,0.24,1,-3,-0,0.91,6562,5,88,34,22,501,496.0,553,455,60,121.0,74,1,261,152,37,0,0,488,3,505,491,45.700825,4.909658,49.63,196.6,0,0.0,0,0.0,0.0433,1,0.05,0.549
32963,1560695109104,7,2.27,1.98,3.38,1.75,5.07,0.9,-0.08,0.22,0,-1,-1,0.91,6544,5,88,34,23,501,493.0,550,467,60,121.0,74,1,262,152,37,0,0,479,-6528,16648,490,,,,,,,,,,,,
32983,1560695109124,3,2.26,1.97,3.39,1.75,5.03,0.88,0.05,0.17,1,-0,-1,0.88,6544,4,88,35,23,501,489.0,552,461,60,121.0,74,1,262,151,37,0,0,479,-6656,16648,489,,,,,,,,,,,,
33003,1560695109144,5,2.27,1.97,3.38,1.77,5.04,0.95,-0.07,0.23,1,-2,0,0.95,6524,4,88,35,23,501,487.0,552,457,60,121.0,75,1,262,151,37,0,0,481,-10483,-23367,486,,,,,,,,,,,,
33023,1560695109164,8,2.27,2.0,3.36,1.79,5.04,0.92,-0.02,0.25,1,-1,1,0.92,6472,4,88,35,23,501,484.0,553,463,60,120.0,75,1,263,151,37,0,0,478,-10483,3576,484,,,,,,,,,,,,
33043,1560695109184,1,2.27,2.03,3.35,1.81,5.06,0.9,0.06,0.19,1,0,2,0.9,6441,4,88,35,23,501,482.0,552,466,60,119.0,75,1,263,151,37,0,0,477,-899,10305,480,45.700836,4.909665,48.44,196.6,0,0.0,0,0.0,0.045,1,0.06,0.5507
33063,1560695109204,3,2.27,2.04,3.34,1.8,5.07,0.92,0.0,0.22,1,0,-0,0.92,6414,4,88,35,23,501,479.0,548,462,60,122.0,75,1,263,151,37,0,0,474,16648,-9203,479,,,,,,,,,,,,
33083,1560695109224,7,2.27,2.03,3.32,1.8,5.05,1.02,-0.03,0.29,1,-2,-2,1.02,6394,4,88,35,24,501,477.0,541,461,60,120.0,75,1,265,154,37,0,0,467,-17956,-1923,477,,,,,,,,,,,,
33103,1560695109244,6,2.27,2.0,3.34,1.79,5.05,0.98,-0.02,0.24,1,-2,-1,0.99,6379,4,88,35,24,501,474.0,539,462,60,120.0,77,1,265,154,37,0,0,464,-9203,-16384,473,,,,,,,,,,,,
33123,1560695109264,2,2.28,1.98,3.34,1.77,5.07,0.93,-0.03,0.12,1,0,-1,0.93,6323,4,88,35,24,501,472.0,536,461,60,121.0,77,1,265,154,37,0,0,466,-1923,243,474,,,,,,,,,,,,
33143,1560695109284,3,2.28,1.98,3.35,1.76,5.07,0.97,-0.12,0.18,1,-1,-1,0.98,6262,4,88,35,24,501,471.0,533,462,60,121.0,77,1,266,154,37,0,0,463,8488,2211,469,45.700844,4.909672,47.46,196.5,0,0.0,0,0.0,0.0467,1,0.06,0.5524
33163,1560695109304,3,2.29,1.98,3.35,1.77,5.06,0.97,-0.1,0.24,0,-3,-3,0.97,6243,4,88,35,24,502,468.0,523,462,60,122.0,77,1,266,154,37,0,0,462,243,14488,468,,,,,,,,,,,,
33183,1560695109324,5,2.29,1.98,3.34,1.79,5.05,0.96,0.04,0.23,0,-3,-2,0.96,6241,4,88,35,24,502,467.0,524,462,60,121.0,77,1,266,154,37,0,0,459,30272,-9160,467,,,,,,,,,,,,
33203,1560695109344,7,2.28,1.99,3.34,1.82,5.04,0.9,0.18,0.24,1,-2,-2,0.92,6218,4,88,35,25,502,465.0,528,460,60,120.0,79,1,269,158,37,0,0,457,6193,6193,465,,,,,,,,,,,,
33223,1560695109364,7,2.28,1.98,3.34,1.84,5.04,0.88,0.18,0.2,2,1,-2,0.9,6169,4,88,35,25,501,463.0,529,460,60,120.0,79,1,269,158,37,0,0,453,17628,-26615,464,,,,,,,,,,,,
33243,1560695109384,1,2.29,1.98,3.34,1.85,5.06,0.91,0.08,0.14,2,1,-3,0.91,6147,4,88,35,25,501,459.0,531,455,60,120.0,79,1,269,158,37,0,0,454,14488,-6387,459,45.700855,4.90968,46.29,196.5,0,0.0,0,0.0,0.0483,1,0.06,0.5541
33263,1560695109404,3,2.28,1.99,3.34,1.89,5.05,0.99,-0.09,0.12,1,1,-1,1.0,6115,4,88,35,25,501,456.0,523,457,60,121.0,79,1,269,158,37,0,0,452,-8985,15649,456,,,,,,,,,,,,
33283,1560695109424,4,2.28,1.98,3.34,1.87,5.04,1.09,-0.21,0.19,1,1,1,1.11,6073,4,88,35,25,500,453.0,521,457,60,121.0,79,1,270,158,37,0,0,447,-8985,15649,453,,,,,,,,,,,,
33303,1560695109444,4,2.29,1.97,3.35,1.86,5.08,1.14,-0.29,0.26,-1,-1,1,1.18,6011,4,88,35,25,500,452.0,519,459,60,122.0,79,1,270,158,36,0,0,442,-3267,16648,452,,,,,,,,,,,,
33323,1560695109464,3,2.29,1.97,3.34,1.84,5.04,1.23,-0.36,0.34,-3,-3,-0,1.28,5975,4,88,35,25,500,450.0,521,462,60,122.0,79,1,269,159,36,0,0,443,15649,10305,450,,,,,,,,,,,,
33343,1560695109484,4,2.28,1.97,3.33,1.83,5.04,1.31,-0.36,0.33,-5,-6,-1,1.36,5961,4,88,35,26,500,448.0,512,462,60,121.0,79,1,271,159,36,0,0,438,16648,23400,447,45.700867,4.909687,45.27,196.4,0,0.0,0,0.0,0.05,1,0.06,0.5557
33363,1560695109504,4,2.29,1.97,3.33,1.82,5.05,1.38,-0.4,0.37,-6,-6,-1,1.44,5961,4,88,35,26,500,443.0,509,462,60,121.0,79,1,271,159,36,0,0,436,-18341,-3322,442,,,,,,,,,,,,
33383,1560695109524,4,2.29,1.98,3.37,1.85,5.04,1.45,-0.45,0.37,-8,-6,-0,1.51,5903,4,88,35,27,500,441.0,507,461,60,121.0,79,1,274,160,36,0,0,433,-28332,1779,441,,,,,,,,,,,,
33403,1560695109544,5,2.28,1.98,3.42,1.84,5.08,1.5,-0.52,0.41,-9,-5,1,1.59,5824,4,88,35,28,500,438.0,504,461,60,121.0,79,1,275,161,35,0,0,431,21580,-768,437,,,,,,,,,,,,
33423,1560695109564,10,2.26,1.98,3.37,1.86,5.04,1.56,-0.57,0.43,-9,-5,0,1.66,5756,4,88,35,28,500,435.0,498,458,60,119.0,79,1,274,161,35,0,0,428,243,31796,435,,,,,,,,,,,,
33443,1560695109584,9,2.28,1.98,3.38,1.85,5.05,1.46,-0.59,0.37,-8,-2,0,1.57,5749,4,88,35,28,500,433.0,493,459,60,120.0,79,1,274,161,35,0,0,422,3635,3635,432,45.700878,4.909694,43.97,196.4,0,0.0,0,0.0,0.0517,1,0.06,0.5574
33463,1560695109604,6,2.28,1.97,3.36,1.82,5.05,1.29,-0.54,0.35,-4,-0,1,1.4,5732,4,88,35,28,500,430.0,486,462,60,121.0,79,1,274,161,35,0,0,423,13180,31796,430,,,,,,,,,,,,
