"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
614363,1560691886185,2,2.35,1.96,3.46,1.73,5.06,1.11,-0.12,0.05,5,-3,4,1.11,7194,5,92,34,23,899,494.0,514,458,60,117.0,77,1,261,154,40,0,0,438,3580,17628,494,,,,,,,,,,,,
614383,1560691886205,1,2.34,1.94,3.46,1.77,5.07,0.99,-0.13,0.04,6,-1,4,1.0,7364,5,92,34,22,897,490.0,515,458,60,118.0,85,1,262,151,42,0,0,440,32033,10432,490,,,,,,,,,,,,
614403,1560691886225,1,2.35,1.94,3.46,1.81,5.04,0.97,-0.1,0.01,6,1,5,0.97,7364,5,92,34,22,895,488.0,523,456,60,118.0,85,1,263,151,42,0,0,448,-17956,-16384,488,,,,,,,,,,,,
614423,1560691886245,2,2.34,1.93,3.46,1.82,5.08,0.89,-0.09,-0.01,7,1,5,0.89,7506,5,92,34,21,892,486.0,523,461,60,118.0,85,1,265,149,42,0,0,460,32033,3571,486,,,,,,,,,,,,
614443,1560691886265,3,2.34,1.91,3.46,1.82,5.07,0.87,-0.14,-0.04,8,2,5,0.88,7681,5,92,34,20,889,479.0,538,465,60,118.0,85,1,265,149,42,0,0,449,8488,26704,479,45.699005,4.910068,51.14,188.5,5,1.8283,0,0.0,1.0817,6,0.76,10.2407
614463,1560691886285,4,2.33,1.91,3.46,1.84,5.03,0.83,-0.23,-0.05,9,3,5,0.86,7744,5,92,34,20,888,474.0,540,465,60,118.0,85,1,266,149,42,0,0,447,-3210,8488,477,,,,,,,,,,,,
614483,1560691886307,1,2.32,1.91,3.46,1.88,5.07,0.93,-0.26,0.02,9,3,5,0.96,7744,5,92,34,20,888,474.0,540,458,60,117.0,90,1,267,146,43,0,0,445,12552,21432,474,,,,,,,,,,,,
614503,1560691886327,1,2.32,1.91,3.46,1.88,5.07,0.99,-0.21,0.12,9,2,6,1.02,7934,5,92,34,20,893,465.0,560,457,60,117.0,90,1,268,146,43,0,0,446,-9160,8488,468,,,,,,,,,,,,
614523,1560691886347,2,2.32,1.92,3.46,1.89,5.04,0.95,-0.15,0.07,9,2,7,0.96,7934,5,92,34,20,893,465.0,560,460,60,118.0,90,1,269,146,43,0,0,444,-26615,26704,465,,,,,,,,,,,,
614543,1560691886367,3,2.3,1.91,3.48,1.88,5.04,0.93,-0.11,0.06,9,2,7,0.93,7971,5,92,34,19,896,462.0,557,457,60,118.0,90,1,269,144,43,0,0,432,-8985,-7939,462,45.698998,4.910059,48.32,188.5,5,1.8283,0,0.0,1.0833,6,0.76,10.2424
614563,1560691886387,2,2.3,1.91,3.47,1.89,5.03,0.97,-0.12,0.18,8,2,6,0.98,8113,5,92,34,19,906,454.0,581,458,60,117.0,96,1,270,144,43,0,0,437,3571,21580,459,,,,,,,,,,,,
614583,1560691886407,3,2.3,1.93,3.45,1.89,5.04,0.89,-0.09,0.11,8,2,7,0.89,8113,5,92,34,19,906,454.0,581,458,60,117.0,96,1,270,145,44,0,0,434,8488,3826,454,,,,,,,,,,,,
