"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
27943,1560686919129,-2,2.22,2.05,3.17,1.85,2.72,0.74,-0.11,0.62,-0,1,-3,0.75,4887,17,67,33,58,502,0.0,542,460,60,119.0,0,1,297,313,56,0,0,0,250,250,0,45.700359,4.909455,0.0,193.2,0,0.0,-1,0.0,0.0,0,0.0,0.4657
27963,1560686919149,0,2.21,2.04,3.17,1.85,2.72,0.79,-0.08,0.59,-1,-1,-1,0.8,4899,17,67,33,57,502,0.0,542,458,60,122.0,0,1,297,313,56,0,0,0,250,250,0,,,,,,,,,,,,
27983,1560686919169,0,2.22,2.05,3.18,1.84,2.73,0.86,-0.01,0.64,-1,-3,-0,0.86,4813,17,67,33,57,502,0.0,545,456,60,122.0,0,1,297,308,56,0,0,0,250,250,0,,,,,,,,,,,,
28003,1560686919189,3,2.21,2.05,3.18,1.85,2.71,0.84,-0.01,0.67,1,-1,-1,0.84,4896,17,67,33,58,502,0.0,545,470,60,120.0,0,1,297,313,56,0,0,0,250,250,0,,,,,,,,,,,,
28023,1560686919209,0,2.2,2.05,3.18,1.85,2.72,0.8,-0.06,0.62,-0,0,-2,0.8,4808,17,67,33,58,502,0.0,536,461,60,119.0,0,1,297,313,56,0,0,0,250,250,0,,,,,,,,,,,,
28043,1560686919229,-0,2.21,2.06,3.18,1.86,2.72,0.75,-0.09,0.57,-1,-1,-1,0.76,4813,17,67,33,58,502,0.0,540,458,60,119.0,0,1,297,313,56,0,0,0,250,250,0,45.700359,4.909455,0.0,193.2,0,0.0,-1,0.0,0.0,0,0.0,0.4674
28063,1560686919249,-1,2.21,2.05,3.18,1.85,2.71,0.84,0.0,0.55,-1,-2,0,0.84,4791,17,67,33,58,502,0.0,536,461,60,122.0,0,1,296,312,56,0,0,0,250,250,0,,,,,,,,,,,,
28083,1560686919269,2,2.21,2.05,3.17,1.86,2.72,0.92,0.06,0.63,-1,-3,1,0.92,4789,17,67,33,58,502,0.0,529,460,60,121.0,0,1,296,312,56,0,0,0,250,250,0,,,,,,,,,,,,
28103,1560686919289,5,2.22,2.04,3.19,1.85,2.73,0.88,0.05,0.68,0,-1,-0,0.88,4846,17,67,33,58,502,0.0,537,472,60,121.0,0,1,297,311,56,0,0,0,250,250,0,,,,,,,,,,,,
28123,1560686919309,-3,2.21,2.05,3.18,1.85,2.72,0.83,-0.02,0.65,-0,-1,-1,0.83,4762,17,67,33,58,502,0.0,529,459,60,119.0,0,1,296,310,56,0,0,0,250,250,0,,,,,,,,,,,,
