"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
407163,1560691678976,2,2.29,1.9,3.39,1.92,5.04,1.27,-0.22,0.61,4,-0,4,1.28,7799,12,89,34,21,938,501.0,550,460,60,119.0,83,1,267,149,42,0,0,477,771,10305,501,,,,,,,,,,,,
407183,1560691678996,4,2.3,1.88,3.41,1.93,5.03,1.25,-0.16,0.52,3,0,3,1.26,7861,13,89,34,22,935,499.0,552,458,60,119.0,83,1,268,151,42,0,0,472,-6656,32033,498,,,,,,,,,,,,
407203,1560691679010,0,2.29,1.88,3.42,1.9,5.04,1.27,-0.19,0.46,2,-0,5,1.28,7992,13,89,34,23,931,495.0,571,461,60,118.0,83,1,269,151,42,0,0,470,1,243,495,,,,,,,,,,,,
407223,1560691679030,2,2.28,1.88,3.41,1.88,5.04,1.31,-0.15,0.5,2,-1,4,1.32,8127,13,89,34,23,930,491.0,576,457,60,118.0,83,1,270,159,42,0,0,473,-6441,12552,491,,,,,,,,,,,,
407243,1560691679050,-1,2.28,1.89,3.42,1.88,5.04,1.3,-0.21,0.49,2,-2,3,1.32,8209,13,89,34,23,928,489.0,573,460,60,118.0,97,1,270,163,48,0,0,462,-10483,10305,489,45.699047,4.910087,50.37,195.9,3,1.675,0,0.0,1.055,4,0.75,6.7874
407263,1560691679070,5,2.28,1.91,3.42,1.88,5.04,1.29,-0.24,0.47,2,-2,3,1.32,8318,14,89,34,23,929,485.0,592,460,60,118.0,97,1,270,168,48,0,0,451,32033,243,484,,,,,,,,,,,,
407283,1560691679096,2,2.26,1.91,3.42,1.89,5.04,1.33,-0.23,0.46,2,-3,3,1.35,8449,14,89,34,23,929,481.0,589,459,60,118.0,97,1,270,173,48,0,0,457,-23367,14488,481,,,,,,,,,,,,
407303,1560691679116,0,2.26,1.92,3.42,1.89,5.04,1.33,-0.23,0.4,1,-4,4,1.35,8546,14,89,34,23,930,477.0,590,458,60,118.0,97,1,270,176,48,0,0,454,-17956,15649,477,,,,,,,,,,,,
407323,1560691679136,4,2.26,1.98,3.38,1.9,5.03,1.22,-0.16,0.36,1,-2,4,1.23,8632,14,89,34,23,932,475.0,592,455,60,118.0,97,1,270,170,48,0,0,454,-1923,-9160,473,,,,,,,,,,,,
407343,1560691679156,3,2.24,2.01,3.36,1.89,5.03,1.18,-0.17,0.39,1,-2,3,1.19,8652,14,89,34,22,931,471.0,595,461,60,118.0,120,1,270,170,57,0,0,463,-16384,14488,471,45.699036,4.910077,48.41,195.9,3,1.675,0,0.0,1.0567,4,0.75,6.7891
407363,1560691679176,3,2.24,2.02,3.36,1.88,5.06,1.24,-0.25,0.44,0,-1,2,1.26,8660,14,90,34,22,930,467.0,596,459,60,118.0,120,1,270,170,57,0,0,456,243,17628,467,,,,,,,,,,,,
407383,1560691679198,1,2.24,2.06,3.34,1.89,5.04,1.21,-0.11,0.31,-0,-2,2,1.21,8644,15,89,34,22,928,467.0,612,460,60,119.0,120,1,270,170,57,0,0,459,243,-9160,465,,,,,,,,,,,,
407403,1560691679218,3,2.23,2.12,3.32,1.9,5.04,1.11,0.02,0.28,-1,-0,1,1.11,8581,15,90,34,22,925,466.0,613,461,60,118.0,120,1,270,170,57,0,0,463,-3210,-18108,464,,,,,,,,,,,,
407423,1560691679238,2,2.22,2.13,3.33,1.88,5.05,1.05,-0.01,0.37,-1,-0,1,1.05,8561,15,90,34,22,925,464.0,610,458,60,118.0,120,1,270,170,57,0,0,460,16408,-8985,458,,,,,,,,,,,,
407443,1560691679258,0,2.21,2.17,3.32,1.88,5.06,1.12,-0.02,0.33,-2,-1,1,1.12,8503,15,90,34,22,927,464.0,603,461,60,118.0,120,1,270,170,55,0,0,457,30272,-8985,457,45.699028,4.910067,46.81,195.9,3,1.675,0,0.0,1.0583,4,0.75,6.7907
407463,1560691679278,4,2.21,2.18,3.31,1.87,5.07,1.04,0.03,0.35,-2,0,0,1.04,8453,15,89,34,22,930,465.0,601,453,60,118.0,120,1,270,168,55,0,0,460,30272,15649,457,,,,,,,,,,,,
407483,1560691679298,2,2.2,2.2,3.31,1.88,5.04,1.03,-0.02,0.4,-3,-0,-1,1.03,8378,15,90,34,23,935,464.0,606,456,60,118.0,120,1,270,170,55,0,0,457,16408,-6387,456,,,,,,,,,,,,
407503,1560691679318,4,2.21,2.21,3.29,1.87,5.05,1.08,0.02,0.32,-3,-1,-2,1.08,8351,15,89,34,23,940,461.0,607,462,60,118.0,120,1,270,169,55,0,0,453,2211,16648,451,,,,,,,,,,,,
407523,1560691679338,3,2.19,2.21,3.28,1.87,5.04,0.99,0.05,0.38,-3,-1,-3,0.99,8344,15,90,34,23,946,461.0,601,458,60,118.0,120,1,270,170,55,0,0,450,-23623,10305,450,,,,,,,,,,,,
407543,1560691679358,-1,2.2,2.21,3.28,1.87,5.06,1.02,0.05,0.34,-4,-1,-4,1.02,8359,15,90,34,23,951,460.0,587,461,60,118.0,119,1,270,169,54,0,0,449,-23623,23400,447,45.699017,4.910057,45.98,195.8,3,1.675,0,0.0,1.06,4,0.76,6.7924
407563,1560691679378,2,2.19,2.22,3.27,1.88,5.04,0.94,0.09,0.39,-4,2,-4,0.94,8340,15,90,34,23,952,457.0,583,453,60,118.0,119,1,270,167,54,0,0,446,-9160,2131,447,,,,,,,,,,,,
407583,1560691679398,-2,2.19,2.22,3.27,1.86,5.08,0.99,0.1,0.39,-4,-1,-5,1.0,8300,15,90,34,24,953,456.0,588,456,60,118.0,119,1,270,172,54,0,0,444,14488,20625,444,,,,,,,,,,,,
407603,1560691679418,1,2.19,2.22,3.24,1.85,5.05,1.04,0.16,0.45,-5,-1,-6,1.05,8278,15,90,34,24,954,454.0,589,458,60,118.0,119,1,270,166,54,0,0,450,2524,-7939,442,,,,,,,,,,,,
