"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
428563,1560690734517,15,2.3,2.25,3.53,2.35,5.07,0.57,-0.55,0.86,9,-4,14,0.79,9679,24,84,32,44,883,785.0,630,459,60,122.0,175,1,357,231,139,0,0,758,7413,-22795,784,,,,,,,,,,,,
428583,1560690734537,21,2.29,2.23,3.54,2.3,5.04,0.7,-0.54,0.77,8,-2,15,0.88,9464,23,84,32,42,867,779.0,631,465,60,121.0,175,1,342,224,139,0,0,754,-2826,6389,779,,,,,,,,,,,,
428603,1560690734557,20,2.29,2.19,3.55,2.16,5.07,0.6,-0.56,0.7,8,-1,12,0.82,9450,21,84,32,40,847,770.0,628,458,60,122.0,101,1,327,217,79,0,0,717,-2344,3462,770,,,,,,,,,,,,
428623,1560690734577,22,2.28,2.14,3.55,2.08,5.04,0.6,-0.47,0.56,8,-1,12,0.76,9493,20,84,32,38,826,765.0,637,461,60,122.0,101,1,317,212,79,0,0,700,-31066,204,766,,,,,,,,,,,,
428643,1560690734597,22,2.29,2.08,3.56,2.05,5.04,0.74,-0.51,0.55,7,-2,11,0.9,9498,19,84,32,36,820,763.0,631,466,60,122.0,101,1,311,207,79,0,0,689,-31068,16599,763,45.702152,4.910832,76.13,198.0,3,2.7567,0,0.0,0.395,4,0.32,7.1441
428663,1560690734617,18,2.29,2.06,3.55,2.01,5.08,0.67,-0.48,0.5,7,1,9,0.82,9422,19,84,32,34,819,760.0,631,456,60,122.0,101,1,305,204,79,0,0,675,-22795,12333,760,,,,,,,,,,,,
428683,1560690734637,20,2.29,2.05,3.53,1.99,5.08,0.62,-0.38,0.36,7,1,8,0.73,9286,18,84,32,33,842,751.0,629,463,60,122.0,101,1,302,196,79,0,0,686,-30694,6658,752,,,,,,,,,,,,
428703,1560690734657,21,2.28,2.03,3.52,1.99,5.08,0.69,-0.28,0.31,7,-3,7,0.75,9227,16,84,32,32,866,744.0,626,460,60,122.0,90,1,300,192,68,0,0,686,-31066,-3584,744,,,,,,,,,,,,
428723,1560690734677,22,2.29,2.01,3.53,1.99,5.04,0.82,-0.27,0.25,6,-2,7,0.87,9222,15,84,32,30,896,739.0,626,462,60,122.0,90,1,291,190,68,0,0,662,1524,-26892,737,,,,,,,,,,,,
428743,1560690734697,21,2.28,1.97,3.52,1.96,5.05,0.94,-0.35,0.34,5,-6,6,1.01,9141,15,84,32,29,925,734.0,626,461,60,122.0,90,1,287,189,68,0,0,660,-4091,-10344,735,45.702141,4.910852,73.43,198.0,3,2.7567,0,0.0,0.3967,4,0.32,7.1457
