"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
665750,1560684830522,20,2.24,1.62,3.58,1.68,3.13,1.05,-0.01,-0.03,6,0,10,1.05,6768,9,85,30,24,1000,553.0,498,453,60,123.0,71,1,262,156,40,0,0,213,6274,32033,553,,,,,,,,,,,,
665770,1560684830542,24,2.24,1.68,3.53,1.69,3.12,1.15,-0.09,0.1,5,-1,7,1.15,6644,9,85,30,24,1013,547.0,495,460,60,122.0,71,1,263,155,40,0,0,206,-22519,248,546,,,,,,,,,,,,
665790,1560684830562,24,2.25,1.68,3.51,1.7,3.07,1.09,-0.11,0.04,6,-1,4,1.1,6458,9,85,30,25,1019,539.0,490,461,60,121.0,71,1,266,159,40,0,0,208,1780,6274,539,,,,,,,,,,,,
665810,1560684830582,18,2.25,1.66,3.51,1.7,3.05,1.07,-0.08,-0.14,4,0,4,1.08,6330,9,85,30,25,1028,536.0,486,453,60,123.0,71,1,267,159,40,0,0,210,6274,1248,536,,,,,,,,,,,,
665830,1560684830601,16,2.24,1.64,3.51,1.68,3.06,1.17,-0.18,-0.18,1,-1,5,1.18,6256,8,85,30,25,1039,535.0,476,457,60,122.0,71,1,268,159,40,0,0,202,-32248,17136,530,45.702087,4.910927,55.38,194.5,0,0.0,0,0.0,5.8133,1,0.0,11.0972
665850,1560684830621,14,2.23,1.64,3.51,1.66,3.08,1.25,-0.2,-0.07,-0,-5,5,1.27,6233,8,85,30,26,1045,530.0,417,460,60,122.0,69,1,271,160,37,0,0,153,2524,248,526,,,,,,,,,,,,
665870,1560684830641,8,2.23,1.66,3.48,1.65,3.09,1.26,-0.23,0.08,0,-7,3,1.29,6161,8,85,30,26,1049,533.0,415,462,60,122.0,69,1,272,160,37,0,0,152,2104,2109,523,,,,,,,,,,,,
665890,1560684830661,1,2.24,1.71,3.44,1.66,3.08,1.12,-0.17,0.2,1,-5,1,1.13,6075,8,85,30,27,1050,530.0,414,466,60,122.0,69,1,275,161,37,0,0,172,2524,11560,521,,,,,,,,,,,,
665910,1560684830681,2,2.24,1.78,3.38,1.66,3.07,1.05,-0.1,0.22,0,-5,-2,1.06,6123,8,85,30,27,1053,527.0,416,460,60,122.0,69,1,275,161,37,0,0,228,6274,505,516,,,,,,,,,,,,
665930,1560684830700,4,2.24,1.82,3.32,1.67,3.05,0.92,-0.03,0.22,-1,-3,-2,0.92,6139,8,85,30,27,1054,521.0,419,455,60,121.0,69,1,275,161,37,0,0,291,-9212,12552,507,45.702076,4.910941,52.68,194.5,0,0.0,0,0.0,5.815,1,0.0,11.0988
