"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
651563,1560691923382,18,2.26,1.85,3.53,1.67,5.07,1.35,-0.03,-0.05,-2,-3,-2,1.35,7137,5,88,33,21,932,596.0,503,458,60,117.0,67,1,261,149,40,0,0,507,4956,10408,596,,,,,,,,,,,,
651583,1560691923402,17,2.26,1.87,3.52,1.66,5.04,1.26,0.02,-0.21,-2,-0,-1,1.26,7094,5,88,33,21,890,586.0,510,457,60,117.0,67,1,260,149,40,0,0,513,-16179,-22519,586,,,,,,,,,,,,
651603,1560691923422,14,2.27,1.92,3.52,1.69,5.03,1.21,0.07,-0.24,-2,1,-2,1.21,7075,5,88,33,21,836,578.0,508,460,60,116.0,67,1,260,149,40,0,0,531,-1894,-28648,579,,,,,,,,,,,,
651623,1560691923442,19,2.26,1.94,3.5,1.7,5.02,1.26,0.03,-0.06,-3,-3,-3,1.26,7118,5,88,33,21,812,572.0,497,454,60,117.0,67,1,261,149,40,0,0,532,-3210,-9212,570,,,,,,,,,,,,
651643,1560691923462,17,2.27,1.96,3.47,1.7,5.04,1.32,-0.07,-0.02,-3,-6,-4,1.32,7159,5,88,33,21,809,563.0,503,457,60,117.0,67,1,261,149,40,0,0,536,-8188,6274,565,45.700825,4.909665,62.1,202.2,6,1.6633,0,0.0,0.0383,7,0.06,10.8607
651663,1560691923482,16,2.27,1.94,3.49,1.68,5.07,1.26,-0.0,-0.18,-2,-5,-3,1.26,7083,5,88,33,21,810,562.0,505,458,60,116.0,71,1,260,149,40,0,0,525,2211,-21872,556,,,,,,,,,,,,
651683,1560691923502,14,2.27,1.92,3.49,1.66,5.07,1.21,0.06,-0.2,-2,-4,-2,1.21,7009,5,88,33,21,820,560.0,508,461,60,115.0,71,1,260,149,40,0,0,517,-18032,15679,555,,,,,,,,,,,,
651703,1560691923522,16,2.27,1.92,3.49,1.67,5.04,1.24,-0.0,-0.06,-3,-4,-2,1.24,6959,5,88,33,21,833,553.0,503,457,60,117.0,71,1,260,148,40,0,0,522,-28648,10408,552,,,,,,,,,,,,
651723,1560691923542,13,2.28,1.92,3.49,1.68,5.06,1.14,-0.06,-0.1,-2,-3,-1,1.14,6923,5,88,33,21,841,546.0,511,463,60,115.0,71,1,260,148,40,0,0,507,2104,16383,544,,,,,,,,,,,,
651743,1560691923562,10,2.28,1.93,3.48,1.69,5.03,1.04,0.02,-0.15,-2,1,-3,1.04,6911,5,88,33,21,854,543.0,487,455,60,117.0,71,1,260,148,40,0,0,507,2104,16383,544,45.700836,4.909675,58.91,202.2,6,1.6633,0,0.0,0.04,7,0.06,10.8624
