"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
74263,1560692602351,17,2.21,1.8,3.56,1.65,5.07,1.29,-0.11,-0.01,1,-8,-1,1.3,6111,5,86,33,25,915,550.0,453,453,60,118.0,61,1,269,159,35,0,0,272,14504,4104,550,,,,,,,,,,,,
74283,1560692602371,15,2.22,1.82,3.51,1.66,5.06,1.17,-0.05,-0.15,2,-8,-1,1.17,6036,5,86,33,26,931,541.0,455,451,60,117.0,61,1,272,160,35,0,0,295,-2336,0,539,,,,,,,,,,,,
74303,1560692602391,17,2.21,1.85,3.49,1.67,5.04,1.0,0.04,-0.21,3,-6,-0,1.01,5978,5,86,33,26,945,534.0,452,451,60,118.0,67,1,271,160,36,0,0,298,14504,240,528,,,,,,,,,,,,
74323,1560692602411,16,2.21,1.84,3.51,1.67,5.04,1.11,0.04,-0.16,1,-8,-1,1.11,6019,5,86,33,26,953,526.0,449,453,60,118.0,67,1,272,160,36,0,0,276,-32248,-1268,525,,,,,,,,,,,,
74343,1560692602431,16,2.21,1.83,3.5,1.64,5.05,1.06,0.08,-0.22,1,-6,1,1.06,6038,5,86,33,26,961,526.0,451,452,60,118.0,67,1,272,160,36,0,0,265,2088,160,518,45.700794,4.909655,56.15,198.4,0,0.0,0,0.0,0.0383,1,0.05,1.2391
74363,1560692602451,16,2.21,1.84,3.5,1.64,5.05,0.92,0.14,-0.35,2,-4,2,0.93,5916,5,86,33,27,968,521.0,451,453,60,118.0,67,1,274,161,36,0,0,280,-8187,-20736,514,,,,,,,,,,,,
74383,1560692602471,15,2.21,1.84,3.49,1.66,5.07,0.85,0.19,-0.37,3,-3,3,0.87,5804,5,86,33,27,974,510.0,448,453,60,117.0,67,1,273,161,36,0,0,316,-3856,-6458,507,,,,,,,,,,,,
74403,1560692602491,12,2.21,1.86,3.47,1.66,5.07,0.93,0.24,-0.3,2,-4,3,0.96,5801,5,86,34,27,972,506.0,441,458,60,117.0,69,1,273,161,35,0,0,326,-28648,-30454,496,,,,,,,,,,,,
74423,1560692602510,11,2.22,1.85,3.48,1.65,5.04,1.02,0.19,-0.22,1,-5,1,1.04,5952,5,86,34,28,971,501.0,443,454,60,118.0,69,1,277,162,35,0,0,321,11560,23040,494,,,,,,,,,,,,
74443,1560692602530,10,2.21,1.84,3.48,1.65,5.04,1.12,0.15,-0.14,-2,-6,-1,1.13,5914,5,86,34,28,970,498.0,443,455,60,117.0,69,1,277,162,35,0,0,317,2524,10686,488,45.700802,4.909663,53.17,198.3,0,0.0,0,0.0,0.04,1,0.05,1.2407
74463,1560692602550,7,2.22,1.88,3.47,1.65,5.08,1.21,0.09,-0.1,-4,-6,-4,1.21,5859,5,86,34,28,969,495.0,445,455,60,118.0,69,1,276,162,35,0,0,329,771,150,481,,,,,,,,,,,,
74483,1560692602570,7,2.22,1.94,3.44,1.66,5.07,1.29,-0.03,-0.12,-6,-6,-5,1.29,5866,5,86,34,28,968,489.0,443,456,60,118.0,69,1,276,162,35,0,0,344,1,-10554,474,,,,,,,,,,,,
74503,1560692602590,6,2.21,1.97,3.43,1.67,5.03,1.36,-0.1,-0.06,-8,-5,-7,1.36,5926,5,86,34,28,967,481.0,446,455,60,118.0,76,1,277,162,36,0,0,324,32033,-32559,465,,,,,,,,,,,,
