"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
56963,1560687688956,17,2.29,1.92,3.47,1.91,2.94,0.88,0.02,0.11,4,-1,5,0.88,8370,15,77,30,30,945,502.0,634,457,60,122.0,118,1,289,181,61,0,0,425,-9216,-18341,502,,,,,,,,,,,,
56983,1560687688976,14,2.28,1.87,3.49,1.87,2.97,0.83,0.11,0.16,4,-3,5,0.84,8303,15,77,30,30,915,498.0,634,461,60,122.0,118,1,288,179,61,0,0,412,3,18584,498,,,,,,,,,,,,
57003,1560687688996,16,2.28,1.85,3.52,1.85,3.0,0.88,0.08,0.1,4,-3,3,0.89,8106,15,77,30,30,901,495.0,635,455,60,122.0,106,1,285,170,53,0,0,417,-6656,17628,495,,,,,,,,,,,,
57023,1560687689010,17,2.27,1.86,3.48,1.85,2.98,0.79,0.06,0.02,4,-2,3,0.8,7948,15,77,30,30,891,492.0,627,460,60,120.0,106,1,284,166,53,0,0,460,-899,16648,490,,,,,,,,,,,,
57043,1560687689030,10,2.27,1.86,3.45,1.85,2.93,0.8,0.05,0.04,4,-1,4,0.8,7965,15,77,30,31,903,483.0,626,458,60,122.0,106,1,287,166,53,0,0,449,8488,-768,483,45.702118,4.910891,50.32,201.2,0,0.0,0,0.0,0.4217,1,0.31,0.9507
57063,1560687689050,11,2.27,1.84,3.45,1.82,2.94,0.92,0.03,0.05,3,-2,2,0.92,7995,15,77,30,31,923,480.0,634,455,60,122.0,106,1,287,167,53,0,0,432,-23367,13552,480,,,,,,,,,,,,
57083,1560687689070,14,2.25,1.83,3.45,1.79,2.93,0.85,0.01,0.0,3,-2,2,0.85,7995,15,77,30,31,962,472.0,632,458,60,121.0,106,1,287,167,53,0,0,418,-1923,21580,471,,,,,,,,,,,,
57103,1560687689090,7,2.26,1.81,3.45,1.77,2.96,0.85,-0.07,0.0,3,-0,2,0.86,8023,15,77,30,31,1006,470.0,627,457,60,122.0,106,1,287,167,50,0,0,422,-16384,-3414,469,,,,,,,,,,,,
57123,1560687689110,9,2.26,1.81,3.46,1.77,2.96,0.91,0.02,-0.06,3,0,2,0.92,7968,15,77,30,31,1038,466.0,634,454,60,122.0,106,1,287,167,50,0,0,423,16408,3826,466,,,,,,,,,,,,
57143,1560687689130,11,2.25,1.82,3.46,1.76,2.96,0.83,0.09,-0.12,2,1,2,0.83,7944,15,77,30,31,1062,462.0,632,458,60,122.0,106,1,287,167,50,0,0,438,-18108,243,459,45.70211,4.910903,48.29,201.2,0,0.0,0,0.0,0.4233,1,0.32,0.9524
