"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
593263,1560688225268,44,2.25,1.7,3.56,1.48,3.0,1.28,-0.12,0.12,-7,-9,2,1.29,6032,9,86,31,28,836,563.0,433,452,60,118.0,63,1,278,161,37,0,0,190,-32504,240,547,,,,,,,,,,,,
593283,1560688225288,42,2.27,1.67,3.63,1.43,3.09,1.29,-0.16,0.15,-7,-8,1,1.3,5894,8,86,31,28,857,554.0,428,447,60,119.0,63,1,276,162,37,0,0,143,2524,-30976,541,,,,,,,,,,,,
593303,1560688225308,47,2.27,1.68,3.62,1.42,3.09,1.36,-0.17,0.23,-10,-11,1,1.37,5598,8,86,31,29,883,553.0,425,433,60,119.0,65,1,274,161,35,0,0,71,-9072,-1,536,,,,,,,,,,,,
593323,1560688225328,43,2.3,1.77,3.53,1.45,3.06,1.23,-0.12,0.08,-10,-5,1,1.24,4886,8,86,31,31,917,541.0,400,433,60,118.0,65,1,260,158,35,0,0,413,-2336,-1529,515,,,,,,,,,,,,
593343,1560688225348,41,2.3,1.83,3.46,1.45,3.06,1.31,-0.17,0.08,-10,-5,-1,1.32,4496,8,86,31,33,945,515.0,369,430,60,118.0,65,1,239,162,35,0,0,504,-14,2414,481,45.702053,4.910929,58.64,199.1,6,1.6483,0,0.0,0.405,7,0.33,9.889
593363,1560688225368,39,2.32,1.78,3.44,1.39,3.07,1.2,-0.07,-0.08,-8,-0,-1,1.2,4371,8,86,31,34,957,523.0,350,461,60,119.0,65,1,237,165,35,0,0,478,-22519,12800,481,,,,,,,,,,,,
593383,1560688225388,42,2.33,1.73,3.5,1.36,3.08,1.19,-0.13,-0.13,-8,0,-3,1.2,4419,8,86,31,36,968,515.0,330,459,60,119.0,65,1,252,169,35,0,0,338,-14,12800,506,,,,,,,,,,,,
593403,1560688225408,41,2.35,1.67,3.6,1.37,3.08,1.27,-0.13,-0.1,-8,-1,-3,1.28,4405,8,86,31,37,979,508.0,318,453,60,119.0,58,1,258,176,29,0,0,271,-3414,250,499,,,,,,,,,,,,
593423,1560688225428,40,2.36,1.66,3.61,1.39,3.07,1.29,-0.17,-0.17,-9,1,-4,1.3,4281,8,86,31,38,987,501.0,312,446,60,119.0,58,1,257,172,29,0,0,226,11560,250,495,,,,,,,,,,,,
593443,1560688225448,42,2.37,1.68,3.57,1.43,3.05,1.31,-0.1,-0.21,-9,3,-4,1.31,3587,8,86,31,38,986,493.0,307,441,60,117.0,58,1,229,167,29,0,0,178,-32768,-1,484,45.702042,4.910943,55.85,199.1,6,1.6483,0,0.0,0.4067,7,0.33,9.8907
593463,1560688225468,44,2.38,1.69,3.49,1.43,2.98,1.3,-0.1,-0.31,-8,7,-4,1.3,3172,8,86,31,40,985,474.0,287,448,60,118.0,58,1,180,170,29,0,0,242,30272,6384,462,,,,,,,,,,,,
593483,1560688225488,38,2.4,1.65,3.46,1.42,2.97,1.37,-0.04,-0.38,-6,6,-4,1.37,3094,8,86,31,42,985,459.0,277,451,60,118.0,58,1,166,172,29,0,0,235,17628,8841,459,,,,,,,,,,,,
593503,1560688225510,39,2.4,1.56,3.55,1.37,3.0,1.41,-0.13,-0.25,-6,4,-3,1.42,3132,8,86,31,44,985,467.0,265,446,60,119.0,42,1,173,174,20,0,0,196,16408,105,464,,,,,,,,,,,,
593523,1560688225530,39,2.41,1.5,3.62,1.37,3.03,1.41,-0.16,-0.25,-5,1,-2,1.42,3241,8,86,31,46,986,461.0,260,451,60,119.0,42,1,193,179,20,0,0,119,17628,-2560,461,,,,,,,,,,,,
593543,1560688225550,41,2.4,1.51,3.62,1.4,3.02,1.47,-0.29,-0.03,-5,-9,0,1.5,3108,8,86,31,48,987,456.0,253,455,60,118.0,42,1,169,180,20,0,0,119,-6387,250,454,45.702034,4.910957,52.32,199.0,6,1.6483,0,0.0,0.4083,7,0.33,9.8924
593563,1560688225570,40,2.4,1.55,3.59,1.43,3.0,1.53,-0.23,-0.08,-4,-8,1,1.54,2782,8,86,31,50,986,448.0,246,457,60,119.0,42,1,115,180,20,0,0,119,-18341,250,448,,,,,,,,,,,,
593583,1560688225590,40,2.38,1.62,3.51,1.44,2.97,1.54,-0.21,-0.14,-4,-9,1,1.56,2376,8,86,31,53,985,434.0,232,453,60,117.0,42,1,68,192,20,0,0,244,-3314,14412,429,,,,,,,,,,,,
