"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
115863,1560691387667,0,2.19,2.06,3.26,1.75,5.07,1.05,0.12,0.13,-4,2,-6,1.06,7123,7,87,35,23,935,390.0,542,457,60,122.0,106,1,261,153,41,0,0,381,-1562,-992,381,,,,,,,,,,,,
115883,1560691387687,4,2.2,2.1,3.26,1.77,5.07,1.02,0.04,0.25,-5,1,-7,1.02,7048,7,87,35,23,934,387.0,546,456,60,122.0,106,1,260,150,41,0,0,384,240,3,380,,,,,,,,,,,,
115903,1560691387707,2,2.2,2.15,3.26,1.81,5.04,1.01,0.03,0.15,-4,2,-4,1.01,7022,7,87,35,23,934,386.0,538,461,60,121.0,106,1,260,153,41,0,0,380,-3866,770,377,,,,,,,,,,,,
115923,1560691387727,-1,2.19,2.15,3.26,1.81,5.05,1.04,0.03,0.21,-5,2,-1,1.04,6985,7,87,35,23,934,384.0,535,456,60,121.0,106,1,260,152,41,0,0,376,-19019,-6656,375,,,,,,,,,,,,
115943,1560691387747,3,2.2,2.15,3.26,1.8,5.07,1.11,-0.02,0.39,-6,-2,-4,1.11,6921,7,87,35,23,936,383.0,537,458,60,122.0,106,1,260,152,40,0,0,375,-19126,-6656,373,45.699745,4.910686,38.94,196.7,0,0.0,0,0.0,1.7008,1,0.68,1.9324
115963,1560691387767,2,2.2,2.15,3.25,1.8,5.06,1.04,0.0,0.3,-5,-1,-6,1.04,6931,7,87,35,23,938,381.0,534,463,60,121.0,106,1,260,152,40,0,0,374,-18948,486,371,,,,,,,,,,,,
115983,1560691387787,1,2.2,2.14,3.24,1.8,5.07,1.04,0.08,0.25,-6,-2,-8,1.04,6900,7,87,35,23,942,379.0,530,456,60,122.0,106,1,260,152,40,0,0,374,8200,230,370,,,,,,,,,,,,
116003,1560691387807,0,2.22,2.14,3.24,1.78,5.06,1.04,-0.07,0.34,-6,-1,-7,1.04,6845,7,87,35,23,946,376.0,535,461,60,121.0,106,1,261,152,40,0,0,367,3,-1268,369,,,,,,,,,,,,
116023,1560691387827,0,2.22,2.14,3.25,1.8,5.04,0.95,0.09,0.24,-5,-0,-6,0.96,6823,7,88,35,23,949,376.0,530,460,60,122.0,106,1,261,152,40,0,0,368,3,-6458,366,,,,,,,,,,,,
116043,1560691387847,3,2.22,2.14,3.27,1.8,5.04,0.94,0.03,0.41,-6,-1,-6,0.94,6818,7,88,35,23,951,375.0,526,455,60,122.0,106,1,261,155,39,0,0,368,742,-6458,365,45.699738,4.91068,38.14,196.7,0,0.0,0,0.0,1.7025,1,0.68,1.9341
116063,1560691387867,0,2.23,2.14,3.29,1.82,5.05,0.87,0.17,0.27,-5,2,-7,0.89,6781,7,88,35,24,954,373.0,525,460,60,121.0,106,1,262,155,39,0,0,361,257,-1268,365,,,,,,,,,,,,
116083,1560691387887,1,2.25,2.14,3.29,1.86,5.07,0.99,0.07,0.41,-5,-1,-8,0.99,6718,7,88,35,24,958,371.0,521,455,60,122.0,106,1,262,155,39,0,0,361,257,-29978,363,,,,,,,,,,,,
116103,1560691387909,1,2.26,2.14,3.3,1.87,5.06,0.9,0.13,0.3,-5,0,-8,0.91,6686,7,88,35,24,961,369.0,512,463,60,121.0,106,1,263,154,39,0,0,360,-6656,-14707,362,,,,,,,,,,,,
116123,1560691387929,1,2.27,2.14,3.29,1.87,5.07,1.0,0.04,0.45,-5,-2,-9,1.0,6667,7,88,35,24,962,365.0,512,461,60,120.0,106,1,263,154,39,0,0,359,-6405,-6640,362,,,,,,,,,,,,
116143,1560691387949,1,2.28,2.14,3.29,1.88,5.04,0.91,0.13,0.34,-4,0,-9,0.91,6674,7,87,35,24,965,362.0,514,455,60,122.0,105,1,263,154,38,0,0,356,2790,-14707,361,45.69973,4.910675,36.72,196.7,0,0.0,0,0.0,1.7042,1,0.68,1.9357
