																					
	<<Vitesse moteur>>	Puissance Brute Mesurée	Puissance à la roue	Puissance roue corrigée	Couple corrigé Roue	Puissance corrigée moteur	Couple corrigé moteur	Vitesse véhicule	Temps acquisition Mesure	Force à la Roue	Accélération Linéaire	OBD-PID13 : Vitesse du véhicule	Couple moteur brut	Puissance Pertes Calibrées Totales	Puissance Pertes Calibrées Banc	Puissance Pertes Calibrées Vehicule	Couple brut	Facteur de correction	Rapport de sortie	Rapport Global Dynamique	Facteur de pertes transmission
	tr/min	ch	ch	ch	N.m	ch	N.m	Km/h	s	N	mm/s²	Km/h	N.m	ch	ch	ch	N.m	 	 	 	%
	8100	51,69	53,77	55,51	48,13	66	57,23	106,5	12,69	1337	2574		55,43	2,081	2,081	0	46,62	1,032	8,605	0	25,22
	8150	51,8	53,91	55,65	47,96	66,22	57,07	107,1	12,77	1333	2527		55,26	2,107	2,107	0	46,46	1,032	8,605	0	25,22
	8200	51,79	53,93	55,67	47,69	66,3	56,79	107,8	12,84	1325	2458		55	2,134	2,134	0	46,19	1,032	8,605	0	25,22
	8250	51,78	53,94	55,68	47,41	66,38	56,51	108,4	12,92	1317	2390		54,73	2,16	2,16	0	45,92	1,032	8,605	0	25,22
	8300	51,87	54,06	55,81	47,23	66,57	56,33	109,1	13	1312	2321		54,55	2,187	2,187	0	45,75	1,032	8,605	0	25,22
	8350	52,02	54,23	55,99	47,09	66,81	56,2	109,7	13,09	1308	2251		54,42	2,214	2,214	0	45,62	1,032	8,605	0	25,22
	8400	52,21	54,45	56,21	47	67,09	56,1	110,4	13,17	1306	2189		54,33	2,241	2,241	0	45,53	1,032	8,605	0	25,22
	8450	52,49	54,76	56,53	46,99	67,48	56,09	111,1	13,26	1306	2142		54,32	2,269	2,269	0	45,51	1,032	8,605	0	25,22
	8500	52,77	55,07	56,85	46,97	67,87	56,08	111,7	13,35	1305	2095		54,31	2,296	2,296	0	45,5	1,032	8,605	0	25,22
	8550	52,94	55,26	57,05	46,86	68,13	55,97	112,4	13,44	1302	2063		54,2	2,324	2,324	0	45,4	1,032	8,605	0	25,22
	8600	53,1	55,45	57,25	46,75	68,39	55,86	113	13,53	1299	2031		54,09	2,352	2,352	0	45,29	1,032	8,605	0	25,22
	8650	53,32	55,7	57,51	46,69	68,72	55,8	113,7	13,62	1297	2017		54,03	2,381	2,381	0	45,23	1,032	8,605	0	25,22
	8700	53,56	55,97	57,78	46,65	69,06	55,75	114,3	13,71	1296	2007		53,99	2,409	2,409	0	45,19	1,032	8,605	0	25,22
	8750	53,78	56,22	58,03	46,58	69,37	55,68	115	13,8	1294	1999		53,93	2,438	2,438	0	45,12	1,032	8,605	0	25,22
	8800	53,97	56,44	58,27	46,5	69,67	55,61	115,7	13,89	1292	1992		53,85	2,467	2,467	0	45,05	1,032	8,605	0	25,22
	8850	54,16	56,65	58,49	46,42	69,96	55,52	116,3	13,98	1290	1985		53,77	2,496	2,496	0	44,96	1,032	8,605	0	25,22
	8900	54,32	56,85	58,68	46,31	70,22	55,41	117	14,08	1287	1978		53,66	2,526	2,526	0	44,86	1,032	8,605	0	25,22
	8950	54,51	57,07	58,91	46,23	70,51	55,33	117,6	14,17	1285	1973		53,59	2,556	2,556	0	44,78	1,032	8,605	0	25,22
	9000	54,79	57,37	59,23	46,22	70,89	55,32	118,3	14,26	1284	1975		53,58	2,586	2,586	0	44,77	1,032	8,605	0	25,22
	9050	55,07	57,68	59,55	46,21	71,28	55,32	118,9	14,35	1284	1977		53,57	2,616	2,616	0	44,77	1,032	8,605	0	25,22
	9100	55,51	58,16	60,04	46,34	71,83	55,44	119,6	14,45	1288	1986		53,69	2,646	2,646	0	44,89	1,032	8,605	0	25,22
	9150	55,96	58,64	60,53	46,46	72,39	55,57	120,3	14,54	1291	1995		53,81	2,677	2,677	0	45,01	1,032	8,605	0	25,22
	9200	56,15	58,85	60,76	46,38	72,68	55,49	120,9	14,63	1289	1984		53,73	2,708	2,708	0	44,93	1,032	8,605	0	25,22
	9250	56,31	59,05	60,96	46,28	72,94	55,39	121,6	14,72	1286	1971		53,64	2,739	2,739	0	44,83	1,032	8,605	0	25,22
	9300	56,13	58,9	60,8	45,92	72,86	55,02	122,2	14,81	1276	1913		53,29	2,771	2,771	0	44,48	1,032	8,605	0	25,22
	9350	55,74	58,55	60,44	45,4	72,56	54,5	122,9	14,92	1262	1827		52,78	2,802	2,802	0	43,98	1,032	8,605	0	25,22
	9400	55,42	58,25	60,14	44,94	72,32	54,04	123,5	15,03	1249	1677		52,33	2,834	2,834	0	43,53	1,032	8,605	0	25,22
