																					
	<<Vitesse moteur>>	Puissance Brute Mesurée	Puissance à la roue	Puissance roue corrigée	Couple corrigé Roue	Puissance corrigée moteur	Couple corrigé moteur	Vitesse véhicule	Temps acquisition Mesure	Force à la Roue	Accélération Linéaire	OBD-PID13 : Vitesse du véhicule	Couple moteur brut	Puissance Pertes Calibrées Totales	Puissance Pertes Calibrées Banc	Puissance Pertes Calibrées Vehicule	Couple brut	Facteur de correction	Rapport de sortie	Rapport Global Dynamique	Facteur de pertes transmission
	tr/min	ch	ch	ch	N.m	ch	N.m	Km/h	s	N	mm/s²	Km/h	N.m	ch	ch	ch	N.m	 	 	 	%
	2000	4,88	5,103	5,256	18,67	7,828	27,49	26,29	0E-13	520,1	998,4		26,69	0,2235	0,2235	0	18,13	1,03	8,605	0	
	2050	5,399	5,63	5,798	19,94	8,435	28,87	26,94	0,1425	555,3	1075		28,03	0,2308	0,2308	0	19,36	1,03	8,605	0	
	2100	5,919	6,157	6,341	21,21	9,042	30,24	27,6	0,285	590,6	1152		29,36	0,2382	0,2382	0	20,59	1,03	8,605	0	
	2150	6,438	6,684	6,883	22,47	9,649	31,51	28,26	0,4274	625,9	1229		30,59	0,2455	0,2455	0	21,82	1,03	8,605	0	
	2200	6,749	7,002	7,211	23,02	10,04	32,06	28,91	0,567	641,2	1264		31,13	0,253	0,253	0	22,35	1,03	8,605	0	
	2250	6,873	7,133	7,346	22,94	10,24	31,97	29,57	0,7081	638,8	1263		31,04	0,2605	0,2605	0	22,27	1,03	8,605	0	
	2300	6,715	6,983	7,191	21,96	10,15	31	30,23	0,8699	611,7	1208		30,1	0,2681	0,2681	0	21,33	1,03	8,605	0	
	2350	6,646	6,922	7,128	21,31	10,15	30,34	30,89	1,031	593,5	1173		29,46	0,2758	0,2758	0	20,69	1,03	8,605	0	
	2400	6,715	6,999	7,208	21,09	10,29	30,13	31,54	1,188	587,5	1163		29,25	0,2836	0,2836	0	20,48	1,03	8,605	0	
	2450	6,919	7,211	7,426	21,28	10,58	30,32	32,2	1,342	592,8	1178		29,44	0,2915	0,2915	0	20,67	1,03	8,605	0	
	2500	7,247	7,546	7,772	21,83	10,99	30,87	32,86	1,494	608,1	1212		29,97	0,2995	0,2995	0	21,2	1,03	8,605	0	
	2550	7,659	7,967	8,205	22,59	11,48	31,63	33,52	1,634	629,3	1258		30,71	0,3076	0,3076	0	21,94	1,03	8,605	0	
	2600	8,008	8,324	8,573	23,15	11,92	32,19	34,17	1,772	644,9	1290		31,25	0,3158	0,3158	0	22,48	1,03	8,605	0	
	2650	8,305	8,629	8,886	23,55	12,29	32,59	34,83	1,91	656	1313		31,64	0,3241	0,3241	0	22,87	1,03	8,605	0	
	2700	8,528	8,861	9,126	23,74	12,6	32,77	35,49	2,050	661,1	1325		31,82	0,3326	0,3326	0	23,05	1,03	8,605	0	
	2750	8,897	9,238	9,514	24,29	13,05	33,32	36,14	2,186	676,5	1361		32,36	0,3411	0,3411	0	23,59	1,03	8,605	0	
	2800	9,377	9,727	10,02	25,12	13,62	34,15	36,8	2,317	699,6	1412		33,16	0,3497	0,3497	0	24,39	1,03	8,605	0	
	2850	10,04	10,39	10,7	26,37	14,37	35,4	37,46	2,435	734,4	1487		34,37	0,3584	0,3584	0	25,6	1,03	8,605	0	
	2900	10,7	11,07	11,4	27,59	15,13	36,63	38,12	2,548	768,5	1562		35,56	0,3673	0,3673	0	26,79	1,03	8,605	0	
	2950	11,37	11,75	12,1	28,8	15,89	37,83	38,77	2,656	802,1	1635		36,74	0,3762	0,3762	0	27,96	1,03	8,605	0	
	3000	11,93	12,31	12,68	29,67	16,54	38,71	39,43	2,76	826,5	1687		37,58	0,3853	0,3853	0	28,81	1,03	8,605	0	
	3050	12,44	12,83	13,21	30,42	17,14	39,46	40,09	2,864	847,3	1732		38,31	0,3944	0,3944	0	29,54	1,03	8,605	0	
	3100	12,83	13,23	13,63	30,87	17,62	39,91	40,74	2,968	859,9	1754		38,75	0,4038	0,4038	0	29,98	1,03	8,605	0	
	3150	13,2	13,61	14,02	31,25	18,07	40,29	41,4	3,072	870,4	1770		39,12	0,4131	0,4131	0	30,35	1,03	8,605	0	
	3200	13,63	14,06	14,48	31,77	18,59	40,8	42,06	3,175	884,7	1795		39,62	0,4227	0,4227	0	30,84	1,03	8,605	0	
	3250	14,08	14,51	14,95	32,3	19,13	41,33	42,72	3,278	899,6	1821		40,13	0,4322	0,4322	0	31,36	1,03	8,605	0	
	3300	14,61	15,05	15,5	32,98	19,75	42,02	43,37	3,373	918,7	1865		40,8	0,442	0,442	0	32,03	1,03	8,605	0	
	3350	15,15	15,6	16,07	33,68	20,37	42,71	44,03	3,467	938	1910		41,47	0,4519	0,4519	0	32,7	1,03	8,605	0	
	3400	15,52	15,98	16,46	33,99	20,83	43,03	44,69	3,557	946,8	1932		41,78	0,4619	0,4619	0	33,01	1,03	8,605	0	
	3450	15,85	16,32	16,81	34,22	21,25	43,25	45,34	3,647	953	1949		42	0,4719	0,4719	0	33,23	1,03	8,605	0	
	3500	16,08	16,56	17,06	34,23	21,56	43,27	46	3,742	953,5	1950		42,01	0,4822	0,4822	0	33,24	1,03	8,605	0	
	3550	16,24	16,73	17,23	34,1	21,8	43,13	46,66	3,84	949,6	1939		41,88	0,4925	0,4925	0	33,11	1,03	8,605	0	
	3600	16,4	16,91	17,41	33,97	22,04	43,01	47,32	3,937	946,2	1931		41,76	0,503	0,503	0	32,99	1,03	8,605	0	
	3650	16,57	17,09	17,6	33,86	22,29	42,9	47,97	4,031	943,2	1924		41,66	0,5136	0,5136	0	32,88	1,03	8,605	0	
	3700	16,73	17,25	17,77	33,72	22,52	42,76	48,63	4,126	939,3	1915		41,52	0,5243	0,5243	0	32,75	1,03	8,605	0	
	3750	16,85	17,39	17,91	33,54	22,73	42,57	49,29	4,222	934,1	1901		41,34	0,5351	0,5351	0	32,57	1,03	8,605	0	
	3800	16,98	17,52	18,05	33,36	22,93	42,39	49,94	4,319	929	1888		41,16	0,546	0,546	0	32,39	1,03	8,605	0	
	3850	17,1	17,66	18,18	33,18	23,14	42,21	50,6	4,418	924	1877		40,99	0,5572	0,5572	0	32,21	1,03	8,605	0	
	3900	17,25	17,82	18,35	33,05	23,37	42,08	51,26	4,517	920,4	1869		40,86	0,5684	0,5684	0	32,09	1,03	8,605	0	
	3950	17,45	18,03	18,57	33,02	23,65	42,05	51,92	4,614	919,7	1869		40,83	0,5797	0,5797	0	32,06	1,03	8,605	0	
	4000	17,66	18,25	18,8	33,01	23,94	42,04	52,57	4,711	919,4	1870		40,82	0,5912	0,5912	0	32,05	1,03	8,605	0	
	4050	17,9	18,5	19,05	33,04	24,26	42,08	53,23	4,808	920,3	1871		40,86	0,6028	0,6028	0	32,08	1,03	8,605	0	
	4100	18,1	18,72	19,27	33,02	24,55	42,05	53,89	4,905	919,6	1869		40,83	0,6145	0,6145	0	32,06	1,03	8,605	0	
	4150	18,17	18,8	19,36	32,77	24,7	41,8	54,54	5,003	912,7	1857		40,59	0,6265	0,6265	0	31,82	1,03	8,605	0	
	4200	18,19	18,83	19,39	32,42	24,79	41,46	55,2	5,102	903,1	1839		40,26	0,6384	0,6384	0	31,48	1,03	8,605	0	
	4250	17,91	18,56	19,12	31,6	24,58	40,63	55,86	5,204	880,1	1788		39,45	0,6506	0,6506	0	30,68	1,03	8,605	0	
	4300	17,58	18,24	18,78	30,69	24,31	39,72	56,52	5,31	854,6	1731		38,57	0,6629	0,6629	0	29,8	1,03	8,605	0	
	4350	17,03	17,7	18,23	29,45	23,83	38,48	57,17	5,429	820,1	1648		37,36	0,6753	0,6753	0	28,59	1,03	8,605	0	
	4400	16,58	17,27	17,79	28,4	23,45	37,43	57,83	5,549	791	1583		36,35	0,6879	0,6879	0	27,58	1,03	8,605	0	
	4450	16,24	16,94	17,44	27,53	23,17	36,57	58,49	5,671	766,8	1533		35,51	0,7006	0,7006	0	26,73	1,03	8,605	0	
	4500	16,11	16,82	17,32	27,04	23,11	36,07	59,14	5,79	753,1	1510		35,03	0,7135	0,7135	0	26,26	1,03	8,605	0	
	4550	16,04	16,77	17,27	26,66	23,12	35,69	59,8	5,91	742,5	1492		34,66	0,7264	0,7264	0	25,89	1,03	8,605	0	
