																					
	<<Vitesse moteur>>	Puissance Brute Mesurée	Puissance à la roue	Puissance roue corrigée	Couple corrigé Roue	Puissance corrigée moteur	Couple corrigé moteur	Vitesse véhicule	Temps acquisition Mesure	Force à la Roue	Accélération Linéaire	OBD-PID13 : Vitesse du véhicule	Couple moteur brut	Puissance Pertes Calibrées Totales	Puissance Pertes Calibrées Banc	Puissance Pertes Calibrées Vehicule	Couple brut	Facteur de correction	Rapport de sortie	Rapport Global Dynamique	Facteur de pertes transmission
	tr/min	ch	ch	ch	N.m	ch	N.m	Km/h	s	N	mm/s²	Km/h	N.m	ch	ch	ch	N.m	 	 	 	%
	2000	5,224	5,448	5,621	19,81	8,13	28,55	26,29	1,807E-7	550,7	1014		27,67	0,2237	0,2237	0	19,2	1,032	8,605	0	23,98
	2050	5,648	5,879	6,066	20,79	8,637	29,59	26,94	0,162	577,9	1081		28,68	0,2309	0,2309	0	20,15	1,032	8,605	0	23,98
	2100	6,072	6,31	6,51	21,77	9,145	30,58	27,6	0,3241	605,1	1148		29,64	0,2382	0,2382	0	21,1	1,032	8,605	0	23,98
	2150	6,424	6,669	6,881	22,47	9,578	31,28	28,26	0,479	624,8	1201		30,32	0,2455	0,2455	0	21,78	1,032	8,605	0	23,98
	2200	6,698	6,951	7,172	22,9	9,932	31,71	28,91	0,627	636,5	1238		30,73	0,2529	0,2529	0	22,19	1,032	8,605	0	23,98
	2250	6,893	7,154	7,381	23,04	10,2	31,85	29,57	0,7698	640,5	1260		30,87	0,2605	0,2605	0	22,33	1,032	8,605	0	23,98
	2300	7,017	7,285	7,516	22,95	10,4	31,76	30,23	0,915	638,1	1262		30,79	0,2681	0,2681	0	22,25	1,032	8,605	0	23,98
	2350	7,106	7,382	7,616	22,77	10,56	31,58	30,89	1,062	632,9	1253		30,61	0,2758	0,2758	0	22,06	1,032	8,605	0	23,98
	2400	7,165	7,449	7,685	22,49	10,7	31,3	31,54	1,211	625,3	1237		30,34	0,2836	0,2836	0	21,8	1,032	8,605	0	23,98
	2450	7,185	7,476	7,714	22,12	10,79	30,93	32,2	1,361	614,8	1217		29,97	0,2915	0,2915	0	21,43	1,032	8,605	0	23,98
	2500	7,206	7,505	7,744	21,76	10,88	30,57	32,86	1,515	604,9	1197		29,63	0,2995	0,2995	0	21,09	1,032	8,605	0	23,98
	2550	7,319	7,626	7,868	21,67	11,07	30,48	33,52	1,671	602,5	1192		29,54	0,3076	0,3076	0	21	1,032	8,605	0	23,98
