																					
	<<Vitesse moteur>>	Puissance Brute Mesurée	Puissance à la roue	Puissance roue corrigée	Couple corrigé Roue	Puissance corrigée moteur	Couple corrigé moteur	Vitesse véhicule	Temps acquisition Mesure	Force à la Roue	Accélération Linéaire	OBD-PID13 : Vitesse du véhicule	Couple moteur brut	Puissance Pertes Calibrées Totales	Puissance Pertes Calibrées Banc	Puissance Pertes Calibrées Vehicule	Couple brut	Facteur de correction	Rapport de sortie	Rapport Global Dynamique	Facteur de pertes transmission
	tr/min	ch	ch	ch	N.m	ch	N.m	Km/h	s	N	mm/s²	Km/h	N.m	ch	ch	ch	N.m	 	 	 	%
	2000	5,654	5,878	6,053	21,3	8,472	29,75	26,29	-0E-15	593,3	529		28,88	0,2237	0,2237	0	20,68	1,03	8,605	0	24,83
	2050	6,075	6,306	6,494	22,25	8,974	30,74	26,94	0,1682	619,6	775		29,84	0,2309	0,2309	0	21,6	1,03	8,605	0	24,83
	2100	6,497	6,735	6,936	23,2	9,475	31,69	27,6	0,3364	646	1021		30,76	0,2382	0,2382	0	22,52	1,03	8,605	0	24,83
	2150	6,894	7,139	7,353	24,01	9,953	32,5	28,26	0,4772	668,7	1177		31,55	0,2455	0,2455	0	23,31	1,03	8,605	0	24,83
	2200	7,179	7,432	7,654	24,43	10,31	32,93	28,91	0,6152	680,5	1277		31,97	0,253	0,253	0	23,73	1,03	8,605	0	24,83
	2250	7,341	7,602	7,829	24,44	10,55	32,93	29,57	0,7528	680,6	1323		31,97	0,2605	0,2605	0	23,73	1,03	8,605	0	24,83
	2300	7,356	7,624	7,851	23,98	10,63	32,47	30,23	0,9002	667,9	1312		31,52	0,2681	0,2681	0	23,28	1,03	8,605	0	24,83
	2350	7,42	7,696	7,926	23,69	10,77	32,18	30,89	1,044	659,8	1301		31,24	0,2758	0,2758	0	23	1,03	8,605	0	24,83
	2400	7,537	7,821	8,054	23,57	10,96	32,06	31,54	1,186	656,5	1295		31,13	0,2836	0,2836	0	22,89	1,03	8,605	0	24,83
	2450	7,733	8,024	8,264	23,69	11,23	32,18	32,2	1,328	659,8	1302		31,24	0,2915	0,2915	0	23	1,03	8,605	0	24,83
	2500	8,004	8,303	8,551	24,02	11,57	32,51	32,86	1,464	669	1323		31,56	0,2995	0,2995	0	23,32	1,03	8,605	0	24,83
	2550	8,299	8,607	8,864	24,41	11,95	32,9	33,52	1,598	679,9	1346		31,94	0,3076	0,3076	0	23,7	1,03	8,605	0	24,83
	2600	8,615	8,93	9,197	24,84	12,34	33,34	34,17	1,731	691,9	1372		32,36	0,3158	0,3158	0	24,12	1,03	8,605	0	24,83
	2650	8,872	9,196	9,471	25,1	12,68	33,59	34,83	1,86	699	1388		32,61	0,3242	0,3242	0	24,37	1,03	8,605	0	24,83
	2700	9,137	9,469	9,752	25,37	13,02	33,86	35,49	1,99	706,5	1405		32,87	0,3326	0,3326	0	24,63	1,03	8,605	0	24,83
	2750	9,44	9,781	10,07	25,72	13,4	34,22	36,14	2,122	716,5	1429		33,22	0,3411	0,3411	0	24,98	1,03	8,605	0	24,83
	2800	9,942	10,29	10,6	26,57	13,99	35,07	36,8	2,243	740,2	1484		34,04	0,3497	0,3497	0	25,8	1,03	8,605	0	24,83
	2850	10,51	10,87	11,19	27,58	14,64	36,07	37,46	2,361	768	1548		35,02	0,3584	0,3584	0	26,78	1,03	8,605	0	24,83
	2900	11,16	11,53	11,87	28,74	15,38	37,23	38,12	2,467	800,3	1618		36,14	0,3673	0,3673	0	27,9	1,03	8,605	0	24,83
	2950	11,78	12,16	12,52	29,81	16,09	38,31	38,77	2,572	830,3	1682		37,19	0,3762	0,3762	0	28,95	1,03	8,605	0	24,83
	3000	12,31	12,69	13,07	30,59	16,7	39,09	39,43	2,675	852,1	1726		37,95	0,3853	0,3853	0	29,71	1,03	8,605	0	24,83
	3050	12,78	13,18	13,57	31,25	17,26	39,74	40,09	2,777	870,3	1761		38,58	0,3945	0,3945	0	30,34	1,03	8,605	0	24,83
	3100	13,13	13,53	13,93	31,56	17,68	40,06	40,74	2,88	879,1	1776		38,89	0,4038	0,4038	0	30,65	1,03	8,605	0	24,83
	3150	13,49	13,9	14,32	31,93	18,13	40,42	41,4	2,983	889,2	1794		39,24	0,4131	0,4131	0	31	1,03	8,605	0	24,83
	3200	13,91	14,33	14,76	32,38	18,63	40,88	42,06	3,086	901,9	1817		39,68	0,4227	0,4227	0	31,44	1,03	8,605	0	24,83
	3250	14,39	14,82	15,26	32,97	19,19	41,47	42,72	3,185	918,4	1851		40,26	0,4323	0,4323	0	32,02	1,03	8,605	0	24,83
	3300	14,97	15,42	15,88	33,78	19,87	42,27	43,37	3,279	940,7	1903		41,04	0,442	0,442	0	32,8	1,03	8,605	0	24,83
	3350	15,52	15,98	16,45	34,49	20,51	42,99	44,03	3,371	960,6	1949		41,73	0,4519	0,4519	0	33,49	1,03	8,605	0	24,83
	3400	15,97	16,43	16,92	34,94	21,03	43,44	44,69	3,458	973,1	1978		42,17	0,4619	0,4619	0	33,93	1,03	8,605	0	24,83
	3450	16,41	16,88	17,38	35,39	21,56	43,89	45,34	3,544	985,6	2007		42,6	0,4719	0,4719	0	34,36	1,03	8,605	0	24,83
	3500	16,68	17,16	17,68	35,47	21,91	43,97	46	3,638	987,9	2009		42,68	0,4822	0,4822	0	34,44	1,03	8,605	0	24,83
	3550	16,94	17,44	17,96	35,53	22,25	44,02	46,66	3,732	989,5	2008		42,74	0,4925	0,4925	0	34,5	1,03	8,605	0	24,83
	3600	17,18	17,68	18,21	35,52	22,56	44,02	47,32	3,824	989,4	2010		42,73	0,503	0,503	0	34,49	1,03	8,605	0	24,83
	3650	17,4	17,92	18,45	35,5	22,87	44	47,97	3,915	988,8	2012		42,71	0,5135	0,5135	0	34,47	1,03	8,605	0	24,83
	3700	17,55	18,08	18,62	35,34	23,09	43,84	48,63	4,005	984,4	2004		42,56	0,5243	0,5243	0	34,32	1,03	8,605	0	24,83
	3750	17,66	18,19	18,74	35,09	23,27	43,59	49,29	4,095	977,4	1989		42,32	0,5351	0,5351	0	34,08	1,03	8,605	0	24,83
	3800	17,76	18,3	18,85	34,84	23,45	43,34	49,94	4,188	970,3	1972		42,07	0,5461	0,5461	0	33,83	1,03	8,605	0	24,83
	3850	17,84	18,4	18,95	34,57	23,61	43,07	50,6	4,286	962,9	1953		41,81	0,5572	0,5572	0	33,57	1,03	8,605	0	24,83
	3900	17,98	18,54	19,1	34,39	23,82	42,89	51,26	4,382	957,9	1940		41,64	0,5684	0,5684	0	33,4	1,03	8,605	0	24,83
	3950	18,19	18,77	19,33	34,37	24,11	42,87	51,92	4,475	957,3	1938		41,61	0,5797	0,5797	0	33,37	1,03	8,605	0	24,83
	4000	18,42	19,01	19,57	34,37	24,41	42,87	52,57	4,568	957,3	1937		41,61	0,5912	0,5912	0	33,37	1,03	8,605	0	24,83
	4050	18,69	19,3	19,87	34,46	24,77	42,96	53,23	4,662	959,8	1939		41,7	0,6028	0,6028	0	33,46	1,03	8,605	0	24,83
	4100	18,96	19,58	20,16	34,54	25,12	43,03	53,89	4,757	961,9	1941		41,78	0,6145	0,6145	0	33,53	1,03	8,605	0	24,83
	4150	19,11	19,74	20,33	34,41	25,35	42,9	54,54	4,850	958,3	1934		41,65	0,6265	0,6265	0	33,41	1,03	8,605	0	24,83
	4200	19,27	19,9	20,5	34,28	25,58	42,78	55,2	4,942	954,8	1927		41,53	0,6384	0,6384	0	33,29	1,03	8,605	0	24,83
	4250	19,04	19,69	20,28	33,53	25,42	42,02	55,86	5,04	933,8	1883		40,8	0,6506	0,6506	0	32,56	1,03	8,605	0	24,83
	4300	18,79	19,45	20,03	32,73	25,24	41,22	56,52	5,139	911,5	1836		40,02	0,6629	0,6629	0	31,78	1,03	8,605	0	24,83
	4350	18,3	18,97	19,54	31,56	24,8	40,06	57,17	5,249	879	1763		38,89	0,6753	0,6753	0	30,65	1,03	8,605	0	24,83
	4400	17,8	18,49	19,04	30,39	24,36	38,89	57,83	5,362	846,5	1690		37,75	0,6879	0,6879	0	29,51	1,03	8,605	0	24,83
	4450	17,47	18,18	18,72	29,55	24,1	38,04	58,49	5,477	823	1641		36,93	0,7006	0,7006	0	28,69	1,03	8,605	0	24,83
	4500	17,22	17,93	18,47	28,83	23,91	37,32	59,14	5,592	802,9	1600		36,23	0,7135	0,7135	0	27,99	1,03	8,605	0	24,83
	4550	17,08	17,81	18,34	28,32	23,84	36,81	59,8	5,706	788,6	1572		35,73	0,7265	0,7265	0	27,49	1,03	8,605	0	24,83
	4600	17,06	17,8	18,33	27,99	23,89	36,48	60,46	5,824	779,5	1552		35,41	0,7396	0,7396	0	27,17	1,03	8,605	0	24,83
	4650	17,1	17,85	18,38	27,77	24,01	36,26	61,12	5,945	773,4	1537		35,2	0,7529	0,7529	0	26,96	1,03	8,605	0	24,83
	4700	17,26	18,03	18,57	27,75	24,25	36,24	61,77	6,062	772,9	1532		35,19	0,7663	0,7663	0	26,95	1,03	8,605	0	24,83
	4750	17,47	18,25	18,8	27,79	24,54	36,29	62,43	6,18	774,1	1533		35,23	0,7799	0,7799	0	26,99	1,03	8,605	0	24,83
	4800	17,79	18,58	19,14	28	24,94	36,5	63,09	6,301	779,9	1544		35,43	0,7936	0,7936	0	27,19	1,03	8,605	0	24,83
	4850	18,3	19,11	19,68	28,49	25,54	36,98	63,74	6,416	793,5	1575		35,9	0,8075	0,8075	0	27,66	1,03	8,605	0	24,83
	4900	18,94	19,76	20,35	29,17	26,28	37,66	64,4	6,528	812,4	1617		36,56	0,8215	0,8215	0	28,32	1,03	8,605	0	24,83
	4950	19,73	20,56	21,18	30,04	27,16	38,53	65,06	6,634	836,6	1669		37,41	0,8357	0,8357	0	29,17	1,03	8,605	0	24,83
	5000	20,55	21,4	22,04	30,95	28,08	39,45	65,72	6,738	862,1	1724		38,3	0,85	0,85	0	30,06	1,03	8,605	0	24,83
	5050	21,27	22,13	22,79	31,69	28,9	40,19	66,37	6,838	882,7	1768		39,01	0,8646	0,8646	0	30,77	1,03	8,605	0	24,83
	5100	21,98	22,86	23,54	32,41	29,71	40,91	67,03	6,937	902,8	1810		39,71	0,8792	0,8792	0	31,47	1,03	8,605	0	24,83
	5150	22,54	23,44	24,14	32,91	30,37	41,41	67,69	7,035	916,7	1839		40,2	0,894	0,894	0	31,96	1,03	8,605	0	24,83
	5200	23,09	24	24,71	33,38	31	41,88	68,34	7,134	929,7	1867		40,65	0,9089	0,9089	0	32,41	1,03	8,605	0	24,83
	5250	23,72	24,64	25,38	33,95	31,73	42,44	69	7,23	945,5	1899		41,2	0,9241	0,9241	0	32,96	1,03	8,605	0	24,83
	5300	24,37	25,31	26,06	34,53	32,47	43,03	69,66	7,325	961,8	1932		41,77	0,9393	0,9393	0	33,53	1,03	8,605	0	24,83
	5350	25,1	26,06	26,84	35,22	33,31	43,72	70,32	7,416	980,9	1971		42,44	0,9548	0,9548	0	34,2	1,03	8,605	0	24,83
	5400	25,87	26,84	27,64	35,95	34,17	44,44	70,97	7,505	1001	2013		43,14	0,9704	0,9704	0	34,9	1,03	8,605	0	24,83
	5450	26,6	27,59	28,42	36,62	35,01	45,11	71,63	7,592	1020	2052		43,79	0,9861	0,9861	0	35,55	1,03	8,605	0	24,83
	5500	27,32	28,32	29,17	37,25	35,82	45,73	72,29	7,678	1037	2089		44,4	1,002	1,002	0	36,16	1,03	8,605	0	24,83
	5550	27,99	29,01	29,88	37,81	36,59	46,3	72,94	7,763	1053	2123		44,95	1,018	1,018	0	36,71	1,03	8,605	0	24,83
	5600	28,45	29,49	30,38	38,09	37,14	46,58	73,6	7,846	1061	2138		45,22	1,034	1,034	0	36,98	1,03	8,605	0	24,83
	5650	28,92	29,97	30,87	38,37	37,7	46,86	74,26	7,93	1069	2154		45,49	1,051	1,051	0	37,25	1,03	8,605	0	24,83
	5700	29,24	30,3	31,21	38,46	38,1	46,95	74,92	8,015	1071	2159		45,58	1,067	1,067	0	37,34	1,03	8,605	0	24,83
	5750	29,51	30,59	31,51	38,49	38,46	46,98	75,57	8,101	1072	2160		45,61	1,084	1,084	0	37,37	1,03	8,605	0	24,83
	5800	29,77	30,88	31,81	38,51	38,82	47	76,23	8,187	1072	2163		45,63	1,101	1,101	0	37,39	1,03	8,605	0	24,83
	5850	30,03	31,15	32,09	38,52	39,16	47,01	76,89	8,271	1073	2165		45,64	1,118	1,118	0	37,4	1,03	8,605	0	24,83
	5900	30,29	31,43	32,37	38,54	39,5	47,03	77,54	8,354	1073	2168		45,65	1,135	1,135	0	37,41	1,03	8,605	0	24,83
	5950	30,57	31,73	32,68	38,58	39,87	47,07	78,2	8,439	1074	2166		45,69	1,153	1,153	0	37,45	1,03	8,605	0	24,83
	6000	30,86	32,03	32,99	38,62	40,24	47,11	78,86	8,523	1075	2165		45,73	1,17	1,17	0	37,49	1,03	8,605	0	24,83
	6050	31,32	32,5	33,48	38,87	40,79	47,36	79,52	8,607	1082	2175		45,97	1,188	1,188	0	37,73	1,03	8,605	0	24,83
	6100	31,86	33,06	34,06	39,21	41,43	47,7	80,17	8,693	1092	2192		46,31	1,206	1,206	0	38,07	1,03	8,605	0	24,83
	6150	32,42	33,64	34,66	39,57	42,09	48,06	80,83	8,775	1102	2210		46,66	1,224	1,224	0	38,42	1,03	8,605	0	24,83
	6200	33,02	34,26	35,29	39,97	42,78	48,46	81,49	8,853	1113	2233		47,05	1,243	1,243	0	38,81	1,03	8,605	0	24,83
	6250	33,62	34,88	35,93	40,37	43,48	48,86	82,14	8,931	1124	2256		47,43	1,261	1,261	0	39,19	1,03	8,605	0	24,83
	6300	34,05	35,33	36,4	40,58	44,01	49,06	82,8	9,011	1130	2267		47,63	1,28	1,28	0	39,39	1,03	8,605	0	24,83
	6350	34,44	35,74	36,82	40,72	44,49	49,21	83,46	9,092	1134	2274		47,77	1,299	1,299	0	39,53	1,03	8,605	0	24,83
	6400	34,75	36,07	37,16	40,78	44,89	49,26	84,12	9,173	1135	2276		47,82	1,318	1,318	0	39,58	1,03	8,605	0	24,83
	6450	34,87	36,21	37,3	40,62	45,1	49,11	84,77	9,253	1131	2267		47,67	1,337	1,337	0	39,43	1,03	8,605	0	24,83
	6500	35	36,35	37,45	40,46	45,3	48,95	85,43	9,333	1127	2258		47,52	1,356	1,356	0	39,28	1,03	8,605	0	24,83
	6550	34,89	36,26	37,35	40,06	45,27	48,55	86,09	9,417	1115	2233		47,13	1,376	1,376	0	38,89	1,03	8,605	0	24,83
	6600	34,72	36,12	37,2	39,59	45,18	48,08	86,74	9,5	1103	2203		46,68	1,396	1,396	0	38,44	1,03	8,605	0	24,83
	6650	34,44	35,86	36,94	39,02	44,98	47,51	87,4	9,586	1086	2164		46,12	1,416	1,416	0	37,88	1,03	8,605	0	24,83
	6700	34,01	35,44	36,51	38,28	44,61	46,77	88,06	9,674	1066	2110		45,4	1,436	1,436	0	37,16	1,03	8,605	0	24,83
	6750	33,58	35,04	36,09	37,56	44,25	46,04	88,72	9,763	1046	2056		44,7	1,456	1,456	0	36,46	1,03	8,605	0	24,83
	6800	33,2	34,67	35,72	36,9	43,94	45,39	89,37	9,86	1027	2002		44,06	1,477	1,477	0	35,82	1,03	8,605	0	24,83
	6850	32,84	34,34	35,37	36,27	43,65	44,75	90,03	9,958	1010	1951		43,45	1,497	1,497	0	35,21	1,03	8,605	0	24,83
	6900	32,73	34,25	35,28	35,91	43,62	44,4	90,69	10,05	999,9	1920		43,1	1,518	1,518	0	34,86	1,03	8,605	0	24,83
	6950	32,62	34,15	35,18	35,56	43,58	44,04	91,35	10,15	990	1888		42,76	1,539	1,539	0	34,52	1,03	8,605	0	24,83
	7000	32,59	34,15	35,18	35,3	43,64	43,79	92	10,25	982,9	1856		42,51	1,561	1,561	0	34,27	1,03	8,605	0	24,83
	7050	32,57	34,15	35,18	35,05	43,7	43,53	92,66	10,35	975,9	1823		42,26	1,582	1,582	0	34,02	1,03	8,605	0	24,83
	7100	32,89	34,5	35,54	35,15	44,12	43,64	93,32	10,45	978,9	1809		42,37	1,604	1,604	0	34,13	1,03	8,605	0	24,83
	7150	33,24	34,87	35,92	35,28	44,56	43,77	93,97	10,55	982,4	1796		42,49	1,626	1,626	0	34,25	1,03	8,605	0	24,83
	7200	33,86	35,51	36,58	35,68	45,28	44,17	94,63	10,65	993,5	1798		42,88	1,648	1,648	0	34,64	1,03	8,605	0	24,83
	7250	34,48	36,15	37,24	36,08	46	44,56	95,29	10,75	1005	1800		43,26	1,67	1,67	0	35,02	1,03	8,605	0	24,83
	7300	35,13	36,82	37,93	36,49	46,76	44,98	95,95	10,85	1016	1797		43,67	1,693	1,693	0	35,43	1,03	8,605	0	24,83
