"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Ana1"|"bar"|-1000.0|1000.0|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
100863,1561290553188,3,2.34,1.86,3.1,1.66,3.47,0.83,-0.06,0.17,2,0,1,0.83,9186,3,80,34,23,945,507.0,642,458,60,123.0,121,1,270,176,62,0,0,488,11560,771,507,-5.59,,,,,,,,,,,,
100883,1561290553210,4,2.33,1.87,3.09,1.67,3.48,0.92,-0.25,0.25,2,1,0,0.95,9132,3,80,34,22,943,503.0,639,461,60,123.0,121,1,270,170,62,0,0,486,2524,-6656,503,-5.59,,,,,,,,,,,,
100903,1561290553230,4,2.34,1.87,3.09,1.66,3.45,1.0,-0.28,0.3,2,1,0,1.04,9053,3,80,34,22,941,500.0,642,457,60,122.0,121,1,270,170,62,0,0,489,998,505,500,-5.59,,,,,,,,,,,,
100923,1561290553250,5,2.33,1.84,3.1,1.65,3.45,1.09,-0.34,0.32,2,1,-1,1.14,9018,3,80,34,22,941,494.0,642,458,60,122.0,117,1,270,170,58,0,0,480,248,3580,494,-5.59,,,,,,,,,,,,
100943,1561290553270,6,2.33,1.84,3.11,1.65,3.48,1.17,-0.31,0.38,2,2,-2,1.22,8962,3,80,34,22,941,492.0,635,458,60,122.0,117,1,270,170,58,0,0,476,-6656,-23367,492,-5.59,45.699829,4.91029,50.78,195.1,2,0.45,0,0.0,0.185,3,0.1,1.6824
100963,1561290553290,6,2.33,1.83,3.1,1.66,3.48,1.26,-0.39,0.38,2,2,-1,1.32,8886,3,80,34,21,945,492.0,631,458,60,122.0,117,1,270,164,58,0,0,477,1,-23367,491,-5.59,,,,,,,,,,,,
100983,1561290553310,4,2.33,1.85,3.09,1.65,3.48,1.26,-0.32,0.3,2,3,-2,1.3,8861,3,80,34,21,954,491.0,632,460,60,122.0,117,1,270,164,58,0,0,472,-6441,-23367,489,-5.59,,,,,,,,,,,,
101003,1561290553330,5,2.33,1.89,3.1,1.66,3.49,1.25,-0.45,0.23,2,4,-3,1.33,8802,3,80,34,21,963,486.0,633,461,60,122.0,117,1,270,164,58,0,0,467,8488,10432,486,-5.59,,,,,,,,,,,,
101023,1561290553350,5,2.33,1.89,3.08,1.66,3.48,1.1,-0.56,0.2,2,4,-1,1.23,8753,3,80,34,21,972,483.0,632,458,60,122.0,111,1,270,164,54,0,0,471,10305,8488,483,181.28,,,,,,,,,,,,
101043,1561290553370,9,2.34,1.86,3.09,1.66,3.5,0.97,-0.6,0.21,2,4,-3,1.14,8700,3,80,34,20,986,478.0,637,459,60,123.0,111,1,270,157,54,0,0,463,-17956,12552,480,181.28,45.699822,4.910305,49.7,195.1,2,0.45,0,0.0,0.1867,3,0.1,1.6841
101063,1561290553390,7,2.33,1.83,3.11,1.64,3.51,1.05,-0.46,0.26,3,3,1,1.15,8636,3,80,34,20,1013,478.0,631,458,60,121.0,111,1,270,157,54,0,0,459,3576,30272,478,-5.59,,,,,,,,,,,,
101083,1561290553410,5,2.34,1.84,3.11,1.64,3.52,1.13,-0.3,0.3,2,1,-2,1.17,8534,3,80,34,20,1038,474.0,633,460,60,122.0,111,1,270,157,54,0,0,458,8488,2524,474,-5.59,,,,,,,,,,,,
101103,1561290553430,10,2.34,1.83,3.12,1.62,3.52,0.99,-0.42,0.19,2,4,-0,1.07,8461,3,80,34,20,1057,471.0,634,462,60,123.0,111,1,270,156,54,0,0,459,-3210,-6387,472,181.28,,,,,,,,,,,,
101123,1561290553450,8,2.34,1.8,3.12,1.61,3.52,1.04,-0.38,0.23,3,2,-0,1.11,8389,3,80,34,20,1078,468.0,632,461,60,121.0,104,1,270,155,49,0,0,450,16408,10305,468,-5.59,,,,,,,,,,,,
101143,1561290553470,6,2.34,1.79,3.12,1.62,3.5,1.02,-0.32,0.19,3,3,-1,1.07,8366,3,80,34,20,1108,466.0,630,457,60,122.0,104,1,270,154,49,0,0,447,-18108,-26615,466,181.28,45.699814,4.910319,48.25,195.1,2,0.45,0,0.0,0.1883,3,0.1,1.6857
101163,1561290553490,7,2.35,1.79,3.09,1.63,3.49,1.06,-0.37,0.23,3,1,3,1.12,8322,3,80,34,21,1137,464.0,632,458,60,122.0,104,1,270,158,49,0,0,450,-9160,21432,464,414.87,,,,,,,,,,,,
101183,1561290553510,6,2.35,1.79,3.1,1.64,3.48,1.09,-0.34,0.27,3,-0,-0,1.15,8270,3,80,34,21,1146,456.0,628,460,60,123.0,104,1,270,157,49,0,0,441,-8985,26704,456,181.28,,,,,,,,,,,,
