																					
	<<Vitesse moteur>>	Puissance Brute Mesurée	Puissance à la roue	Puissance roue corrigée	Couple corrigé Roue	Puissance corrigée moteur	Couple corrigé moteur	Vitesse véhicule	Temps acquisition Mesure	Force à la Roue	Accélération Linéaire	OBD-PID13 : Vitesse du véhicule	Couple moteur brut	Puissance Pertes Calibrées Totales	Puissance Pertes Calibrées Banc	Puissance Pertes Calibrées Vehicule	Couple brut	Facteur de correction	Rapport de sortie	Rapport Global Dynamique	Facteur de pertes transmission
	tr/min	ch	ch	ch	N.m	ch	N.m	Km/h	s	N	mm/s²	Km/h	N.m	ch	ch	ch	N.m	 	 	 	%
	2000	5,491	5,715	5,855	20,76	8,374	29,41	26,35	0E-13	579,8	1129	0	28,7	0,2241	0,2241	0	20,26	1,025	8,584	0	30,91
	2050	5,91	6,142	6,292	21,64	8,874	30,37	27,01	0,128	604,3	1188	0	29,65	0,2315	0,2315	0	21,12	1,025	8,584	0	30,91
	2100	6,329	6,568	6,729	22,52	9,373	31,34	27,67	0,256	628,9	1246	0	30,59	0,2389	0,2389	0	21,98	1,025	8,584	0	30,91
	2150	6,748	6,994	7,165	23,4	9,873	32,24	28,33	0,3841	653,4	1305	0	31,47	0,2463	0,2463	0	22,84	1,025	8,584	0	30,91
	2200	7,129	7,382	7,563	24,15	10,33	32,99	28,99	0,5133	674,4	1355	0	32,2	0,2537	0,2537	0	23,57	1,025	8,584	0	30,91
	2250	7,265	7,526	7,711	24,07	10,54	32,92	29,64	0,65	672,3	1351	0	32,13	0,2613	0,2613	0	23,49	1,025	8,584	0	30,91
	2300	7,306	7,575	7,76	23,7	10,66	32,55	30,3	0,7927	662	1327	0	31,77	0,269	0,269	0	23,14	1,025	8,584	0	30,91
	2350	7,308	7,585	7,771	23,23	10,73	32,07	30,96	0,9381	648,7	1296	0	31,31	0,2767	0,2767	0	22,67	1,025	8,584	0	30,91
	2400	7,333	7,618	7,804	22,84	10,83	31,68	31,62	1,083	637,9	1271	0	30,93	0,2845	0,2845	0	22,29	1,025	8,584	0	30,91
	2450	7,576	7,868	8,061	23,11	11,15	31,95	32,28	1,229	645,3	1288	0	31,19	0,2925	0,2925	0	22,55	1,025	8,584	0	30,91
	2500	7,936	8,237	8,439	23,7	11,59	32,54	32,94	1,365	661,9	1325	0	31,77	0,3005	0,3005	0	23,13	1,025	8,584	0	30,91
	2550	8,378	8,687	8,9	24,51	12,11	33,36	33,6	1,493	684,6	1376	0	32,56	0,3086	0,3086	0	23,93	1,025	8,584	0	30,91
	2600	8,863	9,18	9,405	25,4	12,68	34,24	34,26	1,619	709,3	1428	0	33,42	0,3169	0,3169	0	24,79	1,025	8,584	0	30,91
	2650	9,388	9,713	9,951	26,36	13,29	35,21	34,91	1,742	736,3	1485	0	34,37	0,3252	0,3252	0	25,73	1,025	8,584	0	30,91
	2700	9,97	10,3	10,56	27,45	13,96	36,3	35,57	1,859	766,7	1550	0	35,43	0,3337	0,3337	0	26,8	1,025	8,584	0	30,91
	2750	10,64	10,98	11,25	28,71	14,71	37,55	36,23	1,969	801,7	1624	0	36,65	0,3423	0,3423	0	28,02	1,025	8,584	0	30,91
	2800	11,34	11,69	11,97	30,03	15,5	38,87	36,89	2,075	838,7	1703	0	37,94	0,3509	0,3509	0	29,31	1,025	8,584	0	30,91
	2850	11,99	12,35	12,65	31,16	16,24	40,01	37,55	2,174	870,4	1771	0	39,05	0,3597	0,3597	0	30,42	1,025	8,584	0	30,91
	2900	12,64	13	13,32	32,26	16,97	41,1	38,21	2,27	900,9	1837	0	40,12	0,3685	0,3685	0	31,49	1,025	8,584	0	30,91
	2950	13,14	13,52	13,85	32,97	17,57	41,81	38,87	2,365	920,8	1880	0	40,81	0,3776	0,3776	0	32,18	1,025	8,584	0	30,91
