																					
	<<Vitesse moteur>>	Puissance Brute Mesurée	Puissance à la roue	Puissance roue corrigée	Couple corrigé Roue	Puissance corrigée moteur	Couple corrigé moteur	Vitesse véhicule	Temps acquisition Mesure	Force à la Roue	Accélération Linéaire	OBD-PID13 : Vitesse du véhicule	Couple moteur brut	Puissance Pertes Calibrées Totales	Puissance Pertes Calibrées Banc	Puissance Pertes Calibrées Vehicule	Couple brut	Facteur de correction	Rapport de sortie	Rapport Global Dynamique	Facteur de pertes transmission
	tr/min	ch	ch	ch	N.m	ch	N.m	Km/h	s	N	mm/s²	Km/h	N.m	ch	ch	ch	N.m	 	 	 	%
	2000	12,49	12,71	13,03	45,2			26,35	0E-15	1262	2598	0		0,2227	0,2227	0	44,11	1,025	8,584	0	25,68
	2050	12,58	12,81	13,13	44,6			27,01	0,07617	1245	2566	0		0,2305	0,2305	0	43,52	1,025	8,584	0	25,68
	2100	12,67	12,9	13,22	44			27,67	0,1523	1229	2535	0		0,2382	0,2382	0	42,94	1,025	8,584	0	25,68
	2150	12,75	13	13,32	43,4			28,33	0,2285	1212	2503	0		0,2459	0,2459	0	42,35	1,025	8,584	0	25,68
	2200	12,84	13,1	13,42	42,8			28,99	0,3047	1195	2471	0		0,2536	0,2536	0	41,77	1,025	8,584	0	25,68
	2250	12,93	13,19	13,52	42,2			29,64	0,3809	1178	2439	0		0,2613	0,2613	0	41,18	1,025	8,584	0	25,68
	2300	13,02	13,29	13,61	41,6			30,3	0,457	1162	2407	0		0,269	0,269	0	40,59	1,025	8,584	0	25,68
	2350	13,1	13,38	13,71	41			30,96	0,5332	1145	2376	0		0,2767	0,2767	0	40,01	1,025	8,584	0	25,68
	2400	12,66	12,94	13,26	38,86			31,62	0,6235	1085	2250	0		0,2845	0,2845	0	37,92	1,025	8,584	0	25,68
	2450	11,66	11,95	12,24	35,15			32,28	0,7284	981,4	2027	0		0,2925	0,2925	0	34,3	1,025	8,584	0	25,68
	2500	10,57	10,87	11,14	31,35			32,94	0,8508	875,3	1796	0		0,3005	0,3005	0	30,59	1,025	8,584	0	25,68
	2550	9,558	9,866	10,11	27,85			33,6	0,9841	777,6	1581	0		0,3086	0,3086	0	27,18	1,025	8,584	0	25,68
	2600	9,619	9,935	10,18	27,51			34,26	1,103	768,1	1561	0		0,3169	0,3169	0	26,84	1,025	8,584	0	25,68
	2650	9,801	10,13	10,38	27,5			34,91	1,214	767,8	1561	0		0,3252	0,3252	0	26,83	1,025	8,584	0	25,68
	2700	10,14	10,48	10,74	27,93			35,57	1,313	779,8	1589	0		0,3337	0,3337	0	27,25	1,025	8,584	0	25,68
	2750	10,41	10,76	11,02	28,15			36,23	1,421	786	1603	0		0,3422	0,3422	0	27,47	1,025	8,584	0	25,68
	2800	10,57	10,92	11,19	28,07			36,89	1,542	783,8	1597	0		0,3509	0,3509	0	27,39	1,025	8,584	0	25,68
	2850	10,89	11,25	11,53	28,41			37,55	1,658	793,3	1615	0		0,3597	0,3597	0	27,73	1,025	8,584	0	25,68
	2900	11,27	11,64	11,93	28,89			38,21	1,772	806,6	1641	0		0,3685	0,3685	0	28,19	1,025	8,584	0	25,68
	2950	11,77	12,14	12,44	29,62			38,87	1,875	827	1683	0		0,3775	0,3775	0	28,9	1,025	8,584	0	25,68
	3000	12,26	12,64	12,96	30,33			39,53	1,978	847	1724	0		0,3866	0,3866	0	29,6	1,025	8,584	0	25,68
	3050	12,68	13,07	13,4	30,84			40,18	2,081	861,1	1751	0		0,3959	0,3959	0	30,09	1,025	8,584	0	25,68
	3100	13,09	13,5	13,83	31,33			40,84	2,183	875	1778	0		0,4051	0,4051	0	30,58	1,025	8,584	0	25,68
	3150	13,49	13,9	14,25	31,76			41,5	2,285	886,8	1805	0		0,4146	0,4146	0	30,99	1,025	8,584	0	25,68
