SESSION; TIME;RPM;THROT;WATER;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;TRAC %;FUEL P;VOLTS;SLIP%;INJ;ADV;LAUC S;SHIF A;
1279 ;31:11,60 ;7767 ;5 ;84;20;1,196 ;71,6 ;71,7 ;69,1 ;68,5 ;0 ;4,62 ;12,0 ;-4 ;1,46 ;26,7 ;0 ;0 ;
1279 ;31:11,70 ;7931 ;5 ;84;20;1,145 ;74,6 ;74,7 ;70,9 ;71,0 ;0 ;4,63 ;12,1 ;-5 ;1,46 ;26,9 ;0 ;0 ;
1279 ;31:11,80 ;8370 ;6 ;84;20;1,055 ;77,1 ;77,9 ;74,8 ;74,0 ;0 ;4,62 ;12,0 ;-4 ;1,54 ;27,0 ;0 ;0 ;
1279 ;31:11,90 ;8724 ;6 ;84;19;0,962 ;80,6 ;80,3 ;76,3 ;77,4 ;0 ;4,63 ;12,0 ;-5 ;1,51 ;27,0 ;0 ;0 ;
1279 ;31:12,00 ;9305 ;6 ;84;18;0,908 ;83,5 ;83,0 ;82,1 ;82,0 ;0 ;4,59 ;12,0 ;-1 ;1,45 ;27,0 ;0 ;0 ;
1279 ;31:12,10 ;9488 ;6 ;84;20;0,864 ;86,8 ;87,0 ;84,7 ;83,3 ;0 ;4,62 ;12,0 ;-3 ;1,57 ;27,0 ;0 ;0 ;
1279 ;31:12,20 ;9957 ;6 ;84;21;0,831 ;89,3 ;88,8 ;87,3 ;87,0 ;0 ;4,62 ;12,0 ;-2 ;1,77 ;27,0 ;0 ;0 ;
1279 ;31:12,30 ;10091 ;7 ;84;21;0,819 ;91,7 ;91,2 ;89,9 ;89,6 ;0 ;4,64 ;12,0 ;-2 ;1,79 ;27,0 ;0 ;0 ;
1279 ;31:12,40 ;10445 ;7 ;84;22;0,829 ;93,0 ;93,0 ;92,3 ;91,4 ;0 ;4,59 ;12,0 ;-1 ;1,91 ;27,0 ;0 ;0 ;
1279 ;31:12,50 ;10593 ;7 ;84;22;0,871 ;94,3 ;95,7 ;93,2 ;94,7 ;0 ;4,61 ;12,0 ;-2 ;1,93 ;27,0 ;0 ;0 ;
1279 ;31:12,60 ;10629 ;8 ;83;22;0,907 ;96,3 ;97,4 ;95,1 ;94,6 ;0 ;4,57 ;12,0 ;-2 ;1,93 ;27,0 ;0 ;0 ;
1279 ;31:12,70 ;10794 ;8 ;84;25;0,947 ;98,3 ;96,7 ;94,6 ;95,1 ;0 ;4,66 ;12,0 ;-3 ;2,08 ;27,0 ;0 ;0 ;
1279 ;31:12,80 ;11035 ;15 ;83;31;0,901 ;100,8 ;99,0 ;98,5 ;96,3 ;0 ;4,57 ;12,0 ;-3 ;2,16 ;29,5 ;0 ;0 ;
1279 ;31:12,90 ;10939 ;24 ;83;38;0,755 ;101,0 ;102,5 ;98,1 ;100,9 ;0 ;4,58 ;12,0 ;-3 ;2,24 ;31,7 ;0 ;0 ;
1279 ;31:13,00 ;11154 ;37 ;83;51;0,734 ;102,2 ;103,6 ;105,5 ;102,6 ;0 ;4,61 ;12,0 ;0 ;2,98 ;39,1 ;0 ;0 ;
1279 ;31:13,10 ;11814 ;67 ;83;66;0,760 ;102,7 ;102,8 ;104,7 ;104,9 ;0 ;4,52 ;11,9 ;1 ;4,38 ;44,0 ;0 ;0 ;
1279 ;31:13,20 ;11874 ;74 ;83;72;0,826 ;101,7 ;102,8 ;104,3 ;105,5 ;0 ;4,58 ;11,9 ;1 ;4,71 ;44,0 ;0 ;0 ;
1279 ;31:13,30 ;11904 ;76 ;83;76;0,835 ;101,4 ;101,4 ;107,0 ;108,9 ;0 ;4,62 ;11,9 ;5 ;4,90 ;44,0 ;0 ;0 ;
1279 ;31:13,40 ;11814 ;100 ;83;83;0,833 ;100,1 ;101,1 ;103,9 ;103,5 ;0 ;4,59 ;11,9 ;2 ;5,54 ;44,0 ;0 ;0 ;
