SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;TRAC %;FUEL P;VOLTS;SLIP%;INJ;ADV;LAUC S;SHIF A;
2335 ;0:02,10 ;2246 ;42 ;28;30;94;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;12,4 ;-1 ;5,17 ;18,5 ;0 ;0 ;
2335 ;0:02,20 ;2329 ;42 ;28;30;94;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;12,4 ;-1 ;5,18 ;18,5 ;0 ;0 ;
2335 ;0:02,30 ;2197 ;42 ;28;30;94;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;12,2 ;-1 ;5,17 ;18,5 ;0 ;0 ;
2335 ;0:02,40 ;2289 ;43 ;28;30;94;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;12,2 ;-1 ;5,18 ;18,5 ;0 ;0 ;
2335 ;0:02,50 ;2344 ;42 ;28;30;94;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;12,4 ;-1 ;5,20 ;18,5 ;0 ;0 ;
2335 ;0:02,60 ;2132 ;42 ;28;30;94;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;12,1 ;-1 ;5,15 ;18,5 ;0 ;0 ;
2335 ;0:02,70 ;2182 ;43 ;28;30;93;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;12,4 ;-1 ;4,98 ;17,1 ;0 ;0 ;
2335 ;0:02,80 ;2274 ;42 ;28;30;92;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;12,3 ;-1 ;4,80 ;15,7 ;0 ;0 ;
2335 ;0:02,90 ;2132 ;42 ;28;30;94;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;12,1 ;-1 ;5,15 ;18,5 ;0 ;0 ;
2335 ;0:03,00 ;2202 ;42 ;28;30;93;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;12,4 ;-1 ;4,98 ;17,1 ;0 ;0 ;
2335 ;0:03,10 ;2187 ;43 ;28;30;93;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;12,3 ;-1 ;4,98 ;17,1 ;0 ;0 ;
2335 ;0:03,20 ;2056 ;42 ;28;30;95;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;12,4 ;-1 ;5,30 ;19,8 ;0 ;0 ;
2335 ;0:03,30 ;2322 ;43 ;28;30;93;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;12,1 ;-1 ;4,99 ;17,1 ;0 ;0 ;
2335 ;0:03,40 ;2194 ;42 ;28;30;94;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;12,4 ;-1 ;5,17 ;18,5 ;0 ;0 ;
2335 ;0:03,50 ;2454 ;42 ;28;30;92;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,66 ;12,4 ;-1 ;4,82 ;15,7 ;0 ;0 ;
2335 ;0:03,60 ;2019 ;42 ;28;30;94;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,53 ;12,2 ;-1 ;5,09 ;18,5 ;0 ;0 ;
2335 ;0:03,70 ;2145 ;42 ;28;30;95;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;12,5 ;-1 ;5,27 ;19,8 ;0 ;0 ;
2335 ;0:03,80 ;2354 ;43 ;28;30;93;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;12,3 ;-1 ;4,95 ;17,1 ;0 ;0 ;
2335 ;0:03,90 ;2294 ;42 ;28;30;94;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;12,5 ;-1 ;5,07 ;18,5 ;0 ;0 ;
2335 ;0:04,00 ;2287 ;42 ;28;30;94;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;12,3 ;-1 ;5,05 ;18,5 ;0 ;0 ;
2335 ;0:04,10 ;2286 ;42 ;28;30;93;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;12,5 ;-1 ;4,84 ;17,1 ;0 ;0 ;
2335 ;0:04,20 ;2250 ;42 ;28;30;94;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;12,4 ;-1 ;4,96 ;18,5 ;0 ;0 ;
2335 ;0:04,30 ;2294 ;42 ;28;29;93;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,65 ;12,4 ;-1 ;4,83 ;17,1 ;0 ;0 ;
2335 ;0:04,40 ;2279 ;42 ;28;29;94;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;12,4 ;-1 ;4,96 ;18,5 ;0 ;0 ;
2335 ;0:04,50 ;2354 ;42 ;28;29;92;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;12,4 ;-1 ;4,60 ;15,7 ;0 ;0 ;
2335 ;0:04,60 ;2103 ;42 ;28;29;94;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;12,4 ;-1 ;4,88 ;18,5 ;0 ;0 ;
2335 ;0:04,70 ;2425 ;42 ;28;29;92;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;12,5 ;-1 ;4,54 ;15,7 ;0 ;0 ;
2335 ;0:04,80 ;2014 ;42 ;28;29;94;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;12,4 ;-1 ;4,77 ;18,5 ;0 ;0 ;
2335 ;0:04,90 ;2268 ;43 ;28;29;93;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;12,5 ;-1 ;4,65 ;17,1 ;0 ;0 ;
2335 ;0:05,00 ;2193 ;42 ;28;29;94;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;12,4 ;-1 ;4,80 ;18,5 ;0 ;0 ;
2335 ;0:05,10 ;2251 ;42 ;28;29;93;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,66 ;12,5 ;-1 ;4,63 ;17,1 ;0 ;0 ;
2335 ;0:05,20 ;2078 ;42 ;28;29;95;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;12,5 ;-1 ;4,92 ;19,8 ;0 ;0 ;
2335 ;0:05,30 ;2325 ;42 ;28;29;92;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,66 ;12,5 ;-1 ;4,48 ;15,7 ;0 ;0 ;
2335 ;0:05,40 ;2089 ;42 ;28;29;95;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;12,5 ;-1 ;4,92 ;19,8 ;0 ;0 ;
2335 ;0:05,50 ;2347 ;42 ;28;29;92;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,66 ;12,5 ;-1 ;4,49 ;15,7 ;0 ;0 ;
2335 ;0:05,60 ;2073 ;42 ;28;29;94;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;12,5 ;-1 ;4,77 ;18,5 ;0 ;0 ;
2335 ;0:05,70 ;2347 ;42 ;28;29;93;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;12,3 ;-1 ;4,67 ;17,1 ;0 ;0 ;
2335 ;0:05,80 ;2174 ;54 ;28;29;95;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;12,5 ;-1 ;4,94 ;19,8 ;0 ;0 ;
2335 ;0:05,90 ;2449 ;70 ;28;29;96;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;12,3 ;-1 ;5,20 ;21,2 ;0 ;0 ;
2335 ;0:06,00 ;1959 ;70 ;28;29;96;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,65 ;12,5 ;-1 ;5,04 ;21,2 ;0 ;0 ;
2335 ;0:06,10 ;1959 ;54 ;28;29;96;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,70 ;12,5 ;-1 ;5,04 ;21,2 ;0 ;0 ;
2335 ;0:06,20 ;2299 ;54 ;28;29;94;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;12,3 ;-1 ;4,82 ;18,5 ;0 ;0 ;
2335 ;0:06,30 ;2332 ;54 ;28;29;95;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,65 ;12,5 ;-1 ;4,99 ;19,8 ;0 ;0 ;
2335 ;0:06,40 ;2047 ;54 ;28;29;96;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;12,5 ;-1 ;5,08 ;21,2 ;0 ;0 ;
2335 ;0:06,50 ;2369 ;54 ;28;29;94;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,55 ;12,4 ;-1 ;4,84 ;18,5 ;0 ;0 ;
2335 ;0:06,60 ;2052 ;54 ;28;29;95;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;12,3 ;-1 ;4,92 ;19,8 ;0 ;0 ;
2335 ;0:06,70 ;2129 ;54 ;28;29;96;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,67 ;12,5 ;-1 ;5,10 ;21,2 ;0 ;0 ;
2335 ;0:06,80 ;2401 ;54 ;28;29;94;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,66 ;12,6 ;-1 ;4,84 ;18,5 ;0 ;0 ;
2335 ;0:06,90 ;2268 ;54 ;28;29;95;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;12,2 ;-1 ;4,97 ;19,8 ;0 ;0 ;
2335 ;0:07,00 ;2411 ;54 ;28;29;94;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;12,6 ;-1 ;4,84 ;18,5 ;0 ;0 ;
2335 ;0:07,10 ;1966 ;54 ;28;29;96;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;12,5 ;-1 ;5,04 ;21,2 ;0 ;0 ;
2335 ;0:07,20 ;2442 ;54 ;28;29;94;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,66 ;12,6 ;-1 ;4,85 ;18,5 ;0 ;0 ;
2335 ;0:07,30 ;2181 ;54 ;28;29;95;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,65 ;12,6 ;-1 ;4,96 ;19,8 ;0 ;0 ;
2335 ;0:07,40 ;2193 ;54 ;28;29;95;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;12,5 ;-1 ;4,96 ;19,8 ;0 ;0 ;
2335 ;0:07,50 ;2481 ;54 ;28;29;94;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;12,6 ;-1 ;4,85 ;18,5 ;0 ;0 ;
2335 ;0:07,60 ;2123 ;75 ;28;29;96;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;12,5 ;-1 ;5,10 ;21,2 ;0 ;0 ;
2335 ;0:07,70 ;2568 ;81 ;28;29;96;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;12,3 ;-1 ;5,73 ;21,4 ;0 ;0 ;
2335 ;0:07,80 ;2168 ;62 ;28;29;96;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;12,6 ;-1 ;5,11 ;21,2 ;0 ;0 ;
2335 ;0:07,90 ;2499 ;59 ;28;29;94;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,65 ;12,6 ;-1 ;4,85 ;18,5 ;0 ;0 ;
2335 ;0:08,00 ;2142 ;59 ;28;29;95;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;12,6 ;-1 ;4,94 ;19,8 ;0 ;0 ;
2335 ;0:08,10 ;2395 ;59 ;28;29;95;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;12,6 ;-1 ;5,01 ;19,8 ;0 ;0 ;
2335 ;0:08,20 ;2297 ;59 ;28;29;95;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;12,3 ;-1 ;4,97 ;19,8 ;0 ;0 ;
2335 ;0:08,30 ;2346 ;59 ;28;29;95;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;12,6 ;-1 ;5,01 ;19,8 ;0 ;0 ;
2335 ;0:08,40 ;2328 ;59 ;28;29;95;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;12,6 ;-1 ;4,89 ;19,8 ;0 ;0 ;
2335 ;0:08,50 ;2284 ;59 ;28;29;95;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;12,2 ;-1 ;4,78 ;19,8 ;0 ;0 ;
2335 ;0:08,60 ;2506 ;59 ;28;29;94;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;12,6 ;-1 ;4,60 ;18,5 ;0 ;0 ;
2335 ;0:08,70 ;2437 ;59 ;28;29;94;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;12,6 ;-1 ;4,48 ;18,5 ;0 ;0 ;
2335 ;0:08,80 ;2286 ;59 ;28;29;95;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;12,4 ;-1 ;4,49 ;19,8 ;0 ;0 ;
2335 ;0:08,90 ;2220 ;59 ;28;29;95;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;12,6 ;-1 ;4,42 ;19,8 ;0 ;0 ;
2335 ;0:09,00 ;2372 ;59 ;28;29;95;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;12,4 ;-1 ;4,40 ;19,8 ;0 ;0 ;
2335 ;0:09,10 ;2462 ;59 ;28;29;94;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;12,5 ;-1 ;4,26 ;18,5 ;0 ;0 ;
