SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;TRAC %;FUEL P;VOLTS;SLIP%;INJ;ADV;LAUC S;SHIF A;

2278 ;0:00,10 ;729 ;18 ;102;41;98;0,961 ;11,4 ;11,1 ;11,2 ;11,1 ;0 ;4,63 ;11,9 ;-2 ;5,74 ;20,0 ;0 ;0 ;
2278 ;0:00,20 ;729 ;0 ;102;41;98;0,955 ;11,5 ;11,2 ;11,4 ;11,2 ;0 ;4,63 ;11,9 ;-2 ;3,27 ;15,7 ;0 ;0 ;
2278 ;0:00,30 ;729 ;0 ;102;41;95;0,944 ;11,6 ;11,3 ;11,6 ;11,4 ;0 ;4,66 ;11,9 ;-1 ;3,05 ;14,9 ;0 ;0 ;
2278 ;0:00,40 ;779 ;0 ;102;41;97;0,938 ;11,8 ;11,4 ;11,7 ;11,4 ;0 ;4,62 ;11,9 ;-3 ;3,20 ;12,9 ;0 ;0 ;
2278 ;0:00,50 ;802 ;0 ;102;41;94;0,940 ;12,0 ;11,5 ;11,8 ;11,6 ;0 ;4,72 ;11,9 ;-3 ;2,99 ;11,8 ;0 ;0 ;
2278 ;0:00,60 ;806 ;0 ;102;41;95;0,938 ;12,1 ;11,7 ;12,0 ;11,7 ;0 ;4,63 ;11,9 ;-3 ;3,05 ;11,2 ;0 ;0 ;
2278 ;0:00,70 ;1197 ;0 ;102;41;91;0,930 ;12,2 ;11,9 ;12,2 ;11,9 ;0 ;4,65 ;12,0 ;-2 ;2,76 ;0,0 ;0 ;0 ;
2278 ;0:00,80 ;1309 ;0 ;102;41;88;0,925 ;12,4 ;12,0 ;12,3 ;12,1 ;0 ;4,60 ;12,0 ;-2 ;2,68 ;0,0 ;0 ;0 ;
2278 ;0:00,90 ;1744 ;0 ;102;41;85;0,942 ;12,6 ;12,1 ;12,5 ;12,1 ;0 ;4,62 ;12,0 ;-3 ;2,65 ;0,0 ;0 ;0 ;
2278 ;0:01,00 ;2087 ;0 ;102;41;81;0,943 ;12,7 ;12,3 ;12,7 ;12,4 ;0 ;4,68 ;12,1 ;-2 ;2,60 ;0,0 ;0 ;0 ;
2278 ;0:01,10 ;2396 ;0 ;102;41;78;0,924 ;12,9 ;12,5 ;12,8 ;12,4 ;0 ;4,61 ;11,9 ;-3 ;2,55 ;0,0 ;0 ;0 ;
2278 ;0:01,20 ;2566 ;0 ;102;41;77;0,878 ;13,0 ;12,7 ;13,0 ;12,7 ;0 ;4,63 ;11,9 ;-2 ;2,55 ;0,0 ;0 ;0 ;
2278 ;0:01,30 ;2295 ;0 ;102;41;77;0,853 ;13,4 ;13,2 ;13,2 ;13,0 ;0 ;4,64 ;12,0 ;-2 ;3,89 ;0,0 ;0 ;0 ;
2278 ;0:01,40 ;2634 ;0 ;102;41;75;0,832 ;13,9 ;13,6 ;13,6 ;13,6 ;0 ;4,63 ;12,1 ;-2 ;2,55 ;0,0 ;0 ;1 ;
2278 ;0:01,50 ;2598 ;0 ;102;41;74;0,836 ;14,2 ;14,0 ;14,2 ;13,9 ;0 ;4,61 ;12,0 ;-2 ;2,56 ;0,0 ;0 ;0 ;
2278 ;0:01,60 ;2664 ;0 ;101;41;72;0,864 ;14,7 ;14,5 ;14,5 ;14,4 ;0 ;4,65 ;11,9 ;-2 ;2,57 ;0,0 ;0 ;0 ;
2278 ;0:01,70 ;2785 ;0 ;102;41;71;0,888 ;15,0 ;14,9 ;15,0 ;14,8 ;0 ;4,60 ;12,1 ;-1 ;2,61 ;0,0 ;0 ;0 ;
2278 ;0:01,80 ;2882 ;0 ;102;41;70;0,899 ;15,3 ;15,2 ;15,3 ;15,2 ;0 ;4,68 ;12,1 ;0 ;2,62 ;0,0 ;0 ;0 ;
2278 ;0:01,90 ;2936 ;0 ;102;41;69;0,929 ;15,9 ;15,9 ;15,8 ;15,7 ;0 ;4,60 ;12,1 ;-1 ;2,64 ;0,0 ;0 ;0 ;
2278 ;0:02,00 ;3010 ;0 ;101;41;68;0,954 ;16,3 ;16,3 ;16,2 ;16,2 ;0 ;4,58 ;12,0 ;0 ;2,63 ;0,0 ;0 ;0 ;
2278 ;0:02,10 ;3148 ;0 ;101;41;68;0,972 ;16,7 ;16,7 ;16,4 ;16,6 ;0 ;4,60 ;12,0 ;-1 ;2,63 ;0,0 ;0 ;0 ;
2278 ;0:02,20 ;3137 ;0 ;101;41;66;1,001 ;17,2 ;17,2 ;17,0 ;17,2 ;0 ;4,67 ;12,1 ;-1 ;2,57 ;0,0 ;0 ;0 ;
2278 ;0:02,30 ;3347 ;0 ;101;41;65;1,004 ;17,6 ;17,6 ;17,5 ;17,6 ;0 ;4,69 ;12,1 ;0 ;2,54 ;0,0 ;0 ;0 ;
2278 ;0:02,40 ;3306 ;0 ;101;41;63;0,993 ;18,2 ;18,3 ;18,0 ;18,0 ;0 ;4,72 ;12,1 ;-1 ;2,49 ;0,0 ;0 ;0 ;
2278 ;0:02,50 ;3445 ;0 ;101;41;60;0,984 ;18,6 ;18,8 ;18,6 ;18,8 ;0 ;4,62 ;12,0 ;-1 ;2,39 ;0,0 ;0 ;0 ;
2278 ;0:02,60 ;3542 ;0 ;101;41;59;0,979 ;18,8 ;19,1 ;19,0 ;19,0 ;0 ;4,71 ;12,1 ;0 ;2,36 ;15,1 ;0 ;0 ;
2278 ;0:02,70 ;3611 ;0 ;101;41;58;0,973 ;19,0 ;19,3 ;19,0 ;19,3 ;0 ;4,67 ;12,0 ;-1 ;2,33 ;15,4 ;0 ;0 ;
2278 ;0:02,80 ;3647 ;0 ;101;41;57;0,979 ;19,2 ;19,4 ;19,2 ;19,6 ;0 ;4,74 ;12,0 ;0 ;2,29 ;15,5 ;0 ;0 ;
2278 ;0:02,90 ;3659 ;0 ;101;41;56;0,983 ;19,5 ;19,8 ;19,4 ;19,7 ;0 ;4,74 ;12,1 ;-2 ;2,25 ;15,6 ;0 ;0 ;
2278 ;0:03,00 ;3701 ;0 ;101;41;55;0,977 ;19,7 ;20,1 ;19,6 ;20,1 ;0 ;4,55 ;12,1 ;-1 ;2,23 ;15,8 ;0 ;0 ;
2278 ;0:03,10 ;3753 ;0 ;101;40;54;0,980 ;20,0 ;20,1 ;19,8 ;20,4 ;0 ;4,63 ;12,0 ;0 ;2,20 ;16,0 ;0 ;0 ;
2278 ;0:03,20 ;3805 ;0 ;101;40;53;0,962 ;20,2 ;20,4 ;20,2 ;20,4 ;0 ;4,62 ;12,2 ;0 ;2,16 ;16,1 ;0 ;0 ;
2278 ;0:03,30 ;3817 ;0 ;101;40;53;0,953 ;20,5 ;20,7 ;20,3 ;20,7 ;0 ;4,70 ;12,1 ;-1 ;2,16 ;16,1 ;0 ;0 ;
2278 ;0:03,40 ;3862 ;0 ;101;40;53;0,960 ;20,7 ;20,7 ;20,6 ;20,8 ;0 ;4,68 ;12,0 ;0 ;2,17 ;16,3 ;0 ;0 ;
2278 ;0:03,50 ;3934 ;0 ;101;40;52;0,957 ;21,2 ;20,9 ;21,0 ;20,8 ;0 ;4,70 ;12,0 ;-1 ;2,14 ;16,5 ;0 ;0 ;
2278 ;0:03,60 ;3985 ;0 ;101;40;52;0,947 ;21,6 ;20,8 ;21,5 ;20,9 ;0 ;4,72 ;12,0 ;-2 ;2,15 ;16,7 ;0 ;0 ;
2278 ;0:03,70 ;3959 ;0 ;101;40;53;0,936 ;22,1 ;20,9 ;21,9 ;20,9 ;0 ;4,66 ;12,1 ;-4 ;2,19 ;16,7 ;0 ;0 ;
2278 ;0:03,80 ;4058 ;0 ;101;40;52;0,930 ;22,4 ;21,0 ;22,1 ;21,0 ;0 ;4,60 ;12,0 ;-5 ;2,16 ;17,5 ;0 ;0 ;
2278 ;0:03,90 ;4082 ;0 ;101;40;52;0,945 ;22,7 ;21,2 ;22,7 ;21,1 ;0 ;4,65 ;12,1 ;-5 ;2,16 ;17,8 ;0 ;0 ;
2278 ;0:04,00 ;4129 ;0 ;101;40;52;0,938 ;23,2 ;21,4 ;22,8 ;21,3 ;0 ;4,69 ;11,9 ;-6 ;2,17 ;18,3 ;0 ;0 ;
