"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Ana1"|"bar"|-1000.0|1000.0|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
286463,1564236504795,1,2.54,0.99,0.34,1.44,1.08,0.83,-0.4,0.57,14,3,5,0.92,7104,19,88,35,45,835,525.0,617,453,60,128.0,109,1,355,218,58,0,0,528,998,2088,525,-5.59,,,,,,,,,,,,
286483,1564236504815,-2,2.56,0.99,0.34,1.43,1.09,0.92,-0.5,0.57,15,1,8,1.05,7113,19,88,35,45,840,522.0,615,460,60,126.0,110,1,355,218,58,0,0,530,-6528,2088,522,-5.59,,,,,,,,,,,,
286503,1564236504835,-1,2.55,0.99,0.35,1.43,1.09,0.93,-0.5,0.55,15,1,10,1.06,7200,19,88,35,45,847,523.0,612,460,60,126.0,110,1,355,218,58,0,0,538,-32768,-28648,523,-5.59,,,,,,,,,,,,
286523,1564236504855,4,2.54,1.0,0.34,1.44,1.08,0.89,-0.5,0.57,16,1,13,1.02,7233,20,88,35,45,851,519.0,612,462,60,128.0,110,1,355,141,58,0,0,535,-32768,2088,519,-5.59,,,,,,,,,,,,
286543,1564236504875,0,2.55,0.99,0.34,1.43,1.09,0.83,-0.49,0.48,17,0,15,0.97,7273,20,88,35,45,859,523.0,614,461,60,129.0,110,1,355,218,58,0,0,530,-32768,2088,523,-5.59,44.681335,10.021049,50.84,175.7,0,0.0,-1,0.0,0.0,0,1.68,4.7757
286563,1564236504895,1,2.53,0.99,0.35,1.43,1.08,0.79,-0.56,0.45,19,1,16,0.97,7312,20,88,35,45,869,523.0,613,461,60,128.0,110,1,355,216,58,0,0,539,248,2088,525,-5.59,,,,,,,,,,,,
286583,1564236504915,1,2.52,0.99,0.34,1.43,1.09,0.81,-0.67,0.5,20,2,17,1.05,7259,20,88,35,44,873,526.0,608,461,60,128.0,114,1,347,218,60,0,0,528,248,-22519,526,-5.59,,,,,,,,,,,,
286603,1564236504935,-1,2.5,0.99,0.34,1.44,1.08,0.85,-0.72,0.54,21,2,19,1.11,7231,20,88,35,44,878,526.0,607,461,60,128.0,114,1,347,216,60,0,0,537,-1818,-22519,527,-5.59,,,,,,,,,,,,
286623,1564236504955,4,2.49,1.0,0.33,1.43,1.08,0.84,-0.77,0.53,22,2,20,1.14,7137,20,88,35,45,882,528.0,610,463,60,126.0,114,1,355,216,60,0,0,524,-32768,6274,526,-5.59,,,,,,,,,,,,
286643,1564236504975,2,2.48,0.99,0.33,1.44,1.08,0.84,-0.74,0.5,22,1,21,1.12,7070,19,88,35,45,892,523.0,612,463,60,127.0,114,1,355,218,60,0,0,514,-6528,-9072,525,-5.59,44.681343,10.021033,50.54,175.7,0,0.0,-1,0.0,0.0,0,1.68,4.7774
