"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Ana1"|"bar"|-1000.0|1000.0|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
142964,1564237535312,9,1.84,0.98,0.38,1.3,0.97,1.07,0.98,0.28,-32,-1,-41,1.45,7855,1,87,41,44,857,417.0,631,463,60,128.0,185,1,347,236,63,0,0,425,-21944,3826,344,-5.59,,,,,,,,,,,,
142984,1564237535332,10,1.85,0.98,0.38,1.31,0.98,1.0,1.08,0.21,-32,-2,-40,1.48,7884,4,86,41,44,865,414.0,623,461,60,129.0,204,1,347,234,70,0,0,423,2524,1779,342,-5.59,,,,,,,,,,,,
143004,1564237535352,11,1.84,0.98,0.38,1.31,0.97,0.91,1.16,0.14,-32,-2,-42,1.47,7861,10,87,41,44,877,410.0,621,463,60,129.0,204,1,347,239,70,0,0,418,9517,-8165,330,-5.59,,,,,,,,,,,,
143024,1564237535372,7,1.85,0.98,0.38,1.31,0.97,0.92,1.04,0.22,-32,-1,-44,1.39,7891,8,87,41,44,891,407.0,620,462,60,128.0,204,1,347,236,70,0,0,419,-26615,-8165,331,-5.59,,,,,,,,,,,,
143044,1564237535392,3,1.84,0.98,0.38,1.31,0.97,1.02,1.04,0.31,-33,-0,-45,1.46,7864,17,87,41,45,899,409.0,619,463,60,128.0,204,1,355,232,70,0,0,416,9517,-3856,342,-5.59,44.681316,10.016898,40.3,180.1,0,0.0,-1,0.0,0.0,0,0.43,2.3841
143064,1564237535405,0,1.84,0.97,0.38,1.3,0.97,1.02,1.08,0.33,-34,-2,-47,1.48,7841,10,86,41,44,905,410.0,624,463,60,129.0,204,1,347,236,70,0,0,418,-9166,3826,343,-5.59,,,,,,,,,,,,
143084,1564237535425,3,1.84,0.98,0.37,1.31,0.97,0.92,1.11,0.31,-35,-3,-49,1.44,7861,0,87,41,45,911,412.0,621,462,60,128.0,202,1,355,209,70,0,0,419,13040,7154,350,-5.59,,,,,,,,,,,,
143104,1564237535445,2,1.85,0.97,0.38,1.3,0.97,0.85,0.99,0.31,-35,-2,-48,1.31,7799,0,87,41,45,916,415.0,620,461,60,128.0,202,1,355,215,70,0,0,418,-26615,18584,360,-5.59,,,,,,,,,,,,
143124,1564237535465,0,1.86,0.98,0.38,1.3,0.97,0.91,0.99,0.37,-36,-0,-47,1.34,7776,7,86,41,45,918,415.0,623,462,60,127.0,202,1,355,240,70,0,0,419,-26615,-4059,362,-5.59,,,,,,,,,,,,
143144,1564237535499,-1,1.9,0.98,0.37,1.3,0.98,1.02,0.97,0.49,-36,-2,-48,1.41,7776,6,87,41,45,918,413.0,626,461,60,128.0,202,1,355,210,70,0,0,416,13040,-4082,362,-5.59,44.681297,10.016892,37.67,180.0,0,0.0,-1,0.0,0.0,0,0.43,2.3857
143164,1564237535519,3,1.93,0.98,0.37,1.31,0.97,1.01,1.07,0.49,-36,-2,-49,1.47,7760,0,87,41,45,916,411.0,623,464,60,129.0,202,1,355,210,70,0,0,415,9517,-3414,361,-5.59,,,,,,,,,,,,
143184,1564237535539,2,1.97,0.98,0.37,1.31,0.98,0.85,1.17,0.42,-35,-4,-48,1.44,7789,0,87,41,45,915,411.0,623,461,60,129.0,171,1,355,215,62,0,0,415,-4059,11545,363,-5.59,,,,,,,,,,,,
143204,1564237535559,3,2.01,0.98,0.37,1.31,0.97,0.69,1.22,0.34,-34,-3,-49,1.4,7706,13,86,41,45,913,415.0,620,458,60,128.0,171,1,355,240,62,0,0,416,-26615,13040,365,-5.59,,,,,,,,,,,,
143224,1564237535579,3,2.06,0.98,0.38,1.31,0.97,0.56,1.13,0.3,-34,-2,-48,1.27,7631,22,87,41,46,912,414.0,619,463,60,128.0,171,1,362,236,62,0,0,415,2524,13180,366,-5.59,,,,,,,,,,,,
143244,1564237535593,4,2.12,0.98,0.38,1.32,0.98,0.56,0.99,0.32,-33,0,-47,1.14,7684,23,86,41,46,914,415.0,620,462,60,128.0,171,1,362,236,62,0,0,411,-26615,9517,367,-5.59,44.68129,10.016891,37.51,180.0,0,0.0,-1,0.0,0.0,0,0.43,2.3874
143264,1564237535613,-0,2.18,0.98,0.38,1.32,0.97,0.62,0.84,0.47,-31,0,-47,1.04,7628,12,87,41,46,920,411.0,615,465,60,129.0,171,1,362,217,62,0,0,411,-9166,-31744,370,-5.59,,,,,,,,,,,,
143284,1564237535633,1,2.23,0.99,0.38,1.32,0.97,0.71,0.74,0.56,-28,1,-47,1.03,7588,22,86,41,46,926,409.0,614,461,60,128.0,188,1,362,241,70,0,0,409,9517,-9211,374,-5.59,,,,,,,,,,,,
143304,1564237535653,1,2.28,0.99,0.38,1.31,0.98,0.8,0.61,0.64,-25,2,-44,1.0,7530,21,86,41,46,933,405.0,612,465,60,128.0,188,1,362,217,70,0,0,405,-9211,11545,379,-5.59,,,,,,,,,,,,
143324,1564237535673,0,2.33,0.99,0.39,1.32,0.99,0.9,0.48,0.71,-22,2,-42,1.02,7494,23,86,41,46,942,403.0,607,465,60,128.0,188,1,362,217,70,0,0,404,-8151,-1562,385,-5.59,,,,,,,,,,,,
143344,1564237535693,4,2.36,1.0,0.38,1.32,0.98,0.92,0.36,0.73,-19,2,-39,0.99,7402,21,86,41,47,954,398.0,601,461,60,128.0,188,1,370,219,70,0,0,401,6384,-3968,390,-5.59,44.68129,10.016891,37.51,180.0,0,0.0,-1,0.0,0.0,0,0.43,2.3891
143364,1564237535705,5,2.38,1.0,0.38,1.33,0.99,0.93,0.34,0.72,-15,3,-35,0.99,7370,23,86,41,47,963,397.0,601,462,60,128.0,188,1,370,246,70,0,0,401,-3968,6512,395,-5.59,,,,,,,,,,,,
143384,1564237535725,3,2.41,1.0,0.38,1.32,0.98,0.85,0.33,0.67,-12,4,-32,0.91,7361,22,86,41,48,968,397.0,595,463,60,127.0,172,1,372,242,68,0,0,394,-1818,-3968,397,-5.59,,,,,,,,,,,,
143404,1564237535745,3,2.44,0.99,0.39,1.32,0.98,0.77,0.34,0.61,-9,4,-27,0.84,7352,23,86,41,48,972,398.0,596,462,60,129.0,172,1,372,245,68,0,0,394,1,28696,398,-5.59,,,,,,,,,,,,
143424,1564237535765,2,2.47,1.0,0.38,1.32,0.98,0.71,0.28,0.57,-6,3,-23,0.77,7419,23,86,41,48,977,400.0,599,465,60,128.0,172,1,372,242,68,0,0,393,-6524,6512,400,-5.59,,,,,,,,,,,,
143444,1564237535801,1,2.51,0.99,0.39,1.33,0.98,0.61,0.23,0.53,-3,3,-19,0.65,7449,23,86,41,48,980,402.0,602,459,60,129.0,172,1,372,232,68,0,0,392,240,11545,402,-5.59,44.681271,10.016893,38.97,180.0,0,0.0,-1,0.0,0.0,0,0.44,2.3907
143464,1564237535821,3,2.53,1.0,0.38,1.32,0.98,0.49,0.11,0.53,-1,3,-17,0.5,7503,23,86,41,48,979,404.0,605,462,60,129.0,172,1,372,235,68,0,0,393,-6475,-8151,404,-5.59,,,,,,,,,,,,
143484,1564237535841,2,2.55,1.0,0.39,1.33,0.98,0.45,0.04,0.47,2,4,-12,0.46,7509,23,86,41,48,980,407.0,603,463,60,128.0,163,1,372,225,66,0,0,397,-19019,1504,407,-5.59,,,,,,,,,,,,
143504,1564237535861,2,2.58,1.0,0.39,1.32,0.99,0.43,-0.04,0.47,4,5,-7,0.44,7584,23,86,41,48,983,409.0,603,463,60,129.0,163,1,372,223,66,0,0,405,-6475,-4059,409,-5.59,,,,,,,,,,,,
143524,1564237535881,1,2.59,0.99,0.39,1.33,0.98,0.42,-0.1,0.41,6,5,-3,0.43,7600,23,86,41,48,987,412.0,607,462,60,128.0,163,1,372,219,66,0,0,399,-18948,11560,412,-5.59,,,,,,,,,,,,
143544,1564237535901,3,2.62,0.99,0.39,1.33,0.99,0.44,-0.17,0.42,8,5,-1,0.47,7668,22,86,41,48,990,412.0,607,463,60,127.0,163,1,372,219,66,0,0,405,-18948,10392,412,-5.59,44.681271,10.016893,38.97,180.0,0,0.0,-1,0.0,0.0,0,0.44,2.3924
143564,1564237535910,-1,2.62,1.0,0.38,1.32,0.98,0.49,-0.31,0.43,11,5,3,0.58,7693,23,86,41,47,993,412.0,612,462,60,128.0,163,1,370,219,66,0,0,420,8200,-4059,412,-5.59,,,,,,,,,,,,
143584,1564237535930,-1,2.63,0.99,0.38,1.32,0.99,0.56,-0.36,0.45,13,3,8,0.66,7716,23,86,41,47,991,414.0,612,463,60,128.0,152,1,370,219,63,0,0,420,2278,18584,415,-5.59,,,,,,,,,,,,
143604,1564237535950,1,2.63,0.99,0.38,1.33,0.99,0.59,-0.42,0.52,15,1,10,0.72,7789,23,86,41,47,990,416.0,616,465,60,128.0,152,1,370,219,63,0,0,411,-6656,13040,415,-5.59,,,,,,,,,,,,
143624,1564237535970,1,2.64,0.99,0.38,1.32,0.99,0.56,-0.48,0.51,17,1,12,0.74,7809,23,86,41,46,985,418.0,613,463,60,129.0,152,1,362,217,63,0,0,418,742,-21792,418,-5.59,,,,,,,,,,,,
143644,1564237535990,3,2.64,0.99,0.38,1.33,0.99,0.58,-0.54,0.46,18,1,17,0.79,7881,23,86,41,46,980,418.0,614,464,60,128.0,152,1,362,217,63,0,0,427,3,-21944,418,-5.59,44.681263,10.016895,39.53,180.0,0,0.0,-1,0.0,0.0,0,0.44,2.3941
143664,1564237536002,-1,2.66,0.99,0.39,1.32,0.99,0.69,-0.53,0.47,20,1,20,0.87,7931,23,86,41,46,977,420.0,619,465,60,128.0,152,1,362,217,63,0,0,422,770,-3414,420,-5.59,,,,,,,,,,,,
143684,1564237536022,-0,2.66,0.99,0.38,1.32,1.0,0.72,-0.59,0.48,22,-1,21,0.93,7904,23,86,41,45,974,418.0,618,462,60,129.0,155,1,355,215,65,0,0,422,770,7154,420,-5.59,,,,,,,,,,,,
143704,1564237536042,3,2.65,1.0,0.39,1.32,1.0,0.69,-0.66,0.48,23,-0,25,0.95,7928,23,86,41,45,977,420.0,625,465,60,128.0,155,1,355,215,65,0,0,434,770,-3414,420,-5.59,,,,,,,,,,,,
143724,1564237536062,0,2.65,0.99,0.38,1.33,0.99,0.76,-0.67,0.46,25,-1,27,1.02,7958,14,86,41,45,979,421.0,623,465,60,128.0,155,1,355,210,65,0,0,431,-6656,-8165,421,-5.59,,,,,,,,,,,,
143744,1564237536098,-0,2.67,1.0,0.39,1.32,0.99,0.78,-0.77,0.52,26,-2,27,1.1,7941,15,86,41,45,982,421.0,625,463,60,127.0,155,1,355,215,65,0,0,428,770,-4082,421,-5.59,44.681244,10.016894,39.55,179.9,0,0.0,-1,0.0,0.0,0,0.44,2.3957
143764,1564237536118,2,2.65,1.0,0.39,1.33,0.99,0.73,-0.84,0.5,27,-1,31,1.11,7965,16,86,41,44,985,421.0,625,465,60,129.0,155,1,347,213,65,0,0,428,-6656,13180,423,-5.59,,,,,,,,,,,,
143784,1564237536138,-1,2.66,1.0,0.38,1.33,0.99,0.72,-0.85,0.46,28,-1,34,1.12,7982,10,86,41,44,986,423.0,500,463,60,128.0,151,1,347,209,64,0,0,432,-6656,-4082,423,-5.59,,,,,,,,,,,,
143804,1564237536158,0,2.66,0.99,0.39,1.33,0.99,0.76,-0.93,0.45,29,1,34,1.2,7958,19,86,41,44,986,424.0,483,463,60,127.0,151,1,347,236,64,0,0,434,742,-4082,424,-5.59,,,,,,,,,,,,
143824,1564237536178,4,2.65,1.0,0.39,1.33,0.99,0.73,-0.98,0.39,30,1,37,1.22,8002,23,86,41,44,986,423.0,463,462,60,128.0,151,1,347,235,64,0,0,430,742,3826,423,-5.59,,,,,,,,,,,,
143844,1564237536198,-1,2.65,1.0,0.39,1.32,0.99,0.74,-0.98,0.41,31,1,37,1.23,7985,23,86,41,44,985,425.0,407,466,60,128.0,151,1,347,238,64,0,0,441,770,31796,422,-5.59,44.681244,10.016894,39.55,179.9,0,0.0,-1,0.0,0.0,0,0.44,2.3974
