																					
	<<Vitesse moteur>>	Puissance Brute Mesurée	Puissance à la roue	Puissance roue corrigée	Couple corrigé Roue	Puissance corrigée moteur	Couple corrigé moteur	Vitesse véhicule	Temps acquisition Mesure	Force à la Roue	Accélération Linéaire	OBD-PID13 : Vitesse du véhicule	Couple moteur brut	Puissance Pertes Calibrées Totales	Puissance Pertes Calibrées Banc	Puissance Pertes Calibrées Vehicule	Couple brut	Facteur de correction	Rapport de sortie	Rapport Global Dynamique	Facteur de pertes transmission
	tr/min	ch	ch	ch	N.m	ch	N.m	Km/h	s	N	mm/s²	Km/h	N.m	ch	ch	ch	N.m	 	 	 	%
	11900	50,47	55,26	56,31	33,24			156,8	15,12	933,4	1782			4,796	4,796	0	32,62	1,019	8,584	0	34,43
	11950	49,49	54,33	55,36	32,54			157,4	15,22	913,7	1742			4,842	4,842	0	31,93	1,019	8,584	0	34,43
	12000	48,14	53,03	54,04	31,63			158,1	15,34	888,2	1681			4,889	4,889	0	31,04	1,019	8,584	0	34,43
	12050	47,29	52,22	53,21	31,02			158,8	15,45	871	1638			4,936	4,936	0	30,44	1,019	8,584	0	34,43
	12100	47	51,98	52,97	30,75			159,4	15,57	863,4	1616			4,983	4,983	0	30,17	1,019	8,584	0	34,43
	12150	46,91	51,94	52,93	30,6			160,1	15,68	859,2	1604			5,03	5,03	0	30,03	1,019	8,584	0	34,43
	12200	46,9	51,97	52,96	30,49			160,7	15,79	856,2	1595			5,078	5,078	0	29,92	1,019	8,584	0	34,43
	12250	46,26	51,39	52,36	30,02			161,4	15,91	843,1	1566			5,126	5,126	0	29,46	1,019	8,584	0	34,43
	12300	45,58	50,76	51,72	29,53			162,1	16,03	829,3	1535			5,174	5,174	0	28,98	1,019	8,584	0	34,43
	12350	44,96	50,19	51,14	29,08			162,7	16,16	816,7	1507			5,223	5,223	0	28,54	1,019	8,584	0	34,43
	12400	44,44	49,71	50,66	28,69			163,4	16,28	805,7	1484			5,272	5,272	0	28,16	1,019	8,584	0	34,43
	12450	43,97	49,29	50,23	28,33			164	16,4	795,6	1464			5,321	5,321	0	27,81	1,019	8,584	0	34,43
	12500	43,75	49,12	50,05	28,12			164,7	16,53	789,7	1453			5,371	5,371	0	27,6	1,019	8,584	0	34,43
	12550	43,41	48,83	49,76	27,85			165,3	16,66	781,9	1436			5,421	5,421	0	27,33	1,019	8,584	0	34,43
	12600	42,92	48,39	49,31	27,49			166	16,78	771,9	1411			5,471	5,471	0	26,98	1,019	8,584	0	34,43
	12650	41,79	47,31	48,21	26,77			166,7	16,92	751,6	1362			5,522	5,522	0	26,27	1,019	8,584	0	34,43
	12700	40,65	46,22	47,1	26,05			167,3	17,07	731,4	1313			5,573	5,573	0	25,56	1,019	8,584	0	34,43
	12750	39,62	45,25	46,11	25,4			168	17,21	713,2	1269			5,624	5,624	0	24,93	1,019	8,584	0	34,43
	12800	38,21	43,89	44,72	24,54			168,6	17,36	689,1	1226			5,675	5,675	0	24,08	1,019	8,584	0	34,43
	12850	35,98	41,71	42,5	23,23			169,3	17,51	652,4	1162			5,727	5,727	0	22,8	1,019	8,584	0	34,43
	12900	33,2	38,98	39,72	21,63			170	17,69	607,3	1080			5,779	5,779	0	21,22	1,019	8,584	0	34,43
	12950	30,87	36,7	37,4	20,28			170,6	17,88	569,6	1006			5,832	5,832	0	19,91	1,019	8,584	0	34,43
	13000	30,22	36,1	36,79	19,88			171,3	112,2	558,1	979			5,885	5,885	0	19,51	1,019	8,584	0	34,43
