SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;TRAC %;FUEL P;VOLTS;SLIP%;INJ;ADV;LAUC S;
2230 ;2:27,40 ;6069 ;0 ;90;43;36;0,886 ;32,1 ;32,0 ;32,8 ;1502,7 ;0 ;4,71 ;12,1 ;1146 ;1,87 ;30,1 ;0 ;
2230 ;2:27,50 ;6169 ;0 ;90;43;35;0,880 ;32,4 ;32,3 ;33,1 ;17,4 ;0 ;4,71 ;11,9 ;-34 ;1,82 ;29,8 ;0 ;
2230 ;2:27,60 ;6262 ;0 ;90;43;34;0,866 ;33,0 ;33,1 ;33,4 ;51,8 ;0 ;4,68 ;12,0 ;14 ;1,76 ;29,5 ;0 ;
2230 ;2:27,70 ;6379 ;0 ;90;43;34;0,854 ;33,3 ;33,3 ;34,0 ;57,1 ;0 ;4,73 ;11,9 ;19 ;1,76 ;29,5 ;0 ;
2230 ;2:27,80 ;6408 ;0 ;90;43;34;0,852 ;33,7 ;33,9 ;34,4 ;27,3 ;0 ;4,70 ;11,8 ;-14 ;1,76 ;29,5 ;0 ;
2230 ;2:27,90 ;6485 ;0 ;90;43;33;0,849 ;34,1 ;34,2 ;35,3 ;428,2 ;0 ;4,63 ;12,0 ;290 ;1,71 ;29,2 ;0 ;
2230 ;2:28,00 ;6613 ;0 ;90;43;33;0,839 ;34,5 ;34,8 ;35,5 ;104,5 ;0 ;4,66 ;12,0 ;51 ;1,71 ;29,2 ;0 ;
2230 ;2:28,10 ;6627 ;0 ;90;43;34;0,842 ;35,0 ;35,1 ;35,8 ;159,8 ;0 ;4,66 ;12,0 ;90 ;1,76 ;29,5 ;0 ;
2230 ;2:28,20 ;6761 ;6 ;90;43;34;0,858 ;35,1 ;35,5 ;35,9 ;159,8 ;0 ;4,67 ;11,9 ;88 ;1,76 ;29,5 ;0 ;
2230 ;2:28,30 ;6810 ;6 ;90;44;34;0,876 ;35,8 ;36,0 ;36,4 ;25,1 ;0 ;4,68 ;12,0 ;-22 ;1,75 ;29,5 ;0 ;
2230 ;2:28,40 ;6855 ;6 ;90;44;36;0,892 ;35,9 ;36,0 ;36,5 ;25,6 ;0 ;4,67 ;11,9 ;-21 ;1,86 ;30,1 ;0 ;
2230 ;2:28,50 ;6913 ;9 ;90;44;38;0,900 ;36,2 ;36,1 ;36,6 ;23,9 ;0 ;4,71 ;11,9 ;-25 ;1,97 ;30,7 ;0 ;
2230 ;2:28,60 ;6967 ;11 ;90;44;39;0,907 ;36,1 ;36,4 ;37,2 ;5,9 ;0 ;4,69 ;12,0 ;-62 ;2,03 ;31,0 ;0 ;
2230 ;2:28,70 ;6970 ;13 ;90;44;38;0,906 ;36,3 ;36,4 ;37,1 ;5,2 ;0 ;4,67 ;12,0 ;-64 ;1,97 ;30,7 ;0 ;
2230 ;2:28,80 ;6985 ;13 ;90;44;38;0,908 ;36,4 ;36,7 ;37,6 ;1,4 ;0 ;4,70 ;12,0 ;-71 ;1,97 ;30,7 ;0 ;
2230 ;2:28,90 ;7025 ;13 ;90;44;38;0,921 ;36,6 ;36,6 ;37,5 ;6,0 ;0 ;4,73 ;12,0 ;-62 ;1,97 ;30,7 ;0 ;
2230 ;2:29,00 ;7067 ;13 ;90;44;37;0,925 ;36,9 ;36,8 ;37,8 ;20,4 ;0 ;4,67 ;12,0 ;-33 ;1,92 ;30,4 ;0 ;
