"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"EngineTemp"|"F"|0|300|1,"OilTemp"|"F"|0|300|1,"OilPress"|"PSI"|0|150|25,"Battery"|"Volts"|0.0|20.0|1,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"RPM"|""|0|10000|25,"RPM"|""|0|14000|1,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"Distance"|"mi"|0.0|0.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
1251827,0,,,0,,,0.01,0.02,0.98,-0,0,-8,0,,,,,,,,,,,,,,,,
1251867,0,,,0,,,0.01,0.02,0.99,-2,0,-6,0,,,,,,,,,,,,,,,,
1251907,0,,,0,,,0.01,0.02,0.99,-2,0,-5,0,,,,,,,,,,,,,,,,
1251947,0,,,0,,,0.01,0.02,0.99,-3,0,-4,0,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,-1,0.0,0.0,0.0,0
1251987,0,,,0,,,0.02,0.02,0.99,-2,0,-3,0,,,,,,,,,,,,,,,,
1252027,0,,,0,,,0.02,0.02,0.99,-2,0,-3,0,,,,,,,,,,,,,,,,
1252067,0,,,0,,,0.02,0.02,0.99,-1,0,-2,0,,,,,,,,,,,,,,,,
1252107,0,,,0,,,0.02,0.02,0.99,-1,0,-2,0,,,,,,,,,,,,,,,,
1252147,0,,,0,,,0.02,0.02,0.99,-1,0,-2,0,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,-1,0.0,0.0,0.0,0
1252187,0,,,0,,,0.02,0.02,0.98,1,0,-1,0,,,,,,,,,,,,,,,,
1252227,0,,,0,,,0.02,0.02,0.98,1,0,-1,0,,,,,,,,,,,,,,,,
1252267,0,,,0,,,0.02,0.02,0.98,1,0,-1,0,,,,,,,,,,,,,,,,
1252307,0,,,0,,,0.02,0.02,0.98,1,0,-1,0,,,,,,,,,,,,,,,,
1252347,0,247,285,0,0.0,5.17,0.02,0.02,0.98,1,0,-1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,-1,0.0,0.0,0.0,0
1252387,0,,,0,,,0.02,0.02,0.98,1,0,-1,0,,,,,,,,,,,,,,,,
1252427,0,,,0,,,0.02,0.02,0.98,1,0,-0,0,,,,,,,,,,,,,,,,
1252467,0,,,0,,,0.02,0.02,0.98,0,0,-0,0,,,,,,,,,,,,,,,,
1252507,0,,,0,,,0.02,0.02,0.98,0,0,-0,0,,,,,,,,,,,,,,,,
1252547,0,,,0,,,0.02,0.02,0.98,0,0,-0,0,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,-1,0.0,0.0,0.0,0
1252587,0,,,0,,,0.02,0.02,0.98,0,0,-0,0,,,,,,,,,,,,,,,,
1252627,0,,,0,,,0.02,0.02,0.98,0,0,-0,0,,,,,,,,,,,,,,,,
1252667,0,,,0,,,0.02,0.02,0.98,0,0,-0,0,,,,,,,,,,,,,,,,
1252707,0,,,0,,,0.02,0.02,0.98,0,0,-0,0,,,,,,,,,,,,,,,,
1252747,0,,,0,,,0.02,0.02,0.98,0,0,-0,0,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,-1,0.0,0.0,0.0,0
1252787,0,,,0,,,0.02,0.02,0.98,0,0,-0,0,,,,,,,,,,,,,,,,
1252827,0,,,0,,,0.02,0.02,0.98,0,0,-0,0,,,,,,,,,,,,,,,,
1252867,0,,,0,,,0.02,0.02,0.98,0,0,-0,0,,,,,,,,,,,,,,,,
1252907,0,,,0,,,0.02,0.02,0.99,0,0,-0,0,,,,,,,,,,,,,,,,
1252947,0,,,0,,,0.02,0.02,0.99,0,0,-0,0,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,-1,0.0,0.0,0.0,0
1252987,0,,,0,,,0.02,0.02,0.99,0,0,-0,0,,,,,,,,,,,,,,,,
1253027,0,,,0,,,0.02,0.02,0.99,0,0,-0,0,,,,,,,,,,,,,,,,
1253067,0,,,0,,,0.02,0.02,0.98,0,0,-0,0,,,,,,,,,,,,,,,,
1253107,0,,,0,,,0.02,0.02,0.98,0,0,-0,0,,,,,,,,,,,,,,,,
1253147,0,,,0,,,0.02,0.02,0.99,0,0,-0,0,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,-1,0.0,0.0,0.0,0
1253187,0,,,0,,,0.02,0.02,0.99,0,0,-0,0,,,,,,,,,,,,,,,,
1253227,0,,,0,,,0.02,0.02,0.99,0,0,-0,0,,,,,,,,,,,,,,,,
1253267,0,,,0,,,0.02,0.02,0.98,0,0,-0,0,,,,,,,,,,,,,,,,
1253307,0,,,0,,,0.02,0.02,0.98,0,0,-0,0,,,,,,,,,,,,,,,,
1253347,0,247,285,0,0.0,5.17,0.02,0.02,0.98,0,0,-0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,-1,0.0,0.0,0.0,0
1253387,0,,,0,,,0.02,0.02,0.98,0,0,-0,0,,,,,,,,,,,,,,,,
1253427,0,,,0,,,0.02,0.02,0.98,0,0,0,0,,,,,,,,,,,,,,,,
1253467,0,,,0,,,0.02,0.02,0.98,0,-1,-1,0,,,,,,,,,,,,,,,,
1253507,0,,,0,,,0.02,0.02,0.97,0,-0,-0,0,,,,,,,,,,,,,,,,
1253547,0,,,0,,,0.02,0.02,0.97,0,-0,-0,0,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,-1,0.0,0.0,0.0,0
1253587,0,,,0,,,0.02,0.02,0.98,0,-0,-0,0,,,,,,,,,,,,,,,,
1253627,0,,,0,,,0.02,0.02,0.98,0,-0,-0,0,,,,,,,,,,,,,,,,
1253667,0,,,0,,,0.02,0.02,0.98,0,-0,-0,0,,,,,,,,,,,,,,,,
1253707,0,,,0,,,0.02,0.02,0.98,0,-0,-0,0,,,,,,,,,,,,,,,,
