"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"Distance"|"mi"|0.0|0.0|10
69004,1558278148669,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,654,0.0,116,107,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69024,1558278148689,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,654,0.0,115,107,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69044,1558278148709,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,654,0.0,116,107,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
69064,1558278148729,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,654,0.0,116,107,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69084,1558278148749,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,654,0.0,115,106,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69104,1558278148769,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,654,0.0,115,106,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69124,1558278148789,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,654,0.0,115,106,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69144,1558278148810,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,654,0.0,115,106,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
69164,1558278148830,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,654,0.0,116,106,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69184,1558278148850,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,654,0.0,116,106,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69204,1558278148870,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,654,0.0,115,106,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69224,1558278148890,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,655,0.0,115,106,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69244,1558278148909,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,655,0.0,115,106,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
69264,1558278148929,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,655,0.0,116,106,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69284,1558278148949,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,655,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69304,1558278148969,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,655,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69324,1558278148989,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,655,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69344,1558278149003,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,655,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
69364,1558278149023,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,655,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69384,1558278149043,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,656,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69404,1558278149063,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,656,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69424,1558278149083,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,656,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69444,1558278149108,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,655,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
69464,1558278149128,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,655,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69484,1558278149148,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,655,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69504,1558278149168,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,655,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69524,1558278149188,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,655,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69544,1558278149208,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,655,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
69564,1558278149228,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,655,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69584,1558278149248,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,655,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69604,1558278149268,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,655,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69624,1558278149288,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,655,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69644,1558278149308,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,655,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
69664,1558278149328,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,655,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69684,1558278149348,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,656,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69704,1558278149368,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,656,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69724,1558278149388,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,656,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69744,1558278149408,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,656,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
69764,1558278149428,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,656,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69784,1558278149448,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,656,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69804,1558278149468,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,656,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69824,1558278149488,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,656,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69844,1558278149508,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,656,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
69864,1558278149528,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,656,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69884,1558278149548,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,656,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69904,1558278149568,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,656,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69924,1558278149588,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,656,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69944,1558278149610,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,656,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
69964,1558278149630,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,657,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
69984,1558278149650,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,657,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70004,1558278149670,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,657,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70024,1558278149690,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,657,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70044,1558278149708,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,657,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
70064,1558278149728,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70084,1558278149748,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70104,1558278149768,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70124,1558278149788,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70144,1558278149810,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
70164,1558278149830,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70184,1558278149850,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70204,1558278149870,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70224,1558278149890,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70244,1558278149910,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
70264,1558278149930,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70284,1558278149950,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70304,1558278149970,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70324,1558278149990,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70344,1558278150004,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
70364,1558278150024,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,658,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70384,1558278150044,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,658,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70404,1558278150064,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,658,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70424,1558278150084,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,659,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70444,1558278150109,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,659,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
70464,1558278150129,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,659,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70484,1558278150149,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70504,1558278150169,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,658,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70524,1558278150189,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,658,0.0,115,105,60,120.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70544,1558278150209,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
70564,1558278150229,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,659,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70584,1558278150249,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,659,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70604,1558278150269,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,659,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70624,1558278150289,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,659,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70644,1558278150309,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
70664,1558278150329,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70684,1558278150349,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70704,1558278150369,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70724,1558278150389,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,658,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70744,1558278150406,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,658,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
70764,1558278150426,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,659,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70784,1558278150446,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,659,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70804,1558278150466,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,659,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70824,1558278150486,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,658,0.0,115,104,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70844,1558278150509,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,659,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
70864,1558278150529,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,659,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70884,1558278150549,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,659,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70904,1558278150569,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,659,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70924,1558278150589,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,659,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70944,1558278150609,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
70964,1558278150629,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
70984,1558278150649,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71004,1558278150669,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71024,1558278150689,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,659,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71044,1558278150709,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,659,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
71064,1558278150729,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,659,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71084,1558278150749,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71104,1558278150769,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71124,1558278150789,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71144,1558278150809,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
71164,1558278150829,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71184,1558278150849,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71204,1558278150869,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71224,1558278150889,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71244,1558278150909,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
71264,1558278150929,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71284,1558278150949,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71304,1558278150969,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71324,1558278150989,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71344,1558278151003,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
71364,1558278151023,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71384,1558278151043,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71404,1558278151063,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,660,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71424,1558278151083,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,661,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71444,1558278151108,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,661,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
71464,1558278151128,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,661,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71484,1558278151148,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,661,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71504,1558278151168,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71524,1558278151188,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71544,1558278151210,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,120.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
71564,1558278151230,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71584,1558278151250,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71604,1558278151270,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,660,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71624,1558278151290,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,661,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71644,1558278151308,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,661,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
71664,1558278151328,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71684,1558278151348,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71704,1558278151368,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71724,1558278151388,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,660,0.0,115,105,60,120.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71744,1558278151408,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,661,0.0,116,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
71764,1558278151428,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,661,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71784,1558278151448,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,661,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71804,1558278151468,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,661,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71824,1558278151488,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,661,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71844,1558278151508,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,661,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
71864,1558278151528,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,661,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71884,1558278151548,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,661,0.0,115,105,60,120.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71904,1558278151568,0.8,0.02,0.59,0,-1,-0,0,0,69,30,97,661,0.0,115,105,60,120.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71924,1558278151588,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,661,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71944,1558278151608,0.8,0.01,0.6,0,-1,-0,0,0,69,30,97,661,0.0,115,104,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
71964,1558278151628,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,661,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
71984,1558278151648,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,661,0.0,115,105,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
72004,1558278151668,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,661,0.0,115,104,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
72024,1558278151688,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,661,0.0,115,104,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
72044,1558278151710,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,661,0.0,115,104,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
72064,1558278151730,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,661,0.0,116,103,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
72084,1558278151750,0.8,0.02,0.6,0,-1,-0,0,0,69,30,97,661,0.0,115,103,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
