"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"Distance"|"mi"|0.0|0.0|10
60124,1558278139788,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,457,60,116.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60144,1558278139808,0.8,0.01,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,116.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
60164,1558278139828,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,116.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60184,1558278139848,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60204,1558278139868,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60224,1558278139888,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60244,1558278139908,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
60264,1558278139928,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60284,1558278139948,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60304,1558278139968,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60324,1558278139988,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,116.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60344,1558278140003,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,116.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
60364,1558278140023,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,457,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60384,1558278140043,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60404,1558278140063,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60424,1558278140083,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60444,1558278140109,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,116.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
60464,1558278140129,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,116.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60484,1558278140149,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60504,1558278140169,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,116.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60524,1558278140189,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60544,1558278140209,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
60564,1558278140229,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60584,1558278140249,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60604,1558278140269,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60624,1558278140289,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60644,1558278140309,0.8,0.01,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
60664,1558278140329,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60684,1558278140349,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60704,1558278140369,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60724,1558278140389,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60744,1558278140409,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
60764,1558278140429,0.8,0.01,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60784,1558278140449,0.8,0.01,0.6,0,-1,0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60804,1558278140469,0.8,0.01,0.6,0,-1,0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60824,1558278140489,0.8,0.01,0.6,0,-1,0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60844,1558278140509,0.8,0.01,0.6,0,-1,0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
60864,1558278140529,0.8,0.01,0.6,0,-1,0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60884,1558278140549,0.8,0.02,0.6,0,-1,0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60904,1558278140569,0.8,0.02,0.6,0,-1,0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60924,1558278140589,0.8,0.02,0.6,0,-1,0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60944,1558278140609,0.8,0.02,0.59,0,-1,0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
60964,1558278140629,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
60984,1558278140649,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61004,1558278140669,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61024,1558278140689,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61044,1558278140709,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
61064,1558278140729,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61084,1558278140749,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61104,1558278140769,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61124,1558278140789,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61144,1558278140805,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
61164,1558278140825,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61184,1558278140845,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61204,1558278140865,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61224,1558278140885,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61244,1558278140909,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
61264,1558278140929,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61284,1558278140949,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61304,1558278140969,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61324,1558278140989,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,116.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61344,1558278141003,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
61364,1558278141023,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61384,1558278141043,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61404,1558278141063,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61424,1558278141083,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61444,1558278141108,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
61464,1558278141128,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61484,1558278141148,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,116.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61504,1558278141168,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61524,1558278141188,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61544,1558278141208,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
61564,1558278141228,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61584,1558278141248,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61604,1558278141268,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61624,1558278141288,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61644,1558278141308,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
61664,1558278141328,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61684,1558278141348,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61704,1558278141368,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61724,1558278141388,0.8,0.01,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61744,1558278141408,0.8,0.01,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
61764,1558278141428,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61784,1558278141448,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,115,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61804,1558278141468,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61824,1558278141488,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61844,1558278141508,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
61864,1558278141528,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61884,1558278141548,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61904,1558278141568,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61924,1558278141588,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61944,1558278141610,0.8,0.02,0.59,0,-1,-0,0,0,69,29,97,506,0.0,116,457,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
61964,1558278141630,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
61984,1558278141650,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,115,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62004,1558278141670,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62024,1558278141690,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62044,1558278141708,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
62064,1558278141728,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62084,1558278141748,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,115,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62104,1558278141768,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62124,1558278141788,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,115,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62144,1558278141808,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
62164,1558278141828,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62184,1558278141848,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62204,1558278141868,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,457,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62224,1558278141888,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62244,1558278141910,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
62264,1558278141930,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62284,1558278141950,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62304,1558278141970,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62324,1558278141990,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62344,1558278142004,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
62364,1558278142024,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62384,1558278142044,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62404,1558278142064,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62424,1558278142084,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62444,1558278142109,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
62464,1558278142129,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62484,1558278142149,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,115,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62504,1558278142169,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62524,1558278142189,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62544,1558278142209,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
62564,1558278142229,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62584,1558278142249,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,115,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62604,1558278142269,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,457,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62624,1558278142289,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,115,458,60,117.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62644,1558278142307,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,115,450,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
62664,1558278142327,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,402,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62684,1558278142347,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,343,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62704,1558278142367,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,507,0.0,115,313,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62724,1558278142387,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,507,0.0,115,291,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62744,1558278142409,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,507,0.0,116,274,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
62764,1558278142429,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,507,0.0,115,261,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62784,1558278142449,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,115,250,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62804,1558278142469,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,506,0.0,115,242,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62824,1558278142489,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,507,0.0,116,235,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62844,1558278142509,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,507,0.0,116,227,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
62864,1558278142529,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,507,0.0,116,221,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62884,1558278142549,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,507,0.0,115,216,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62904,1558278142569,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,507,0.0,116,211,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62924,1558278142589,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,507,0.0,116,207,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62944,1558278142609,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,507,0.0,115,203,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
62964,1558278142629,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,507,0.0,115,200,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
62984,1558278142649,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,507,0.0,116,197,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
63004,1558278142669,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,507,0.0,115,194,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
63024,1558278142689,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,507,0.0,115,189,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
63044,1558278142709,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,507,0.0,116,188,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
63064,1558278142729,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,507,0.0,116,185,60,118.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
63084,1558278142749,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,507,0.0,115,183,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
63104,1558278142769,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,507,0.0,116,180,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
63124,1558278142789,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,507,0.0,115,178,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
63144,1558278142809,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,507,0.0,116,175,60,119.0,0,1,0,0,0,0,0,0,250,250,0,45.699841,4.910074,0.0,679.2,0.0
63164,1558278142829,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,175,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
63184,1558278142849,0.8,0.02,0.6,0,-1,-0,0,0,69,29,97,506,0.0,116,173,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
63204,1558278142869,0.8,0.01,0.6,0,-1,-0,0,0,69,29,97,507,0.0,116,170,60,119.0,0,1,0,0,0,0,0,0,250,250,0,,,,,
