SESSION; TIME;RPM;THROT;WATER;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;TAR LB;TRAC %;OIL P;VOLTS;SLIP%;LAUC S;SHIF A;L/100K;

774 ;0:00,10 ;720 ;29 ;94;98;1,498 ;0,0 ;31,5 ;33,2 ;31,4 ;1,000 ;0 ;1,25 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:00,20 ;720 ;29 ;94;98;1,498 ;0,0 ;31,5 ;32,8 ;31,2 ;1,000 ;0 ;1,26 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:00,30 ;720 ;29 ;94;98;1,498 ;0,0 ;31,5 ;33,6 ;31,1 ;1,000 ;0 ;1,26 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:00,40 ;720 ;29 ;94;98;1,498 ;0,0 ;31,8 ;33,7 ;31,4 ;1,000 ;0 ;1,26 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:00,50 ;990 ;14 ;94;93;1,498 ;0,0 ;31,9 ;34,5 ;31,9 ;1,000 ;0 ;1,48 ;11,9 ;1 ;0 ;0 ;0,0;
774 ;0:00,60 ;1055 ;11 ;94;93;1,498 ;0,0 ;32,2 ;33,9 ;31,9 ;1,000 ;0 ;1,49 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:00,70 ;1309 ;11 ;94;87;1,498 ;0,0 ;32,6 ;33,9 ;32,3 ;1,000 ;0 ;1,59 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:00,80 ;1860 ;11 ;94;79;1,498 ;0,0 ;33,0 ;34,6 ;32,6 ;1,000 ;0 ;1,83 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:00,90 ;2315 ;11 ;94;72;1,498 ;0,0 ;33,3 ;34,3 ;33,3 ;1,000 ;0 ;2,01 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:01,00 ;2889 ;12 ;94;65;1,485 ;0,0 ;33,7 ;34,9 ;33,8 ;1,000 ;0 ;2,30 ;12,1 ;0 ;0 ;0 ;0,0;
774 ;0:01,10 ;3350 ;12 ;94;60;1,410 ;0,0 ;34,1 ;35,5 ;33,8 ;1,000 ;0 ;2,46 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:01,20 ;3702 ;13 ;94;55;1,352 ;0,0 ;34,5 ;35,4 ;34,2 ;1,000 ;0 ;2,77 ;12,1 ;0 ;0 ;0 ;0,0;
774 ;0:01,30 ;4076 ;13 ;94;54;1,359 ;0,0 ;34,8 ;35,8 ;34,6 ;1,000 ;0 ;2,97 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:01,40 ;4350 ;13 ;94;54;1,269 ;0,0 ;35,3 ;36,3 ;35,4 ;1,000 ;0 ;3,17 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:01,50 ;4452 ;13 ;94;53;1,139 ;0,0 ;36,0 ;37,0 ;36,0 ;1,000 ;0 ;3,13 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:01,60 ;4635 ;13 ;94;52;1,095 ;0,0 ;36,1 ;36,5 ;36,1 ;1,000 ;0 ;3,32 ;11,8 ;0 ;0 ;0 ;0,0;
774 ;0:01,70 ;4977 ;13 ;94;50;1,123 ;0,0 ;36,1 ;36,8 ;36,1 ;1,000 ;0 ;3,60 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:01,80 ;5305 ;13 ;93;46;1,317 ;0,0 ;36,4 ;37,1 ;36,3 ;1,000 ;0 ;3,83 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:01,90 ;5612 ;13 ;93;41;1,483 ;0,0 ;36,8 ;37,5 ;36,6 ;1,000 ;0 ;4,14 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:02,00 ;5879 ;13 ;93;37;1,498 ;0,0 ;37,1 ;37,2 ;36,7 ;1,000 ;0 ;4,07 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:02,10 ;6113 ;13 ;93;34;1,498 ;0,0 ;37,4 ;37,2 ;37,3 ;1,000 ;0 ;4,31 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:02,20 ;6546 ;13 ;93;31;1,474 ;0,0 ;37,7 ;37,7 ;37,5 ;1,000 ;0 ;4,71 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:02,30 ;7025 ;13 ;93;29;1,343 ;0,0 ;38,0 ;37,9 ;36,9 ;1,000 ;0 ;4,86 ;12,0 ;-2 ;0 ;0 ;0,0;
774 ;0:02,40 ;7145 ;14 ;93;28;1,203 ;0,0 ;38,6 ;38,0 ;6,4 ;1,000 ;0 ;4,95 ;12,0 ;-62 ;0 ;0 ;0,0;
774 ;0:02,50 ;7214 ;14 ;93;28;1,091 ;0,0 ;39,5 ;38,5 ;38,3 ;1,000 ;0 ;5,07 ;12,0 ;-3 ;0 ;0 ;0,0;
774 ;0:02,60 ;7402 ;14 ;93;27;1,013 ;0,0 ;40,1 ;39,8 ;39,3 ;1,000 ;0 ;4,98 ;12,0 ;-1 ;0 ;0 ;0,0;
774 ;0:02,70 ;7464 ;14 ;93;27;0,971 ;0,0 ;40,6 ;40,5 ;42,4 ;1,000 ;0 ;5,15 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:02,80 ;7640 ;14 ;93;27;0,939 ;0,0 ;41,1 ;40,6 ;7,6 ;1,000 ;0 ;5,29 ;12,0 ;-61 ;0 ;0 ;0,0;
774 ;0:02,90 ;7631 ;15 ;93;27;0,905 ;0,0 ;41,4 ;40,9 ;41,3 ;1,000 ;0 ;5,33 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:03,00 ;7815 ;15 ;93;27;0,870 ;0,0 ;42,1 ;41,1 ;41,7 ;1,000 ;0 ;5,56 ;11,9 ;-2 ;0 ;0 ;0,0;
774 ;0:03,10 ;7802 ;15 ;93;28;0,844 ;0,0 ;42,2 ;41,2 ;8,8 ;1,000 ;0 ;5,34 ;11,9 ;-59 ;0 ;0 ;0,0;
774 ;0:03,20 ;7628 ;15 ;93;28;0,812 ;0,0 ;43,0 ;43,3 ;42,7 ;1,000 ;0 ;5,21 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:03,30 ;7864 ;16 ;93;28;0,926 ;0,0 ;43,6 ;42,9 ;10,9 ;1,000 ;0 ;5,40 ;12,0 ;-56 ;0 ;0 ;0,0;
774 ;0:03,40 ;7968 ;16 ;93;32;1,283 ;0,0 ;43,5 ;43,1 ;4,6 ;1,000 ;0 ;5,47 ;11,9 ;-67 ;0 ;0 ;0,0;
774 ;0:03,50 ;8071 ;17 ;93;40;1,498 ;0,0 ;43,2 ;43,3 ;5,9 ;1,000 ;0 ;5,48 ;11,9 ;-64 ;0 ;0 ;0,0;
774 ;0:03,60 ;8099 ;35 ;93;57;1,498 ;0,0 ;42,2 ;44,1 ;59,4 ;1,000 ;0 ;5,41 ;12,0 ;13 ;0 ;0 ;0,0;
774 ;0:03,70 ;8344 ;55 ;93;69;1,498 ;0,0 ;41,2 ;41,0 ;61,1 ;1,000 ;0 ;5,54 ;11,9 ;11 ;0 ;0 ;0,0;
774 ;0:03,80 ;7968 ;59 ;93;75;1,498 ;0,0 ;41,3 ;41,5 ;41,2 ;1,000 ;0 ;5,37 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:03,90 ;7588 ;59 ;93;78;1,498 ;0,0 ;42,0 ;41,8 ;41,6 ;1,000 ;0 ;5,09 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:04,00 ;7687 ;59 ;93;77;1,498 ;0,0 ;42,2 ;42,4 ;42,2 ;1,000 ;0 ;5,24 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:04,10 ;7757 ;59 ;93;76;1,351 ;0,0 ;42,4 ;42,3 ;42,4 ;1,000 ;0 ;5,14 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:04,20 ;7697 ;59 ;93;77;1,171 ;0,0 ;42,5 ;42,3 ;42,7 ;1,000 ;0 ;5,16 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:04,30 ;8106 ;59 ;93;76;1,072 ;0,0 ;41,3 ;42,9 ;41,9 ;1,000 ;0 ;5,30 ;12,0 ;1 ;0 ;0 ;0,0;
774 ;0:04,40 ;7491 ;59 ;93;82;1,193 ;0,0 ;40,2 ;41,1 ;63,7 ;1,000 ;0 ;4,96 ;12,0 ;16 ;0 ;0 ;0,0;
774 ;0:04,50 ;7539 ;58 ;93;82;1,338 ;0,0 ;38,3 ;39,9 ;39,7 ;1,000 ;0 ;4,91 ;12,0 ;3 ;0 ;0 ;0,0;
774 ;0:04,60 ;7134 ;58 ;93;85;1,095 ;0,0 ;36,9 ;37,3 ;37,4 ;1,000 ;0 ;4,80 ;11,9 ;1 ;0 ;0 ;0,0;
774 ;0:04,70 ;6768 ;58 ;93;86;1,083 ;0,0 ;36,0 ;36,0 ;36,3 ;1,000 ;0 ;4,52 ;12,1 ;0 ;0 ;0 ;0,0;
774 ;0:04,80 ;6478 ;58 ;93;86;1,403 ;0,0 ;35,3 ;36,8 ;36,9 ;1,000 ;0 ;4,22 ;12,0 ;4 ;0 ;0 ;0,0;
774 ;0:04,90 ;7267 ;58 ;93;84;1,498 ;0,0 ;32,5 ;34,1 ;33,7 ;1,000 ;0 ;4,86 ;11,9 ;4 ;0 ;0 ;0,0;
774 ;0:05,00 ;6375 ;58 ;93;87;1,498 ;0,0 ;32,4 ;32,7 ;32,2 ;1,000 ;0 ;4,30 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:05,10 ;6151 ;58 ;93;85;1,498 ;0,0 ;32,5 ;32,1 ;32,2 ;1,000 ;0 ;4,17 ;11,9 ;-1 ;0 ;0 ;0,0;
774 ;0:05,20 ;6121 ;58 ;93;85;1,498 ;0,0 ;33,0 ;32,6 ;32,7 ;1,000 ;0 ;4,25 ;11,9 ;-1 ;0 ;0 ;0,0;
774 ;0:05,30 ;6264 ;58 ;94;85;1,498 ;0,0 ;33,8 ;33,4 ;33,5 ;1,000 ;0 ;4,23 ;12,1 ;-1 ;0 ;0 ;0,0;
774 ;0:05,40 ;6317 ;58 ;94;84;1,498 ;0,0 ;34,3 ;33,8 ;34,0 ;1,000 ;0 ;4,26 ;12,1 ;-1 ;0 ;0 ;0,0;
774 ;0:05,50 ;6438 ;58 ;94;84;1,498 ;0,0 ;34,9 ;34,2 ;34,6 ;1,000 ;0 ;4,35 ;12,1 ;-1 ;0 ;0 ;0,0;
774 ;0:05,60 ;6514 ;58 ;94;83;1,498 ;0,0 ;35,6 ;35,2 ;35,0 ;1,000 ;0 ;4,47 ;12,0 ;-1 ;0 ;0 ;0,0;
774 ;0:05,70 ;6749 ;57 ;94;82;1,498 ;0,0 ;36,4 ;36,1 ;36,0 ;1,000 ;0 ;4,55 ;12,0 ;-1 ;0 ;0 ;0,0;
774 ;0:05,80 ;6791 ;57 ;94;83;1,498 ;0,0 ;37,1 ;35,9 ;35,5 ;1,000 ;0 ;4,72 ;11,9 ;-4 ;0 ;0 ;0,0;
774 ;0:05,90 ;6345 ;57 ;94;84;1,498 ;0,0 ;38,6 ;37,6 ;36,9 ;1,000 ;0 ;4,42 ;12,0 ;-4 ;0 ;0 ;0,0;
774 ;0:06,00 ;6820 ;57 ;94;81;1,498 ;0,0 ;38,4 ;38,8 ;38,5 ;1,000 ;0 ;4,71 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:06,10 ;7376 ;57 ;94;78;1,498 ;0,0 ;38,4 ;38,9 ;38,8 ;1,000 ;0 ;4,93 ;12,0 ;1 ;0 ;0 ;0,0;
774 ;0:06,20 ;7572 ;57 ;94;77;1,498 ;0,0 ;38,5 ;38,8 ;38,0 ;1,000 ;0 ;5,00 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:06,30 ;7411 ;57 ;94;78;1,498 ;0,0 ;38,9 ;39,0 ;38,8 ;1,000 ;0 ;4,95 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:06,40 ;7536 ;56 ;94;78;1,498 ;0,0 ;39,3 ;39,2 ;38,6 ;1,000 ;0 ;5,05 ;12,1 ;-1 ;0 ;0 ;0,0;
774 ;0:06,50 ;7338 ;56 ;95;80;1,498 ;0,0 ;40,0 ;39,4 ;38,8 ;1,000 ;0 ;4,92 ;12,0 ;-2 ;0 ;0 ;0,0;
774 ;0:06,60 ;6944 ;56 ;95;80;1,498 ;0,0 ;41,2 ;40,7 ;40,5 ;1,000 ;0 ;4,72 ;12,0 ;-1 ;0 ;0 ;0,0;
774 ;0:06,70 ;7476 ;56 ;95;75;1,498 ;0,0 ;41,5 ;42,2 ;41,3 ;1,000 ;0 ;5,04 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:06,80 ;7961 ;55 ;95;71;1,498 ;0,0 ;41,4 ;41,7 ;41,7 ;1,000 ;0 ;5,38 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:06,90 ;8141 ;55 ;95;69;1,498 ;0,0 ;41,7 ;42,4 ;41,4 ;1,000 ;0 ;5,51 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:07,00 ;8138 ;55 ;95;71;1,498 ;0,0 ;41,8 ;42,4 ;41,6 ;1,000 ;0 ;5,37 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:07,10 ;7684 ;54 ;96;75;1,498 ;0,0 ;42,3 ;42,2 ;41,1 ;1,000 ;0 ;5,14 ;11,9 ;-2 ;0 ;0 ;0,0;
774 ;0:07,20 ;7767 ;54 ;96;71;1,498 ;0,0 ;42,8 ;44,2 ;42,7 ;1,000 ;0 ;5,30 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:07,30 ;8023 ;54 ;96;69;1,498 ;0,0 ;43,1 ;44,5 ;42,4 ;1,000 ;0 ;5,32 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:07,40 ;8155 ;54 ;96;67;1,498 ;0,0 ;43,3 ;44,3 ;2,5 ;1,000 ;0 ;5,49 ;11,8 ;-70 ;0 ;0 ;0,0;
774 ;0:07,50 ;8220 ;54 ;96;67;1,498 ;0,0 ;43,4 ;44,7 ;113,5 ;1,000 ;0 ;5,57 ;11,9 ;42 ;0 ;0 ;0,0;
774 ;0:07,60 ;8281 ;54 ;96;67;1,498 ;0,0 ;43,6 ;44,3 ;43,8 ;1,000 ;0 ;5,55 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:07,70 ;8202 ;55 ;96;67;1,498 ;0,0 ;43,5 ;44,5 ;6,5 ;1,000 ;0 ;5,55 ;11,9 ;-63 ;0 ;0 ;0,0;
774 ;0:07,80 ;8267 ;55 ;96;68;1,434 ;0,0 ;43,1 ;44,4 ;6,5 ;1,000 ;0 ;5,54 ;11,9 ;-63 ;0 ;0 ;0,0;
774 ;0:07,90 ;8095 ;55 ;97;69;1,202 ;0,0 ;42,8 ;44,6 ;70,3 ;1,000 ;0 ;5,37 ;11,9 ;19 ;0 ;0 ;0,0;
774 ;0:08,00 ;8256 ;55 ;97;68;1,097 ;0,0 ;42,5 ;44,8 ;18,0 ;1,000 ;0 ;5,35 ;12,0 ;-41 ;0 ;0 ;0,0;
774 ;0:08,10 ;7961 ;55 ;97;73;1,052 ;0,0 ;41,1 ;43,7 ;8,6 ;1,000 ;0 ;5,16 ;12,0 ;-57 ;0 ;0 ;0,0;
774 ;0:08,20 ;8009 ;55 ;97;75;1,002 ;0,0 ;38,8 ;42,0 ;2,6 ;1,000 ;0 ;5,24 ;12,0 ;-68 ;0 ;0 ;0,0;
774 ;0:08,30 ;7431 ;54 ;97;80;1,041 ;0,0 ;37,2 ;39,5 ;14,7 ;1,000 ;0 ;4,83 ;12,0 ;-43 ;0 ;0 ;0,0;
774 ;0:08,40 ;7186 ;54 ;97;81;1,220 ;0,0 ;35,3 ;38,1 ;37,5 ;1,000 ;0 ;4,74 ;12,0 ;6 ;0 ;0 ;0,0;
774 ;0:08,50 ;6980 ;52 ;97;82;1,339 ;0,0 ;33,6 ;36,4 ;36,3 ;1,000 ;0 ;4,54 ;12,0 ;8 ;0 ;0 ;0,0;
774 ;0:08,60 ;6616 ;52 ;97;82;1,397 ;0,0 ;32,5 ;35,3 ;34,7 ;1,000 ;0 ;4,37 ;12,1 ;7 ;0 ;0 ;0,0;
774 ;0:08,70 ;6334 ;51 ;97;83;1,480 ;0,0 ;31,9 ;34,9 ;32,7 ;1,000 ;0 ;4,20 ;12,0 ;4 ;0 ;0 ;0,0;
774 ;0:08,80 ;6377 ;51 ;97;83;1,489 ;0,0 ;31,3 ;34,7 ;32,5 ;1,000 ;0 ;4,23 ;12,0 ;5 ;0 ;0 ;0,0;
774 ;0:08,90 ;6163 ;51 ;98;82;1,498 ;0,0 ;31,0 ;34,3 ;32,2 ;1,000 ;0 ;4,18 ;11,9 ;5 ;0 ;0 ;0,0;
774 ;0:09,00 ;6171 ;50 ;98;80;1,498 ;0,0 ;30,9 ;34,1 ;31,2 ;1,000 ;0 ;4,06 ;11,9 ;3 ;0 ;0 ;0,0;
774 ;0:09,10 ;6196 ;45 ;98;77;1,498 ;0,0 ;30,7 ;34,7 ;31,1 ;1,000 ;0 ;4,09 ;12,0 ;4 ;0 ;0 ;0,0;
774 ;0:09,20 ;6089 ;44 ;98;76;1,498 ;0,0 ;30,9 ;33,9 ;31,6 ;1,000 ;0 ;4,06 ;12,1 ;3 ;0 ;0 ;0,0;
774 ;0:09,30 ;5988 ;42 ;98;74;1,498 ;0,0 ;30,9 ;33,9 ;31,1 ;1,000 ;0 ;3,94 ;12,0 ;2 ;0 ;0 ;0,0;
774 ;0:09,40 ;6302 ;37 ;98;68;1,498 ;0,0 ;30,9 ;34,1 ;31,5 ;1,000 ;0 ;4,30 ;12,1 ;3 ;0 ;0 ;0,0;
774 ;0:09,50 ;6067 ;34 ;98;69;1,498 ;0,0 ;31,4 ;33,8 ;31,3 ;1,000 ;0 ;4,15 ;12,0 ;1 ;0 ;0 ;0,0;
774 ;0:09,60 ;6095 ;34 ;98;68;1,498 ;0,0 ;32,6 ;33,1 ;32,6 ;1,000 ;0 ;4,07 ;12,1 ;0 ;0 ;0 ;0,0;
774 ;0:09,70 ;6186 ;34 ;98;68;1,498 ;0,0 ;33,9 ;32,5 ;34,3 ;1,000 ;0 ;4,31 ;12,0 ;-2 ;0 ;0 ;0,0;
774 ;0:09,80 ;6258 ;34 ;97;68;1,495 ;0,0 ;34,9 ;31,5 ;34,7 ;1,000 ;0 ;4,33 ;12,0 ;-7 ;0 ;0 ;0,0;
774 ;0:09,90 ;6115 ;34 ;97;68;1,496 ;0,0 ;34,8 ;31,6 ;35,0 ;1,000 ;0 ;4,16 ;12,0 ;-6 ;0 ;0 ;0,0;
774 ;0:10,00 ;6349 ;34 ;97;67;1,498 ;0,0 ;34,7 ;32,2 ;34,8 ;1,000 ;0 ;4,42 ;11,9 ;-5 ;0 ;0 ;0,0;
774 ;0:10,10 ;6233 ;34 ;97;68;1,498 ;0,0 ;34,7 ;31,8 ;34,5 ;1,000 ;0 ;4,26 ;11,9 ;-6 ;0 ;0 ;0,0;
774 ;0:10,20 ;6264 ;34 ;97;67;1,498 ;0,0 ;34,4 ;32,4 ;34,4 ;1,000 ;0 ;4,33 ;12,0 ;-4 ;0 ;0 ;0,0;
774 ;0:10,30 ;6212 ;34 ;97;67;1,498 ;0,0 ;34,2 ;32,7 ;34,4 ;1,000 ;0 ;4,20 ;12,1 ;-3 ;0 ;0 ;0,0;
774 ;0:10,40 ;6192 ;34 ;97;67;1,498 ;0,0 ;34,0 ;32,9 ;33,8 ;1,000 ;0 ;4,21 ;12,1 ;-2 ;0 ;0 ;0,0;
774 ;0:10,50 ;6254 ;34 ;97;67;1,498 ;0,0 ;33,8 ;33,8 ;34,1 ;1,000 ;0 ;4,24 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:10,60 ;6347 ;34 ;97;68;1,498 ;0,0 ;33,8 ;33,7 ;33,7 ;1,000 ;0 ;4,21 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:10,70 ;6241 ;34 ;97;67;1,498 ;0,0 ;33,6 ;33,9 ;34,1 ;1,000 ;0 ;4,22 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:10,80 ;6405 ;34 ;97;67;1,498 ;0,0 ;33,5 ;33,4 ;33,6 ;1,000 ;0 ;4,30 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:10,90 ;6254 ;34 ;97;67;1,498 ;0,0 ;33,6 ;33,7 ;33,5 ;1,000 ;0 ;4,21 ;12,1 ;0 ;0 ;0 ;0,0;
774 ;0:11,00 ;6256 ;34 ;97;67;1,498 ;0,0 ;33,8 ;34,1 ;34,0 ;1,000 ;0 ;4,25 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:11,10 ;6469 ;34 ;96;67;1,498 ;0,0 ;33,4 ;33,7 ;33,4 ;1,000 ;0 ;4,39 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:11,20 ;6304 ;35 ;96;68;1,498 ;0,0 ;33,3 ;33,7 ;33,3 ;1,000 ;0 ;4,25 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:11,30 ;6225 ;34 ;96;68;1,498 ;0,0 ;33,6 ;34,3 ;33,8 ;1,000 ;0 ;4,23 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:11,40 ;6291 ;35 ;96;67;1,498 ;0,0 ;33,7 ;34,0 ;33,8 ;1,000 ;0 ;4,28 ;12,1 ;0 ;0 ;0 ;0,0;
774 ;0:11,50 ;6408 ;35 ;96;68;1,498 ;0,0 ;33,4 ;33,6 ;33,0 ;1,000 ;0 ;4,29 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:11,60 ;6218 ;35 ;96;68;1,498 ;0,0 ;33,4 ;33,8 ;33,5 ;1,000 ;0 ;4,21 ;11,8 ;0 ;0 ;0 ;0,0;
774 ;0:11,70 ;6325 ;35 ;96;67;1,498 ;0,0 ;33,7 ;34,1 ;34,0 ;1,000 ;0 ;4,36 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:11,80 ;6458 ;35 ;96;67;1,498 ;0,0 ;33,5 ;33,7 ;33,8 ;1,000 ;0 ;4,34 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:11,90 ;6308 ;35 ;96;67;1,498 ;0,0 ;33,7 ;33,3 ;33,6 ;1,000 ;0 ;4,15 ;12,2 ;-1 ;0 ;0 ;0,0;
774 ;0:12,00 ;6332 ;35 ;96;67;1,498 ;0,0 ;33,8 ;34,0 ;33,9 ;1,000 ;0 ;4,32 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:12,10 ;6273 ;35 ;96;67;1,498 ;0,0 ;33,9 ;34,0 ;33,9 ;1,000 ;0 ;4,22 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:12,20 ;6430 ;35 ;96;67;1,442 ;0,0 ;34,1 ;34,2 ;34,5 ;1,000 ;0 ;4,32 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:12,30 ;6349 ;35 ;96;67;1,442 ;0,0 ;34,2 ;34,1 ;34,5 ;1,000 ;0 ;4,32 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:12,40 ;6360 ;35 ;96;67;1,445 ;0,0 ;34,3 ;34,1 ;34,4 ;1,000 ;0 ;4,22 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:12,50 ;6487 ;35 ;96;67;1,297 ;0,0 ;34,1 ;34,5 ;34,6 ;1,000 ;0 ;4,37 ;12,0 ;1 ;0 ;0 ;0,0;
774 ;0:12,60 ;6250 ;35 ;96;68;1,246 ;0,0 ;33,9 ;34,4 ;34,0 ;1,000 ;0 ;4,23 ;11,8 ;0 ;0 ;0 ;0,0;
774 ;0:12,70 ;6388 ;36 ;96;69;1,315 ;0,0 ;33,8 ;34,2 ;34,5 ;1,000 ;0 ;4,31 ;11,9 ;1 ;0 ;0 ;0,0;
774 ;0:12,80 ;6306 ;36 ;96;69;1,483 ;0,0 ;33,3 ;33,0 ;33,4 ;1,000 ;0 ;4,09 ;12,1 ;0 ;0 ;0 ;0,0;
774 ;0:12,90 ;6304 ;36 ;96;69;1,498 ;0,0 ;32,9 ;33,8 ;33,9 ;1,000 ;0 ;4,21 ;12,1 ;2 ;0 ;0 ;0,0;
774 ;0:13,00 ;6416 ;37 ;96;70;1,498 ;0,0 ;32,1 ;31,9 ;31,9 ;1,000 ;0 ;4,31 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:13,10 ;6291 ;39 ;96;73;1,498 ;0,0 ;32,3 ;32,5 ;32,1 ;1,000 ;0 ;4,15 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:13,20 ;6046 ;43 ;96;78;1,498 ;0,0 ;32,5 ;32,0 ;32,4 ;1,000 ;0 ;4,06 ;11,9 ;-1 ;0 ;0 ;0,0;
774 ;0:13,30 ;6137 ;49 ;96;79;1,498 ;0,0 ;33,3 ;32,7 ;32,8 ;1,000 ;0 ;4,13 ;12,0 ;-1 ;0 ;0 ;0,0;
774 ;0:13,40 ;6277 ;49 ;96;78;1,498 ;0,0 ;33,9 ;33,5 ;33,8 ;1,000 ;0 ;4,21 ;12,0 ;-1 ;0 ;0 ;0,0;
774 ;0:13,50 ;6302 ;49 ;96;77;1,311 ;0,0 ;34,6 ;33,1 ;32,8 ;1,000 ;0 ;4,13 ;12,0 ;-5 ;0 ;0 ;0,0;
774 ;0:13,60 ;5956 ;47 ;96;72;1,172 ;0,0 ;36,0 ;35,9 ;35,8 ;1,000 ;0 ;4,05 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:13,70 ;6590 ;36 ;96;51;1,115 ;0,0 ;36,1 ;35,7 ;36,4 ;1,000 ;0 ;4,48 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:13,80 ;6768 ;18 ;96;42;1,058 ;0,0 ;36,3 ;36,2 ;36,3 ;1,000 ;0 ;4,56 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:13,90 ;6815 ;18 ;96;41;0,998 ;0,0 ;36,4 ;37,1 ;36,6 ;1,000 ;0 ;4,70 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:14,00 ;6833 ;18 ;96;41;0,926 ;0,0 ;36,4 ;36,6 ;36,4 ;1,000 ;0 ;4,64 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:14,10 ;6788 ;18 ;96;41;0,859 ;0,0 ;36,5 ;36,7 ;36,8 ;1,000 ;0 ;4,58 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:14,20 ;6848 ;18 ;96;42;0,816 ;0,0 ;36,5 ;36,6 ;36,5 ;1,000 ;0 ;4,63 ;12,0 ;0 ;0 ;0 ;0,0;
774 ;0:14,30 ;6843 ;18 ;96;44;0,855 ;0,0 ;36,3 ;36,2 ;36,5 ;1,000 ;0 ;4,60 ;11,9 ;0 ;0 ;0 ;0,0;
774 ;0:14,40 ;6710 ;18 ;96;46;0,946 ;0,0 ;35,7 ;36,0 ;36,2 ;1,000 ;0 ;4,47 ;11,8 ;0 ;0 ;0 ;0,0;
774 ;0:14,50 ;6727 ;18 ;96;50;0,981 ;0,0 ;35,5 ;36,4 ;36,0 ;1,000 ;0 ;4,51 ;11,9 ;1 ;0 ;0 ;0,0;
774 ;0:14,60 ;6499 ;18 ;96;62;1,207 ;0,0 ;34,4 ;34,7 ;35,0 ;1,000 ;0 ;4,28 ;12,1 ;0 ;0 ;0 ;0,0;
774 ;0:14,70 ;6294 ;45 ;96;81;1,498 ;0,0 ;33,6 ;35,5 ;35,1 ;1,000 ;0 ;4,16 ;11,8 ;4 ;0 ;0 ;0,0;
