"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"AccelAvantX"|"G"|0.0|10.0|50,"AccelAvantZ"|"G"|0.0|10.0|50,"AccelAvantY"|"G"|0.0|10.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"Distance"|"mi"|0.0|0.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
86643,1556369366898,0.434,0.415,0.4047,0.01,0.02,0.98,0,-0,-0,0,19,73,22,99,1256,0.0,300,97,60,122.0,0,1,0,0,0,0,0,0,250,250,0,45.700008,4.910002,0.0,650.5,0.036,0,0.0,-1,0.0,0.0,0
86663,1556369366918,0.435,0.415,0.4022,0.01,0.02,0.98,0,-0,-0,0,19,73,22,99,1257,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
86683,1556369366938,0.437,0.408,0.4047,0.01,0.02,0.98,0,-0,-0,0,20,73,22,99,1257,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
86703,1556369366958,0.439,0.414,0.4035,0.01,0.02,0.98,0,-0,-0,0,19,73,22,99,1257,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
86723,1556369366978,0.437,0.41,0.4047,0.01,0.02,0.98,0,-0,-0,0,19,73,22,99,1258,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
86743,1556369366992,0.434,0.408,0.4022,0.01,0.02,0.98,0,-0,-0,0,19,73,22,99,1258,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,45.700008,4.910002,0.0,650.5,0.036,0,0.0,-1,0.0,0.0,0
86763,1556369367012,0.439,0.41,0.4035,0.01,0.02,0.98,0,-0,-0,0,19,73,22,99,1259,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
86783,1556369367032,0.435,0.415,0.4022,0.01,0.02,0.98,0,-0,-0,0,19,73,22,99,1260,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
86803,1556369367052,0.435,0.416,0.4022,0.01,0.02,0.98,0,-0,-0,0,19,73,22,99,1260,0.0,300,97,60,122.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
86823,1556369367072,0.439,0.41,0.4047,0.01,0.02,0.98,0,-0,-0,0,19,73,22,99,1262,0.0,300,97,60,122.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
86843,1556369367098,0.437,0.408,0.4035,0.01,0.02,0.98,0,-0,-0,0,20,73,22,99,1262,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,45.700008,4.910002,0.0,650.5,0.036,0,0.0,-1,0.0,0.0,0
86863,1556369367118,0.435,0.41,0.4047,0.01,0.02,0.98,0,-0,-0,0,19,73,22,99,1262,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
86883,1556369367138,0.436,0.408,0.4047,0.01,0.02,0.99,0,-0,-0,0,19,73,22,99,1263,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
86903,1556369367158,0.439,0.415,0.4035,0.01,0.02,0.98,0,-0,-0,0,19,73,22,99,1263,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
86923,1556369367178,0.435,0.415,0.4035,0.01,0.02,0.99,0,-1,-0,0,19,73,22,99,1264,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
86943,1556369367198,0.44,0.412,0.3984,0.01,0.02,0.99,0,-1,-0,0,19,73,22,99,1264,0.0,300,97,60,122.0,0,1,0,0,0,0,0,0,250,250,0,45.700008,4.910002,0.0,650.5,0.036,0,0.0,-1,0.0,0.0,0
86963,1556369367218,0.434,0.414,0.3984,0.01,0.02,0.99,0,-1,-0,0,19,73,22,99,1264,0.0,300,97,60,122.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
86983,1556369367238,0.436,0.41,0.3997,0.01,0.02,0.99,0,-1,-0,0,19,73,22,99,1265,0.0,300,97,60,122.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
87003,1556369367258,0.435,0.41,0.4047,0.01,0.02,0.99,0,-1,-0,0,19,73,22,99,1265,0.0,300,97,60,122.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
87023,1556369367278,0.435,0.415,0.401,0.01,0.02,0.99,0,-1,-0,0,19,73,22,99,1265,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
87043,1556369367298,0.434,0.412,0.3997,0.01,0.02,0.98,0,-1,-0,0,19,73,22,99,1266,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,45.700008,4.910002,0.0,650.5,0.036,0,0.0,-1,0.0,0.0,0
87063,1556369367318,0.439,0.41,0.4047,0.01,0.02,0.98,0,-1,-0,0,19,73,22,99,1266,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
87083,1556369367338,0.434,0.415,0.3997,0.02,0.02,0.98,0,-1,-0,0,19,73,22,99,1266,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
87103,1556369367358,0.441,0.41,0.3997,0.02,0.02,0.98,0,-0,-0,0,19,73,22,99,1266,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
87123,1556369367378,0.439,0.41,0.4047,0.02,0.02,0.98,0,-0,-0,0,19,73,22,99,1267,0.0,300,97,60,122.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
87143,1556369367398,0.441,0.415,0.3997,0.02,0.02,0.98,0,-0,-0,0,19,73,22,99,1267,0.0,300,97,60,122.0,0,1,0,0,0,0,0,0,250,250,0,45.700008,4.910002,0.0,650.5,0.036,0,0.0,-1,0.0,0.0,0
87163,1556369367418,0.435,0.414,0.4072,0.02,0.02,0.98,0,-0,-0,0,19,73,22,99,1267,0.0,300,97,60,122.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
87183,1556369367438,0.439,0.408,0.406,0.02,0.02,0.98,0,-0,-0,0,19,73,22,99,1267,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
87203,1556369367458,0.435,0.407,0.4022,0.02,0.02,0.98,0,-0,-0,0,19,73,22,99,1268,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
87223,1556369367478,0.44,0.412,0.401,0.02,0.02,0.98,0,-0,-0,0,20,73,22,99,1268,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
87243,1556369367498,0.441,0.416,0.4047,0.02,0.02,0.98,0,-1,-0,0,19,73,22,99,1269,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,45.700008,4.910002,0.0,650.5,0.036,0,0.0,-1,0.0,0.0,0
87263,1556369367518,0.437,0.402,0.3997,0.02,0.02,0.98,0,-1,-0,0,20,73,22,99,1270,0.0,300,97,60,121.0,0,1,0,0,0,0,0,0,250,250,0,,,,,,,,,,,
