"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Brake_F"|"Bar"|0|2000|10,"Brake_R"|"Bar"|0|2000|10,"Height_RF"|"mm"|0|255|10,"Height_LF"|"mm"|0|255|10,"Height_LR"|"mm"|0|80|10,"Height_RR"|"mm"|0|255|10,"Steering"|"deg"|-100|100|10,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"Unknown"|""|0|1024|25,"Log_Button"|""|0.0|10.0|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
60083,0,,,,,,,,-0.02,0.16,0.33,-1,-11,-3,0.16,0,,,,,,,,,,,,,,,,,
60123,0,,,,,,,,0.01,0.2,0.29,-0,4,-7,0.2,0,,,,,,,,,,,,,,,,,
60163,0,,,,,,,,-0.05,0.08,-0.07,-1,1,-6,0.1,0,,,,,,,,,,,,,,,,,
60203,0,,,,,,,,-0.04,0.1,-0.08,1,-10,5,0.11,0,,,,,,,,,,,,,,,,,
60243,0,-1,2,46,52,32,36,-0,0.12,0.1,-0.09,-0,-14,7,0.16,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,1.0041
60283,0,,,,,,,,0.12,0.02,-0.05,-0,-2,1,0.12,0,,,,,,,,,,,,,,,,,
60323,0,,,,,,,,0.03,-0.01,-0.02,-0,5,-3,0.03,0,,,,,,,,,,,,,,,,,
60363,0,,,,,,,,-0.03,0.07,-0.04,0,-4,5,0.07,0,,,,,,,,,,,,,,,,,
60403,0,,,,,,,,0.07,0.06,-0.05,1,-8,7,0.09,0,,,,,,,,,,,,,,,,,
60443,0,-1,2,46,52,32,36,-0,0.04,0.03,-0.02,-0,5,-0,0.05,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,1.0074
60483,0,,,,,,,,-0.08,-0.0,-0.4,0,-7,8,0.08,0,,,,,,,,,,,,,,,,,
60523,0,,,,,,,,0.11,0.01,-0.34,-0,-8,10,0.11,0,,,,,,,,,,,,,,,,,
60563,0,,,,,,,,0.1,-0.04,-0.26,-1,6,1,0.1,0,,,,,,,,,,,,,,,,,
60603,0,,,,,,,,0.11,0.03,-0.38,-0,-9,11,0.12,0,,,,,,,,,,,,,,,,,
60643,0,-0,2,46,52,32,36,0,0.16,0.03,0.07,0,5,-0,0.16,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,1.0107
60683,0,,,,,,,,0.0,0.0,-0.21,1,2,2,0.01,0,,,,,,,,,,,,,,,,,
60723,0,,,,,,,,0.13,0.02,-0.19,-0,0,5,0.13,0,,,,,,,,,,,,,,,,,
60763,0,,,,,,,,0.07,0.0,-0.13,-1,8,-2,0.07,0,,,,,,,,,,,,,,,,,
60803,0,,,,,,,,0.12,0.05,-0.13,-0,-4,7,0.13,0,,,,,,,,,,,,,,,,,
60843,0,0,2,46,52,32,36,-1,0.05,0.01,-0.09,-1,7,-4,0.05,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,1.0141
60883,0,,,,,,,,0.12,0.05,-0.09,-0,-2,5,0.13,0,,,,,,,,,,,,,,,,,
60923,0,,,,,,,,0.0,0.01,-0.05,-0,3,-1,0.01,0,,,,,,,,,,,,,,,,,
60963,0,,,,,,,,0.09,0.04,-0.06,0,-3,5,0.1,0,,,,,,,,,,,,,,,,,
61003,0,,,,,,,,0.04,-0.03,-0.03,-0,4,-1,0.05,0,,,,,,,,,,,,,,,,,
61043,0,-1,2,46,52,32,36,-0,0.13,0.05,-0.05,-1,-1,2,0.13,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,1.0174
61083,0,,,,,,,,0.02,-0.03,-0.02,-0,-2,2,0.04,0,,,,,,,,,,,,,,,,,
61123,0,,,,,,,,0.15,0.0,0.05,-1,5,-2,0.15,0,,,,,,,,,,,,,,,,,
61163,0,,,,,,,,0.03,-0.07,-0.34,-1,-6,6,0.07,0,,,,,,,,,,,,,,,,,
61203,0,,,,,,,,0.16,0.02,0.1,-0,12,-8,0.16,0,,,,,,,,,,,,,,,,,
61243,0,1,2,46,52,32,36,-0,0.13,0.03,-0.3,-0,-3,4,0.13,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,1.0207
61283,0,,,,,,,,0.02,0.02,-0.22,-0,-2,0,0.03,0,,,,,,,,,,,,,,,,,
61323,0,,,,,,,,0.1,0.02,0.2,-0,11,-9,0.1,0,,,,,,,,,,,,,,,,,
61363,0,,,,,,,,0.07,-0.01,-0.22,0,-1,4,0.07,0,,,,,,,,,,,,,,,,,
61403,0,,,,,,,,0.08,-0.07,0.1,-0,11,-7,0.11,0,,,,,,,,,,,,,,,,,
61443,0,0,2,46,52,32,36,-1,0.13,-0.01,0.06,-2,7,-5,0.13,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,1.024
61483,0,,,,,,,,0.02,-0.07,-0.33,-1,-8,7,0.07,0,,,,,,,,,,,,,,,,,
61523,0,,,,,,,,0.1,-0.06,0.11,-1,9,-8,0.11,0,,,,,,,,,,,,,,,,,
61563,0,,,,,,,,0.08,-0.06,-0.03,-1,-1,0,0.1,0,,,,,,,,,,,,,,,,,
61603,0,,,,,,,,0.01,-0.1,-0.01,-1,-9,6,0.1,0,,,,,,,,,,,,,,,,,
61643,0,-1,2,46,52,32,36,-0,0.11,-0.04,0.38,-1,5,-5,0.11,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,1.0274
61683,0,,,,,,,,0.1,-0.03,-0.08,-0,-8,8,0.11,0,,,,,,,,,,,,,,,,,
61723,0,,,,,,,,0.02,-0.06,-0.44,-1,-8,6,0.06,0,,,,,,,,,,,,,,,,,
61763,0,,,,,,,,0.03,-0.07,0.02,0,8,-6,0.08,0,,,,,,,,,,,,,,,,,
61803,0,,,,,,,,0.09,0.01,-0.0,1,-6,5,0.09,0,,,,,,,,,,,,,,,,,
61843,0,-1,2,46,52,32,36,-0,-0.05,-0.04,-0.1,0,4,-5,0.07,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,1.0307
61883,0,,,,,,,,0.06,0.04,0.3,-0,2,-4,0.07,0,,,,,,,,,,,,,,,,,
61923,0,,,,,,,,0.01,0.05,-0.14,0,-8,5,0.05,0,,,,,,,,,,,,,,,,,
61963,0,,,,,,,,0.02,-0.02,0.27,1,9,-9,0.03,0,,,,,,,,,,,,,,,,,
62003,0,,,,,,,,0.06,0.06,0.2,2,-4,2,0.08,0,,,,,,,,,,,,,,,,,
62043,0,0,2,46,52,32,36,-1,-0.04,-0.01,0.1,1,5,-7,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,1.034
62083,0,,,,,,,,0.06,0.03,0.46,-0,7,-6,0.07,0,,,,,,,,,,,,,,,,,
62123,0,,,,,,,,0.02,0.08,-0.01,0,-7,4,0.08,0,,,,,,,,,,,,,,,,,
62163,0,,,,,,,,0.02,0.02,0.12,0,10,-11,0.03,0,,,,,,,,,,,,,,,,,
