"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Brake_F"|"Bar"|0|2000|10,"Brake_R"|"Bar"|0|2000|10,"Height_RF"|"mm"|0|255|10,"Height_LF"|"mm"|0|255|10,"Height_LR"|"mm"|0|80|10,"Height_RR"|"mm"|0|255|10,"Steering"|"deg"|-100|100|10,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"Unknown"|""|0|1024|25,"Log_Button"|""|0.0|10.0|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
17083,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17123,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17163,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17203,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17243,0,-1,2,46,54,32,37,-22,0.04,-0.02,1.0,0,0,0,0.04,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.2874
17283,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17323,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17363,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17403,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17443,0,0,1,46,53,32,37,-21,0.04,-0.02,1.0,0,0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.2907
17483,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17523,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17563,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17603,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17643,0,0,2,47,54,32,37,-21,0.04,-0.02,1.0,0,0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.294
17683,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17723,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17763,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
17803,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
17843,0,0,2,46,54,32,37,-22,0.04,-0.02,1.0,0,0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.2974
17883,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
17923,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
17963,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
18003,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
18043,0,-0,2,47,53,32,37,-22,0.04,-0.02,1.0,0,-0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3007
18083,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
18123,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
