"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Brake_F"|"Bar"|0|2000|10,"Brake_R"|"Bar"|0|2000|10,"Height_RF"|"mm"|0|255|10,"Height_LF"|"mm"|0|255|10,"Height_LR"|"mm"|0|80|10,"Height_RR"|"mm"|0|255|10,"Steering"|"deg"|-100|100|10,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"Unknown"|""|0|1024|25,"Log_Button"|""|0.0|10.0|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
9083,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.05,0,,,,,,,,,,,,,,,,,
9123,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.05,0,,,,,,,,,,,,,,,,,
9163,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.05,0,,,,,,,,,,,,,,,,,
9203,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.05,0,,,,,,,,,,,,,,,,,
9243,0,1,1,47,52,32,36,-4,0.04,-0.02,1.0,0,0,0,0.05,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.154
9283,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.05,0,,,,,,,,,,,,,,,,,
9323,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.05,0,,,,,,,,,,,,,,,,,
9363,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
9403,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
9443,0,1,1,47,52,32,36,-5,0.04,-0.02,1.0,0,-0,0,0.04,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.1574
9483,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
9523,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.05,0,,,,,,,,,,,,,,,,,
9563,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.05,0,,,,,,,,,,,,,,,,,
9603,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.05,0,,,,,,,,,,,,,,,,,
9643,0,-0,2,47,51,32,36,-4,0.04,-0.02,1.0,0,0,0,0.05,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.1607
9683,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
9723,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
9763,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
9803,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
9843,0,-1,3,47,51,32,36,-5,0.04,-0.02,1.0,0,0,0,0.04,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.164
9883,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
9923,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
