"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Brake_F"|"Bar"|0|2000|10,"Brake_R"|"Bar"|0|2000|10,"Height_RF"|"mm"|0|255|10,"Height_LF"|"mm"|0|255|10,"Height_LR"|"mm"|0|80|10,"Height_RR"|"mm"|0|255|10,"Steering"|"deg"|-100|100|10,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"Unknown"|""|0|1024|25,"Log_Button"|""|0.0|10.0|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
16083,0,,,,,,,,0.02,-0.02,1.01,0,-0,0,0.03,0,,,,,,,,,,,,,,,,,
16123,0,,,,,,,,0.02,-0.02,1.01,0,-0,0,0.03,0,,,,,,,,,,,,,,,,,
16163,0,,,,,,,,0.02,-0.02,1.0,0,-0,0,0.03,0,,,,,,,,,,,,,,,,,
16203,0,,,,,,,,0.02,-0.02,1.0,0,-0,0,0.03,0,,,,,,,,,,,,,,,,,
16243,0,-1,2,47,53,32,36,14,0.02,-0.02,1.0,0,-0,0,0.03,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.2707
16283,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.03,0,,,,,,,,,,,,,,,,,
16323,0,,,,,,,,0.03,-0.02,0.99,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
16363,0,,,,,,,,0.03,-0.02,0.99,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
16403,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
16443,0,1,3,47,53,32,36,13,0.04,-0.02,1.0,0,-0,0,0.04,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.274
16483,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
16523,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
16563,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
16603,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
16643,0,-1,2,47,53,32,36,14,0.04,-0.02,1.0,0,-0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.2774
16683,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
16723,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
16763,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
16803,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
16843,0,0,1,47,52,32,36,14,0.04,-0.02,1.0,0,-0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.2807
16883,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
16923,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
16963,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
17003,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
17043,0,1,1,47,53,32,36,14,0.03,-0.02,1.0,0,-0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.284
17083,0,,,,,,,,0.03,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17123,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
17163,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
17203,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
17243,0,0,3,46,52,32,36,13,0.03,-0.02,1.0,0,-0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.2874
17283,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
17323,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
17363,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
17403,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
17443,0,1,3,46,53,32,36,13,0.03,-0.02,1.0,0,-0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.2907
17483,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
17523,0,,,,,,,,0.03,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17563,0,,,,,,,,0.03,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17603,0,,,,,,,,0.03,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17643,0,1,0,47,52,32,36,15,0.03,-0.02,1.0,0,-0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.294
17683,0,,,,,,,,0.03,-0.02,0.99,0,0,0,0.03,0,,,,,,,,,,,,,,,,,
17723,0,,,,,,,,0.03,-0.02,0.99,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17763,0,,,,,,,,0.03,-0.02,0.99,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
17803,0,,,,,,,,0.03,-0.02,1.01,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
17843,0,-0,2,47,53,32,36,14,0.03,-0.02,1.02,0,-0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.2974
17883,0,,,,,,,,0.04,-0.03,1.01,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
17923,0,,,,,,,,0.04,-0.02,1.01,0,0,0,0.05,0,,,,,,,,,,,,,,,,,
17963,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
18003,0,,,,,,,,0.04,-0.02,0.99,0,0,0,0.05,0,,,,,,,,,,,,,,,,,
18043,0,-1,2,47,53,32,36,14,0.04,-0.02,0.99,0,0,0,0.05,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3007
18083,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
18123,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
18163,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
18203,0,,,,,,,,0.04,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
18243,0,-1,2,47,53,32,36,14,0.03,-0.02,1.0,0,0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.304
18283,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
18323,0,,,,,,,,0.03,-0.02,0.99,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
18363,0,,,,,,,,0.03,-0.01,1.01,0,-0,0,0.03,0,,,,,,,,,,,,,,,,,
18403,0,,,,,,,,0.03,-0.02,1.01,0,-0,0,0.03,0,,,,,,,,,,,,,,,,,
18443,0,0,1,47,53,32,36,14,0.03,-0.02,1.0,0,-0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3074
18483,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
18523,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
18563,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
18603,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
18643,0,-1,2,47,53,32,36,14,0.04,-0.02,1.0,0,-0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3107
18683,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
18723,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.05,0,,,,,,,,,,,,,,,,,
18763,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.05,0,,,,,,,,,,,,,,,,,
18803,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.05,0,,,,,,,,,,,,,,,,,
18843,0,-0,2,47,53,32,36,14,0.04,-0.02,1.0,0,-0,0,0.05,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.314
18883,0,,,,,,,,0.04,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
18923,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
18963,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
19003,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
19043,0,0,1,46,53,32,36,14,0.03,-0.02,1.0,0,0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3174
19083,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
19123,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
19163,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
19203,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.03,0,,,,,,,,,,,,,,,,,
19243,0,0,3,46,53,32,36,13,0.03,-0.02,1.0,0,-0,0,0.03,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3207
19283,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.03,0,,,,,,,,,,,,,,,,,
19323,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
19363,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
19403,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
19443,0,-1,2,47,53,32,36,14,0.03,-0.02,1.0,0,-0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.324
19483,0,,,,,,,,0.03,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
19523,0,,,,,,,,0.03,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
19563,0,,,,,,,,0.03,-0.02,0.99,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
19603,0,,,,,,,,0.03,-0.02,0.99,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
19643,0,-0,2,47,53,32,36,14,0.03,-0.02,0.99,0,-0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3274
19683,0,,,,,,,,0.03,-0.02,0.99,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
19723,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
19763,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
19803,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
19843,0,0,2,47,53,32,36,14,0.03,-0.02,1.0,0,-0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3307
19883,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
19923,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
19963,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
20003,0,,,,,,,,0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,,,,,,,,,,,
20043,0,0,3,46,53,32,36,13,0.03,-0.02,1.0,0,-0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.334
20083,0,,,,,,,,0.03,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
20123,0,,,,,,,,0.03,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
20163,0,,,,,,,,0.03,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
20203,0,,,,,,,,0.03,-0.02,1.0,0,0,0,0.04,0,,,,,,,,,,,,,,,,,
20243,0,-1,2,46,53,32,36,14,0.03,-0.02,1.0,0,0,0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3374
