SESSION; TIME;RPM;THROT;WATER;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;TRAC %;FUEL P;VOLTS;SLIP%;INJ;ADV;LAUC S;SHIF A;INJ %;CAM T;
1325 ;0:44,10 ;6560 ;22 ;69;41;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,7 ;-1 ;2,10 ;32,3 ;0 ;0 ;11 ;0 ;
1325 ;0:44,20 ;6521 ;22 ;69;41;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,7 ;-1 ;2,10 ;32,3 ;0 ;0 ;11 ;0 ;
1325 ;0:44,30 ;6512 ;21 ;69;41;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,7 ;-1 ;2,10 ;32,3 ;0 ;0 ;11 ;0 ;
1325 ;0:44,40 ;6508 ;22 ;69;41;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,7 ;-1 ;2,10 ;32,3 ;0 ;0 ;11 ;0 ;
1325 ;0:44,50 ;6517 ;21 ;69;41;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,7 ;-1 ;2,10 ;32,3 ;0 ;0 ;11 ;0 ;
1325 ;0:44,60 ;6521 ;21 ;69;41;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,7 ;-1 ;2,10 ;32,3 ;0 ;0 ;11 ;0 ;
1325 ;0:44,70 ;6512 ;21 ;69;41;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,6 ;-1 ;2,10 ;32,3 ;0 ;0 ;11 ;0 ;
1325 ;0:44,80 ;6494 ;21 ;69;41;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,8 ;-1 ;2,10 ;32,3 ;0 ;0 ;11 ;0 ;
1325 ;0:44,90 ;6461 ;21 ;69;41;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,64 ;11,6 ;-1 ;2,10 ;32,3 ;0 ;0 ;11 ;0 ;
1325 ;0:45,00 ;6443 ;21 ;69;41;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;11,7 ;-1 ;2,10 ;32,3 ;0 ;0 ;11 ;0 ;
1325 ;0:45,10 ;6472 ;21 ;69;41;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,7 ;-1 ;2,10 ;32,3 ;0 ;0 ;11 ;0 ;
1325 ;0:45,20 ;6490 ;21 ;69;41;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,7 ;-1 ;2,10 ;32,3 ;0 ;0 ;11 ;0 ;
1325 ;0:45,30 ;6467 ;21 ;69;41;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,8 ;-1 ;2,10 ;32,3 ;0 ;0 ;11 ;0 ;
1325 ;0:45,40 ;6447 ;21 ;69;41;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,6 ;-1 ;2,10 ;32,3 ;0 ;0 ;11 ;0 ;
1325 ;0:45,50 ;6421 ;21 ;69;41;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,8 ;-1 ;2,10 ;32,3 ;0 ;0 ;11 ;0 ;
1325 ;0:45,60 ;6458 ;21 ;69;41;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,67 ;11,6 ;-1 ;2,10 ;32,3 ;0 ;0 ;11 ;0 ;
1325 ;0:45,70 ;6430 ;21 ;69;42;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,7 ;-1 ;2,11 ;33,0 ;0 ;0 ;11 ;0 ;
1325 ;0:45,80 ;6371 ;21 ;69;41;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,7 ;-1 ;2,09 ;32,3 ;0 ;0 ;11 ;0 ;
1325 ;0:45,90 ;6384 ;21 ;69;42;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,65 ;11,6 ;-1 ;2,11 ;32,9 ;0 ;0 ;11 ;0 ;
1325 ;0:46,00 ;6338 ;21 ;69;42;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,6 ;-1 ;2,11 ;32,9 ;0 ;0 ;11 ;0 ;
1325 ;0:46,10 ;6336 ;21 ;69;42;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,7 ;-1 ;2,11 ;32,9 ;0 ;0 ;11 ;0 ;
1325 ;0:46,20 ;6349 ;21 ;69;42;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,55 ;11,7 ;-1 ;2,11 ;32,9 ;0 ;0 ;11 ;0 ;
1325 ;0:46,30 ;6304 ;21 ;69;42;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,7 ;-1 ;2,11 ;32,9 ;0 ;0 ;11 ;0 ;
1325 ;0:46,40 ;6294 ;21 ;69;42;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,7 ;-1 ;2,11 ;32,9 ;0 ;0 ;11 ;0 ;
1325 ;0:46,50 ;6245 ;21 ;69;42;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;11,7 ;-1 ;2,11 ;32,9 ;0 ;0 ;11 ;0 ;
1325 ;0:46,60 ;6266 ;21 ;69;42;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,6 ;-1 ;2,09 ;32,9 ;0 ;0 ;11 ;0 ;
1325 ;0:46,70 ;6258 ;21 ;69;43;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;11,7 ;-1 ;2,10 ;33,6 ;0 ;0 ;11 ;0 ;
1325 ;0:46,80 ;6210 ;21 ;69;43;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,5 ;-1 ;2,10 ;33,6 ;0 ;0 ;10 ;0 ;
1325 ;0:46,90 ;6208 ;21 ;70;43;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,7 ;-1 ;2,10 ;33,6 ;0 ;0 ;10 ;0 ;
1325 ;0:47,00 ;6175 ;21 ;70;43;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,7 ;-1 ;2,10 ;33,5 ;0 ;0 ;10 ;0 ;
1325 ;0:47,10 ;6159 ;21 ;70;43;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,7 ;-1 ;2,12 ;33,5 ;0 ;0 ;11 ;0 ;
1325 ;0:47,20 ;6113 ;21 ;70;43;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,6 ;-1 ;2,12 ;33,5 ;0 ;0 ;10 ;0 ;
1325 ;0:47,30 ;6042 ;21 ;70;43;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,52 ;11,7 ;-1 ;2,13 ;33,5 ;0 ;0 ;10 ;0 ;
1325 ;0:47,40 ;6005 ;21 ;70;43;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,51 ;11,8 ;-1 ;2,15 ;33,5 ;0 ;0 ;10 ;0 ;
1325 ;0:47,50 ;6015 ;21 ;70;42;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,7 ;-1 ;2,16 ;32,8 ;0 ;0 ;10 ;0 ;
1325 ;0:47,60 ;6095 ;21 ;70;40;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,7 ;-1 ;2,16 ;31,6 ;0 ;0 ;11 ;0 ;
1325 ;0:47,70 ;6188 ;21 ;70;39;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,65 ;11,6 ;-1 ;2,18 ;31,0 ;0 ;0 ;11 ;0 ;
1325 ;0:47,80 ;6371 ;21 ;70;36;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;11,5 ;-1 ;2,00 ;30,1 ;0 ;0 ;10 ;0 ;
1325 ;0:47,90 ;6710 ;21 ;70;33;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,5 ;-1 ;1,85 ;29,2 ;0 ;0 ;10 ;0 ;
1325 ;0:48,00 ;7142 ;21 ;70;31;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,5 ;-1 ;1,78 ;28,5 ;0 ;0 ;10 ;0 ;
1325 ;0:48,10 ;7566 ;21 ;70;33;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,6 ;-1 ;1,89 ;29,2 ;0 ;0 ;12 ;0 ;
1325 ;0:48,20 ;7609 ;22 ;70;42;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,5 ;-1 ;2,39 ;33,2 ;0 ;0 ;15 ;0 ;
1325 ;0:48,30 ;6878 ;30 ;70;52;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,6 ;-1 ;2,81 ;38,3 ;0 ;0 ;16 ;0 ;
1325 ;0:48,40 ;6436 ;29 ;70;50;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,7 ;-1 ;2,68 ;37,2 ;0 ;0 ;14 ;0 ;
1325 ;0:48,50 ;6143 ;25 ;70;43;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,6 ;-1 ;2,43 ;33,5 ;0 ;0 ;12 ;0 ;
1325 ;0:48,60 ;6268 ;22 ;70;39;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,6 ;-1 ;2,38 ;31,0 ;0 ;0 ;12 ;0 ;
1325 ;0:48,70 ;6949 ;20 ;70;34;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,6 ;-1 ;2,02 ;29,5 ;0 ;0 ;11 ;0 ;
1325 ;0:48,80 ;7914 ;20 ;71;29;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;11,6 ;-1 ;1,83 ;28,1 ;0 ;0 ;12 ;0 ;
1325 ;0:48,90 ;8680 ;26 ;71;33;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,5 ;-1 ;2,17 ;30,2 ;0 ;0 ;15 ;0 ;
1325 ;0:49,00 ;8696 ;31 ;71;34;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;11,5 ;-1 ;2,22 ;30,5 ;0 ;0 ;16 ;0 ;
1325 ;0:49,10 ;8778 ;31 ;71;33;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,5 ;-1 ;2,20 ;30,2 ;0 ;0 ;16 ;0 ;
1325 ;0:49,20 ;8932 ;31 ;71;34;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,6 ;-1 ;2,28 ;30,5 ;0 ;0 ;17 ;0 ;
1325 ;0:49,30 ;9164 ;31 ;72;34;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,6 ;-1 ;2,32 ;30,5 ;0 ;0 ;18 ;0 ;
1325 ;0:49,40 ;9821 ;32 ;72;37;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,5 ;-1 ;2,51 ;31,4 ;0 ;0 ;20 ;0 ;
1325 ;0:49,50 ;9222 ;46 ;72;49;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,6 ;-1 ;3,04 ;38,1 ;0 ;0 ;23 ;0 ;
1325 ;0:49,60 ;8088 ;44 ;72;50;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,5 ;-1 ;2,88 ;37,8 ;0 ;0 ;19 ;0 ;
1325 ;0:49,70 ;8064 ;30 ;72;38;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,5 ;-1 ;2,39 ;30,8 ;0 ;0 ;16 ;0 ;
1325 ;0:49,80 ;8823 ;30 ;72;36;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,5 ;-1 ;2,39 ;31,1 ;0 ;0 ;17 ;0 ;
1325 ;0:49,90 ;9968 ;31 ;72;39;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,4 ;-1 ;2,64 ;32,0 ;0 ;0 ;22 ;0 ;
1325 ;0:50,00 ;11107 ;38 ;72;51;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,4 ;-1 ;3,80 ;39,1 ;0 ;0 ;36 ;0 ;
1325 ;0:50,10 ;11496 ;75 ;72;72;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,4 ;-1 ;6,33 ;44,1 ;0 ;0 ;61 ;0 ;
1325 ;0:50,20 ;8557 ;79 ;72;77;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,55 ;11,5 ;-1 ;6,43 ;42,5 ;0 ;0 ;46 ;0 ;
1325 ;0:50,30 ;7358 ;50 ;72;44;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,6 ;-1 ;2,82 ;34,7 ;0 ;0 ;17 ;0 ;
1325 ;0:50,40 ;8442 ;19 ;72;30;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,5 ;-1 ;2,34 ;29,0 ;0 ;0 ;16 ;0 ;
1325 ;0:50,50 ;9488 ;19 ;72;37;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,4 ;-1 ;2,72 ;31,4 ;0 ;0 ;21 ;0 ;
1325 ;0:50,60 ;9786 ;54 ;72;65;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,55 ;11,4 ;-1 ;5,40 ;40,8 ;0 ;0 ;44 ;0 ;
1325 ;0:50,70 ;7001 ;65 ;72;82;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,4 ;-1 ;6,81 ;37,4 ;0 ;0 ;39 ;0 ;
1325 ;0:50,80 ;5281 ;34 ;72;69;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,65 ;11,6 ;-1 ;4,37 ;30,4 ;0 ;0 ;19 ;0 ;
1325 ;0:50,90 ;4332 ;24 ;72;74;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,54 ;11,4 ;-1 ;4,37 ;29,4 ;0 ;0 ;15 ;0 ;
1325 ;0:51,00 ;3250 ;24 ;72;82;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,66 ;11,6 ;-1 ;4,08 ;22,7 ;0 ;0 ;10 ;0 ;
1325 ;0:51,10 ;2318 ;24 ;72;89;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,2 ;-1 ;3,78 ;19,3 ;0 ;0 ;9 ;0 ;
1325 ;0:51,20 ;1807 ;24 ;72;93;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;10,9 ;-1 ;4,44 ;19,5 ;0 ;0 ;11 ;0 ;
1325 ;0:51,30 ;1668 ;24 ;72;94;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;10,5 ;-1 ;4,58 ;19,4 ;0 ;0 ;11 ;0 ;
1325 ;0:51,40 ;1052 ;68 ;72;97;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;10,4 ;-1 ;4,53 ;17,3 ;0 ;0 ;11 ;0 ;
1325 ;0:51,50 ;483 ;28 ;72;96;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;10,5 ;-1 ;4,38 ;16,2 ;0 ;0 ;10 ;0 ;
1325 ;0:51,60 ;473 ;17 ;72;97;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;10,3 ;-1 ;4,47 ;17,1 ;0 ;0 ;11 ;0 ;
1325 ;0:51,70 ;496 ;17 ;72;97;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;10,4 ;-1 ;4,47 ;17,1 ;0 ;0 ;11 ;0 ;
1325 ;0:51,80 ;458 ;25 ;72;97;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;10,0 ;-1 ;4,47 ;17,1 ;0 ;0 ;11 ;0 ;
1325 ;0:51,90 ;451 ;100 ;72;97;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;10,2 ;-1 ;4,47 ;17,1 ;0 ;0 ;11 ;0 ;
1325 ;0:52,00 ;452 ;100 ;72;98;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;10,3 ;-1 ;4,58 ;18,0 ;0 ;0 ;11 ;0 ;
1325 ;0:52,10 ;457 ;100 ;72;97;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;10,3 ;-1 ;4,47 ;17,1 ;0 ;0 ;11 ;0 ;
1325 ;0:52,20 ;453 ;100 ;72;98;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;10,4 ;-1 ;4,58 ;18,0 ;0 ;0 ;11 ;0 ;
1325 ;0:52,30 ;116 ;100 ;72;97;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,05 ;10,2 ;-1 ;4,47 ;17,1 ;0 ;0 ;11 ;0 ;
1325 ;0:52,40 ;0 ;100 ;72;97;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;3,16 ;10,5 ;-1 ;0,00 ;0,0 ;0 ;0 ;0 ;0 ;
1325 ;0:52,50 ;0 ;100 ;72;97;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;3,16 ;10,4 ;-1 ;0,00 ;0,0 ;0 ;0 ;0 ;0 ;
1325 ;0:52,60 ;0 ;100 ;72;98;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;3,19 ;10,1 ;-1 ;0,00 ;0,0 ;0 ;0 ;0 ;0 ;
1323 ;0:52,70 ;653 ;0 ;79;98;1,131 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;11,6 ;-1 ;3,32 ;6,0 ;0 ;0 ;8 ;0 ;
1323 ;0:52,80 ;653 ;1 ;79;98;1,147 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,6 ;-1 ;3,32 ;3,0 ;0 ;0 ;8 ;0 ;
1323 ;0:52,90 ;653 ;1 ;79;98;1,151 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,6 ;-1 ;3,32 ;3,0 ;0 ;0 ;8 ;0 ;
1323 ;0:53,00 ;739 ;1 ;79;93;1,162 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,7 ;-1 ;3,01 ;3,0 ;0 ;0 ;7 ;0 ;
1323 ;0:53,10 ;1004 ;1 ;79;85;1,171 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,6 ;-1 ;2,55 ;3,0 ;0 ;0 ;6 ;0 ;
1323 ;0:53,20 ;1256 ;1 ;79;81;1,182 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,8 ;-1 ;2,36 ;3,0 ;0 ;0 ;5 ;0 ;
1323 ;0:53,30 ;1716 ;1 ;79;77;1,215 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,9 ;-1 ;2,21 ;3,0 ;0 ;0 ;5 ;0 ;
1323 ;0:53,40 ;2077 ;1 ;79;73;1,239 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,8 ;-1 ;2,18 ;3,0 ;0 ;0 ;5 ;0 ;
1323 ;0:53,50 ;2308 ;1 ;79;70;1,257 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;11,8 ;-1 ;2,21 ;3,0 ;0 ;0 ;5 ;0 ;
1323 ;0:53,60 ;2502 ;1 ;79;70;1,212 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,8 ;-1 ;2,25 ;10,2 ;0 ;0 ;5 ;0 ;
1323 ;0:53,70 ;2598 ;1 ;79;70;1,125 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,8 ;-1 ;2,29 ;11,4 ;0 ;0 ;5 ;0 ;
1323 ;0:53,80 ;2685 ;1 ;79;72;1,111 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,9 ;-1 ;2,37 ;13,0 ;0 ;0 ;5 ;0 ;
1323 ;0:53,90 ;2623 ;1 ;79;74;1,126 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,8 ;-1 ;2,35 ;12,5 ;0 ;0 ;5 ;0 ;
1323 ;0:54,00 ;2493 ;1 ;79;77;1,079 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,7 ;-1 ;2,29 ;22,5 ;0 ;0 ;5 ;0 ;
1323 ;0:54,10 ;2289 ;1 ;79;81;1,016 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,7 ;-1 ;2,48 ;22,5 ;0 ;0 ;6 ;0 ;
1323 ;0:54,20 ;2034 ;1 ;79;84;0,993 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,9 ;-1 ;2,58 ;23,4 ;0 ;0 ;6 ;0 ;
1323 ;0:54,30 ;1801 ;1 ;79;85;0,984 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,9 ;-1 ;2,59 ;23,4 ;0 ;0 ;6 ;0 ;
1323 ;0:54,40 ;1614 ;1 ;79;86;1,011 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,55 ;11,8 ;-1 ;2,62 ;24,0 ;0 ;0 ;6 ;0 ;
1323 ;0:54,50 ;1408 ;1 ;79;89;1,037 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;11,8 ;-1 ;2,77 ;24,0 ;0 ;0 ;6 ;0 ;
1323 ;0:54,60 ;1265 ;1 ;79;90;1,038 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,8 ;-1 ;2,83 ;24,0 ;0 ;0 ;7 ;0 ;
1323 ;0:54,70 ;1115 ;1 ;79;91;1,034 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,8 ;-1 ;2,90 ;24,0 ;0 ;0 ;7 ;0 ;
1323 ;0:54,80 ;1161 ;1 ;79;93;1,027 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;11,8 ;-1 ;3,06 ;23,2 ;0 ;0 ;7 ;0 ;
1323 ;0:54,90 ;873 ;1 ;79;93;1,015 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,6 ;-1 ;3,01 ;23,2 ;0 ;0 ;7 ;0 ;
1323 ;0:55,00 ;981 ;1 ;79;94;1,006 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,7 ;-1 ;3,07 ;21,0 ;0 ;0 ;7 ;0 ;
1323 ;0:55,10 ;913 ;1 ;79;93;0,998 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;11,8 ;-1 ;3,01 ;21,0 ;0 ;0 ;7 ;0 ;
1323 ;0:55,20 ;861 ;1 ;79;93;0,986 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,8 ;-1 ;3,01 ;19,5 ;0 ;0 ;7 ;0 ;
1323 ;0:55,30 ;1035 ;1 ;79;90;0,975 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,8 ;-1 ;2,83 ;19,5 ;0 ;0 ;7 ;0 ;
1323 ;0:55,40 ;1265 ;1 ;79;87;0,956 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,6 ;-1 ;2,66 ;18,6 ;0 ;0 ;6 ;0 ;
1323 ;0:55,50 ;1348 ;1 ;78;85;0,940 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,9 ;-1 ;2,55 ;18,6 ;0 ;0 ;6 ;0 ;
1323 ;0:55,60 ;1564 ;1 ;78;80;0,932 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;11,9 ;-1 ;2,32 ;18,5 ;0 ;0 ;5 ;0 ;
1323 ;0:55,70 ;1840 ;1 ;78;78;0,935 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,9 ;-1 ;2,27 ;18,5 ;0 ;0 ;5 ;0 ;
1323 ;0:55,80 ;2096 ;10 ;78;72;0,954 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,55 ;11,9 ;-1 ;2,18 ;8,6 ;0 ;0 ;5 ;0 ;
1323 ;0:55,90 ;2443 ;12 ;78;68;0,979 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,8 ;-1 ;2,23 ;9,7 ;0 ;0 ;5 ;0 ;
1323 ;0:56,00 ;2647 ;12 ;78;64;0,989 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,9 ;-1 ;2,22 ;10,7 ;0 ;0 ;5 ;0 ;
1323 ;0:56,10 ;2871 ;12 ;78;60;0,987 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,8 ;-1 ;2,18 ;13,0 ;0 ;0 ;5 ;0 ;
1323 ;0:56,20 ;3128 ;12 ;78;58;0,976 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,8 ;-1 ;2,17 ;17,3 ;0 ;0 ;5 ;0 ;
1323 ;0:56,30 ;3329 ;12 ;78;55;0,981 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,6 ;-1 ;2,12 ;20,9 ;0 ;0 ;6 ;0 ;
1323 ;0:56,40 ;3683 ;12 ;78;52;0,977 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,9 ;-1 ;2,09 ;26,0 ;0 ;0 ;6 ;0 ;
1323 ;0:56,50 ;3768 ;13 ;78;50;0,963 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,6 ;-1 ;2,03 ;26,8 ;0 ;0 ;6 ;0 ;
1323 ;0:56,60 ;3825 ;13 ;78;50;0,969 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,9 ;-1 ;2,04 ;27,4 ;0 ;0 ;6 ;0 ;
1323 ;0:56,70 ;3892 ;13 ;78;50;0,967 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,9 ;-1 ;2,05 ;28,1 ;0 ;0 ;6 ;0 ;
1323 ;0:56,80 ;3880 ;13 ;78;50;0,965 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,9 ;-1 ;2,05 ;28,0 ;0 ;0 ;6 ;0 ;
1323 ;0:56,90 ;3949 ;14 ;78;50;0,961 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,9 ;-1 ;2,06 ;28,8 ;0 ;0 ;6 ;0 ;
1323 ;0:57,00 ;3995 ;14 ;78;50;0,962 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,6 ;-1 ;2,07 ;29,3 ;0 ;0 ;6 ;0 ;
1323 ;0:57,10 ;3986 ;14 ;78;51;0,970 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,8 ;-1 ;2,11 ;29,1 ;0 ;0 ;7 ;0 ;
