SESSION; TIME;RPM;THROT;WATER;MAP;LAMB;TAR LB;VOLTS;SHIF A;
1337 ;0:43,30 ;5565 ;11 ;101;52;0,836 ;1,000 ;11,6 ;0 ;
1337 ;0:43,40 ;5513 ;11 ;101;52;0,810 ;1,000 ;11,4 ;0 ;
1337 ;0:43,50 ;5450 ;10 ;101;52;0,801 ;1,000 ;11,6 ;0 ;
1337 ;0:43,60 ;5468 ;10 ;101;51;0,799 ;1,000 ;11,6 ;0 ;
1337 ;0:43,70 ;5555 ;10 ;101;50;0,816 ;1,000 ;11,5 ;0 ;
1337 ;0:43,80 ;5678 ;10 ;101;49;0,829 ;1,000 ;11,6 ;0 ;
1337 ;0:43,90 ;5690 ;11 ;101;50;0,842 ;1,000 ;11,6 ;0 ;
1337 ;0:44,00 ;5632 ;11 ;101;52;0,852 ;1,000 ;11,5 ;0 ;
1337 ;0:44,10 ;5563 ;11 ;101;53;0,858 ;1,000 ;11,5 ;0 ;
1337 ;0:44,20 ;5452 ;11 ;101;54;0,861 ;1,000 ;11,6 ;0 ;
1337 ;0:44,30 ;5411 ;11 ;101;54;0,868 ;1,000 ;11,6 ;0 ;
1337 ;0:44,40 ;5369 ;11 ;101;55;0,883 ;1,000 ;11,5 ;0 ;
1337 ;0:44,50 ;5305 ;11 ;101;56;0,903 ;1,000 ;11,6 ;0 ;
1337 ;0:44,60 ;5295 ;12 ;101;56;0,918 ;1,000 ;11,5 ;0 ;
1337 ;0:44,70 ;5296 ;12 ;101;56;0,930 ;1,000 ;11,5 ;0 ;
1337 ;0:44,80 ;5268 ;13 ;101;57;0,942 ;1,000 ;11,6 ;0 ;
1337 ;0:44,90 ;5208 ;13 ;101;57;0,954 ;1,000 ;11,5 ;0 ;
1337 ;0:45,00 ;5158 ;13 ;101;58;0,962 ;1,000 ;11,5 ;0 ;
1337 ;0:45,10 ;5073 ;12 ;101;58;0,981 ;1,000 ;11,4 ;0 ;
1337 ;0:45,20 ;5088 ;12 ;101;58;1,002 ;1,000 ;11,4 ;0 ;
1337 ;0:45,30 ;5030 ;12 ;101;58;1,011 ;1,000 ;11,5 ;0 ;
1337 ;0:45,40 ;5045 ;13 ;101;58;1,006 ;1,000 ;11,6 ;0 ;
1337 ;0:45,50 ;5006 ;13 ;101;58;1,002 ;1,000 ;11,6 ;0 ;
1337 ;0:45,60 ;4964 ;13 ;101;59;1,008 ;1,000 ;11,4 ;0 ;
1337 ;0:45,70 ;4994 ;13 ;101;59;1,011 ;1,000 ;11,6 ;0 ;
1337 ;0:45,80 ;4966 ;12 ;101;59;1,019 ;1,000 ;11,5 ;0 ;
1337 ;0:45,90 ;4922 ;13 ;101;58;1,034 ;1,000 ;11,6 ;0 ;
1337 ;0:46,00 ;4925 ;12 ;101;59;1,050 ;1,000 ;11,5 ;0 ;
1337 ;0:46,10 ;4930 ;12 ;101;58;1,055 ;1,000 ;11,6 ;0 ;
1337 ;0:46,20 ;4918 ;12 ;101;59;1,066 ;1,000 ;11,5 ;0 ;
1337 ;0:46,30 ;4903 ;12 ;101;59;1,076 ;1,000 ;11,6 ;0 ;
1337 ;0:46,40 ;4922 ;12 ;101;58;1,056 ;1,000 ;11,5 ;0 ;
1337 ;0:46,50 ;4898 ;11 ;101;58;1,029 ;1,000 ;11,5 ;0 ;
1337 ;0:46,60 ;4900 ;13 ;101;58;1,025 ;1,000 ;11,6 ;0 ;
1337 ;0:46,70 ;4844 ;12 ;101;58;1,017 ;1,000 ;11,5 ;0 ;
1337 ;0:46,80 ;4831 ;13 ;101;58;1,021 ;1,000 ;11,4 ;0 ;
1337 ;0:46,90 ;4822 ;13 ;101;58;1,014 ;1,000 ;11,4 ;0 ;
1337 ;0:47,00 ;4827 ;13 ;101;58;0,993 ;1,000 ;11,4 ;0 ;
1337 ;0:47,10 ;4768 ;13 ;101;57;0,971 ;1,000 ;11,5 ;0 ;
1337 ;0:47,20 ;4815 ;13 ;101;56;0,931 ;1,000 ;11,6 ;0 ;
1337 ;0:47,30 ;4899 ;13 ;101;56;0,890 ;1,000 ;11,5 ;0 ;
1337 ;0:47,40 ;5010 ;13 ;101;55;0,858 ;1,000 ;11,5 ;0 ;
1337 ;0:47,50 ;5093 ;13 ;101;52;0,846 ;1,000 ;11,4 ;0 ;
1337 ;0:47,60 ;5280 ;12 ;101;49;0,826 ;1,000 ;11,6 ;0 ;
1337 ;0:47,70 ;5514 ;13 ;101;46;0,821 ;1,000 ;11,5 ;0 ;
1337 ;0:47,80 ;5728 ;13 ;101;42;0,828 ;1,000 ;11,4 ;0 ;
1337 ;0:47,90 ;5969 ;13 ;101;39;0,821 ;1,000 ;11,5 ;0 ;
1337 ;0:48,00 ;6048 ;11 ;101;38;0,813 ;1,000 ;11,6 ;0 ;
1337 ;0:48,10 ;6091 ;12 ;101;38;0,807 ;1,000 ;11,5 ;0 ;
1337 ;0:48,20 ;6214 ;11 ;101;37;0,812 ;1,000 ;11,5 ;0 ;
1337 ;0:48,30 ;6302 ;11 ;101;37;0,816 ;1,000 ;11,5 ;0 ;
1337 ;0:48,40 ;6384 ;12 ;101;37;0,824 ;1,000 ;11,5 ;0 ;
1337 ;0:48,50 ;6394 ;12 ;101;37;0,821 ;1,000 ;11,6 ;0 ;
1337 ;0:48,60 ;6432 ;13 ;101;38;0,803 ;1,000 ;11,5 ;0 ;
1337 ;0:48,70 ;6410 ;12 ;101;39;0,797 ;1,000 ;11,5 ;0 ;
1337 ;0:48,80 ;6262 ;13 ;101;41;0,800 ;1,000 ;11,5 ;0 ;
1337 ;0:48,90 ;6030 ;12 ;101;45;0,799 ;1,000 ;11,4 ;0 ;
1337 ;0:49,00 ;5813 ;11 ;101;48;0,807 ;1,000 ;11,5 ;0 ;
1337 ;0:49,10 ;5728 ;12 ;101;49;0,810 ;1,000 ;11,4 ;0 ;
1337 ;0:49,20 ;5662 ;13 ;101;50;0,812 ;1,000 ;11,5 ;0 ;
1337 ;0:49,30 ;5610 ;13 ;101;50;0,823 ;1,000 ;11,4 ;0 ;
1337 ;0:49,40 ;5613 ;12 ;101;50;0,830 ;1,000 ;11,6 ;0 ;
1337 ;0:49,50 ;5637 ;12 ;101;51;0,843 ;1,000 ;11,5 ;0 ;
1337 ;0:49,60 ;5674 ;13 ;101;51;0,862 ;1,000 ;11,4 ;0 ;
1337 ;0:49,70 ;5602 ;13 ;101;53;0,894 ;1,000 ;11,4 ;0 ;
1337 ;0:49,80 ;5511 ;13 ;101;54;0,917 ;1,000 ;11,6 ;0 ;
1337 ;0:49,90 ;5442 ;13 ;101;55;0,939 ;1,000 ;11,6 ;0 ;
1337 ;0:50,00 ;5366 ;12 ;101;56;0,955 ;1,000 ;11,5 ;0 ;
1337 ;0:50,10 ;5302 ;13 ;101;56;0,959 ;1,000 ;11,6 ;0 ;
1337 ;0:50,20 ;5240 ;13 ;101;57;0,965 ;1,000 ;11,4 ;0 ;
1337 ;0:50,30 ;5212 ;13 ;101;57;0,976 ;1,000 ;11,6 ;0 ;
1337 ;0:50,40 ;5169 ;13 ;101;58;0,982 ;1,000 ;11,6 ;0 ;
1337 ;0:50,50 ;5108 ;13 ;101;58;0,989 ;1,000 ;11,5 ;0 ;
1337 ;0:50,60 ;5081 ;13 ;101;58;1,003 ;1,000 ;11,5 ;0 ;
1337 ;0:50,70 ;5017 ;14 ;101;58;1,020 ;1,000 ;11,5 ;0 ;
1337 ;0:50,80 ;4989 ;14 ;101;59;1,032 ;1,000 ;11,6 ;0 ;
1337 ;0:50,90 ;5006 ;14 ;101;59;1,037 ;1,000 ;11,4 ;0 ;
1337 ;0:51,00 ;4990 ;14 ;101;59;1,036 ;1,000 ;11,5 ;0 ;
1337 ;0:51,10 ;4960 ;14 ;101;59;1,036 ;1,000 ;11,5 ;0 ;
1337 ;0:51,20 ;4948 ;14 ;101;58;1,054 ;1,000 ;11,6 ;0 ;
1337 ;0:51,30 ;4969 ;14 ;101;58;1,066 ;1,000 ;11,5 ;0 ;
1337 ;0:51,40 ;4894 ;13 ;101;57;1,046 ;1,000 ;11,6 ;0 ;
1337 ;0:51,50 ;4951 ;14 ;101;57;0,985 ;1,000 ;11,4 ;0 ;
1337 ;0:51,60 ;5016 ;15 ;101;56;0,924 ;1,000 ;11,6 ;0 ;
1337 ;0:51,70 ;5122 ;14 ;101;54;0,876 ;1,000 ;11,6 ;0 ;
1337 ;0:51,80 ;5205 ;14 ;101;52;0,850 ;1,000 ;11,5 ;0 ;
1337 ;0:51,90 ;5317 ;14 ;101;51;0,843 ;1,000 ;11,5 ;0 ;
1337 ;0:52,00 ;5433 ;13 ;101;49;0,836 ;1,000 ;11,5 ;0 ;
1337 ;0:52,10 ;5625 ;13 ;101;46;0,841 ;1,000 ;11,5 ;0 ;
1337 ;0:52,20 ;5742 ;12 ;101;43;0,840 ;1,000 ;11,5 ;0 ;
1337 ;0:52,30 ;5888 ;13 ;101;41;0,853 ;1,000 ;11,4 ;0 ;
1337 ;0:52,40 ;5961 ;13 ;101;40;0,855 ;1,000 ;11,5 ;0 ;
1337 ;0:52,50 ;6046 ;13 ;101;39;0,857 ;1,000 ;11,6 ;0 ;
1337 ;0:52,60 ;6091 ;13 ;101;39;0,858 ;1,000 ;11,4 ;0 ;
1337 ;0:52,70 ;6123 ;13 ;101;39;0,865 ;1,000 ;11,4 ;0 ;
1337 ;0:52,80 ;6135 ;13 ;101;39;0,864 ;1,000 ;11,6 ;0 ;
1337 ;0:52,90 ;6157 ;13 ;101;39;0,874 ;1,000 ;11,4 ;0 ;
1337 ;0:53,00 ;6175 ;12 ;101;39;0,861 ;1,000 ;11,4 ;0 ;
1337 ;0:53,10 ;6151 ;13 ;101;39;0,868 ;1,000 ;11,5 ;0 ;
1337 ;0:53,20 ;6165 ;13 ;101;39;0,869 ;1,000 ;11,5 ;0 ;
1337 ;0:53,30 ;6163 ;14 ;101;39;0,879 ;1,000 ;11,5 ;0 ;
1337 ;0:53,40 ;6184 ;13 ;101;39;0,883 ;1,000 ;11,5 ;0 ;
1337 ;0:53,50 ;6173 ;13 ;101;39;0,894 ;1,000 ;11,5 ;0 ;
1337 ;0:53,60 ;6184 ;13 ;101;39;0,902 ;1,000 ;11,4 ;0 ;
1337 ;0:53,70 ;6190 ;13 ;101;39;0,901 ;1,000 ;11,5 ;0 ;
1337 ;0:53,80 ;6192 ;13 ;101;39;0,900 ;1,000 ;11,6 ;0 ;
1337 ;0:53,90 ;6208 ;14 ;101;38;0,908 ;1,000 ;11,4 ;0 ;
1337 ;0:54,00 ;6241 ;13 ;101;38;0,916 ;1,000 ;11,4 ;0 ;
1337 ;0:54,10 ;6254 ;12 ;101;38;0,923 ;1,000 ;11,4 ;0 ;
1337 ;0:54,20 ;6296 ;12 ;101;38;0,935 ;1,000 ;11,6 ;0 ;
1337 ;0:54,30 ;6285 ;11 ;101;38;0,944 ;1,000 ;11,6 ;0 ;
1337 ;0:54,40 ;6323 ;11 ;101;38;0,945 ;1,000 ;11,6 ;0 ;
1337 ;0:54,50 ;6345 ;11 ;101;38;0,939 ;1,000 ;11,4 ;0 ;
1337 ;0:54,60 ;6390 ;11 ;101;38;0,939 ;1,000 ;11,4 ;0 ;
1337 ;0:54,70 ;6360 ;12 ;101;38;0,956 ;1,000 ;11,4 ;0 ;
1337 ;0:54,80 ;6345 ;13 ;101;38;0,967 ;1,000 ;11,6 ;0 ;
1337 ;0:54,90 ;6373 ;13 ;101;38;0,966 ;1,000 ;11,6 ;0 ;
1337 ;0:55,00 ;6379 ;14 ;101;38;0,967 ;1,000 ;11,5 ;0 ;
1337 ;0:55,10 ;6436 ;14 ;101;38;0,970 ;1,000 ;11,5 ;0 ;
1337 ;0:55,20 ;6423 ;14 ;101;38;0,966 ;1,000 ;11,5 ;0 ;
1337 ;0:55,30 ;6425 ;15 ;101;38;0,958 ;1,000 ;11,4 ;0 ;
1337 ;0:55,40 ;6436 ;14 ;101;38;0,950 ;1,000 ;11,6 ;0 ;
1337 ;0:55,50 ;6447 ;14 ;101;38;0,957 ;1,000 ;11,5 ;0 ;
1337 ;0:55,60 ;6425 ;13 ;101;38;0,955 ;1,000 ;11,5 ;0 ;
1337 ;0:55,70 ;6388 ;11 ;101;38;0,952 ;1,000 ;11,5 ;0 ;
1337 ;0:55,80 ;6425 ;13 ;101;38;0,947 ;1,000 ;11,4 ;0 ;
1337 ;0:55,90 ;6454 ;12 ;101;37;0,924 ;1,000 ;11,5 ;0 ;
1337 ;0:56,00 ;6469 ;13 ;101;37;0,893 ;1,000 ;11,4 ;0 ;
1337 ;0:56,10 ;6514 ;11 ;101;36;0,880 ;1,000 ;11,6 ;0 ;
1337 ;0:56,20 ;6597 ;12 ;101;36;0,879 ;1,000 ;11,6 ;0 ;
1337 ;0:56,30 ;6658 ;10 ;101;35;0,881 ;1,000 ;11,5 ;0 ;
1337 ;0:56,40 ;6730 ;15 ;101;35;0,879 ;1,000 ;11,3 ;0 ;
1337 ;0:56,50 ;6828 ;14 ;101;35;0,872 ;1,000 ;11,5 ;0 ;
1337 ;0:56,60 ;6855 ;15 ;101;35;0,860 ;1,000 ;11,6 ;0 ;
1337 ;0:56,70 ;6870 ;12 ;101;36;0,850 ;1,000 ;11,5 ;0 ;
1337 ;0:56,80 ;6848 ;12 ;101;36;0,844 ;1,000 ;11,4 ;0 ;
1337 ;0:56,90 ;6813 ;16 ;101;36;0,841 ;1,000 ;11,4 ;0 ;
1337 ;0:57,00 ;6858 ;11 ;101;36;0,834 ;1,000 ;11,5 ;0 ;
1337 ;0:57,10 ;6838 ;12 ;101;36;0,838 ;1,000 ;11,5 ;0 ;
1337 ;0:57,20 ;6865 ;12 ;101;36;0,847 ;1,000 ;11,5 ;0 ;
1337 ;0:57,30 ;6855 ;12 ;101;36;0,869 ;1,000 ;11,4 ;0 ;
1337 ;0:57,40 ;6880 ;13 ;100;36;0,898 ;1,000 ;11,4 ;0 ;
1337 ;0:57,50 ;6929 ;12 ;100;36;0,922 ;1,000 ;11,4 ;0 ;
1337 ;0:57,60 ;6895 ;12 ;100;36;0,940 ;1,000 ;11,4 ;0 ;
1337 ;0:57,70 ;6880 ;13 ;100;37;0,964 ;1,000 ;11,4 ;0 ;
1337 ;0:57,80 ;6798 ;12 ;100;37;0,991 ;1,000 ;11,4 ;0 ;
1337 ;0:57,90 ;6783 ;12 ;101;37;1,008 ;1,000 ;11,5 ;0 ;
1337 ;0:58,00 ;6722 ;12 ;100;38;1,009 ;1,000 ;11,4 ;0 ;
1337 ;0:58,10 ;6651 ;12 ;100;38;1,013 ;1,000 ;11,5 ;0 ;
1337 ;0:58,20 ;6648 ;13 ;100;38;1,015 ;1,000 ;11,5 ;0 ;
1337 ;0:58,30 ;6632 ;12 ;100;38;1,018 ;1,000 ;11,6 ;0 ;
1337 ;0:58,40 ;6616 ;11 ;100;38;1,024 ;1,000 ;11,4 ;0 ;
1337 ;0:58,50 ;6606 ;12 ;100;38;1,023 ;1,000 ;11,4 ;0 ;
1337 ;0:58,60 ;6595 ;12 ;100;38;1,023 ;1,000 ;11,4 ;0 ;
1337 ;0:58,70 ;6578 ;13 ;100;38;1,027 ;1,000 ;11,4 ;0 ;
1337 ;0:58,80 ;6553 ;13 ;100;38;1,036 ;1,000 ;11,4 ;0 ;
1337 ;0:58,90 ;6544 ;11 ;100;38;1,030 ;1,000 ;11,5 ;0 ;
1337 ;0:59,00 ;6535 ;13 ;100;38;1,029 ;1,000 ;11,6 ;0 ;
1337 ;0:59,10 ;6535 ;13 ;100;38;1,026 ;1,000 ;11,5 ;0 ;
1337 ;0:59,20 ;6542 ;13 ;100;38;1,031 ;1,000 ;11,5 ;0 ;
1337 ;0:59,30 ;6583 ;13 ;100;38;1,028 ;1,000 ;11,4 ;0 ;
1337 ;0:59,40 ;6576 ;13 ;100;38;1,029 ;1,000 ;11,5 ;0 ;
1337 ;0:59,50 ;6581 ;13 ;100;38;1,036 ;1,000 ;11,4 ;0 ;
1337 ;0:59,60 ;6599 ;13 ;100;38;1,037 ;1,000 ;11,4 ;0 ;
1337 ;0:59,70 ;6609 ;13 ;100;38;1,034 ;1,000 ;11,5 ;0 ;
1337 ;0:59,80 ;6581 ;13 ;100;39;1,037 ;1,000 ;11,4 ;0 ;
1337 ;0:59,90 ;6569 ;12 ;100;39;1,033 ;1,000 ;11,4 ;0 ;
1337 ;1:00,00 ;6555 ;14 ;100;39;1,025 ;1,000 ;11,6 ;0 ;
1337 ;1:00,10 ;6551 ;13 ;100;39;1,028 ;1,000 ;11,6 ;0 ;
1337 ;1:00,20 ;6519 ;13 ;100;39;1,028 ;1,000 ;11,4 ;0 ;
1337 ;1:00,30 ;6494 ;12 ;100;39;1,018 ;1,000 ;11,4 ;0 ;
1337 ;1:00,40 ;6456 ;13 ;100;39;1,004 ;1,000 ;11,5 ;0 ;
1337 ;1:00,50 ;6456 ;12 ;100;38;0,995 ;1,000 ;11,4 ;0 ;
1337 ;1:00,60 ;6501 ;13 ;100;38;0,962 ;1,000 ;11,5 ;0 ;
1337 ;1:00,70 ;6499 ;12 ;100;37;0,939 ;1,000 ;11,5 ;0 ;
1337 ;1:00,80 ;6555 ;12 ;100;37;0,944 ;1,000 ;11,4 ;0 ;
1337 ;1:00,90 ;6658 ;12 ;100;36;0,970 ;1,000 ;11,4 ;0 ;
1337 ;1:01,00 ;6783 ;12 ;100;35;0,994 ;1,000 ;11,5 ;0 ;
1337 ;1:01,10 ;6863 ;13 ;100;35;0,984 ;1,000 ;11,4 ;0 ;
1337 ;1:01,20 ;6908 ;13 ;100;35;0,984 ;1,000 ;11,5 ;0 ;
1337 ;1:01,30 ;6913 ;14 ;100;36;0,993 ;1,000 ;11,5 ;0 ;
1337 ;1:01,40 ;6952 ;13 ;100;36;0,983 ;1,000 ;11,5 ;0 ;
1337 ;1:01,50 ;6939 ;13 ;100;36;0,986 ;1,000 ;11,5 ;0 ;
1337 ;1:01,60 ;6957 ;13 ;100;36;0,987 ;1,000 ;11,6 ;0 ;
1337 ;1:01,70 ;6918 ;13 ;100;36;0,985 ;1,000 ;11,5 ;0 ;
1337 ;1:01,80 ;6965 ;13 ;100;36;0,973 ;1,000 ;11,4 ;0 ;
1337 ;1:01,90 ;6941 ;13 ;100;36;0,978 ;1,000 ;11,5 ;0 ;
1337 ;1:02,00 ;6939 ;14 ;100;36;0,990 ;1,000 ;11,5 ;0 ;
1337 ;1:02,10 ;6923 ;13 ;100;37;0,995 ;1,000 ;11,5 ;0 ;
1337 ;1:02,20 ;6895 ;13 ;100;36;0,994 ;1,000 ;11,5 ;0 ;
1337 ;1:02,30 ;6908 ;13 ;100;36;0,988 ;1,000 ;11,5 ;0 ;
1337 ;1:02,40 ;6895 ;14 ;100;36;0,980 ;1,000 ;11,5 ;0 ;
1337 ;1:02,50 ;6941 ;14 ;100;36;0,982 ;1,000 ;11,6 ;0 ;
1337 ;1:02,60 ;6900 ;13 ;100;36;0,978 ;1,000 ;11,5 ;0 ;
1337 ;1:02,70 ;6926 ;14 ;100;36;0,971 ;1,000 ;11,5 ;0 ;
1337 ;1:02,80 ;6883 ;13 ;100;36;0,956 ;1,000 ;11,5 ;0 ;
1337 ;1:02,90 ;6926 ;13 ;100;36;0,955 ;1,000 ;11,6 ;0 ;
1337 ;1:03,00 ;6888 ;14 ;100;36;0,952 ;1,000 ;11,6 ;0 ;
1337 ;1:03,10 ;6916 ;13 ;100;36;0,945 ;1,000 ;11,6 ;0 ;
1337 ;1:03,20 ;6906 ;13 ;100;36;0,937 ;1,000 ;11,4 ;0 ;
1337 ;1:03,30 ;6944 ;13 ;100;36;0,926 ;1,000 ;11,4 ;0 ;
1337 ;1:03,40 ;6916 ;13 ;100;36;0,922 ;1,000 ;11,4 ;0 ;
1337 ;1:03,50 ;6921 ;12 ;100;36;0,927 ;1,000 ;11,4 ;0 ;
1337 ;1:03,60 ;6895 ;13 ;100;36;0,911 ;1,000 ;11,4 ;0 ;
1337 ;1:03,70 ;6921 ;13 ;100;36;0,910 ;1,000 ;11,4 ;0 ;
1337 ;1:03,80 ;6926 ;13 ;100;36;0,921 ;1,000 ;11,4 ;0 ;
1337 ;1:03,90 ;6916 ;13 ;100;36;0,920 ;1,000 ;11,5 ;0 ;
1337 ;1:04,00 ;6923 ;13 ;100;36;0,917 ;1,000 ;11,5 ;0 ;
1337 ;1:04,10 ;6916 ;13 ;100;36;0,912 ;1,000 ;11,5 ;0 ;
1337 ;1:04,20 ;6949 ;13 ;100;36;0,903 ;1,000 ;11,5 ;0 ;
1337 ;1:04,30 ;6900 ;13 ;100;36;0,911 ;1,000 ;11,5 ;0 ;
1337 ;1:04,40 ;6918 ;13 ;100;36;0,940 ;1,000 ;11,5 ;0 ;
1337 ;1:04,50 ;6890 ;13 ;100;36;0,952 ;1,000 ;11,5 ;0 ;
1337 ;1:04,60 ;6903 ;13 ;100;36;0,954 ;1,000 ;11,5 ;0 ;
1337 ;1:04,70 ;6883 ;12 ;100;36;0,958 ;1,000 ;11,5 ;0 ;
1337 ;1:04,80 ;6888 ;13 ;100;36;0,959 ;1,000 ;11,5 ;0 ;
1337 ;1:04,90 ;6835 ;13 ;100;37;0,959 ;1,000 ;11,5 ;0 ;
1337 ;1:05,00 ;6840 ;12 ;100;37;0,956 ;1,000 ;11,4 ;0 ;
1337 ;1:05,10 ;6810 ;12 ;100;37;0,953 ;1,000 ;11,4 ;0 ;
1337 ;1:05,20 ;6793 ;12 ;100;37;0,961 ;1,000 ;11,5 ;0 ;
1337 ;1:05,30 ;6815 ;13 ;100;37;0,954 ;1,000 ;11,5 ;0 ;
1337 ;1:05,40 ;6791 ;13 ;100;37;0,952 ;1,000 ;11,4 ;0 ;
1337 ;1:05,50 ;6759 ;13 ;100;37;0,954 ;1,000 ;11,5 ;0 ;
1337 ;1:05,60 ;6778 ;12 ;100;37;0,947 ;1,000 ;11,5 ;0 ;
1337 ;1:05,70 ;6795 ;11 ;100;37;0,925 ;1,000 ;11,5 ;0 ;
1337 ;1:05,80 ;6751 ;12 ;100;37;0,893 ;1,000 ;11,5 ;0 ;
1337 ;1:05,90 ;6734 ;12 ;100;37;0,868 ;1,000 ;11,4 ;0 ;
1337 ;1:06,00 ;6803 ;11 ;100;36;0,853 ;1,000 ;11,5 ;0 ;
1337 ;1:06,10 ;6803 ;13 ;100;36;0,858 ;1,000 ;11,4 ;0 ;
1337 ;1:06,20 ;6813 ;13 ;100;36;0,861 ;1,000 ;11,5 ;0 ;
1337 ;1:06,30 ;6848 ;12 ;100;36;0,857 ;1,000 ;11,5 ;0 ;
1337 ;1:06,40 ;6870 ;11 ;100;36;0,854 ;1,000 ;11,5 ;0 ;
1337 ;1:06,50 ;6848 ;12 ;100;36;0,863 ;1,000 ;11,4 ;0 ;
1337 ;1:06,60 ;6838 ;12 ;100;36;0,880 ;1,000 ;11,3 ;0 ;
1337 ;1:06,70 ;6788 ;12 ;100;37;0,900 ;1,000 ;11,5 ;0 ;
1337 ;1:06,80 ;6764 ;11 ;100;37;0,912 ;1,000 ;11,5 ;0 ;
1337 ;1:06,90 ;6771 ;12 ;100;37;0,935 ;1,000 ;11,4 ;0 ;
1337 ;1:07,00 ;6742 ;12 ;100;37;0,952 ;1,000 ;11,5 ;0 ;
1337 ;1:07,10 ;6718 ;12 ;100;37;0,948 ;1,000 ;11,4 ;0 ;
1337 ;1:07,20 ;6696 ;12 ;100;37;0,951 ;1,000 ;11,5 ;0 ;
1337 ;1:07,30 ;6689 ;12 ;100;37;0,961 ;1,000 ;11,5 ;0 ;
1337 ;1:07,40 ;6684 ;13 ;100;37;0,959 ;1,000 ;11,4 ;0 ;
1337 ;1:07,50 ;6670 ;13 ;100;38;0,958 ;1,000 ;11,4 ;0 ;
1337 ;1:07,60 ;6644 ;12 ;100;37;0,963 ;1,000 ;11,4 ;0 ;
1337 ;1:07,70 ;6627 ;12 ;100;38;0,965 ;1,000 ;11,4 ;0 ;
1337 ;1:07,80 ;6611 ;14 ;100;37;0,958 ;1,000 ;11,5 ;0 ;
1337 ;1:07,90 ;6602 ;12 ;100;38;0,963 ;1,000 ;11,5 ;0 ;
1337 ;1:08,00 ;6578 ;12 ;100;37;0,974 ;1,000 ;11,5 ;0 ;
1337 ;1:08,10 ;6569 ;12 ;100;37;0,972 ;1,000 ;11,6 ;0 ;
1337 ;1:08,20 ;6585 ;12 ;100;37;0,976 ;1,000 ;11,5 ;0 ;
1337 ;1:08,30 ;6609 ;11 ;100;37;0,981 ;1,000 ;11,4 ;0 ;
1337 ;1:08,40 ;6585 ;11 ;100;37;0,981 ;1,000 ;11,5 ;0 ;
1337 ;1:08,50 ;6609 ;12 ;100;38;0,977 ;1,000 ;11,4 ;0 ;
1337 ;1:08,60 ;6620 ;13 ;100;38;0,975 ;1,000 ;11,5 ;0 ;
1337 ;1:08,70 ;6604 ;13 ;100;38;0,975 ;1,000 ;11,4 ;0 ;
1337 ;1:08,80 ;6569 ;12 ;100;38;0,980 ;1,000 ;11,4 ;0 ;
1337 ;1:08,90 ;6576 ;11 ;100;38;0,990 ;1,000 ;11,4 ;0 ;
1337 ;1:09,00 ;6597 ;11 ;100;38;0,986 ;1,000 ;11,4 ;0 ;
1337 ;1:09,10 ;6574 ;12 ;100;38;0,981 ;1,000 ;11,4 ;0 ;
1337 ;1:09,20 ;6576 ;12 ;100;38;0,989 ;1,000 ;11,4 ;0 ;
1337 ;1:09,30 ;6569 ;11 ;100;38;0,994 ;1,000 ;11,6 ;0 ;
1337 ;1:09,40 ;6539 ;11 ;100;38;0,990 ;1,000 ;11,6 ;0 ;
1337 ;1:09,50 ;6512 ;12 ;100;38;0,994 ;1,000 ;11,4 ;0 ;
1337 ;1:09,60 ;6530 ;12 ;100;38;0,998 ;1,000 ;11,4 ;0 ;
1337 ;1:09,70 ;6533 ;11 ;100;38;0,994 ;1,000 ;11,4 ;0 ;
1337 ;1:09,80 ;6533 ;11 ;100;37;0,988 ;1,000 ;11,6 ;0 ;
1337 ;1:09,90 ;6565 ;11 ;100;37;0,986 ;1,000 ;11,6 ;0 ;
1337 ;1:10,00 ;6574 ;12 ;100;37;0,976 ;1,000 ;11,5 ;0 ;
1337 ;1:10,10 ;6604 ;11 ;100;37;0,962 ;1,000 ;11,5 ;0 ;
1337 ;1:10,20 ;6651 ;11 ;100;37;0,951 ;1,000 ;11,5 ;0 ;
1337 ;1:10,30 ;6694 ;12 ;100;36;0,938 ;1,000 ;11,5 ;0 ;
1337 ;1:10,40 ;6715 ;12 ;100;37;0,920 ;1,000 ;11,4 ;0 ;
1337 ;1:10,50 ;6773 ;11 ;100;36;0,910 ;1,000 ;11,5 ;0 ;
1337 ;1:10,60 ;6803 ;12 ;100;36;0,899 ;1,000 ;11,5 ;0 ;
1337 ;1:10,70 ;6786 ;12 ;100;36;0,877 ;1,000 ;11,5 ;0 ;
1337 ;1:10,80 ;6828 ;13 ;100;36;0,867 ;1,000 ;11,5 ;0 ;
1337 ;1:10,90 ;6830 ;13 ;100;36;0,881 ;1,000 ;11,4 ;0 ;
1337 ;1:11,00 ;6795 ;11 ;100;36;0,893 ;1,000 ;11,4 ;0 ;
1337 ;1:11,10 ;6815 ;12 ;100;36;0,899 ;1,000 ;11,5 ;0 ;
1337 ;1:11,20 ;6813 ;12 ;100;36;0,895 ;1,000 ;11,4 ;0 ;
1337 ;1:11,30 ;6759 ;12 ;100;36;0,902 ;1,000 ;11,5 ;0 ;
1337 ;1:11,40 ;6778 ;12 ;100;36;0,909 ;1,000 ;11,5 ;0 ;
1337 ;1:11,50 ;6781 ;12 ;100;36;0,902 ;1,000 ;11,5 ;0 ;
1337 ;1:11,60 ;6747 ;11 ;100;36;0,898 ;1,000 ;11,5 ;0 ;
