SESSION; TIME;RPM;THROT;WATER;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;TRAC %;FUEL P;VOLTS;SLIP%;INJ;ADV;LAUC S;SHIF A;INJ %;CAM T;
1307 ;0:47,10 ;4029 ;11 ;71;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;11,9 ;-1 ;2,05 ;29,3 ;0 ;0 ;6 ;0 ;
1307 ;0:47,20 ;4069 ;11 ;71;49;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,7 ;-1 ;2,06 ;29,3 ;0 ;0 ;6 ;0 ;
1307 ;0:47,30 ;4074 ;11 ;71;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,9 ;-1 ;2,06 ;29,3 ;0 ;0 ;7 ;0 ;
1307 ;0:47,40 ;4044 ;11 ;71;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,7 ;-1 ;2,05 ;29,3 ;0 ;0 ;6 ;0 ;
1307 ;0:47,50 ;4088 ;11 ;71;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,9 ;-1 ;2,06 ;29,3 ;0 ;0 ;7 ;0 ;
1307 ;0:47,60 ;4092 ;11 ;71;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,55 ;11,8 ;-1 ;2,06 ;29,3 ;0 ;0 ;7 ;0 ;
1307 ;0:47,70 ;4065 ;11 ;71;48;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,7 ;-1 ;2,02 ;29,2 ;0 ;0 ;6 ;0 ;
1307 ;0:47,80 ;4033 ;11 ;71;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,8 ;-1 ;2,05 ;29,3 ;0 ;0 ;6 ;0 ;
1307 ;0:47,90 ;4022 ;10 ;71;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,8 ;-1 ;2,05 ;29,3 ;0 ;0 ;6 ;0 ;
1307 ;0:48,00 ;4033 ;11 ;71;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;11,9 ;-1 ;2,05 ;29,3 ;0 ;0 ;6 ;0 ;
1307 ;0:48,10 ;4067 ;11 ;71;48;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,9 ;-1 ;2,02 ;29,2 ;0 ;0 ;6 ;0 ;
1307 ;0:48,20 ;4057 ;11 ;71;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,9 ;-1 ;2,06 ;29,3 ;0 ;0 ;7 ;0 ;
1307 ;0:48,30 ;4047 ;11 ;71;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,9 ;-1 ;2,05 ;29,3 ;0 ;0 ;6 ;0 ;
1307 ;0:48,40 ;4036 ;11 ;71;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,9 ;-1 ;2,05 ;29,3 ;0 ;0 ;6 ;0 ;
1307 ;0:48,50 ;4024 ;11 ;71;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,8 ;-1 ;2,05 ;29,3 ;0 ;0 ;6 ;0 ;
1307 ;0:48,60 ;4011 ;11 ;71;48;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,7 ;-1 ;2,01 ;29,2 ;0 ;0 ;6 ;0 ;
1307 ;0:48,70 ;4054 ;11 ;71;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,9 ;-1 ;2,06 ;29,3 ;0 ;0 ;7 ;0 ;
1307 ;0:48,80 ;4033 ;10 ;71;48;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,7 ;-1 ;2,01 ;29,2 ;0 ;0 ;6 ;0 ;
1307 ;0:48,90 ;4051 ;11 ;71;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,9 ;-1 ;2,06 ;29,3 ;0 ;0 ;6 ;0 ;
1307 ;0:49,00 ;4056 ;10 ;71;48;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,8 ;-1 ;2,02 ;29,2 ;0 ;0 ;6 ;0 ;
1307 ;0:49,10 ;4052 ;11 ;71;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,9 ;-1 ;2,06 ;29,3 ;0 ;0 ;7 ;0 ;
1307 ;0:49,20 ;4057 ;11 ;71;48;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,7 ;-1 ;2,02 ;29,2 ;0 ;0 ;6 ;0 ;
1307 ;0:49,30 ;4036 ;11 ;72;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,9 ;-1 ;2,05 ;29,3 ;0 ;0 ;6 ;0 ;
1307 ;0:49,40 ;4020 ;11 ;72;48;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,7 ;-1 ;2,01 ;29,2 ;0 ;0 ;6 ;0 ;
1307 ;0:49,50 ;4029 ;11 ;72;48;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,8 ;-1 ;2,01 ;29,2 ;0 ;0 ;6 ;0 ;
1307 ;0:49,60 ;4050 ;11 ;72;48;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,9 ;-1 ;2,02 ;29,2 ;0 ;0 ;6 ;0 ;
1307 ;0:49,70 ;4047 ;11 ;72;48;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,8 ;-1 ;2,02 ;29,2 ;0 ;0 ;6 ;0 ;
1307 ;0:49,80 ;4130 ;11 ;72;47;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,7 ;-1 ;1,99 ;29,2 ;0 ;0 ;6 ;0 ;
1307 ;0:49,90 ;4162 ;11 ;72;47;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,9 ;-1 ;2,00 ;29,3 ;0 ;0 ;7 ;0 ;
1307 ;0:50,00 ;4233 ;11 ;72;47;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,9 ;-1 ;2,01 ;29,4 ;0 ;0 ;7 ;0 ;
1307 ;0:50,10 ;4296 ;11 ;72;47;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,8 ;-1 ;2,02 ;29,5 ;0 ;0 ;7 ;0 ;
1307 ;0:50,20 ;4395 ;11 ;72;48;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,8 ;-1 ;2,07 ;29,6 ;0 ;0 ;7 ;0 ;
1307 ;0:50,30 ;4437 ;11 ;72;48;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,6 ;-1 ;2,08 ;29,7 ;0 ;0 ;7 ;0 ;
1307 ;0:50,40 ;4467 ;12 ;72;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,7 ;-1 ;2,13 ;29,7 ;0 ;0 ;8 ;0 ;
1307 ;0:50,50 ;4492 ;13 ;72;49;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,52 ;11,9 ;-1 ;2,13 ;29,7 ;0 ;0 ;8 ;0 ;
1307 ;0:50,60 ;4468 ;13 ;72;49;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,55 ;11,7 ;-1 ;2,13 ;29,7 ;0 ;0 ;8 ;0 ;
1307 ;0:50,70 ;4468 ;13 ;72;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,53 ;11,9 ;-1 ;2,16 ;29,7 ;0 ;0 ;8 ;0 ;
1307 ;0:50,80 ;4444 ;13 ;72;49;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,55 ;11,8 ;-1 ;2,14 ;29,7 ;0 ;0 ;7 ;0 ;
1307 ;0:50,90 ;4421 ;13 ;72;50;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,64 ;11,9 ;-1 ;2,21 ;29,6 ;0 ;0 ;8 ;0 ;
1307 ;0:51,00 ;4427 ;13 ;73;50;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,7 ;-1 ;2,22 ;29,6 ;0 ;0 ;8 ;0 ;
1307 ;0:51,10 ;4422 ;13 ;73;50;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,6 ;-1 ;2,24 ;29,6 ;0 ;0 ;8 ;0 ;
1307 ;0:51,20 ;4411 ;13 ;73;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,8 ;-1 ;2,26 ;29,6 ;0 ;0 ;8 ;0 ;
1307 ;0:51,30 ;4431 ;13 ;73;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,8 ;-1 ;2,28 ;29,6 ;0 ;0 ;8 ;0 ;
1307 ;0:51,40 ;4341 ;13 ;73;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,8 ;-1 ;2,28 ;29,6 ;0 ;0 ;8 ;0 ;
1307 ;0:51,50 ;4305 ;13 ;73;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;11,9 ;-1 ;2,30 ;29,6 ;0 ;0 ;8 ;0 ;
1307 ;0:51,60 ;4292 ;13 ;73;50;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,55 ;11,9 ;-1 ;2,31 ;29,6 ;0 ;0 ;8 ;0 ;
1307 ;0:51,70 ;4361 ;13 ;73;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,7 ;-1 ;2,35 ;29,6 ;0 ;0 ;8 ;0 ;
1307 ;0:51,80 ;4273 ;13 ;73;50;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;11,9 ;-1 ;2,35 ;29,5 ;0 ;0 ;8 ;0 ;
1307 ;0:51,90 ;4256 ;13 ;73;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,9 ;-1 ;2,36 ;29,5 ;0 ;0 ;8 ;0 ;
1307 ;0:52,00 ;4253 ;12 ;73;50;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,8 ;-1 ;2,38 ;29,5 ;0 ;0 ;8 ;0 ;
1307 ;0:52,10 ;4291 ;13 ;73;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,7 ;-1 ;2,40 ;29,6 ;0 ;0 ;8 ;0 ;
1307 ;0:52,20 ;4290 ;13 ;74;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,9 ;-1 ;2,42 ;29,6 ;0 ;0 ;8 ;0 ;
1307 ;0:52,30 ;4250 ;12 ;74;51;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,9 ;-1 ;2,47 ;29,6 ;0 ;0 ;8 ;0 ;
1307 ;0:52,40 ;4196 ;12 ;74;51;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,55 ;11,7 ;-1 ;2,47 ;29,5 ;0 ;0 ;8 ;0 ;
1307 ;0:52,50 ;4125 ;12 ;74;51;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,9 ;-1 ;2,47 ;29,5 ;0 ;0 ;8 ;0 ;
1307 ;0:52,60 ;3984 ;13 ;74;51;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,6 ;-1 ;2,44 ;29,3 ;0 ;0 ;8 ;0 ;
1307 ;0:52,70 ;4159 ;12 ;74;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,8 ;-1 ;2,45 ;29,5 ;0 ;0 ;8 ;0 ;
1307 ;0:52,80 ;4233 ;12 ;74;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,9 ;-1 ;2,46 ;29,5 ;0 ;0 ;8 ;0 ;
1307 ;0:52,90 ;4274 ;12 ;74;50;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,8 ;-1 ;2,46 ;29,5 ;0 ;0 ;8 ;0 ;
1307 ;0:53,00 ;4207 ;12 ;74;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,53 ;11,6 ;-1 ;2,46 ;29,5 ;0 ;0 ;8 ;0 ;
1307 ;0:53,10 ;4243 ;12 ;74;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,8 ;-1 ;2,46 ;29,5 ;0 ;0 ;8 ;0 ;
1307 ;0:53,20 ;4263 ;13 ;74;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,9 ;-1 ;2,46 ;29,5 ;0 ;0 ;8 ;0 ;
1307 ;0:53,30 ;4264 ;13 ;75;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,9 ;-1 ;2,46 ;29,5 ;0 ;0 ;8 ;0 ;
1307 ;0:53,40 ;4214 ;13 ;75;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,8 ;-1 ;2,46 ;29,5 ;0 ;0 ;8 ;0 ;
1307 ;0:53,50 ;4203 ;12 ;75;51;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,64 ;11,9 ;-1 ;2,52 ;29,5 ;0 ;0 ;8 ;0 ;
1307 ;0:53,60 ;4217 ;12 ;75;51;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;11,8 ;-1 ;2,53 ;29,6 ;0 ;0 ;8 ;0 ;
1307 ;0:53,70 ;4228 ;12 ;75;51;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,8 ;-1 ;2,56 ;29,6 ;0 ;0 ;9 ;0 ;
1307 ;0:53,80 ;4186 ;12 ;75;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,9 ;-1 ;2,51 ;29,5 ;0 ;0 ;8 ;0 ;
1307 ;0:53,90 ;4215 ;13 ;75;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,9 ;-1 ;2,52 ;29,5 ;0 ;0 ;8 ;0 ;
1307 ;0:54,00 ;4280 ;13 ;75;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,8 ;-1 ;2,52 ;29,5 ;0 ;0 ;8 ;0 ;
1307 ;0:54,10 ;4258 ;13 ;75;50;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,55 ;11,6 ;-1 ;2,52 ;29,5 ;0 ;0 ;9 ;0 ;
1307 ;0:54,20 ;4252 ;12 ;76;51;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,6 ;-1 ;2,58 ;29,6 ;0 ;0 ;9 ;0 ;
1307 ;0:54,30 ;4222 ;13 ;76;51;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,8 ;-1 ;2,58 ;29,6 ;0 ;0 ;9 ;0 ;
1307 ;0:54,40 ;4233 ;13 ;76;51;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;11,9 ;-1 ;2,58 ;29,6 ;0 ;0 ;9 ;0 ;
1307 ;0:54,50 ;4290 ;13 ;76;51;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,8 ;-1 ;2,55 ;29,6 ;0 ;0 ;9 ;0 ;
1307 ;0:54,60 ;4345 ;13 ;76;51;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,6 ;-1 ;2,56 ;29,6 ;0 ;0 ;9 ;0 ;
1307 ;0:54,70 ;4326 ;13 ;76;51;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,8 ;-1 ;2,56 ;29,6 ;0 ;0 ;9 ;0 ;
1307 ;0:54,80 ;4285 ;13 ;76;52;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,7 ;-1 ;2,60 ;29,6 ;0 ;0 ;9 ;0 ;
1307 ;0:54,90 ;4326 ;13 ;76;52;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,7 ;-1 ;2,60 ;29,7 ;0 ;0 ;9 ;0 ;
1307 ;0:55,00 ;4286 ;13 ;76;52;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,65 ;11,8 ;-1 ;2,62 ;29,7 ;0 ;0 ;9 ;0 ;
1307 ;0:55,10 ;4341 ;14 ;76;52;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,53 ;11,8 ;-1 ;2,66 ;29,7 ;0 ;0 ;9 ;0 ;
1307 ;0:55,20 ;4267 ;13 ;77;52;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,54 ;11,8 ;-1 ;2,67 ;29,7 ;0 ;0 ;9 ;0 ;
1307 ;0:55,30 ;4281 ;13 ;77;53;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;11,8 ;-1 ;2,74 ;29,7 ;0 ;0 ;9 ;0 ;
1307 ;0:55,40 ;4319 ;13 ;77;54;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,6 ;-1 ;2,82 ;29,8 ;0 ;0 ;10 ;0 ;
1307 ;0:55,50 ;4268 ;13 ;77;56;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,65 ;11,8 ;-1 ;2,95 ;29,7 ;0 ;0 ;10 ;0 ;
1307 ;0:55,60 ;4027 ;13 ;77;60;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;11,8 ;-1 ;3,23 ;29,2 ;0 ;0 ;10 ;0 ;
1307 ;0:55,70 ;3804 ;13 ;77;63;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;11,8 ;-1 ;3,35 ;27,2 ;0 ;0 ;10 ;0 ;
1307 ;0:55,80 ;3426 ;13 ;77;62;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,8 ;-1 ;5,23 ;22,6 ;0 ;0 ;14 ;0 ;
1307 ;0:55,90 ;4117 ;13 ;77;62;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,62 ;11,8 ;-1 ;3,44 ;29,1 ;0 ;1 ;11 ;0 ;
1307 ;0:56,00 ;3667 ;13 ;77;67;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;11,9 ;-1 ;3,55 ;25,8 ;0 ;0 ;10 ;0 ;
1307 ;0:56,10 ;3320 ;13 ;77;69;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,66 ;11,9 ;-1 ;3,41 ;21,2 ;0 ;0 ;9 ;0 ;
1307 ;0:56,20 ;3287 ;13 ;77;68;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,9 ;-1 ;3,37 ;20,5 ;0 ;0 ;9 ;0 ;
1307 ;0:56,30 ;3095 ;13 ;77;67;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;11,8 ;-1 ;3,22 ;17,3 ;0 ;0 ;8 ;0 ;
1307 ;0:56,40 ;3048 ;13 ;77;65;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,61 ;11,9 ;-1 ;3,13 ;16,3 ;0 ;0 ;8 ;0 ;
1307 ;0:56,50 ;3223 ;13 ;77;62;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,55 ;11,6 ;-1 ;3,12 ;19,0 ;0 ;0 ;8 ;0 ;
1307 ;0:56,60 ;3521 ;13 ;77;57;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,53 ;11,7 ;-1 ;3,00 ;24,2 ;0 ;0 ;8 ;0 ;
1307 ;0:56,70 ;3739 ;13 ;77;52;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,55 ;11,6 ;-1 ;2,75 ;26,6 ;0 ;0 ;8 ;0 ;
1307 ;0:56,80 ;3924 ;13 ;77;49;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,53 ;11,7 ;-1 ;2,63 ;28,4 ;0 ;0 ;8 ;0 ;
1307 ;0:56,90 ;4326 ;13 ;77;47;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;11,8 ;-1 ;2,63 ;29,5 ;0 ;0 ;9 ;0 ;
1307 ;0:57,00 ;4750 ;13 ;77;47;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,66 ;11,8 ;-1 ;2,75 ;30,1 ;0 ;0 ;10 ;0 ;
1307 ;0:57,10 ;5313 ;13 ;77;46;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,54 ;11,7 ;-1 ;2,79 ;31,9 ;0 ;0 ;12 ;0 ;
1307 ;0:57,20 ;5725 ;13 ;77;52;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,66 ;11,7 ;-1 ;3,18 ;35,5 ;0 ;0 ;15 ;0 ;
1307 ;0:57,30 ;5310 ;20 ;77;64;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;11,5 ;-1 ;3,78 ;31,6 ;0 ;0 ;16 ;0 ;
1307 ;0:57,40 ;4634 ;18 ;77;67;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,50 ;11,6 ;-1 ;4,07 ;29,1 ;0 ;0 ;15 ;0 ;
1307 ;0:57,50 ;3881 ;11 ;77;74;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,51 ;11,6 ;-1 ;4,10 ;28,4 ;0 ;0 ;12 ;0 ;
1307 ;0:57,60 ;2795 ;13 ;77;86;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,63 ;11,8 ;-1 ;3,81 ;21,1 ;0 ;0 ;9 ;0 ;
1307 ;0:57,70 ;1877 ;29 ;77;94;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,55 ;11,2 ;-1 ;4,68 ;20,1 ;0 ;0 ;11 ;0 ;
1307 ;0:57,80 ;1605 ;27 ;77;95;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,60 ;11,1 ;-1 ;4,71 ;19,5 ;0 ;0 ;11 ;0 ;
1307 ;0:57,90 ;926 ;22 ;77;95;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;10,5 ;-1 ;4,29 ;15,3 ;0 ;0 ;10 ;0 ;
1307 ;0:58,00 ;999 ;4 ;77;92;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,59 ;10,3 ;-1 ;3,99 ;6,6 ;0 ;0 ;9 ;0 ;
1307 ;0:58,10 ;455 ;1 ;77;97;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;10,2 ;-1 ;4,43 ;6,6 ;0 ;0 ;11 ;0 ;
1307 ;0:58,20 ;464 ;11 ;77;96;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,57 ;10,5 ;-1 ;4,35 ;16,2 ;0 ;0 ;10 ;0 ;
1307 ;0:58,30 ;454 ;100 ;77;98;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;10,3 ;-1 ;4,53 ;18,0 ;0 ;0 ;11 ;0 ;
1307 ;0:58,40 ;464 ;100 ;77;97;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;10,4 ;-1 ;4,43 ;17,1 ;0 ;0 ;11 ;0 ;
1307 ;0:58,50 ;463 ;100 ;77;98;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,58 ;10,4 ;-1 ;4,53 ;18,0 ;0 ;0 ;11 ;0 ;
1307 ;0:58,60 ;457 ;100 ;77;97;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;4,56 ;10,5 ;-1 ;4,43 ;17,1 ;0 ;0 ;11 ;0 ;
1307 ;0:58,70 ;123 ;100 ;77;98;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;1,18 ;10,4 ;-1 ;4,53 ;18,0 ;0 ;0 ;11 ;0 ;
1307 ;0:58,80 ;0 ;100 ;77;98;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;1,17 ;10,5 ;-1 ;0,00 ;0,0 ;0 ;0 ;0 ;0 ;
1307 ;0:58,90 ;0 ;100 ;77;98;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;1,18 ;10,2 ;-1 ;0,00 ;0,0 ;0 ;0 ;0 ;0 ;
