"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Ana1"|"bar"|-1000.0|1000.0|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
16564,1563729969853,3,2.53,0.55,0.49,0.93,0.79,0.88,-0.6,0.58,14,3,12,1.06,9245,35,88,40,44,1276,487.0,638,465,60,123.0,160,1,353,223,78,0,0,347,14488,2524,488,882.05,,,,,,,,,,,,
16584,1563729969873,-0,2.53,0.55,0.48,0.93,0.79,0.79,-0.56,0.5,15,3,13,0.96,9277,35,88,40,44,1271,486.0,640,463,60,123.0,160,1,354,223,78,0,0,347,-26615,11560,486,882.05,,,,,,,,,,,,
16604,1563729969895,1,2.55,0.54,0.48,0.93,0.79,0.64,-0.57,0.48,15,2,15,0.86,9360,35,88,40,44,1267,484.0,640,465,60,123.0,160,1,355,224,78,0,0,50,-26615,2524,484,882.05,,,,,,,,,,,,
16624,1563729969915,2,2.53,0.56,0.49,0.94,0.8,0.64,-0.71,0.51,16,2,16,0.96,9356,35,88,40,44,1255,487.0,641,462,60,123.0,160,1,355,224,78,0,0,421,-18108,3,487,648.46,,,,,,,,,,,,
16644,1563729969935,2,2.55,0.57,0.49,0.94,0.79,0.78,-0.74,0.51,18,2,17,1.08,9375,35,88,40,44,1245,490.0,645,465,60,123.0,160,1,355,224,78,0,0,217,17628,10408,489,648.46,45.748222,4.906598,46.73,189.1,0,0.0,-1,0.0,0.0,0,0.16,0.2774
16664,1563729969955,-3,2.54,0.57,0.49,0.94,0.8,0.72,-0.68,0.46,18,3,20,0.99,9365,35,88,40,44,1233,488.0,642,455,60,123.0,161,1,355,224,79,0,0,2872,-9160,2524,488,648.46,,,,,,,,,,,,
16684,1563729969975,1,2.54,0.57,0.49,0.95,0.79,0.63,-0.65,0.45,19,2,18,0.91,9351,34,88,40,44,1223,488.0,647,462,60,122.0,161,1,355,224,79,0,0,136,-9160,-3414,488,1115.64,,,,,,,,,,,,
16704,1563729969995,1,2.54,0.57,0.5,0.95,0.8,0.68,-0.79,0.46,20,-1,20,1.04,9342,35,88,40,44,1212,489.0,643,460,60,122.0,161,1,355,224,79,0,0,105,-26615,15661,489,648.46,,,,,,,,,,,,
16724,1563729970009,2,2.53,0.59,0.5,0.96,0.81,0.81,-0.82,0.49,20,-1,20,1.16,9360,35,88,40,44,1201,493.0,640,470,60,123.0,161,1,355,224,79,0,0,105,17628,-9216,490,648.46,,,,,,,,,,,,
16744,1563729970029,-0,2.53,0.58,0.5,0.96,0.8,0.78,-0.74,0.49,20,-1,23,1.08,9379,35,88,40,44,1189,488.0,641,471,60,123.0,161,1,356,224,79,0,0,105,-9160,11560,492,882.05,45.748211,4.906599,46.04,189.1,0,0.0,-1,0.0,0.0,0,0.16,0.2791
