"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Ana1"|"bar"|-1000.0|1000.0|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
26104,1563729915358,8,2.28,0.68,0.49,0.91,0.76,0.88,-0.01,0.53,-1,-2,0,0.88,4381,7,92,39,55,506,0.0,392,469,60,120.0,0,1,218,244,41,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26124,1563729915378,11,2.29,0.68,0.49,0.9,0.77,0.83,-0.04,0.55,-1,-3,-0,0.83,4349,7,92,39,54,506,0.0,390,464,60,119.0,0,1,215,244,41,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26144,1563729915398,9,2.29,0.68,0.5,0.9,0.76,0.79,-0.05,0.55,-1,-2,-1,0.79,4397,7,92,39,54,506,0.0,392,463,60,119.0,0,1,222,244,41,0,0,0,250,250,0,414.87,45.747856,4.906453,0.0,198.8,0,0.0,-1,0.0,0.0,0,0.0,0.4357
26164,1563729915418,10,2.28,0.68,0.49,0.91,0.76,0.76,-0.04,0.54,-1,0,-1,0.76,4394,7,92,39,54,506,0.0,393,466,60,119.0,0,1,221,244,41,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26184,1563729915438,9,2.28,0.68,0.49,0.91,0.76,0.78,-0.03,0.5,-1,1,-1,0.78,4369,7,92,39,54,506,0.0,400,466,60,118.0,0,1,218,248,41,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26204,1563729915458,6,2.3,0.68,0.49,0.9,0.76,0.81,-0.02,0.48,-1,2,-1,0.81,4371,7,92,39,55,506,0.0,392,468,60,118.0,0,1,217,248,40,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26224,1563729915478,7,2.28,0.68,0.49,0.9,0.76,0.86,-0.04,0.48,-1,1,-1,0.86,4372,7,92,39,55,506,0.0,395,470,60,118.0,0,1,217,248,40,0,0,0,250,250,0,882.05,,,,,,,,,,,,
26244,1563729915498,6,2.3,0.68,0.49,0.9,0.75,0.86,-0.06,0.5,-1,0,-1,0.87,4396,7,92,39,55,506,0.0,391,472,60,119.0,0,1,217,248,40,0,0,0,250,250,0,882.05,45.747856,4.906453,0.0,198.8,0,0.0,-1,0.0,0.0,0,0.0,0.4374
26264,1563729915518,6,2.29,0.67,0.49,0.89,0.76,0.89,-0.03,0.49,-0,-1,-1,0.89,4373,7,92,39,55,506,0.0,388,471,60,119.0,0,1,217,248,40,0,0,0,250,250,0,648.46,,,,,,,,,,,,
26284,1563729915538,6,2.29,0.67,0.48,0.9,0.75,0.93,0.01,0.46,-0,-1,0,0.93,4365,7,91,39,55,506,0.0,391,468,60,119.0,0,1,216,248,40,0,0,0,250,250,0,648.46,,,,,,,,,,,,
26304,1563729915558,7,2.28,0.68,0.48,0.9,0.75,0.95,0.02,0.47,-0,-2,1,0.95,4396,7,91,39,55,506,0.0,385,467,60,120.0,0,1,220,248,40,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26324,1563729915578,7,2.29,0.67,0.49,0.9,0.74,0.96,0.03,0.5,-0,-4,1,0.96,4386,7,91,39,55,506,0.0,393,468,60,120.0,0,1,219,248,40,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26344,1563729915598,7,2.28,0.67,0.48,0.89,0.75,0.92,0.01,0.52,-0,-5,1,0.92,4426,7,91,39,55,506,0.0,388,473,60,120.0,0,1,224,249,40,0,0,0,250,250,0,414.87,45.747856,4.906453,0.0,198.8,0,0.0,-1,0.0,0.0,0,0.0,0.4391
26364,1563729915618,8,2.28,0.67,0.48,0.89,0.75,0.9,-0.01,0.54,-0,-4,1,0.9,4414,7,91,39,55,506,0.0,396,465,60,119.0,0,1,223,245,40,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26384,1563729915638,-0,2.29,0.67,0.48,0.89,0.75,0.83,-0.04,0.54,-0,-2,1,0.83,4383,7,91,39,54,506,0.0,393,458,60,119.0,0,1,220,244,40,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26404,1563729915658,9,2.29,0.67,0.47,0.88,0.75,0.77,-0.05,0.53,-0,-1,1,0.77,4414,7,91,39,54,506,0.0,397,466,60,119.0,0,1,224,245,41,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26424,1563729915678,11,2.29,0.67,0.47,0.88,0.75,0.73,-0.07,0.53,-0,0,-0,0.74,4400,7,91,39,54,506,0.0,399,463,60,119.0,0,1,222,245,41,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26444,1563729915697,9,2.28,0.67,0.48,0.88,0.73,0.71,-0.07,0.53,-0,1,-1,0.72,4378,7,91,39,54,506,0.0,394,463,60,119.0,0,1,219,244,41,0,0,0,250,250,0,414.87,45.747856,4.906453,0.0,198.8,0,0.0,-1,0.0,0.0,0,0.0,0.4407
26464,1563729915717,9,2.28,0.59,0.39,0.75,0.59,0.73,-0.05,0.52,-0,2,-1,0.73,4388,7,91,39,54,506,0.0,401,465,60,118.0,0,1,220,244,41,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26484,1563729915737,8,2.28,0.57,0.37,0.72,0.56,0.76,-0.03,0.49,-0,3,-1,0.76,4365,7,90,39,54,506,0.0,394,467,60,117.0,0,1,217,244,41,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26504,1563729915757,4,2.29,0.57,0.35,0.71,0.54,0.78,-0.02,0.48,0,3,-1,0.78,4357,7,91,39,55,506,0.0,394,471,60,118.0,0,1,215,248,40,0,0,0,250,250,0,882.05,,,,,,,,,,,,
26524,1563729915777,7,2.28,0.56,0.35,0.7,0.53,0.82,-0.03,0.5,0,2,-0,0.83,4358,7,91,39,55,506,0.0,389,472,60,119.0,0,1,215,247,40,0,0,0,250,250,0,882.05,,,,,,,,,,,,
26544,1563729915797,7,2.28,0.55,0.34,0.69,0.53,0.85,-0.03,0.53,0,-0,0,0.85,4363,7,91,39,55,506,0.0,388,470,60,119.0,0,1,216,247,40,0,0,0,250,250,0,648.46,45.747856,4.906453,0.0,198.8,0,0.0,-1,0.0,0.0,0,0.0,0.4424
26564,1563729915817,7,2.28,0.55,0.33,0.68,0.52,0.88,-0.03,0.56,0,-2,1,0.88,4350,7,90,39,55,506,0.0,389,467,60,120.0,0,1,214,247,40,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26584,1563729915837,7,2.29,0.55,0.33,0.67,0.52,0.88,-0.02,0.56,0,-2,1,0.88,4368,7,90,39,55,506,0.0,385,471,60,120.0,0,1,217,247,40,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26604,1563729915857,8,2.29,0.55,0.32,0.67,0.51,0.85,-0.02,0.55,0,-1,1,0.85,4355,7,90,39,55,506,0.0,393,469,60,120.0,0,1,215,247,41,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26624,1563729915877,11,2.28,0.55,0.32,0.66,0.5,0.79,-0.04,0.56,0,-0,1,0.8,4348,7,90,39,55,506,0.0,387,467,60,120.0,0,1,214,247,41,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26644,1563729915897,9,2.29,0.55,0.31,0.66,0.49,0.76,-0.07,0.57,-0,0,-0,0.76,4345,7,90,39,54,506,0.0,392,467,60,118.0,0,1,215,242,41,0,0,0,250,250,0,414.87,45.747856,4.906453,0.0,198.8,0,0.0,-1,0.0,0.0,0,0.0,0.4441
26664,1563729915917,9,2.28,0.54,0.31,0.65,0.49,0.76,-0.08,0.55,-0,1,-1,0.76,4321,7,90,39,54,506,0.0,391,468,60,117.0,0,1,212,242,41,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26684,1563729915937,8,2.29,0.54,0.31,0.65,0.49,0.78,-0.06,0.54,-0,2,-1,0.78,4338,7,90,39,54,506,0.0,388,470,60,118.0,0,1,214,245,41,0,0,0,250,250,0,414.87,,,,,,,,,,,,
26704,1563729915957,7,2.28,0.54,0.3,0.64,0.48,0.8,-0.04,0.53,0,2,-1,0.8,4332,7,90,39,55,506,0.0,393,469,60,118.0,0,1,213,245,40,0,0,0,250,250,0,882.05,,,,,,,,,,,,
26724,1563729915977,7,2.29,0.53,0.31,0.64,0.48,0.84,-0.02,0.52,0,1,-0,0.84,4309,7,90,39,55,506,0.0,387,470,60,119.0,0,1,212,245,40,0,0,0,250,250,0,648.46,,,,,,,,,,,,
