SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;TRAC %;FUEL P;VOLTS;SLIP%;INJ;ADV;LAUC S;

1738 ;0:00,10 ;702 ;36 ;93;30;100;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;1,98 ;11,4 ;-1 ;5,13 ;18,0 ;0 ;
1738 ;0:00,20 ;702 ;41 ;93;30;100;0,507 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;1,98 ;11,4 ;-1 ;5,13 ;18,0 ;0 ;
1738 ;0:00,30 ;702 ;42 ;93;30;100;0,507 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;1,99 ;11,4 ;-1 ;5,13 ;18,0 ;0 ;
1738 ;0:00,40 ;702 ;49 ;93;30;100;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;1,98 ;11,4 ;-1 ;5,13 ;18,0 ;0 ;
1738 ;0:00,50 ;702 ;56 ;93;30;100;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;2,00 ;11,5 ;-1 ;5,13 ;18,0 ;0 ;
1738 ;0:00,60 ;693 ;58 ;93;30;100;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;1,97 ;11,4 ;-1 ;5,13 ;18,0 ;0 ;
1738 ;0:00,70 ;840 ;59 ;93;30;100;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;1,99 ;11,6 ;-1 ;5,13 ;18,0 ;0 ;
1738 ;0:00,80 ;902 ;59 ;92;30;100;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;2,02 ;11,4 ;-1 ;5,21 ;18,3 ;0 ;
1738 ;0:00,90 ;1134 ;57 ;93;30;100;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;2,01 ;11,6 ;-1 ;5,35 ;19,1 ;0 ;
1738 ;0:01,00 ;1124 ;45 ;93;30;100;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;2,01 ;11,7 ;-1 ;5,34 ;19,0 ;0 ;
1738 ;0:01,10 ;997 ;37 ;92;30;99;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;2,04 ;11,5 ;-1 ;4,89 ;18,0 ;0 ;
1738 ;0:01,20 ;957 ;38 ;93;30;100;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;2,03 ;11,6 ;-1 ;5,16 ;18,0 ;0 ;
1738 ;0:01,30 ;942 ;43 ;92;30;100;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;2,01 ;11,6 ;-1 ;5,19 ;18,0 ;0 ;
1738 ;0:01,40 ;1005 ;46 ;92;30;99;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;2,00 ;11,5 ;-1 ;4,89 ;18,0 ;0 ;
1738 ;0:01,50 ;1001 ;46 ;93;30;100;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;1,99 ;11,5 ;-1 ;5,16 ;18,0 ;0 ;
1738 ;0:01,60 ;978 ;47 ;92;30;100;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;2,05 ;11,4 ;-1 ;5,19 ;18,0 ;0 ;
1738 ;0:01,70 ;873 ;47 ;93;30;100;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;1,99 ;11,7 ;-1 ;5,16 ;18,0 ;0 ;
1738 ;0:01,80 ;958 ;49 ;92;30;100;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;2,05 ;11,6 ;-1 ;5,19 ;18,0 ;0 ;
1738 ;0:01,90 ;947 ;57 ;92;30;100;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;2,01 ;11,6 ;-1 ;5,19 ;18,0 ;0 ;
