																					
	<<Vitesse moteur>>	Puissance Brute Mesurée	Puissance à la roue	Puissance roue corrigée	Couple corrigé Roue	Puissance corrigée moteur	Couple corrigé moteur	Vitesse véhicule	Temps acquisition Mesure	Force à la Roue	Accélération Linéaire	OBD-PID13 : Vitesse du véhicule	Couple moteur brut	Puissance Pertes Calibrées Totales	Puissance Pertes Calibrées Banc	Puissance Pertes Calibrées Vehicule	Couple brut	Facteur de correction	Rapport de sortie	Rapport Global Dynamique	Facteur de pertes transmission
	tr/min	ch	ch	ch	N.m	ch	N.m	Km/h	s	N	mm/s²	Km/h	N.m	ch	ch	ch	N.m	 	 	 	%
	8950	60,09	62,66	64,11	50,31	75,99	59,63	117,9	14,95	1407	1546		58,27	2,569	2,569	0	49,17	1,023	8,584	0	25,62
	9000	60,07	62,67	64,12	50,04	76,07	59,36	118,6	15,08	1399	1549		58,01	2,599	2,599	0	48,91	1,023	8,584	0	25,62
	9050	60,15	62,78	64,23	49,85	76,24	59,17	119,2	15,2	1394	1557		57,82	2,629	2,629	0	48,72	1,023	8,584	0	25,62
	9100	60,29	62,95	64,41	49,72	76,49	59,04	119,9	15,31	1390	1570		57,69	2,66	2,66	0	48,59	1,023	8,584	0	25,62
	9150	60,43	63,12	64,56	49,55	76,73	58,9	120,6	15,42	1386	1583		57,55	2,691	2,691	0	48,45	1,023	8,584	0	25,62
	9200	60,57	63,29	64,7	49,39	76,97	58,76	121,2	15,54	1383	1596		57,42	2,722	2,722	0	48,32	1,022	8,584	0	25,62
	9250	60,77	63,53	64,93	49,3	77,28	58,68	121,9	15,65	1380	1612		57,33	2,753	2,753	0	48,24	1,022	8,584	0	25,62
	9300	60,92	63,71	65,12	49,18	77,53	58,55	122,5	15,76	1377	1622		57,21	2,785	2,785	0	48,12	1,022	8,584	0	25,62
	9350	60,91	63,73	65,14	48,93	77,62	58,3	123,2	15,88	1370	1615		56,97	2,817	2,817	0	47,87	1,022	8,584	0	25,62
	9400	61,05	63,9	65,31	48,8	77,85	58,17	123,8	15,99	1366	1614		56,84	2,849	2,849	0	47,74	1,022	8,584	0	25,62
	9450	61,34	64,22	65,64	48,79	78,25	58,16	124,5	16,11	1366	1619		56,83	2,881	2,881	0	47,73	1,022	8,584	0	25,62
	9500	61,75	64,66	66,09	48,86	78,77	58,24	125,2	16,22	1368	1630		56,9	2,914	2,914	0	47,81	1,022	8,584	0	25,62
	9550	62,19	65,14	66,58	48,97	79,33	58,34	125,8	16,33	1371	1641		57,01	2,947	2,947	0	47,91	1,022	8,584	0	25,62
	9600	62,51	65,49	66,94	48,97	79,75	58,34	126,5	16,44	1371	1642		57,01	2,98	2,98	0	47,91	1,022	8,584	0	25,62
	9650	62,81	65,83	67,28	48,97	80,16	58,34	127,1	16,55	1371	1642		57,01	3,014	3,014	0	47,91	1,022	8,584	0	25,62
	9700	63,14	66,18	67,65	48,98	80,59	58,35	127,8	16,66	1371	1639		57,02	3,047	3,047	0	47,92	1,022	8,584	0	25,62
	9750	63,49	66,57	68,04	49,02	81,05	58,39	128,5	16,77	1372	1639		57,05	3,081	3,081	0	47,95	1,022	8,584	0	25,62
	9800	63,9	67,02	68,5	49,09	81,58	58,46	129,1	16,89	1374	1641		57,13	3,115	3,115	0	48,03	1,022	8,584	0	25,62
	9850	64,27	67,42	68,91	49,14	82,05	58,51	129,8	17	1376	1642		57,17	3,15	3,15	0	48,07	1,022	8,584	0	25,62
	9900	64,6	67,79	69,29	49,15	82,5	58,53	130,4	17,11	1376	1642		57,19	3,184	3,184	0	48,09	1,022	8,584	0	25,62
	9950	64,76	67,98	69,49	49,05	82,76	58,42	131,1	17,22	1373	1632		57,09	3,219	3,219	0	47,99	1,022	8,584	0	25,62
	10000	64,86	68,12	69,63	48,9	82,97	58,27	131,8	17,33	1369	1619		56,94	3,254	3,254	0	47,84	1,022	8,584	0	25,62
	10050	64,78	68,07	69,58	48,63	82,99	58	132,4	17,45	1361	1601		56,67	3,29	3,29	0	47,57	1,022	8,584	0	25,62
	10100	64,68	68	69,51	48,34	82,98	57,71	133,1	17,56	1353	1584		56,39	3,326	3,326	0	47,29	1,022	8,584	0	25,62
	10150	64,52	67,88	69,38	48,01	82,92	57,38	133,7	17,68	1344	1569		56,07	3,362	3,362	0	46,97	1,022	8,584	0	25,62
	10200	64,35	67,74	69,24	47,68	82,85	57,05	134,4	17,8	1335	1557		55,75	3,398	3,398	0	46,65	1,022	8,584	0	25,62
	10250	64,17	67,6	69,1	47,35	82,77	56,72	135	17,92	1325	1548		55,42	3,434	3,434	0	46,32	1,022	8,584	0	25,62
	10300	63,88	67,35	68,84	46,95	82,58	56,31	135,7	18,04	1314	1543		55,03	3,471	3,471	0	45,93	1,022	8,584	0	25,62
	10350	63,58	67,09	68,57	46,54	82,38	55,9	136,4	18,16	1303	1539		54,63	3,508	3,508	0	45,53	1,022	8,584	0	25,62
	10400	63,29	66,83	68,31	46,13	82,18	55,5	137	18,28	1291	1541		54,23	3,546	3,546	0	45,13	1,022	8,584	0	25,62
