"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Ana1"|"bar"|-1000.0|1000.0|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
327963,1564153072663,-0,2.52,0.99,0.34,1.51,1.11,0.88,-1.02,1.04,21,0,25,1.35,12311,67,100,44,65,798,632.0,655,462,60,123.0,303,1,440,417,189,0,0,675,243,-10344,632,-5.59,,,,,,,,,,,,
327983,1564153072683,1,2.5,0.99,0.35,1.51,1.11,0.81,-0.96,0.98,20,-1,25,1.25,12384,67,100,44,65,793,634.0,661,462,60,122.0,308,1,440,417,195,0,0,653,-768,-10344,634,-5.59,,,,,,,,,,,,
328003,1564153072703,3,2.48,0.99,0.35,1.51,1.11,0.68,-0.79,0.93,21,-1,25,1.05,12384,67,100,44,65,794,637.0,666,462,60,122.0,308,1,440,417,195,0,0,649,5344,8958,636,-5.59,,,,,,,,,,,,
328023,1564153072723,-0,2.48,0.98,0.34,1.5,1.11,0.72,-0.85,1.0,21,1,24,1.11,12409,67,100,44,65,797,639.0,653,460,60,123.0,308,1,440,417,195,0,0,669,26688,-3038,644,-5.59,,,,,,,,,,,,
328043,1564153072743,1,2.49,0.98,0.34,1.5,1.1,0.81,-0.97,0.99,20,0,23,1.26,12433,67,100,44,65,795,642.0,658,460,60,122.0,308,1,440,417,195,0,0,665,1010,-10348,639,-5.59,44.681324,10.02497,61.89,173.8,0,0.0,-1,0.0,0.0,0,2.11,5.4674
328063,1564153072763,3,2.51,0.98,0.34,1.5,1.1,0.9,-0.85,1.0,19,-1,24,1.24,12450,67,100,44,65,793,643.0,663,463,60,122.0,308,1,440,417,195,0,0,659,-28304,-2826,643,-5.59,,,,,,,,,,,,
328083,1564153072783,1,2.54,0.98,0.34,1.5,1.11,0.85,-0.7,0.98,19,-2,25,1.11,12516,67,100,44,65,788,641.0,661,465,60,123.0,307,1,440,417,198,0,0,667,16529,-26380,641,-5.59,,,,,,,,,,,,
328103,1564153072805,2,2.56,0.98,0.34,1.5,1.11,0.85,-0.83,0.97,19,-2,24,1.19,12458,67,100,44,65,782,643.0,661,466,60,122.0,307,1,440,417,198,0,0,666,30721,-2826,643,-5.59,,,,,,,,,,,,
328123,1564153072825,2,2.59,0.99,0.34,1.51,1.11,0.82,-0.95,1.07,19,-4,24,1.25,12458,67,100,44,65,776,644.0,640,471,60,123.0,307,1,440,417,198,0,0,662,30721,-2830,644,-5.59,,,,,,,,,,,,
328143,1564153072845,4,2.6,0.99,0.34,1.51,1.11,0.79,-0.89,1.01,19,-6,24,1.19,12475,65,100,44,65,771,646.0,663,473,60,123.0,307,1,440,417,198,0,0,681,269,-3578,646,-5.59,44.681313,10.024985,62.86,173.7,0,0.0,-1,0.0,0.0,0,2.11,5.469
328163,1564153072865,2,2.61,0.99,0.34,1.51,1.12,0.77,-0.84,0.83,19,-5,26,1.14,12533,64,100,44,64,771,646.0,656,472,60,122.0,307,1,440,411,198,0,0,678,30721,-2826,646,-5.59,,,,,,,,,,,,
328183,1564153072885,3,2.6,0.99,0.35,1.51,1.11,0.77,-0.93,0.87,20,-5,26,1.2,12677,63,100,44,63,771,648.0,666,471,60,122.0,297,1,440,404,193,0,0,667,17336,-26892,648,-5.59,,,,,,,,,,,,
328203,1564153072905,0,2.59,0.99,0.34,1.5,1.11,0.8,-1.03,0.94,21,-6,25,1.31,12677,63,100,44,63,773,653.0,662,467,60,123.0,297,1,440,404,193,0,0,676,-18357,-10344,653,-5.59,,,,,,,,,,,,
328223,1564153072925,4,2.58,0.98,0.34,1.51,1.11,0.75,-0.88,0.84,22,-4,26,1.16,12643,62,100,44,62,775,653.0,657,466,60,123.0,297,1,440,399,193,0,0,686,3395,-2826,654,-5.59,,,,,,,,,,,,
328243,1564153072945,0,2.61,0.98,0.34,1.51,1.11,0.78,-0.99,0.8,22,-2,28,1.26,12720,61,100,44,62,777,657.0,653,458,60,123.0,297,1,440,399,193,0,0,687,269,6208,656,-5.59,44.681301,10.025001,63.87,173.7,0,0.0,-1,0.0,0.0,0,2.11,5.4707
328263,1564153072965,4,2.62,0.99,0.34,1.51,1.11,0.85,-0.91,0.76,23,-0,31,1.24,12851,58,100,44,61,779,657.0,661,463,60,123.0,297,1,440,393,193,0,0,669,19320,16118,658,-5.59,,,,,,,,,,,,
328283,1564153072985,2,2.63,0.98,0.34,1.51,1.1,0.81,-0.99,0.78,23,-1,32,1.28,12763,57,100,44,59,778,656.0,671,467,60,123.0,285,1,428,378,187,0,0,679,30721,14342,656,-5.59,,,,,,,,,,,,
328303,1564153072995,3,2.65,0.99,0.34,1.51,1.11,0.82,-1.09,0.9,23,-2,31,1.36,12626,55,100,44,58,776,657.0,669,472,60,123.0,285,1,422,370,187,0,0,680,3403,-2345,655,-5.59,,,,,,,,,,,,
328323,1564153073015,3,2.67,0.99,0.35,1.51,1.12,0.84,-1.06,0.85,24,-5,32,1.35,12525,54,100,44,58,772,653.0,663,472,60,123.0,285,1,422,363,187,0,0,680,30721,24845,653,-5.59,,,,,,,,,,,,
328343,1564153073035,1,2.67,1.0,0.34,1.51,1.12,0.83,-1.05,0.7,24,-6,32,1.33,12491,54,100,44,57,768,654.0,661,476,60,123.0,285,1,417,363,187,0,0,680,19320,-3584,653,-5.59,44.681286,10.025015,64.46,173.7,0,0.0,-1,0.0,0.0,0,2.12,5.4724
328363,1564153073055,3,2.66,0.97,0.34,1.52,1.11,0.86,-1.06,0.73,23,-6,34,1.36,12583,53,100,44,56,764,651.0,664,470,60,123.0,285,1,411,355,187,0,0,674,3403,-2345,651,-5.59,,,,,,,,,,,,
328383,1564153073075,-0,2.65,0.99,0.35,1.51,1.1,0.98,-1.15,0.77,23,-8,34,1.51,12600,53,100,43,56,759,649.0,654,466,60,123.0,260,1,411,359,169,0,0,670,26688,-10344,652,-5.59,,,,,,,,,,,,
328403,1564153073103,3,2.61,1.0,0.34,1.51,1.11,0.86,-1.1,0.68,24,-7,33,1.4,12651,53,100,44,55,755,652.0,660,465,60,123.0,260,1,405,348,169,0,0,669,30721,24845,649,-5.59,,,,,,,,,,,,
