"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Ana1"|"bar"|-1000.0|1000.0|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
11264,1564133152481,5,2.39,1.06,0.45,1.52,1.12,0.64,-0.62,0.78,12,-1,13,0.89,10201,100,90,41,86,966,729.0,623,462,60,122.0,305,1,410,585,220,0,0,759,-12152,-22796,731,-5.59,,,,,,,,,,,,
11284,1564133152499,6,2.39,1.06,0.46,1.52,1.11,0.64,-0.58,0.68,12,-2,13,0.87,10285,93,90,41,85,961,734.0,634,465,60,122.0,305,1,415,567,220,0,0,750,204,-3450,734,-5.59,,,,,,,,,,,,
11304,1564133152519,5,2.39,1.06,0.45,1.52,1.12,0.56,-0.57,0.81,12,-2,13,0.8,10262,76,90,41,83,960,735.0,635,467,60,123.0,305,1,412,531,220,0,0,767,-13072,-10218,736,-5.59,,,,,,,,,,,,
11324,1564133152539,6,2.4,1.06,0.46,1.52,1.12,0.57,-0.58,0.86,12,-2,13,0.82,10296,60,90,41,76,960,738.0,637,465,60,123.0,279,1,416,478,206,0,0,760,204,-2826,735,-5.59,,,,,,,,,,,,
11344,1564133152559,7,2.38,1.06,0.46,1.53,1.12,0.52,-0.63,0.89,12,-3,13,0.81,10262,48,90,41,68,960,740.0,635,471,60,123.0,279,1,415,438,206,0,0,754,-2560,-3038,740,-5.59,44.681076,10.024448,70.41,176.5,0,0.0,-1,0.0,0.0,0,0.08,0.1891
11364,1564133152579,8,2.39,1.06,0.47,1.52,1.13,0.48,-0.6,0.87,12,-4,13,0.77,10107,35,90,41,62,960,739.0,635,460,60,123.0,279,1,416,377,206,0,0,755,204,6389,739,-5.59,,,,,,,,,,,,
11384,1564133152598,15,2.39,1.06,0.46,1.53,1.12,0.58,-0.62,0.89,12,-5,13,0.85,10021,24,90,41,54,959,739.0,635,464,60,123.0,279,1,400,310,206,0,0,749,-2560,-22795,742,-5.59,,,,,,,,,,,,
11404,1564133152618,14,2.39,1.06,0.46,1.52,1.12,0.52,-0.64,0.9,12,-7,11,0.83,9827,20,90,41,48,958,740.0,633,467,60,123.0,279,1,382,248,206,0,0,731,-13312,-2830,740,-5.59,,,,,,,,,,,,
11424,1564133152638,19,2.38,1.06,0.45,1.53,1.12,0.62,-0.69,0.83,12,-8,11,0.93,9561,19,91,41,44,943,733.0,628,462,60,123.0,124,1,357,225,92,0,0,723,-12152,-22796,733,-5.59,,,,,,,,,,,,
11444,1564133152658,20,2.37,1.06,0.46,1.52,1.11,0.63,-0.59,0.79,11,-9,11,0.86,9346,18,90,41,41,926,730.0,624,463,60,124.0,124,1,334,218,92,0,0,685,8010,-2830,728,-5.59,44.681091,10.024446,72.42,176.4,0,0.0,-1,0.0,0.0,0,0.08,0.1907
