"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Ana1"|"bar"|-1000.0|1000.0|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
14364,1564133183350,4,2.36,1.05,0.44,1.52,1.11,0.63,-0.36,1.06,9,3,9,0.73,11799,100,90,41,84,1037,609.0,655,462,60,122.0,409,1,440,555,245,0,0,630,-28648,20993,606,-5.59,,,,,,,,,,,,
14384,1564133183370,3,2.36,1.06,0.45,1.52,1.11,0.64,-0.37,1.03,9,3,9,0.74,11837,100,90,41,84,1024,613.0,651,458,60,122.0,409,1,440,557,245,0,0,630,4956,771,609,-5.59,,,,,,,,,,,,
14404,1564133183390,4,2.35,1.05,0.45,1.53,1.11,0.58,-0.35,0.9,9,2,10,0.68,11897,100,90,41,84,1014,618.0,657,461,60,123.0,409,1,440,558,245,0,0,636,-7939,11566,613,-5.59,,,,,,,,,,,,
14424,1564133183409,4,2.35,1.05,0.45,1.53,1.11,0.52,-0.28,0.73,9,1,10,0.59,12003,100,90,41,84,996,620.0,652,462,60,121.0,411,1,440,560,255,0,0,640,17740,-2836,618,-5.59,,,,,,,,,,,,
14444,1564133183429,3,2.36,1.06,0.45,1.53,1.11,0.51,-0.25,0.54,9,-1,10,0.57,12096,100,90,41,84,981,625.0,663,460,60,122.0,411,1,440,560,255,0,0,649,269,2024,625,-5.59,44.680946,10.024973,58.88,176.8,0,0.0,-1,0.0,0.0,0,0.13,0.2407
14464,1564133183449,4,2.36,1.05,0.45,1.52,1.11,0.5,-0.25,0.5,9,-2,10,0.56,12191,100,90,41,84,959,630.0,666,460,60,122.0,411,1,440,560,255,0,0,658,-18357,-2830,630,-5.59,,,,,,,,,,,,
14484,1564133183469,-0,2.36,1.05,0.45,1.52,1.11,0.52,-0.34,0.65,9,-2,9,0.62,12287,100,90,41,84,945,633.0,668,460,60,122.0,411,1,440,560,255,0,0,658,-18357,-2830,630,-5.59,,,,,,,,,,,,
14504,1564133183489,2,2.37,1.05,0.46,1.52,1.11,0.51,-0.31,0.78,8,-1,8,0.6,12368,100,90,41,84,938,637.0,660,463,60,123.0,411,1,440,560,255,0,0,667,966,-10348,639,-5.59,,,,,,,,,,,,
14524,1564133183509,3,2.35,1.05,0.45,1.52,1.11,0.46,-0.26,0.82,8,-1,9,0.53,12516,100,90,41,84,913,644.0,656,466,60,122.0,411,1,440,560,265,0,0,667,966,-10348,639,-5.59,,,,,,,,,,,,
14544,1564133183529,3,2.37,1.05,0.46,1.52,1.11,0.53,-0.37,0.85,8,-1,7,0.65,12558,100,90,41,84,891,646.0,662,469,60,122.0,411,1,440,560,265,0,0,661,3,3543,644,-5.59,44.680939,10.024956,61.1,176.8,0,0.0,-1,0.0,0.0,0,0.13,0.2424
14564,1564133183549,2,2.36,1.06,0.46,1.52,1.12,0.57,-0.36,0.87,8,-1,7,0.67,12567,100,90,41,84,879,648.0,663,466,60,123.0,411,1,440,560,265,0,0,678,-2830,-26380,651,-5.59,,,,,,,,,,,,
14584,1564133183569,4,2.36,1.06,0.46,1.53,1.11,0.42,-0.21,0.79,9,-1,8,0.47,12626,100,90,41,84,860,655.0,661,470,60,122.0,411,1,440,560,265,0,0,678,-2830,-26380,651,-5.59,,,,,,,,,,,,
14604,1564133183589,2,2.37,1.06,0.46,1.53,1.11,0.47,-0.33,0.91,9,1,6,0.57,12711,100,90,41,84,844,659.0,662,468,60,122.0,411,1,440,560,265,0,0,683,479,-10399,659,-5.59,,,,,,,,,,,,
14624,1564133183608,2,2.37,1.05,0.46,1.53,1.1,0.5,-0.18,0.66,8,-0,8,0.54,12842,100,90,40,84,814,661.0,665,466,60,122.0,413,1,440,560,273,0,0,683,479,-10399,659,-5.59,,,,,,,,,,,,
14644,1564133183628,1,2.37,1.06,0.46,1.53,1.12,0.49,-0.28,0.79,8,-0,7,0.57,12886,100,90,40,84,804,668.0,663,465,60,122.0,413,1,440,560,273,0,0,682,-26380,-10344,668,-5.59,44.680927,10.024938,63.17,176.7,0,0.0,-1,0.0,0.0,0,0.14,0.2441
