"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Ana1"|"bar"|-1000.0|1000.0|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
11764,1564322837476,2,2.28,1.44,0.82,2.37,2.0,0.09,0.57,1.33,1,6,-5,0.58,12222,100,69,31,82,503,881.0,683,460,60,129.0,290,1,440,550,254,0,0,890,-779,2028,878,-5.59,,,,,,,,,,,,
11784,1564322837494,-2,2.28,1.44,0.82,2.37,1.99,0.04,0.58,1.2,1,7,-6,0.58,12278,100,69,31,82,503,885.0,683,464,60,130.0,290,1,440,550,254,0,0,899,-1277,-5120,878,181.28,,,,,,,,,,,,
11804,1564322837514,-0,2.27,1.44,0.82,2.37,2.0,0.01,0.66,1.0,1,7,-6,0.66,11822,100,69,31,82,503,884.0,673,457,60,132.0,290,1,440,544,254,0,0,898,1020,-14848,884,-5.59,,,,,,,,,,,,
11824,1564322837534,-2,2.29,1.45,0.82,2.38,2.0,0.08,0.64,0.96,2,6,-5,0.65,11370,100,69,31,84,503,887.0,670,456,60,131.0,290,1,441,564,254,0,0,882,-14712,-1277,887,-5.59,,,,,,,,,,,,
11844,1564322837554,-2,2.29,1.44,0.82,2.38,2.01,0.13,0.45,0.92,2,5,-4,0.47,11140,100,69,31,85,504,884.0,667,458,60,132.0,290,1,443,582,254,0,0,884,-30469,-780,882,-5.59,44.681122,10.016904,85.75,177.3,0,0.0,-1,0.0,0.0,0,0.08,0.1974
11864,1564322837574,0,2.29,1.44,0.82,2.36,2.0,0.29,0.26,1.0,1,3,-3,0.39,10907,100,69,31,85,505,884.0,660,459,60,132.0,275,1,441,582,243,0,0,880,1020,-2574,882,-5.59,,,,,,,,,,,,
11884,1564322837592,1,2.29,1.43,0.83,2.38,2.0,0.31,0.36,0.92,2,2,-4,0.47,10720,100,69,31,86,505,887.0,657,461,60,132.0,275,1,437,601,243,0,0,884,-14712,-1578,887,-5.59,,,,,,,,,,,,
11904,1564322837612,4,2.28,1.44,0.83,2.38,2.01,0.41,0.26,0.88,2,3,-2,0.49,10245,100,69,31,87,506,888.0,663,463,60,130.0,275,1,414,1052,243,0,0,902,966,966,883,-5.59,,,,,,,,,,,,
11924,1564322837632,2,2.28,1.44,0.83,2.37,2.01,0.51,0.25,0.94,1,2,-2,0.57,10140,100,69,31,86,506,889.0,666,459,60,129.0,275,1,405,913,243,0,0,894,771,2028,889,-5.59,,,,,,,,,,,,
11944,1564322837652,2,2.29,1.44,0.84,2.38,2.0,0.59,0.16,1.01,0,1,-1,0.61,10359,100,69,31,85,505,894.0,666,467,60,129.0,275,1,421,782,243,0,0,897,-5120,-3348,889,-5.59,44.681099,10.016898,87.05,177.2,0,0.0,-1,0.0,0.0,0,0.09,0.1991
