"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FB_p"|"bar"|0|300|50,"Volant"|"F"|0.0|300.0|50,"xFR"|"mm"|0.0|5.0|50,"xRR"|"mm"|0.0|5.0|50,"xFL"|"mm"|0.0|5.0|50,"xRL"|"mm"|0.0|5.0|50,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-120|120|50,"Pitch"|"Deg/Sec"|-120|120|50,"Roll"|"Deg/Sec"|-120|120|50,"Gsum"|"G"|0.0|3.0|50,"RPM"|""|0|14000|50,"TPS"|"%"|0|100|50,"WaterTemp"|"?C"|0|300|50,"AirTemp"|"?C"|-1000|1000|50,"MAP"|"KPa"|0|255|50,"Lambda"|""|0|1024|50,"WheelSpeed"|"MPH"|0.0|150.0|50,"OilPress"|"PSI"|0|150|50,"FuelPress"|"PSI"|0|150|50,"OilTemp"|"F"|0|300|50,"Battery"|"Volts"|0.0|20.0|50,"FuelCon"|"L/h"|-1000|1000|50,"Gear"|""|0|10|50,"Advance"|"Deg"|-360|360|50,"Injection"|"ms"|-1000|1000|50,"FuelCon"|"L/100km"|-1000|1000|50,"LC_But_Pres"|""|-1000|1000|50,"LC_Active"|""|-1000|1000|50,"RD_Speed"|""|-1000|1000|50,"RUD_Speed"|""|-1000|1000|50,"LD_Speed"|""|-1000|1000|50,"LUD_Speed"|""|-1000|1000|50,"Ana1"|"bar"|-1000.0|1000.0|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
16684,1564322952343,1,2.29,1.42,0.77,2.22,1.96,0.67,-0.57,1.01,9,2,16,0.88,8648,100,78,32,86,1397,605.0,636,459,60,129.0,536,1,428,588,315,0,0,632,243,-3038,606,-5.59,,,,,,,,,,,,
16704,1564322952363,1,2.31,1.41,0.77,2.21,1.95,0.71,-0.47,1.11,9,1,14,0.86,8442,100,78,32,87,1463,612.0,633,463,60,130.0,536,1,434,519,315,0,0,644,19621,966,612,-5.59,,,,,,,,,,,,
16724,1564322952383,2,2.29,1.41,0.77,2.21,1.95,0.78,-0.47,1.04,8,-2,12,0.91,8314,100,78,32,88,1498,613.0,621,458,60,130.0,303,1,439,589,186,0,0,636,1010,-14655,613,-5.59,,,,,,,,,,,,
16744,1564322952403,1,2.29,1.41,0.76,2.21,1.95,0.59,-0.39,1.01,7,-1,12,0.71,8344,100,78,32,88,1498,615.0,629,461,60,130.0,303,1,438,593,186,0,0,629,-28304,-16883,615,-5.59,44.681423,10.018041,58.41,177.6,0,0.0,-1,0.0,0.0,0,0.14,0.2791
16764,1564322952423,3,2.28,1.41,0.77,2.2,1.96,0.63,-0.29,1.02,6,-3,11,0.69,8561,100,78,32,88,1456,620.0,633,463,60,131.0,303,1,432,611,186,0,0,636,19320,-5120,615,-5.59,,,,,,,,,,,,
16784,1564322952443,3,2.28,1.4,0.76,2.2,1.96,0.72,-0.34,1.04,5,-6,11,0.79,8794,100,78,32,87,1369,621.0,635,458,60,129.0,303,1,424,588,186,0,0,636,3395,11776,620,-5.59,,,,,,,,,,,,
16804,1564322952463,1,2.29,1.41,0.76,2.19,1.95,0.74,-0.3,0.94,4,-6,9,0.79,8937,100,78,32,86,1283,628.0,643,459,60,128.0,303,1,420,588,186,0,0,657,20993,-2345,625,-5.59,,,,,,,,,,,,
16824,1564322952483,2,2.28,1.4,0.76,2.2,1.95,0.86,-0.35,0.93,4,-6,8,0.92,9062,100,78,32,86,1196,633.0,647,462,60,130.0,320,1,418,588,201,0,0,661,-5120,1549,631,-5.59,,,,,,,,,,,,
16844,1564322952499,2,2.29,1.41,0.76,2.21,1.95,0.84,-0.25,0.94,4,-5,7,0.87,9159,100,78,32,86,1120,640.0,645,462,60,129.0,320,1,418,588,201,0,0,667,24,-10344,635,-5.59,44.681431,10.018021,61.6,177.7,0,0.0,-1,0.0,0.0,0,0.14,0.2807
16864,1564322952519,0,2.29,1.4,0.76,2.21,1.95,0.75,-0.03,0.91,4,-4,7,0.75,9177,100,78,32,86,1053,643.0,647,459,60,130.0,320,1,418,588,201,0,0,676,244,1549,640,-5.59,,,,,,,,,,,,
