SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;FUEL P;OIL P;VOLTS;INJ;ADV;L/100K;

1 ;0:00,10 ;0 ;21 ;59;19;98;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;1,00 ;1,12 ;11,7 ;0,00 ;0,0 ;0,0;
1 ;0:00,20 ;0 ;21 ;59;19;98;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;1,00 ;1,12 ;11,8 ;0,00 ;0,0 ;0,0;
1 ;0:00,30 ;0 ;20 ;59;19;98;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;1,00 ;1,12 ;11,7 ;0,00 ;0,0 ;0,0;
1 ;0:00,40 ;139 ;21 ;59;19;98;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;2,00 ;1,16 ;11,9 ;4,33 ;20,0 ;0,0;
1 ;0:00,50 ;489 ;21 ;59;19;98;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;4,88 ;1,16 ;11,7 ;4,33 ;20,0 ;0,0;
1 ;0:00,60 ;494 ;21 ;59;19;98;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;4,88 ;1,20 ;11,8 ;4,33 ;20,0 ;0,0;
1 ;0:00,70 ;472 ;21 ;59;19;98;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;4,88 ;1,21 ;11,7 ;4,33 ;20,0 ;0,0;
1 ;0:00,80 ;468 ;20 ;59;19;98;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;4,85 ;1,21 ;11,5 ;4,33 ;20,0 ;0,0;
1 ;0:00,90 ;503 ;20 ;59;19;98;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;4,87 ;1,21 ;11,8 ;4,33 ;20,0 ;0,0;
1 ;0:01,00 ;502 ;18 ;59;19;98;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;4,85 ;1,22 ;11,6 ;4,33 ;20,0 ;0,0;
1 ;0:01,10 ;490 ;18 ;59;19;98;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;4,86 ;1,23 ;12,5 ;3,69 ;20,0 ;0,0;
1 ;0:01,20 ;320 ;18 ;59;19;98;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;4,90 ;1,18 ;12,5 ;3,69 ;20,0 ;0,0;
1 ;0:01,30 ;320 ;47 ;59;19;98;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;4,91 ;1,12 ;12,8 ;3,69 ;20,0 ;0,0;
1 ;0:01,40 ;320 ;89 ;59;19;98;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;4,91 ;1,11 ;12,8 ;3,69 ;20,0 ;0,0;
1 ;0:01,50 ;320 ;93 ;59;19;98;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;4,90 ;1,10 ;12,8 ;3,69 ;20,0 ;0,0;
1 ;0:01,60 ;320 ;65 ;59;19;98;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;4,91 ;1,10 ;12,8 ;3,69 ;20,0 ;0,0;
