SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;FUEL P;OIL P;VOLTS;INJ;ADV;L/100K;

2716 ;0:00,10 ;506 ;16 ;84;27;98;0,779 ;0,0 ;0,0 ;0,0 ;0,0 ;4,93 ;1,16 ;12,4 ;3,44 ;20,0 ;0,0;
2716 ;0:00,20 ;506 ;8 ;84;27;98;0,780 ;0,0 ;0,0 ;0,0 ;0,0 ;4,93 ;1,16 ;12,4 ;3,44 ;20,0 ;0,0;
2716 ;0:00,30 ;506 ;5 ;84;27;96;0,777 ;0,0 ;0,0 ;0,0 ;0,0 ;4,93 ;1,18 ;12,4 ;3,30 ;20,0 ;0,0;
2716 ;0:00,40 ;684 ;5 ;84;27;95;0,784 ;0,0 ;0,0 ;0,0 ;0,0 ;4,91 ;1,27 ;12,7 ;3,24 ;15,7 ;0,0;
2716 ;0:00,50 ;855 ;5 ;84;27;88;0,833 ;0,0 ;0,0 ;0,0 ;0,0 ;4,93 ;1,40 ;12,6 ;2,89 ;11,0 ;0,0;
2716 ;0:00,60 ;1415 ;5 ;84;27;83;0,880 ;0,0 ;0,0 ;0,0 ;0,0 ;4,91 ;1,64 ;12,8 ;2,99 ;0,0 ;0,0;
2716 ;0:00,70 ;1898 ;5 ;84;27;76;0,888 ;0,0 ;0,0 ;0,0 ;0,0 ;4,92 ;1,92 ;12,8 ;2,93 ;0,0 ;0,0;
2716 ;0:00,80 ;2433 ;5 ;84;27;70;0,877 ;0,0 ;0,0 ;0,0 ;0,0 ;4,95 ;2,25 ;12,9 ;3,02 ;0,0 ;0,0;
2716 ;0:00,90 ;2845 ;5 ;84;27;66;0,871 ;0,0 ;0,0 ;0,0 ;0,0 ;4,96 ;2,55 ;12,9 ;2,99 ;0,0 ;0,0;
2716 ;0:01,00 ;3358 ;5 ;84;27;62;0,853 ;0,0 ;0,0 ;0,0 ;0,0 ;4,93 ;2,85 ;12,9 ;2,87 ;0,0 ;0,0;
2716 ;0:01,10 ;3905 ;5 ;84;27;59;0,834 ;0,0 ;0,0 ;0,0 ;0,0 ;4,92 ;3,34 ;12,9 ;2,87 ;16,8 ;0,0;
2716 ;0:01,20 ;4134 ;5 ;84;27;60;0,856 ;0,0 ;0,0 ;0,0 ;0,0 ;4,91 ;3,46 ;12,8 ;2,95 ;18,7 ;0,0;
2716 ;0:01,30 ;4438 ;5 ;84;27;62;0,871 ;0,0 ;0,0 ;0,0 ;0,0 ;4,86 ;3,82 ;12,8 ;3,07 ;21,8 ;0,0;
2716 ;0:01,40 ;4514 ;6 ;84;27;65;0,879 ;0,0 ;0,0 ;0,0 ;0,0 ;4,88 ;3,82 ;12,7 ;3,26 ;22,9 ;0,0;
