SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;FUEL P;OIL P;VOLTS;INJ;ADV;L/100K;

3389 ;0:00,10 ;548 ;20 ;85;28;98;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,18 ;1,17 ;13,2 ;3,18 ;20,0 ;0,0;
3389 ;0:00,20 ;548 ;20 ;85;28;98;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,25 ;1,17 ;13,2 ;3,18 ;20,0 ;0,0;
3389 ;0:00,30 ;548 ;20 ;85;28;98;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,22 ;1,17 ;13,2 ;3,18 ;20,0 ;0,0;
3389 ;0:00,40 ;579 ;20 ;85;28;98;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,13 ;1,29 ;13,2 ;3,18 ;20,0 ;0,0;
3389 ;0:00,50 ;691 ;21 ;85;28;97;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,12 ;1,26 ;13,1 ;3,13 ;18,6 ;0,0;
3389 ;0:00,60 ;677 ;21 ;85;28;98;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,12 ;1,31 ;13,2 ;3,18 ;20,0 ;0,0;
3389 ;0:00,70 ;708 ;22 ;85;28;98;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,14 ;1,29 ;13,3 ;3,18 ;20,0 ;0,0;
3389 ;0:00,80 ;919 ;22 ;85;28;98;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,14 ;1,37 ;13,3 ;3,18 ;20,0 ;0,0;
3389 ;0:00,90 ;992 ;18 ;85;28;98;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,14 ;1,40 ;13,3 ;3,18 ;20,0 ;0,0;
3389 ;0:01,00 ;989 ;18 ;85;28;97;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,13 ;1,40 ;13,4 ;3,13 ;18,6 ;0,0;
3389 ;0:01,10 ;1215 ;19 ;85;28;97;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,17 ;1,48 ;13,5 ;3,36 ;20,3 ;0,0;
3389 ;0:01,20 ;1207 ;27 ;85;28;98;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,14 ;1,51 ;13,4 ;3,44 ;21,6 ;0,0;
3389 ;0:01,30 ;1303 ;25 ;85;28;96;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,14 ;1,52 ;13,4 ;3,37 ;19,6 ;0,0;
3389 ;0:01,40 ;1484 ;12 ;85;28;95;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,12 ;1,58 ;13,5 ;3,45 ;19,6 ;0,0;
3389 ;0:01,50 ;1562 ;12 ;84;28;95;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,03 ;1,62 ;13,5 ;3,48 ;19,8 ;0,0;
3389 ;0:01,60 ;1609 ;12 ;84;28;94;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,06 ;1,64 ;13,5 ;3,37 ;18,5 ;0,0;
3389 ;0:01,70 ;1620 ;12 ;84;27;94;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,06 ;1,70 ;13,3 ;3,40 ;18,5 ;0,0;
3389 ;0:01,80 ;1840 ;12 ;84;27;93;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,12 ;1,74 ;13,5 ;3,29 ;17,1 ;0,0;
3389 ;0:01,90 ;1856 ;12 ;84;27;93;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,12 ;1,76 ;13,5 ;3,30 ;17,1 ;0,0;
3389 ;0:02,00 ;1975 ;12 ;84;27;93;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,15 ;1,82 ;13,5 ;3,31 ;17,1 ;0,0;
3389 ;0:02,10 ;2062 ;12 ;84;27;92;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,16 ;1,87 ;13,5 ;3,17 ;15,7 ;0,0;
3389 ;0:02,20 ;2167 ;12 ;84;27;91;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,17 ;1,94 ;13,4 ;3,03 ;14,3 ;0,0;
3389 ;0:02,30 ;2272 ;12 ;84;27;91;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,20 ;1,97 ;13,5 ;3,03 ;14,3 ;0,0;
3389 ;0:02,40 ;2313 ;12 ;84;27;90;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,17 ;2,05 ;13,4 ;2,88 ;13,0 ;0,0;
3389 ;0:02,50 ;2479 ;12 ;84;27;89;1,498 ;0,0 ;0,0 ;0,0 ;0,0 ;3,13 ;2,08 ;13,4 ;2,87 ;13,0 ;0,0;
