"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Brake_F"|"Bar"|0|2000|10,"Brake_R"|"Bar"|0|2000|10,"Height_RF"|"mm"|0|255|10,"Height_LF"|"mm"|0|255|10,"Height_LR"|"mm"|0|80|10,"Height_RR"|"mm"|0|255|10,"Steering"|"deg"|-100|100|10,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"Unknown"|""|0|1024|25,"Log_Button"|""|0.0|10.0|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
8083,0,,,,,,,,0.05,-0.02,1.01,1,-0,0,0.05,0,,,,,,,,,,,,,,,,,
8123,0,,,,,,,,0.05,-0.02,1.01,1,-0,0,0.05,0,,,,,,,,,,,,,,,,,
8163,0,,,,,,,,0.05,-0.02,1.01,1,-0,0,0.05,0,,,,,,,,,,,,,,,,,
8203,0,,,,,,,,0.05,-0.02,1.01,1,-0,0,0.05,0,,,,,,,,,,,,,,,,,
8243,0,7,7,48,51,33,37,7,0.05,-0.02,1.01,1,-0,0,0.05,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.1374
8283,0,,,,,,,,0.05,-0.02,1.01,1,-0,0,0.05,0,,,,,,,,,,,,,,,,,
8323,0,,,,,,,,0.05,-0.02,1.01,1,-0,0,0.05,0,,,,,,,,,,,,,,,,,
8363,0,,,,,,,,0.05,-0.02,1.01,1,-0,0,0.05,0,,,,,,,,,,,,,,,,,
8403,0,,,,,,,,0.05,-0.02,1.01,1,-0,0,0.05,0,,,,,,,,,,,,,,,,,
8443,0,7,5,48,51,33,36,7,0.05,-0.02,1.01,1,-0,0,0.05,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.1407
8483,0,,,,,,,,0.05,-0.02,1.01,1,-0,0,0.05,0,,,,,,,,,,,,,,,,,
8523,0,,,,,,,,0.05,-0.02,1.01,1,-0,0,0.05,0,,,,,,,,,,,,,,,,,
8563,0,,,,,,,,0.05,-0.02,1.01,1,-0,0,0.05,0,,,,,,,,,,,,,,,,,
8603,0,,,,,,,,0.05,-0.02,1.01,1,-0,0,0.05,0,,,,,,,,,,,,,,,,,
