"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Brake_F"|"Bar"|0|2000|10,"Brake_R"|"Bar"|0|2000|10,"Height_RF"|"mm"|0|255|10,"Height_LF"|"mm"|0|255|10,"Height_LR"|"mm"|0|80|10,"Height_RR"|"mm"|0|255|10,"Steering"|"deg"|-100|100|10,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"Unknown"|""|0|1024|25,"Log_Button"|""|0.0|10.0|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"kph"|0.0|150.0|10,"Altitude"|"m"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10,"Distance"|"km"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
22083,0,,,,,,,,-0.03,-0.07,0.96,0,-2,0,0.08,0,,,,,,,,,,,,,,,,,
22123,0,,,,,,,,-0.06,-0.06,0.75,0,-0,0,0.08,0,,,,,,,,,,,,,,,,,
22163,0,,,,,,,,0.09,-0.05,0.99,0,1,-1,0.11,0,,,,,,,,,,,,,,,,,
22203,0,,,,,,,,0.07,-0.05,0.82,0,-2,1,0.08,0,,,,,,,,,,,,,,,,,
22243,0,8,7,46,50,34,39,-22,-0.02,-0.05,0.82,0,-6,1,0.06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3707
22283,0,,,,,,,,-0.08,-0.05,0.74,0,-3,1,0.09,0,,,,,,,,,,,,,,,,,
22323,0,,,,,,,,0.02,-0.06,0.78,0,0,-1,0.07,0,,,,,,,,,,,,,,,,,
22363,0,,,,,,,,0.13,-0.04,0.89,0,-3,1,0.14,0,,,,,,,,,,,,,,,,,
22403,0,,,,,,,,-0.04,-0.07,0.86,0,-4,1,0.08,0,,,,,,,,,,,,,,,,,
22443,0,9,8,47,50,34,39,-23,-0.02,-0.07,0.74,0,1,-1,0.07,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.374
22483,0,,,,,,,,0.13,-0.04,0.9,0,-3,0,0.14,0,,,,,,,,,,,,,,,,,
22523,0,,,,,,,,0.04,-0.05,0.82,0,-6,1,0.07,0,,,,,,,,,,,,,,,,,
22563,0,,,,,,,,-0.07,-0.05,0.64,0,-3,1,0.09,0,,,,,,,,,,,,,,,,,
22603,0,,,,,,,,0.04,-0.02,0.78,0,-1,-0,0.05,0,,,,,,,,,,,,,,,,,
22643,0,9,8,46,50,34,39,-22,0.13,-0.0,0.91,0,-4,1,0.13,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3774
22683,0,,,,,,,,-0.04,-0.04,0.88,0,-5,1,0.06,0,,,,,,,,,,,,,,,,,
22723,0,,,,,,,,0.15,-0.03,0.91,0,1,-0,0.16,0,,,,,,,,,,,,,,,,,
22763,0,,,,,,,,0.11,-0.03,0.9,0,-6,2,0.11,0,,,,,,,,,,,,,,,,,
22803,0,,,,,,,,0.01,-0.05,0.69,0,-0,0,0.05,0,,,,,,,,,,,,,,,,,
22843,0,9,7,47,50,34,39,-23,0.21,-0.03,0.84,0,-3,1,0.21,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3807
22883,0,,,,,,,,0.03,-0.06,0.84,0,-8,2,0.07,0,,,,,,,,,,,,,,,,,
22923,0,,,,,,,,0.01,-0.07,0.74,0,-2,0,0.07,0,,,,,,,,,,,,,,,,,
22963,0,,,,,,,,0.12,-0.03,0.9,0,-8,2,0.13,0,,,,,,,,,,,,,,,,,
23003,0,,,,,,,,-0.1,-0.06,0.81,0,-7,2,0.12,0,,,,,,,,,,,,,,,,,
23043,0,8,8,47,50,34,39,-22,0.11,-0.01,0.98,0,-3,-0,0.11,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.384
23083,0,,,,,,,,-0.04,-0.02,0.97,0,-10,1,0.04,0,,,,,,,,,,,,,,,,,
23123,0,,,,,,,,-0.07,-0.0,0.96,0,-5,0,0.07,0,,,,,,,,,,,,,,,,,
23163,0,,,,,,,,0.08,0.03,1.1,0,-7,0,0.08,0,,,,,,,,,,,,,,,,,
23203,0,,,,,,,,-0.12,-0.01,1.06,0,-9,1,0.12,0,,,,,,,,,,,,,,,,,
23243,0,10,6,47,50,34,39,-22,0.04,0.02,1.13,0,-1,-0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3874
23283,0,,,,,,,,0.05,0.03,1.08,0,-5,1,0.06,0,,,,,,,,,,,,,,,,,
23323,0,,,,,,,,-0.1,0.0,0.96,0,-3,1,0.1,0,,,,,,,,,,,,,,,,,
23363,0,,,,,,,,0.07,0.01,1.05,0,3,-0,0.07,0,,,,,,,,,,,,,,,,,
23403,0,,,,,,,,0.09,0.03,0.97,0,-2,1,0.09,0,,,,,,,,,,,,,,,,,
23443,0,7,8,47,50,34,39,-23,-0.08,-0.0,0.98,0,-3,1,0.08,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3907
23483,0,,,,,,,,0.11,0.02,1.05,0,3,-0,0.11,0,,,,,,,,,,,,,,,,,
23523,0,,,,,,,,-0.02,-0.01,1.0,0,-5,2,0.03,0,,,,,,,,,,,,,,,,,
23563,0,,,,,,,,-0.05,-0.0,0.9,0,-0,0,0.05,0,,,,,,,,,,,,,,,,,
23603,0,,,,,,,,0.13,0.0,1.11,0,1,-1,0.13,0,,,,,,,,,,,,,,,,,
23643,0,8,8,46,50,34,39,-22,0.13,-0.01,0.94,0,-6,2,0.13,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.394
23683,0,,,,,,,,-0.1,-0.04,0.97,0,-2,1,0.1,0,,,,,,,,,,,,,,,,,
23723,0,,,,,,,,0.04,-0.03,1.11,0,3,-1,0.05,0,,,,,,,,,,,,,,,,,
23763,0,,,,,,,,0.02,-0.01,1.12,0,-3,1,0.02,0,,,,,,,,,,,,,,,,,
23803,0,,,,,,,,-0.11,-0.01,1.13,0,-1,0,0.11,0,,,,,,,,,,,,,,,,,
23843,0,7,6,47,50,34,39,-22,-0.07,-0.03,1.04,0,5,-1,0.07,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.3974
23883,0,,,,,,,,0.12,-0.02,1.22,0,3,-0,0.12,0,,,,,,,,,,,,,,,,,
23923,0,,,,,,,,-0.04,-0.05,1.08,0,1,0,0.07,0,,,,,,,,,,,,,,,,,
23963,0,,,,,,,,0.04,-0.03,0.9,1,9,-1,0.05,0,,,,,,,,,,,,,,,,,
24003,0,,,,,,,,0.14,0.03,1.02,0,1,1,0.15,0,,,,,,,,,,,,,,,,,
24043,0,9,9,46,50,34,39,-22,-0.03,-0.02,0.88,0,7,-1,0.03,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.4007
24083,0,,,,,,,,0.17,0.0,1.02,0,3,-1,0.17,0,,,,,,,,,,,,,,,,,
24123,0,,,,,,,,-0.1,-0.07,0.92,0,1,-0,0.13,0,,,,,,,,,,,,,,,,,
24163,0,,,,,,,,0.04,-0.05,0.94,0,5,-1,0.07,0,,,,,,,,,,,,,,,,,
24203,0,,,,,,,,0.09,-0.04,0.91,0,-1,0,0.1,0,,,,,,,,,,,,,,,,,
24243,0,7,7,46,50,34,39,-23,-0.08,-0.07,0.78,0,3,-0,0.11,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.404
24283,0,,,,,,,,0.09,-0.05,0.94,0,6,-2,0.1,0,,,,,,,,,,,,,,,,,
24323,0,,,,,,,,0.15,-0.04,0.9,0,2,-0,0.16,0,,,,,,,,,,,,,,,,,
24363,0,,,,,,,,-0.01,-0.07,0.89,0,-1,1,0.07,0,,,,,,,,,,,,,,,,,
24403,0,,,,,,,,-0.03,-0.04,0.8,0,0,0,0.05,0,,,,,,,,,,,,,,,,,
24443,0,8,7,46,50,34,39,-22,0.05,-0.05,0.88,0,4,-1,0.07,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.4074
24483,0,,,,,,,,0.16,-0.03,0.97,0,-0,0,0.16,0,,,,,,,,,,,,,,,,,
24523,0,,,,,,,,-0.0,-0.05,0.99,0,-4,1,0.05,0,,,,,,,,,,,,,,,,,
24563,0,,,,,,,,-0.06,-0.04,0.86,0,-1,1,0.07,0,,,,,,,,,,,,,,,,,
24603,0,,,,,,,,0.01,-0.07,0.86,1,2,0,0.07,0,,,,,,,,,,,,,,,,,
24643,0,9,8,46,50,34,39,-22,0.09,-0.03,1.06,0,3,-1,0.1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,-1,0.0,0.0,0.0,0,0.0,0.4107
24683,0,,,,,,,,0.1,-0.03,1.01,0,1,-0,0.1,0,,,,,,,,,,,,,,,,,
24723,0,,,,,,,,0.01,-0.04,0.93,0,-2,1,0.04,0,,,,,,,,,,,,,,,,,
24763,0,,,,,,,,-0.01,-0.01,1.02,0,-3,0,0.01,0,,,,,,,,,,,,,,,,,
24803,0,,,,,,,,-0.09,0.01,0.94,0,-4,1,0.09,0,,,,,,,,,,,,,,,,,
